cal_S_function with E_thr = 5.0 MeV
T[MeV]	cal_S	cal_S_error
5.820	8.9240330564e-08	1.1666194133e-14
5.830	8.9990789082e-08	1.1710329925e-14
5.840	9.0746047070e-08	1.1754935039e-14
5.850	9.1506124389e-08	1.1800017266e-14
5.860	9.2271040918e-08	1.1845584614e-14
5.870	9.3040816555e-08	1.1891645403e-14
5.880	9.3815471210e-08	1.1938208073e-14
5.890	9.4595024815e-08	1.1985281369e-14
5.900	9.5379497313e-08	1.2032874248e-14
5.910	9.6168908666e-08	1.2080995928e-14
5.920	9.6963278850e-08	1.2129655963e-14
5.930	9.7762627857e-08	1.2178864055e-14
5.940	9.8566975693e-08	1.2228630359e-14
5.950	9.9376342376e-08	1.2278693106e-14
5.960	1.0019074794e-07	1.2329230224e-14
5.970	1.0101021244e-07	1.2380341593e-14
5.980	1.0183475593e-07	1.2432037887e-14
5.990	1.0266439848e-07	1.2483436250e-14
6.000	1.0349916019e-07	1.2535220450e-14
6.010	1.0433906114e-07	1.2587576795e-14
6.020	1.0518412146e-07	1.2640515480e-14
6.030	1.0603436125e-07	1.2694047036e-14
6.040	1.0688980067e-07	1.2748182309e-14
6.050	1.0775045984e-07	1.2802932392e-14
6.060	1.0861635893e-07	1.2858308831e-14
6.070	1.0948751809e-07	1.2912615077e-14
6.080	1.1036395750e-07	1.2967179735e-14
6.090	1.1124569735e-07	1.3022321508e-14
6.100	1.1213275783e-07	1.3076147516e-14
6.110	1.1302515914e-07	1.3130261970e-14
6.120	1.1392292148e-07	1.3184901343e-14
6.130	1.1482606507e-07	1.3240073055e-14
6.140	1.1573461015e-07	1.3295784861e-14
6.150	1.1664857693e-07	1.3352044693e-14
6.160	1.1756798567e-07	1.3408860546e-14
6.170	1.1849285660e-07	1.3466240822e-14
6.180	1.1942320998e-07	1.3524193992e-14
6.190	1.2035906606e-07	1.3580730921e-14
6.200	1.2130044510e-07	1.3636594614e-14
6.210	1.2224736738e-07	1.3692947769e-14
6.220	1.2319985317e-07	1.3749796040e-14
6.230	1.2415792274e-07	1.3807145534e-14
6.240	1.2512159637e-07	1.3865002274e-14
6.250	1.2609089435e-07	1.3923372614e-14
6.260	1.2706583696e-07	1.3982262707e-14
6.270	1.2804644450e-07	1.4041679144e-14
6.280	1.2903273726e-07	1.4101628391e-14
6.290	1.3002473553e-07	1.4162117318e-14
6.300	1.3102245961e-07	1.4223152742e-14
6.310	1.3202592980e-07	1.4284741829e-14
6.320	1.3303516640e-07	1.4346891499e-14
6.330	1.3405018971e-07	1.4409609285e-14
6.340	1.3507102003e-07	1.4472902605e-14
6.350	1.3609767765e-07	1.4536531984e-14
6.360	1.3713018289e-07	1.4596395859e-14
6.370	1.3816855605e-07	1.4656721857e-14
6.380	1.3921281741e-07	1.4717514609e-14
6.390	1.4026298727e-07	1.4778778500e-14
6.400	1.4131908594e-07	1.4840517867e-14
6.410	1.4238113371e-07	1.4902737503e-14
6.420	1.4344915086e-07	1.4965442060e-14
6.430	1.4452315769e-07	1.5028636148e-14
6.440	1.4560317447e-07	1.5092324677e-14
6.450	1.4668922150e-07	1.5156512500e-14
6.460	1.4778131905e-07	1.5221204637e-14
6.470	1.4887948739e-07	1.5286406040e-14
6.480	1.4998374679e-07	1.5352122023e-14
6.490	1.5109411752e-07	1.5418357536e-14
6.500	1.5221061983e-07	1.5485118166e-14
6.510	1.5333327397e-07	1.5550243965e-14
6.520	1.5446210020e-07	1.5613261438e-14
6.530	1.5559711875e-07	1.5676703099e-14
6.540	1.5673834986e-07	1.5740571685e-14
6.550	1.5788581375e-07	1.5804870452e-14
6.560	1.5903953064e-07	1.5869602602e-14
6.570	1.6019952075e-07	1.5932024542e-14
6.580	1.6136580427e-07	1.5991532410e-14
6.590	1.6253840141e-07	1.6051375168e-14
6.600	1.6371733234e-07	1.6111554289e-14
6.610	1.6490261725e-07	1.6172071230e-14
6.620	1.6609427630e-07	1.6232927808e-14
6.630	1.6729232964e-07	1.6294125431e-14
6.640	1.6849679743e-07	1.6355665631e-14
6.650	1.6970769981e-07	1.6417550036e-14
6.660	1.7092505689e-07	1.6479780238e-14
6.670	1.7214888879e-07	1.6542267465e-14
6.680	1.7337921561e-07	1.6604905244e-14
6.690	1.7461605745e-07	1.6667888117e-14
6.700	1.7585943439e-07	1.6731217378e-14
6.710	1.7710936648e-07	1.6794894780e-14
6.720	1.7836587378e-07	1.6858921792e-14
6.730	1.7962897633e-07	1.6923300069e-14
6.740	1.8089869416e-07	1.6988030915e-14
6.750	1.8217504728e-07	1.7053116334e-14
6.760	1.8345805568e-07	1.7118557658e-14
6.770	1.8474773935e-07	1.7184356466e-14
6.780	1.8604411826e-07	1.7250514442e-14
6.790	1.8734721235e-07	1.7317033294e-14
6.800	1.8865704156e-07	1.7383914497e-14
6.810	1.8997362582e-07	1.7446015948e-14
6.820	1.9129698503e-07	1.7507049098e-14
6.830	1.9262713907e-07	1.7568376229e-14
6.840	1.9396410782e-07	1.7629998172e-14
6.850	1.9530791113e-07	1.7691450432e-14
6.860	1.9665856883e-07	1.7746983559e-14
6.870	1.9801610074e-07	1.7802786342e-14
6.880	1.9938052666e-07	1.7858859226e-14
6.890	2.0075186637e-07	1.7915202580e-14
6.900	2.0213013963e-07	1.7971783490e-14
6.910	2.0351536618e-07	1.8028635055e-14
6.920	2.0490756574e-07	1.8085758617e-14
6.930	2.0630675802e-07	1.8143154286e-14
6.940	2.0771296270e-07	1.8200822941e-14
6.950	2.0912619943e-07	1.8258764551e-14
6.960	2.1054648787e-07	1.8316979982e-14
6.970	2.1197384761e-07	1.8375469533e-14
6.980	2.1340829828e-07	1.8434233688e-14
6.990	2.1484985943e-07	1.8493273002e-14
7.000	2.1629855062e-07	1.8552587786e-14
7.010	2.1775439138e-07	1.8612178490e-14
7.020	2.1921740122e-07	1.8672045878e-14
7.030	2.2068759963e-07	1.8730661708e-14
7.040	2.2216500605e-07	1.8784337267e-14
7.050	2.2364963994e-07	1.8838300711e-14
7.060	2.2514152070e-07	1.8892551738e-14
7.070	2.2664066772e-07	1.8947090340e-14
7.080	2.2814710037e-07	1.9001916423e-14
7.090	2.2966083797e-07	1.9057029600e-14
7.100	2.3118189985e-07	1.9112430164e-14
7.110	2.3271030530e-07	1.9168117658e-14
7.120	2.3424607356e-07	1.9224092192e-14
7.130	2.3578922389e-07	1.9280353583e-14
7.140	2.3733977548e-07	1.9336901894e-14
7.150	2.3889774752e-07	1.9393737189e-14
7.160	2.4046315915e-07	1.9450859381e-14
7.170	2.4203602952e-07	1.9508268322e-14
7.180	2.4361637772e-07	1.9565964079e-14
7.190	2.4520422281e-07	1.9623946717e-14
7.200	2.4679958384e-07	1.9682216400e-14
7.210	2.4840247983e-07	1.9736584233e-14
7.220	2.5001292975e-07	1.9789342471e-14
7.230	2.5163095257e-07	1.9842423334e-14
7.240	2.5325656721e-07	1.9895826186e-14
7.250	2.5488979256e-07	1.9946677766e-14
7.260	2.5653064749e-07	1.9995480830e-14
7.270	2.5817915084e-07	2.0044659420e-14
7.280	2.5983532141e-07	2.0094211197e-14
7.290	2.6149917797e-07	2.0144133629e-14
7.300	2.6317073927e-07	2.0194424570e-14
7.310	2.6485002402e-07	2.0245081884e-14
7.320	2.6653705089e-07	2.0296103470e-14
7.330	2.6823183854e-07	2.0347487267e-14
7.340	2.6993440557e-07	2.0398459793e-14
7.350	2.7164477057e-07	2.0445685157e-14
7.360	2.7336295209e-07	2.0493332945e-14
7.370	2.7508896864e-07	2.0541399423e-14
7.380	2.7682283870e-07	2.0589880745e-14
7.390	2.7856458073e-07	2.0638773647e-14
7.400	2.8031421314e-07	2.0688074713e-14
7.410	2.8207175429e-07	2.0737780609e-14
7.420	2.8383722255e-07	2.0787888564e-14
7.430	2.8561063623e-07	2.0838395204e-14
7.440	2.8739201359e-07	2.0888566698e-14
7.450	2.8918137287e-07	2.0936391905e-14
7.460	2.9097873229e-07	2.0984659735e-14
7.470	2.9278411000e-07	2.1033366330e-14
7.480	2.9459752414e-07	2.1082507553e-14
7.490	2.9641899281e-07	2.1132079284e-14
7.500	2.9824853407e-07	2.1182077894e-14
7.510	3.0008616593e-07	2.1231018196e-14
7.520	3.0193190639e-07	2.1279856580e-14
7.530	3.0378577338e-07	2.1329142941e-14
7.540	3.0564778482e-07	2.1378466859e-14
7.550	3.0751795858e-07	2.1427924205e-14
7.560	3.0939631250e-07	2.1477829097e-14
7.570	3.1128286436e-07	2.1528177400e-14
7.580	3.1317763193e-07	2.1578965117e-14
7.590	3.1508063293e-07	2.1630188276e-14
7.600	3.1699188502e-07	2.1681843263e-14
7.610	3.1891140586e-07	2.1733926441e-14
7.620	3.2083921303e-07	2.1786434430e-14
7.630	3.2277532410e-07	2.1839363743e-14
7.640	3.2471975659e-07	2.1892711378e-14
7.650	3.2667252798e-07	2.1946474079e-14
7.660	3.2863365570e-07	2.2000649005e-14
7.670	3.3060315715e-07	2.2055233165e-14
7.680	3.3258104969e-07	2.2110223938e-14
7.690	3.3456735063e-07	2.2165618727e-14
7.700	3.3656207725e-07	2.2221414634e-14
7.710	3.3856524678e-07	2.2277609613e-14
7.720	3.4057687641e-07	2.2334200925e-14
7.730	3.4259698329e-07	2.2391186611e-14
7.740	3.4462558451e-07	2.2448564166e-14
7.750	3.4666269715e-07	2.2506331663e-14
7.760	3.4870833822e-07	2.2564487101e-14
7.770	3.5076252471e-07	2.2623028304e-14
7.780	3.5282527354e-07	2.2681953583e-14
7.790	3.5489660160e-07	2.2741261040e-14
7.800	3.5697652574e-07	2.2800948687e-14
7.810	3.5906506276e-07	2.2861015184e-14
7.820	3.6116222943e-07	2.2921458648e-14
7.830	3.6326804244e-07	2.2982277604e-14
7.840	3.6538251848e-07	2.3043470522e-14
7.850	3.6750567417e-07	2.3105036072e-14
7.860	3.6963752609e-07	2.3166972563e-14
7.870	3.7177809077e-07	2.3229278852e-14
7.880	3.7392738469e-07	2.3291000978e-14
7.890	3.7608542431e-07	2.3351615728e-14
7.900	3.7825222603e-07	2.3412626008e-14
7.910	3.8042780618e-07	2.3474029412e-14
7.920	3.8261218109e-07	2.3535824455e-14
7.930	3.8480536700e-07	2.3598009214e-14
7.940	3.8700738013e-07	2.3660582018e-14
7.950	3.8921823665e-07	2.3723541078e-14
7.960	3.9143795268e-07	2.3786885150e-14
7.970	3.9366654428e-07	2.3850612365e-14
7.980	3.9590402748e-07	2.3914721702e-14
7.990	3.9815041826e-07	2.3979211032e-14
8.000	4.0040573255e-07	2.4044079542e-14
8.010	4.0266998623e-07	2.4109325624e-14
8.020	4.0494319514e-07	2.4174948295e-14
8.030	4.0722537505e-07	2.4240946306e-14
8.040	4.0951654171e-07	2.4307318192e-14
8.050	4.1181671080e-07	2.4374062998e-14
8.060	4.1412589796e-07	2.4441179768e-14
8.070	4.1644411879e-07	2.4508667432e-14
8.080	4.1877138883e-07	2.4576524896e-14
8.090	4.2110772356e-07	2.4644751282e-14
8.100	4.2345313844e-07	2.4713345607e-14
8.110	4.2580764885e-07	2.4782307100e-14
8.120	4.2817127014e-07	2.4851634898e-14
8.130	4.3054401761e-07	2.4921327991e-14
8.140	4.3292590649e-07	2.4991385907e-14
8.150	4.3531695198e-07	2.5061807770e-14
8.160	4.3771716922e-07	2.5132593056e-14
8.170	4.4012657331e-07	2.5203740716e-14
8.180	4.4254517928e-07	2.5275250511e-14
8.190	4.4497300214e-07	2.5347121711e-14
8.200	4.4741005681e-07	2.5419353672e-14
8.210	4.4985635819e-07	2.5491945823e-14
8.220	4.5231192111e-07	2.5564897547e-14
8.230	4.5477676037e-07	2.5638208835e-14
8.240	4.5725089069e-07	2.5711878813e-14
8.250	4.5973432675e-07	2.5785906998e-14
8.260	4.6222708320e-07	2.5860293330e-14
8.270	4.6472917460e-07	2.5935037049e-14
8.280	4.6724061549e-07	2.6010137738e-14
8.290	4.6976142033e-07	2.6085595520e-14
8.300	4.7229160356e-07	2.6161409881e-14
8.310	4.7483117953e-07	2.6237580071e-14
8.320	4.7738016257e-07	2.6314106527e-14
8.330	4.7993856694e-07	2.6390988549e-14
8.340	4.8250640684e-07	2.6468225966e-14
8.350	4.8508369645e-07	2.6545818794e-14
8.360	4.8767044985e-07	2.6623766550e-14
8.370	4.9026668110e-07	2.6702069153e-14
8.380	4.9287240420e-07	2.6780726565e-14
8.390	4.9548763310e-07	2.6859738571e-14
8.400	4.9811238168e-07	2.6939104997e-14
8.410	5.0074666377e-07	2.7018825893e-14
8.420	5.0339049316e-07	2.7098900913e-14
8.430	5.0604388358e-07	2.7179330272e-14
8.440	5.0870684870e-07	2.7260113846e-14
8.450	5.1137940214e-07	2.7341251489e-14
8.460	5.1406155747e-07	2.7422743225e-14
8.470	5.1675332819e-07	2.7504589139e-14
8.480	5.1945472775e-07	2.7586789411e-14
8.490	5.2216576957e-07	2.7669343772e-14
8.500	5.2488646699e-07	2.7752252297e-14
8.510	5.2761683329e-07	2.7835515255e-14
8.520	5.3035688171e-07	2.7919132604e-14
8.530	5.3310662543e-07	2.8003104233e-14
8.540	5.3586607758e-07	2.8087430721e-14
8.550	5.3863525122e-07	2.8172111845e-14
8.560	5.4141415937e-07	2.8257147665e-14
8.570	5.4420281499e-07	2.8342538691e-14
8.580	5.4700123098e-07	2.8428284716e-14
8.590	5.4980942019e-07	2.8514386086e-14
8.600	5.5262739540e-07	2.8600842950e-14
8.610	5.5545516935e-07	2.8687655381e-14
8.620	5.5829275472e-07	2.8774824135e-14
8.630	5.6114016413e-07	2.8862348626e-14
8.640	5.6399741015e-07	2.8950229991e-14
8.650	5.6686450529e-07	2.9038467733e-14
8.660	5.6974146199e-07	2.9127062241e-14
8.670	5.7262829266e-07	2.9216014009e-14
8.680	5.7552500963e-07	2.9305323426e-14
8.690	5.7843162519e-07	2.9394990376e-14
8.700	5.8134815156e-07	2.9485015595e-14
8.710	5.8427460092e-07	2.9575399045e-14
8.720	5.8721098537e-07	2.9666141274e-14
8.730	5.9015731697e-07	2.9757242334e-14
8.740	5.9311360772e-07	2.9848702957e-14
8.750	5.9607986955e-07	2.9940523428e-14
8.760	5.9905611436e-07	3.0032703881e-14
8.770	6.0204235396e-07	3.0125245010e-14
8.780	6.0503860013e-07	3.0218146834e-14
8.790	6.0804486458e-07	3.0311410412e-14
8.800	6.1106115896e-07	3.0405035348e-14
8.810	6.1408749486e-07	3.0499022512e-14
8.820	6.1712388382e-07	3.0593372382e-14
8.830	6.2017033734e-07	3.0688085291e-14
8.840	6.2322686681e-07	3.0783161801e-14
8.850	6.2629348362e-07	3.0878602244e-14
8.860	6.2937019907e-07	3.0974407200e-14
8.870	6.3245702440e-07	3.1070576769e-14
8.880	6.3555397081e-07	3.1167111862e-14
8.890	6.3866104943e-07	3.1264013171e-14
8.900	6.4177827133e-07	3.1361280790e-14
8.910	6.4490564753e-07	3.1458915410e-14
8.920	6.4804318899e-07	3.1556917424e-14
8.930	6.5119090660e-07	3.1655287995e-14
8.940	6.5434881121e-07	3.1754026826e-14
8.950	6.5751691360e-07	3.1853134858e-14
8.960	6.6069522449e-07	3.1952612809e-14
8.970	6.6388375455e-07	3.2052461061e-14
8.980	6.6708251438e-07	3.2152680266e-14
8.990	6.7029151454e-07	3.2252274172e-14
9.000	6.7351076551e-07	3.2351630283e-14
9.010	6.7674027772e-07	3.2451338685e-14
9.020	6.7998006155e-07	3.2551399330e-14
9.030	6.8323012730e-07	3.2651813012e-14
9.040	6.8649048524e-07	3.2752580736e-14
9.050	6.8976114555e-07	3.2853702038e-14
9.060	6.9304211838e-07	3.2955178017e-14
9.070	6.9633341380e-07	3.3057008538e-14
9.080	6.9963504183e-07	3.3159195018e-14
9.090	7.0294701242e-07	3.3261737832e-14
9.100	7.0626933549e-07	3.3364636784e-14
9.110	7.0960202086e-07	3.3467893057e-14
9.120	7.1294507833e-07	3.3571506895e-14
9.130	7.1629851762e-07	3.3675479392e-14
9.140	7.1966234838e-07	3.3779810135e-14
9.150	7.2303658023e-07	3.3884500389e-14
9.160	7.2642122271e-07	3.3989550672e-14
9.170	7.2981628531e-07	3.4094961530e-14
9.180	7.3322177745e-07	3.4200733494e-14
9.190	7.3663770850e-07	3.4306867182e-14
9.200	7.4006408776e-07	3.4413363304e-14
9.210	7.4350092450e-07	3.4519699078e-14
9.220	7.4694822790e-07	3.4625990768e-14
9.230	7.5040600708e-07	3.4732650938e-14
9.240	7.5387427113e-07	3.4839679266e-14
9.250	7.5735302904e-07	3.4947076616e-14
9.260	7.6084228978e-07	3.5054843722e-14
9.270	7.6434206223e-07	3.5162981545e-14
9.280	7.6785235524e-07	3.5271489722e-14
9.290	7.7137317756e-07	3.5380369865e-14
9.300	7.7490453793e-07	3.5489621894e-14
9.310	7.7844644499e-07	3.5599247415e-14
9.320	7.8199890734e-07	3.5709246316e-14
9.330	7.8556193351e-07	3.5819619510e-14
9.340	7.8913553198e-07	3.5930367417e-14
9.350	7.9271971118e-07	3.6041491309e-14
9.360	7.9631447945e-07	3.6152991491e-14
9.370	7.9991984509e-07	3.6264868698e-14
9.380	8.0353581635e-07	3.6377124060e-14
9.390	8.0716240141e-07	3.6489757896e-14
9.400	8.1079960837e-07	3.6602771197e-14
9.410	8.1444744531e-07	3.6716164132e-14
9.420	8.1810592023e-07	3.6829938831e-14
9.430	8.2177504106e-07	3.6944094300e-14
9.440	8.2545481569e-07	3.7058632932e-14
9.450	8.2914525194e-07	3.7173554633e-14
9.460	8.3284635758e-07	3.7288860414e-14
9.470	8.3655814030e-07	3.7404550824e-14
9.480	8.4028060776e-07	3.7520627298e-14
9.490	8.4401376753e-07	3.7637090439e-14
9.500	8.4775762715e-07	3.7753940823e-14
9.510	8.5151219407e-07	3.7871179402e-14
9.520	8.5527747572e-07	3.7988807434e-14
9.530	8.5905347942e-07	3.8106825638e-14
9.540	8.6284021248e-07	3.8225234436e-14
9.550	8.6663768212e-07	3.8344035617e-14
9.560	8.7044589551e-07	3.8463229738e-14
9.570	8.7426485976e-07	3.8582817075e-14
9.580	8.7809458192e-07	3.8702799172e-14
9.590	8.8193506898e-07	3.8823177204e-14
9.600	8.8578632788e-07	3.8943951748e-14
9.610	8.8964836549e-07	3.9065123838e-14
9.620	8.9352118862e-07	3.9186694335e-14
9.630	8.9740480403e-07	3.9308664820e-14
9.640	9.0129921841e-07	3.9431035530e-14
9.650	9.0520443840e-07	3.9553808031e-14
9.660	9.0912047058e-07	3.9676982799e-14
9.670	9.1304732147e-07	3.9800561808e-14
9.680	9.1698499753e-07	3.9924545202e-14
9.690	9.2093350516e-07	4.0048934496e-14
9.700	9.2489285069e-07	4.0173731052e-14
9.710	9.2886304041e-07	4.0298935148e-14
9.720	9.3284408056e-07	4.0424548517e-14
9.730	9.3683597728e-07	4.0550571965e-14
9.740	9.4083873669e-07	4.0677007075e-14
9.750	9.4485236483e-07	4.0803854459e-14
9.760	9.4887686770e-07	4.0931115429e-14
9.770	9.5291225122e-07	4.1058791678e-14
9.780	9.5695852127e-07	4.1186883528e-14
9.790	9.6101568365e-07	4.1315392889e-14
9.800	9.6508374412e-07	4.1444320454e-14
9.810	9.6916270838e-07	4.1573667748e-14
9.820	9.7325258207e-07	4.1703436031e-14
9.830	9.7735337076e-07	4.1833626248e-14
9.840	9.8146507996e-07	4.1964240338e-14
9.850	9.8558771516e-07	4.2095278701e-14
9.860	9.8972128174e-07	4.2226743491e-14
9.870	9.9386578505e-07	4.2358634829e-14
9.880	9.9802123038e-07	4.2490955502e-14
9.890	1.0021876230e-06	4.2623705743e-14
9.900	1.0063649680e-06	4.2756887362e-14
9.910	1.0105532705e-06	4.2890502002e-14
9.920	1.0147525356e-06	4.3024550582e-14
9.930	1.0189627683e-06	4.3159034390e-14
9.940	1.0231839735e-06	4.3293955310e-14
9.950	1.0274161561e-06	4.3429314256e-14
9.960	1.0316593209e-06	4.3565113345e-14
9.970	1.0359134727e-06	4.3701353199e-14
9.980	1.0401786162e-06	4.3838036102e-14
9.990	1.0444547561e-06	4.3975162831e-14
10.000	1.0487418969e-06	4.4112735741e-14
