cal_S_function with E_thr = 15.0 MeV
T[MeV]	cal_S	cal_S_error
5.840	1.3274183937e-06	5.7152916421e-14
5.850	1.3426331391e-06	5.7974652353e-14
5.860	1.3579832300e-06	5.8797763628e-14
5.870	1.3734694790e-06	5.9618112315e-14
5.880	1.3890927001e-06	6.0449926315e-14
5.890	1.4048537094e-06	6.1266221158e-14
5.900	1.4207533246e-06	6.2091296406e-14
5.910	1.4367923649e-06	6.2927011862e-14
5.920	1.4529716517e-06	6.3773572097e-14
5.930	1.4692920075e-06	6.4631191415e-14
5.940	1.4857542570e-06	6.5500087498e-14
5.950	1.5023592262e-06	6.6380489231e-14
5.960	1.5191077429e-06	6.7272632395e-14
5.970	1.5360006364e-06	6.8176758966e-14
5.980	1.5530387379e-06	6.9067215691e-14
5.990	1.5702228798e-06	6.9948298951e-14
6.000	1.5875538963e-06	7.0839786071e-14
6.010	1.6050326232e-06	7.1741850781e-14
6.020	1.6226598978e-06	7.2654673162e-14
6.030	1.6404365587e-06	7.3578438543e-14
6.040	1.6583634464e-06	7.4513337514e-14
6.050	1.6764414026e-06	7.5459566261e-14
6.060	1.6946712707e-06	7.6417328586e-14
6.070	1.7130538953e-06	7.7386830829e-14
6.080	1.7315901227e-06	7.8368291198e-14
6.090	1.7502808004e-06	7.9361928633e-14
6.100	1.7691267775e-06	8.0367977067e-14
6.110	1.7881289044e-06	8.1326519309e-14
6.120	1.8072880330e-06	8.2286358480e-14
6.130	1.8266050163e-06	8.3256175996e-14
6.140	1.8460807089e-06	8.4236109210e-14
6.150	1.8657159666e-06	8.5226296250e-14
6.160	1.8855116466e-06	8.6226879816e-14
6.170	1.9054686072e-06	8.7238006273e-14
6.180	1.9255877083e-06	8.8259823466e-14
6.190	1.9458698108e-06	8.9292487573e-14
6.200	1.9663157769e-06	9.0335126323e-14
6.210	1.9869264700e-06	9.1320264973e-14
6.220	2.0077027548e-06	9.2314153994e-14
6.230	2.0286454972e-06	9.3316877965e-14
6.240	2.0497555641e-06	9.4328531175e-14
6.250	2.0710338237e-06	9.5349200103e-14
6.260	2.0924811454e-06	9.6378979683e-14
6.270	2.1140983995e-06	9.7382766455e-14
6.280	2.1358864577e-06	9.8336137121e-14
6.290	2.1578461925e-06	9.9296205720e-14
6.300	2.1799784776e-06	1.0026300865e-13
6.310	2.2022841878e-06	1.0123658336e-13
6.320	2.2247641988e-06	1.0221697017e-13
6.330	2.2474193876e-06	1.0320420716e-13
6.340	2.2702506317e-06	1.0419833386e-13
6.350	2.2932588102e-06	1.0519938857e-13
6.360	2.3164448026e-06	1.0620740994e-13
6.370	2.3398094897e-06	1.0722244099e-13
6.380	2.3633537532e-06	1.0824452204e-13
6.390	2.3870784755e-06	1.0927369128e-13
6.400	2.4109845401e-06	1.1030999481e-13
6.410	2.4350728313e-06	1.1135347228e-13
6.420	2.4593442343e-06	1.1240416483e-13
6.430	2.4837996352e-06	1.1346211819e-13
6.440	2.5084399206e-06	1.1449857800e-13
6.450	2.5332659783e-06	1.1546539545e-13
6.460	2.5582786968e-06	1.1643755977e-13
6.470	2.5834789652e-06	1.1741508539e-13
6.480	2.6088676734e-06	1.1839798928e-13
6.490	2.6344457123e-06	1.1930774005e-13
6.500	2.6602139731e-06	1.2019211449e-13
6.510	2.6861733481e-06	1.2108078936e-13
6.520	2.7123247300e-06	1.2197376782e-13
6.530	2.7386690123e-06	1.2287104992e-13
6.540	2.7652070891e-06	1.2377264110e-13
6.550	2.7919398552e-06	1.2467854148e-13
6.560	2.8188682058e-06	1.2558875541e-13
6.570	2.8459930370e-06	1.2650328389e-13
6.580	2.8733152453e-06	1.2742212924e-13
6.590	2.9008357278e-06	1.2834529683e-13
6.600	2.9285553821e-06	1.2927278775e-13
6.610	2.9564751063e-06	1.3020460442e-13
6.620	2.9845957992e-06	1.3108222831e-13
6.630	3.0129183598e-06	1.3190735381e-13
6.640	3.0414436879e-06	1.3273654449e-13
6.650	3.0701726834e-06	1.3356979020e-13
6.660	3.0991062469e-06	1.3440708075e-13
6.670	3.1282452793e-06	1.3524840444e-13
6.680	3.1575906819e-06	1.3609375329e-13
6.690	3.1871433565e-06	1.3694311704e-13
6.700	3.2169042052e-06	1.3779648685e-13
6.710	3.2468741302e-06	1.3865385498e-13
6.720	3.2770540345e-06	1.3951521271e-13
6.730	3.3074448211e-06	1.4038055637e-13
6.740	3.3380473933e-06	1.4124987517e-13
6.750	3.3688626548e-06	1.4212316385e-13
6.760	3.3998915095e-06	1.4291489584e-13
6.770	3.4311348615e-06	1.4368839534e-13
6.780	3.4625936152e-06	1.4446626647e-13
6.790	3.4942686752e-06	1.4520518023e-13
6.800	3.5261609462e-06	1.4590158609e-13
6.810	3.5582713332e-06	1.4660319769e-13
6.820	3.5906007413e-06	1.4730994800e-13
6.830	3.6231500756e-06	1.4802178115e-13
6.840	3.6559202416e-06	1.4873863800e-13
6.850	3.6889121448e-06	1.4946046761e-13
6.860	3.7221266906e-06	1.5016555527e-13
6.870	3.7555647846e-06	1.5080897080e-13
6.880	3.7892273325e-06	1.5145844668e-13
6.890	3.8231152401e-06	1.5211389499e-13
6.900	3.8572294130e-06	1.5277522830e-13
6.910	3.8915707570e-06	1.5344237427e-13
6.920	3.9261401776e-06	1.5411526084e-13
6.930	3.9609385807e-06	1.5479383631e-13
6.940	3.9959668718e-06	1.5544622199e-13
6.950	4.0312259564e-06	1.5607249056e-13
6.960	4.0667167400e-06	1.5670547651e-13
6.970	4.1024401280e-06	1.5734577262e-13
6.980	4.1383970255e-06	1.5799347363e-13
6.990	4.1745883377e-06	1.5863064889e-13
7.000	4.2110149695e-06	1.5925363264e-13
7.010	4.2476778257e-06	1.5988333175e-13
7.020	4.2845778109e-06	1.6050635596e-13
7.030	4.3217158294e-06	1.6113578939e-13
7.040	4.3590927853e-06	1.6177172289e-13
7.050	4.3967095828e-06	1.6241402242e-13
7.060	4.4345671252e-06	1.6306255916e-13
7.070	4.4726663162e-06	1.6371721106e-13
7.080	4.5110080588e-06	1.6437786489e-13
7.090	4.5495932557e-06	1.6504441198e-13
7.100	4.5884228095e-06	1.6571674928e-13
7.110	4.6274976223e-06	1.6639477353e-13
7.120	4.6668185959e-06	1.6707839559e-13
7.130	4.7063866318e-06	1.6776752076e-13
7.140	4.7462026309e-06	1.6846206327e-13
7.150	4.7862674939e-06	1.6916193946e-13
7.160	4.8265821210e-06	1.6986707256e-13
7.170	4.8671474120e-06	1.7057738021e-13
7.180	4.9079642662e-06	1.7129279455e-13
7.190	4.9490335824e-06	1.7201324047e-13
7.200	4.9903562591e-06	1.7273865214e-13
7.210	5.0319331941e-06	1.7346896154e-13
7.220	5.0737652848e-06	1.7420410551e-13
7.230	5.1158534279e-06	1.7494402651e-13
7.240	5.1581985199e-06	1.7568866329e-13
7.250	5.2008014563e-06	1.7643796040e-13
7.260	5.2436631324e-06	1.7719186227e-13
7.270	5.2867844426e-06	1.7795031634e-13
7.280	5.3301662809e-06	1.7869980033e-13
7.290	5.3738095406e-06	1.7942279630e-13
7.300	5.4177151144e-06	1.8015074089e-13
7.310	5.4618838943e-06	1.8088356684e-13
7.320	5.5063167715e-06	1.8162121096e-13
7.330	5.5510146367e-06	1.8236361553e-13
7.340	5.5959783800e-06	1.8311071772e-13
7.350	5.6412088904e-06	1.8386246054e-13
7.360	5.6867070564e-06	1.8461879077e-13
7.370	5.7324737659e-06	1.8537965373e-13
7.380	5.7785099057e-06	1.8614500285e-13
7.390	5.8248163620e-06	1.8691478274e-13
7.400	5.8713940203e-06	1.8768894765e-13
7.410	5.9182437651e-06	1.8846745157e-13
7.420	5.9653664801e-06	1.8925025074e-13
7.430	6.0127630484e-06	1.9003730131e-13
7.440	6.0604343518e-06	1.9082856275e-13
7.450	6.1083812717e-06	1.9162399236e-13
7.460	6.1566046882e-06	1.9242355109e-13
7.470	6.2051054809e-06	1.9322720325e-13
7.480	6.2538845281e-06	1.9403491079e-13
7.490	6.3029427076e-06	1.9484663844e-13
7.500	6.3522808957e-06	1.9566235334e-13
7.510	6.4018999683e-06	1.9648202032e-13
7.520	6.4518008000e-06	1.9730560672e-13
7.530	6.5019842644e-06	1.9813308453e-13
7.540	6.5524512344e-06	1.9896441972e-13
7.550	6.6032025815e-06	1.9979958791e-13
7.560	6.6542391764e-06	2.0063855485e-13
7.570	6.7055618887e-06	2.0148129900e-13
7.580	6.7571715869e-06	2.0232778663e-13
7.590	6.8090691386e-06	2.0317800029e-13
7.600	6.8612554101e-06	2.0403190792e-13
7.610	6.9137312667e-06	2.0488949148e-13
7.620	6.9664975725e-06	2.0575072168e-13
7.630	7.0195551907e-06	2.0661557793e-13
7.640	7.0729049830e-06	2.0748403845e-13
7.650	7.1265478104e-06	2.0835608043e-13
7.660	7.1804845322e-06	2.0923168659e-13
7.670	7.2347160070e-06	2.1011083186e-13
7.680	7.2892430920e-06	2.1099350104e-13
7.690	7.3440666431e-06	2.1187967243e-13
7.700	7.3991875151e-06	2.1276928222e-13
7.710	7.4546065616e-06	2.1366227690e-13
7.720	7.5103246348e-06	2.1455871551e-13
7.730	7.5663425858e-06	2.1545858130e-13
7.740	7.6226612643e-06	2.1636185558e-13
7.750	7.6792815188e-06	2.1726851953e-13
7.760	7.7362041964e-06	2.1817856193e-13
7.770	7.7934301431e-06	2.1909196747e-13
7.780	7.8509602032e-06	2.2000872093e-13
7.790	7.9087952201e-06	2.2092880703e-13
7.800	7.9669360355e-06	2.2185221306e-13
7.810	8.0253834899e-06	2.2277892585e-13
7.820	8.0841384224e-06	2.2370893176e-13
7.830	8.1432016707e-06	2.2464221641e-13
7.840	8.2025740712e-06	2.2557877263e-13
7.850	8.2622564586e-06	2.2651858262e-13
7.860	8.3222496665e-06	2.2746163972e-13
7.870	8.3825545268e-06	2.2840793172e-13
7.880	8.4431718702e-06	2.2935744799e-13
7.890	8.5041025258e-06	2.3031017500e-13
7.900	8.5653473211e-06	2.3126611020e-13
7.910	8.6269070824e-06	2.3222523418e-13
7.920	8.6887826342e-06	2.3318754364e-13
7.930	8.7509747998e-06	2.3415302848e-13
7.940	8.8134844008e-06	2.3512167961e-13
7.950	8.8763122571e-06	2.3609348929e-13
7.960	8.9394591874e-06	2.3706844663e-13
7.970	9.0029260086e-06	2.3804654874e-13
7.980	9.0667135362e-06	2.3902778406e-13
7.990	9.1308225840e-06	2.4001214390e-13
8.000	9.1952539642e-06	2.4099962539e-13
8.010	9.2600084874e-06	2.4199022071e-13
8.020	9.3250869627e-06	2.4298391650e-13
8.030	9.3904901975e-06	2.4398071704e-13
8.040	9.4562189976e-06	2.4498060902e-13
8.050	9.5222741670e-06	2.4598359213e-13
8.060	9.5886565083e-06	2.4698955305e-13
8.070	9.6553668221e-06	2.4799846311e-13
8.080	9.7224059077e-06	2.4901044754e-13
8.090	9.7897745625e-06	2.5002549853e-13
8.100	9.8574735821e-06	2.5104360876e-13
8.110	9.9255037606e-06	2.5206477606e-13
8.120	9.9938658903e-06	2.5308899835e-13
8.130	1.0062560762e-05	2.5411626535e-13
8.140	1.0131589164e-05	2.5514657757e-13
8.150	1.0200951883e-05	2.5617992749e-13
8.160	1.0270649706e-05	2.5721632135e-13
8.170	1.0340683415e-05	2.5825574465e-13
8.180	1.0411053792e-05	2.5929820173e-13
8.190	1.0481761617e-05	2.6034368348e-13
8.200	1.0552807668e-05	2.6139219488e-13
8.210	1.0624192723e-05	2.6244372338e-13
8.220	1.0695917554e-05	2.6349827786e-13
8.230	1.0767982935e-05	2.6455584875e-13
8.240	1.0840389637e-05	2.6561643475e-13
8.250	1.0913138428e-05	2.6668003407e-13
8.260	1.0986230076e-05	2.6774665140e-13
8.270	1.1059665346e-05	2.6881627484e-13
8.280	1.1133445002e-05	2.6988891226e-13
8.290	1.1207569804e-05	2.7096455754e-13
8.300	1.1282040513e-05	2.7204321140e-13
8.310	1.1356857886e-05	2.7312487210e-13
8.320	1.1432022679e-05	2.7420954210e-13
8.330	1.1507535645e-05	2.7529721320e-13
8.340	1.1583397538e-05	2.7638789712e-13
8.350	1.1659609105e-05	2.7748158129e-13
8.360	1.1736171097e-05	2.7857827496e-13
8.370	1.1813084258e-05	2.7967797136e-13
8.380	1.1890349333e-05	2.8078067743e-13
8.390	1.1967967063e-05	2.8187370008e-13
8.400	1.2045938190e-05	2.8296342549e-13
8.410	1.2124263450e-05	2.8405619010e-13
8.420	1.2202943581e-05	2.8515198821e-13
8.430	1.2281979316e-05	2.8625082375e-13
8.440	1.2361371388e-05	2.8735269496e-13
8.450	1.2441120525e-05	2.8845760162e-13
8.460	1.2521227457e-05	2.8956554789e-13
8.470	1.2601692910e-05	2.9067652958e-13
8.480	1.2682517607e-05	2.9179055063e-13
8.490	1.2763702270e-05	2.9290761300e-13
8.500	1.2845247618e-05	2.9402771392e-13
8.510	1.2927154371e-05	2.9515085791e-13
8.520	1.3009423242e-05	2.9627704531e-13
8.530	1.3092054947e-05	2.9740627841e-13
8.540	1.3175050195e-05	2.9853855889e-13
8.550	1.3258409698e-05	2.9967388693e-13
8.560	1.3342134161e-05	3.0081226884e-13
8.570	1.3426224289e-05	3.0195370269e-13
8.580	1.3510680787e-05	3.0309819611e-13
8.590	1.3595504354e-05	3.0424574195e-13
8.600	1.3680695690e-05	3.0539635186e-13
8.610	1.3766255490e-05	3.0655002761e-13
8.620	1.3852184450e-05	3.0770677102e-13
8.630	1.3938483261e-05	3.0886658501e-13
8.640	1.4025152614e-05	3.1002947587e-13
8.650	1.4112193195e-05	3.1119543870e-13
8.660	1.4199605692e-05	3.1236448895e-13
8.670	1.4287390788e-05	3.1353662315e-13
8.680	1.4375549163e-05	3.1471184717e-13
8.690	1.4464081497e-05	3.1589016715e-13
8.700	1.4552988467e-05	3.1707158125e-13
8.710	1.4642270747e-05	3.1825610166e-13
8.720	1.4731929010e-05	3.1944372667e-13
8.730	1.4821963926e-05	3.2063446510e-13
8.740	1.4912376163e-05	3.2182832585e-13
8.750	1.5003166387e-05	3.2302530465e-13
8.760	1.5094335261e-05	3.2422540827e-13
8.770	1.5185883446e-05	3.2542865103e-13
8.780	1.5277811602e-05	3.2663502869e-13
8.790	1.5370120385e-05	3.2784455129e-13
8.800	1.5462810449e-05	3.2905722709e-13
8.810	1.5555882447e-05	3.3027306197e-13
8.820	1.5649337028e-05	3.3149205426e-13
8.830	1.5743174840e-05	3.3271421791e-13
8.840	1.5837396529e-05	3.3393955912e-13
8.850	1.5932002737e-05	3.3516808154e-13
8.860	1.6026994105e-05	3.3639979603e-13
8.870	1.6122371271e-05	3.3763470448e-13
8.880	1.6218134871e-05	3.3887282002e-13
8.890	1.6314285539e-05	3.4011414560e-13
8.900	1.6410823907e-05	3.4135869018e-13
8.910	1.6507750604e-05	3.4260646242e-13
8.920	1.6605066255e-05	3.4385746658e-13
8.930	1.6702771486e-05	3.4511171759e-13
8.940	1.6800866919e-05	3.4636921407e-13
8.950	1.6899353173e-05	3.4762997350e-13
8.960	1.6998230865e-05	3.4889399852e-13
8.970	1.7097500611e-05	3.5016130210e-13
8.980	1.7197163024e-05	3.5143189373e-13
8.990	1.7297218712e-05	3.5270577289e-13
9.000	1.7397668285e-05	3.5398295898e-13
9.010	1.7498512348e-05	3.5526346029e-13
9.020	1.7599751503e-05	3.5654728163e-13
9.030	1.7701386351e-05	3.5783443592e-13
9.040	1.7803417492e-05	3.5912493666e-13
9.050	1.7905845520e-05	3.6041878224e-13
9.060	1.8008671029e-05	3.6171599388e-13
9.070	1.8111894610e-05	3.6301658149e-13
9.080	1.8215516853e-05	3.6432054693e-13
9.090	1.8319538342e-05	3.6562791318e-13
9.100	1.8423959663e-05	3.6693868474e-13
9.110	1.8528781396e-05	3.6825287205e-13
9.120	1.8634004121e-05	3.6957048487e-13
9.130	1.8739628413e-05	3.7089154000e-13
9.140	1.8845654848e-05	3.7221604508e-13
9.150	1.8952083997e-05	3.7354401536e-13
9.160	1.9058916429e-05	3.7487546110e-13
9.170	1.9166152711e-05	3.7621039558e-13
9.180	1.9273793407e-05	3.7754883432e-13
9.190	1.9381839080e-05	3.7889077887e-13
9.200	1.9490290288e-05	3.8023625512e-13
9.210	1.9599147590e-05	3.8158526866e-13
9.220	1.9708411538e-05	3.8293783897e-13
9.230	1.9818082687e-05	3.8429397209e-13
9.240	1.9928161584e-05	3.8565368543e-13
9.250	2.0038648777e-05	3.8701699594e-13
9.260	2.0149544812e-05	3.8838391106e-13
9.270	2.0260850230e-05	3.8975444968e-13
9.280	2.0372565570e-05	3.9112863060e-13
9.290	2.0484691371e-05	3.9250645609e-13
9.300	2.0597228166e-05	3.9388795863e-13
9.310	2.0710176489e-05	3.9527313755e-13
9.320	2.0823536869e-05	3.9666201892e-13
9.330	2.0937309833e-05	3.9805461356e-13
9.340	2.1051495906e-05	3.9945093455e-13
9.350	2.1166095611e-05	4.0085100787e-13
9.360	2.1281109467e-05	4.0225484052e-13
9.370	2.1396537991e-05	4.0366245265e-13
9.380	2.1512381699e-05	4.0507386280e-13
9.390	2.1628641102e-05	4.0648908771e-13
9.400	2.1745316711e-05	4.0790814358e-13
9.410	2.1862409032e-05	4.0933105092e-13
9.420	2.1979918571e-05	4.1075782223e-13
9.430	2.2097845830e-05	4.1218847930e-13
9.440	2.2216191308e-05	4.1362303865e-13
9.450	2.2334955502e-05	4.1506152924e-13
9.460	2.2454138908e-05	4.1650394745e-13
9.470	2.2573742018e-05	4.1795033776e-13
9.480	2.2693765321e-05	4.1940070752e-13
9.490	2.2814209304e-05	4.2085507627e-13
9.500	2.2935074452e-05	4.2231346606e-13
9.510	2.3056361247e-05	4.2377589405e-13
9.520	2.3178070168e-05	4.2524238854e-13
9.530	2.3300201693e-05	4.2671296301e-13
9.540	2.3422756296e-05	4.2818764214e-13
9.550	2.3545734449e-05	4.2966644754e-13
9.560	2.3669136621e-05	4.3114940716e-13
9.570	2.3792963279e-05	4.3263652907e-13
9.580	2.3917214888e-05	4.3412784312e-13
9.590	2.4041891909e-05	4.3562338388e-13
9.600	2.4166994802e-05	4.3712034074e-13
9.610	2.4292524023e-05	4.3861933574e-13
9.620	2.4418480026e-05	4.4012247884e-13
9.630	2.4544863263e-05	4.4162977659e-13
9.640	2.4671674183e-05	4.4314125791e-13
9.650	2.4798913233e-05	4.4465694078e-13
9.660	2.4926580856e-05	4.4617685652e-13
9.670	2.5054677494e-05	4.4770101817e-13
9.680	2.5183203586e-05	4.4922944881e-13
9.690	2.5312159568e-05	4.5076217025e-13
9.700	2.5441545874e-05	4.5229921706e-13
9.710	2.5571362934e-05	4.5384060118e-13
9.720	2.5701611179e-05	4.5538634993e-13
9.730	2.5832291034e-05	4.5693648969e-13
9.740	2.5963402922e-05	4.5849104011e-13
9.750	2.6094947264e-05	4.6005003129e-13
9.760	2.6226924479e-05	4.6161348909e-13
9.770	2.6359334983e-05	4.6318143250e-13
9.780	2.6492179190e-05	4.6475389181e-13
9.790	2.6625457509e-05	4.6633089711e-13
9.800	2.6759170349e-05	4.6791246720e-13
9.810	2.6893318116e-05	4.6949863208e-13
9.820	2.7027901213e-05	4.7108941852e-13
9.830	2.7162920041e-05	4.7268485758e-13
9.840	2.7298374997e-05	4.7428498113e-13
9.850	2.7434266477e-05	4.7588980698e-13
9.860	2.7570594874e-05	4.7749935916e-13
9.870	2.7707360578e-05	4.7911369031e-13
9.880	2.7844563977e-05	4.8073281201e-13
9.890	2.7982205457e-05	4.8235675926e-13
9.900	2.8120285399e-05	4.8398555771e-13
9.910	2.8258804185e-05	4.8561924621e-13
9.920	2.8397762191e-05	4.8725785113e-13
9.930	2.8537159793e-05	4.8890141006e-13
9.940	2.8676997363e-05	4.9054994285e-13
9.950	2.8817275271e-05	4.9220349324e-13
9.960	2.8957993885e-05	4.9386209785e-13
9.970	2.9099153569e-05	4.9552576948e-13
9.980	2.9240754685e-05	4.9719457211e-13
9.990	2.9382797594e-05	4.9886852292e-13
10.000	2.9525282652e-05	5.0054764437e-13
