cal_S_function with E_thr = 4.5 MeV
T[MeV]	cal_S	cal_S_error
5.860	1.4305003272e-06	2.6418773144e-14
5.870	1.4425221249e-06	2.6542785829e-14
5.880	1.4546210789e-06	2.6667850846e-14
5.890	1.4667975135e-06	2.6793980378e-14
5.900	1.4790517531e-06	2.6921186235e-14
5.910	1.4913841227e-06	2.7049481514e-14
5.920	1.5037949474e-06	2.7177505780e-14
5.930	1.5162845528e-06	2.7306329766e-14
5.940	1.5288532648e-06	2.7436223803e-14
5.950	1.5415014094e-06	2.7567200267e-14
5.960	1.5542293132e-06	2.7699270725e-14
5.970	1.5670373030e-06	2.7832446877e-14
5.980	1.5799257060e-06	2.7966741622e-14
5.990	1.5928948494e-06	2.8102167757e-14
6.000	1.6059450610e-06	2.8238737380e-14
6.010	1.6190766689e-06	2.8376463386e-14
6.020	1.6322900011e-06	2.8515359716e-14
6.030	1.6455853864e-06	2.8655439562e-14
6.040	1.6589631535e-06	2.8796716111e-14
6.050	1.6724236314e-06	2.8939203963e-14
6.060	1.6859671496e-06	2.9082917557e-14
6.070	1.6995940377e-06	2.9227870744e-14
6.080	1.7133046254e-06	2.9374078642e-14
6.090	1.7270992429e-06	2.9521556314e-14
6.100	1.7409782205e-06	2.9670319363e-14
6.110	1.7549418887e-06	2.9820383227e-14
6.120	1.7689905785e-06	2.9971763877e-14
6.130	1.7831246207e-06	3.0124477770e-14
6.140	1.7973443467e-06	3.0278541548e-14
6.150	1.8116500878e-06	3.0433972367e-14
6.160	1.8260421757e-06	3.0590787292e-14
6.170	1.8405209424e-06	3.0749004504e-14
6.180	1.8550867198e-06	3.0908641634e-14
6.190	1.8697398401e-06	3.1069717698e-14
6.200	1.8844806359e-06	3.1232251175e-14
6.210	1.8993094396e-06	3.1396261331e-14
6.220	1.9142265842e-06	3.1561768083e-14
6.230	1.9292324024e-06	3.1728792038e-14
6.240	1.9443272275e-06	3.1897353041e-14
6.250	1.9595113927e-06	3.2067472902e-14
6.260	1.9747852315e-06	3.2239172805e-14
6.270	1.9901490773e-06	3.2412475086e-14
6.280	2.0056032639e-06	3.2587402035e-14
6.290	2.0211481252e-06	3.2763978290e-14
6.300	2.0367839950e-06	3.2942225992e-14
6.310	2.0525112075e-06	3.3122169911e-14
6.320	2.0683300969e-06	3.3303835333e-14
6.330	2.0842409975e-06	3.3487247902e-14
6.340	2.1002442437e-06	3.3672433270e-14
6.350	2.1163401701e-06	3.3859418851e-14
6.360	2.1325291113e-06	3.4048232605e-14
6.370	2.1488114020e-06	3.4238902137e-14
6.380	2.1651873770e-06	3.4431456913e-14
6.390	2.1816573712e-06	3.4625926687e-14
6.400	2.1982217195e-06	3.4822341950e-14
6.410	2.2148807569e-06	3.5020735891e-14
6.420	2.2316348186e-06	3.5221138498e-14
6.430	2.2484842396e-06	3.5423584923e-14
6.440	2.2654293552e-06	3.5628109434e-14
6.450	2.2824705005e-06	3.5834746188e-14
6.460	2.2996080109e-06	3.6043532687e-14
6.470	2.3168422217e-06	3.6253641603e-14
6.480	2.3341734681e-06	3.6465437746e-14
6.490	2.3516020856e-06	3.6679440575e-14
6.500	2.3691284095e-06	3.6895689228e-14
6.510	2.3867527752e-06	3.7111302385e-14
6.520	2.4044755180e-06	3.7328018653e-14
6.530	2.4222969735e-06	3.7546933359e-14
6.540	2.4402174769e-06	3.7768082388e-14
6.550	2.4582373637e-06	3.7991467474e-14
6.560	2.4763569691e-06	3.8216641972e-14
6.570	2.4945766286e-06	3.8444168988e-14
6.580	2.5128966775e-06	3.8674090496e-14
6.590	2.5313174509e-06	3.8900309051e-14
6.600	2.5498392842e-06	3.9119882906e-14
6.610	2.5684625126e-06	3.9341405485e-14
6.620	2.5871874711e-06	3.9564900646e-14
6.630	2.6060144950e-06	3.9790395083e-14
6.640	2.6249439191e-06	4.0017915502e-14
6.650	2.6439760785e-06	4.0247489324e-14
6.660	2.6631113080e-06	4.0479143633e-14
6.670	2.6823499425e-06	4.0712908445e-14
6.680	2.7016923166e-06	4.0948810380e-14
6.690	2.7211387651e-06	4.1186881239e-14
6.700	2.7406896225e-06	4.1427151441e-14
6.710	2.7603452231e-06	4.1663134229e-14
6.720	2.7801059014e-06	4.1895939683e-14
6.730	2.7999719916e-06	4.2130646219e-14
6.740	2.8199438277e-06	4.2367276969e-14
6.750	2.8400217438e-06	4.2605852203e-14
6.760	2.8602060737e-06	4.2846395362e-14
6.770	2.8804971512e-06	4.3088926870e-14
6.780	2.9008953098e-06	4.3333471786e-14
6.790	2.9214008830e-06	4.3580052556e-14
6.800	2.9420142041e-06	4.3828693515e-14
6.810	2.9627356063e-06	4.4079419483e-14
6.820	2.9835654224e-06	4.4332255364e-14
6.830	3.0045039854e-06	4.4587224868e-14
6.840	3.0255516278e-06	4.4844355605e-14
6.850	3.0467086822e-06	4.5103674395e-14
6.860	3.0679754808e-06	4.5365206626e-14
6.870	3.0893523558e-06	4.5628396980e-14
6.880	3.1108396390e-06	4.5876811515e-14
6.890	3.1324376621e-06	4.6126895979e-14
6.900	3.1541467567e-06	4.6378792639e-14
6.910	3.1759672540e-06	4.6632518369e-14
6.920	3.1978994852e-06	4.6888089691e-14
6.930	3.2199437811e-06	4.7145522480e-14
6.940	3.2421004723e-06	4.7404835923e-14
6.950	3.2643698892e-06	4.7666045766e-14
6.960	3.2867523621e-06	4.7929169159e-14
6.970	3.3092482208e-06	4.8194226123e-14
6.980	3.3318577951e-06	4.8461233025e-14
6.990	3.3545814143e-06	4.8730209325e-14
7.000	3.3774194077e-06	4.9001172699e-14
7.010	3.4003721042e-06	4.9274141670e-14
7.020	3.4234398325e-06	4.9544523919e-14
7.030	3.4466229208e-06	4.9804534067e-14
7.040	3.4699216974e-06	5.0066212373e-14
7.050	3.4933364900e-06	5.0329569880e-14
7.060	3.5168676261e-06	5.0594618118e-14
7.070	3.5405154331e-06	5.0861369319e-14
7.080	3.5642802379e-06	5.1129837146e-14
7.090	3.5881623670e-06	5.1391833316e-14
7.100	3.6121621469e-06	5.1641863788e-14
7.110	3.6362799035e-06	5.1893279367e-14
7.120	3.6605159625e-06	5.2146088902e-14
7.130	3.6848706494e-06	5.2400297370e-14
7.140	3.7093442892e-06	5.2655913620e-14
7.150	3.7339372065e-06	5.2912945954e-14
7.160	3.7586497258e-06	5.3171398721e-14
7.170	3.7834821711e-06	5.3431279536e-14
7.180	3.8084348661e-06	5.3692599227e-14
7.190	3.8335081341e-06	5.3955364742e-14
7.200	3.8587022981e-06	5.4219580235e-14
7.210	3.8840176806e-06	5.4485256494e-14
7.220	3.9094546040e-06	5.4752400548e-14
7.230	3.9350133902e-06	5.5021019164e-14
7.240	3.9606943605e-06	5.5291120261e-14
7.250	3.9864978361e-06	5.5562712647e-14
7.260	4.0124241377e-06	5.5835803200e-14
7.270	4.0384735857e-06	5.6110398324e-14
7.280	4.0646465000e-06	5.6386508917e-14
7.290	4.0909432000e-06	5.6664142311e-14
7.300	4.1173640050e-06	5.6943304300e-14
7.310	4.1439092336e-06	5.7224004376e-14
7.320	4.1705792042e-06	5.7506018631e-14
7.330	4.1973742345e-06	5.7766648854e-14
7.340	4.2242946420e-06	5.8028609619e-14
7.350	4.2513407455e-06	4.2409561733e-12
7.360	4.2785128581e-06	4.2375039769e-12
7.370	4.3058112977e-06	4.2340674912e-12
7.380	4.3332363799e-06	4.2306248789e-12
7.390	4.3607884199e-06	4.2271958975e-12
7.400	4.3884677327e-06	4.2237823404e-12
7.410	4.4162746325e-06	4.2203841337e-12
7.420	4.4442094331e-06	4.2170012139e-12
7.430	4.4722724480e-06	4.2136335043e-12
7.440	4.5004639900e-06	4.2102809432e-12
7.450	4.5287843717e-06	4.2069434583e-12
7.460	4.5572339050e-06	4.2036209873e-12
7.470	4.5858129014e-06	4.2003134568e-12
7.480	4.6145216718e-06	4.1970208050e-12
7.490	4.6433605268e-06	4.1937429647e-12
7.500	4.6723297763e-06	4.1904798718e-12
7.510	4.7014297299e-06	4.1872314586e-12
7.520	4.7306606965e-06	4.1839976646e-12
7.530	4.7600229846e-06	4.1807784212e-12
7.540	4.7895169022e-06	4.1775736710e-12
7.550	4.8191427566e-06	4.1743806543e-12
7.560	4.8489008548e-06	4.1711809018e-12
7.570	4.8787915031e-06	4.1679955125e-12
7.580	4.9088150074e-06	4.1648244321e-12
7.590	4.9389716731e-06	4.1616675896e-12
7.600	4.9692618048e-06	4.1585249287e-12
7.610	4.9996857067e-06	4.1553963832e-12
7.620	5.0302436826e-06	4.1522818937e-12
7.630	5.0609360356e-06	4.1491813999e-12
7.640	5.0917630681e-06	4.1460948425e-12
7.650	5.1227250821e-06	4.1430221564e-12
7.660	5.1538223792e-06	4.1399632851e-12
7.670	5.1850552601e-06	4.1369181737e-12
7.680	5.2164240251e-06	4.1338867571e-12
7.690	5.2479289738e-06	4.1308689826e-12
7.700	5.2795704055e-06	4.1278647909e-12
7.710	5.3113486185e-06	4.1248741228e-12
7.720	5.3432639109e-06	4.1218969263e-12
7.730	5.3753165799e-06	4.1189255435e-12
7.740	5.4075069222e-06	4.1159538088e-12
7.750	5.4398352341e-06	4.1129955318e-12
7.760	5.4723018110e-06	4.1100506526e-12
7.770	5.5049069479e-06	4.1071161968e-12
7.780	5.5376509389e-06	4.1041798260e-12
7.790	5.5705340778e-06	4.1012569015e-12
7.800	5.6035566577e-06	4.0983473629e-12
7.810	5.6367189709e-06	4.0954511457e-12
7.820	5.6700213092e-06	4.0925681924e-12
7.830	5.7034639638e-06	4.0896984397e-12
7.840	5.7370472252e-06	4.0868418331e-12
7.850	5.7707713834e-06	4.0839983076e-12
7.860	5.8046367274e-06	4.0811678072e-12
7.870	5.8386435459e-06	4.0783388054e-12
7.880	5.8727921268e-06	4.0755174016e-12
7.890	5.9070827574e-06	4.0727090998e-12
7.900	5.9415157244e-06	4.0699138421e-12
7.910	5.9760913135e-06	4.0671315609e-12
7.920	6.0108098102e-06	4.0643621987e-12
7.930	6.0456714991e-06	4.0616056938e-12
7.940	6.0806766640e-06	4.0588619888e-12
7.950	6.1158255882e-06	4.0561310209e-12
7.960	6.1511185543e-06	4.0534127358e-12
7.970	6.1865558443e-06	4.0506996057e-12
7.980	6.2221377392e-06	4.0479946315e-12
7.990	6.2578645196e-06	4.0453023650e-12
8.000	6.2937364654e-06	4.0426227452e-12
8.010	6.3297538556e-06	4.0399557115e-12
8.020	6.3659169687e-06	4.0373012074e-12
8.030	6.4022260823e-06	4.0346586586e-12
8.040	6.4386814735e-06	4.0320220805e-12
8.050	6.4752834186e-06	4.0293979843e-12
8.060	6.5120321932e-06	4.0267863024e-12
8.070	6.5489280721e-06	4.0241848240e-12
8.080	6.5859713294e-06	4.0215953766e-12
8.090	6.6231622386e-06	4.0190182199e-12
8.100	6.6605010723e-06	4.0164532926e-12
8.110	6.6979881026e-06	4.0139005385e-12
8.120	6.7356236006e-06	4.0113599026e-12
8.130	6.7734078369e-06	4.0088313347e-12
8.140	6.8113410811e-06	4.0063147747e-12
8.150	6.8494236023e-06	4.0038101724e-12
8.160	6.8876556687e-06	4.0013174751e-12
8.170	6.9260375479e-06	3.9988366317e-12
8.180	6.9645695066e-06	3.9963675899e-12
8.190	7.0032518108e-06	3.9939103033e-12
8.200	7.0420847258e-06	3.9914647179e-12
8.210	7.0810685161e-06	3.9890307894e-12
8.220	7.1202034453e-06	3.9866084669e-12
8.230	7.1594897765e-06	3.9841977024e-12
8.240	7.1989277718e-06	3.9817984510e-12
8.250	7.2385176926e-06	3.9794106679e-12
8.260	7.2782597996e-06	3.9770343046e-12
8.270	7.3181543527e-06	3.9746693200e-12
8.280	7.3582016109e-06	3.9723156628e-12
8.290	7.3984018325e-06	3.9699732967e-12
8.300	7.4387552751e-06	3.9676421751e-12
8.310	7.4792621954e-06	3.9653222548e-12
8.320	7.5199228493e-06	3.9630134954e-12
8.330	7.5607374919e-06	3.9607158546e-12
8.340	7.6017063777e-06	3.9584292925e-12
8.350	7.6428297601e-06	3.9561537660e-12
8.360	7.6841078920e-06	3.9538892357e-12
8.370	7.7255410252e-06	3.9516356640e-12
8.380	7.7671294109e-06	3.9493930087e-12
8.390	7.8088732994e-06	3.9471612385e-12
8.400	7.8507729403e-06	3.9449403058e-12
8.410	7.8928285822e-06	3.9427294376e-12
8.420	7.9350404731e-06	3.9405221457e-12
8.430	7.9774088600e-06	3.9383256883e-12
8.440	8.0199339892e-06	3.9361400300e-12
8.450	8.0626161060e-06	3.9339651263e-12
8.460	8.1054554551e-06	3.9318009499e-12
8.470	8.1484522804e-06	3.9296474556e-12
8.480	8.1916068246e-06	3.9275046065e-12
8.490	8.2349193299e-06	3.9253723665e-12
8.500	8.2783900377e-06	3.9232507019e-12
8.510	8.3220191883e-06	3.9211395752e-12
8.520	8.3658070213e-06	3.9190389504e-12
8.530	8.4097537756e-06	3.9169487934e-12
8.540	8.4538596890e-06	3.9148690733e-12
8.550	8.4981249985e-06	3.9127997532e-12
8.560	8.5425499405e-06	3.9107407963e-12
8.570	8.5871347503e-06	3.9086921753e-12
8.580	8.6318796624e-06	3.9066538536e-12
8.590	8.6767849105e-06	3.9046258027e-12
8.600	8.7218507273e-06	3.9026079893e-12
8.610	8.7670773450e-06	3.9006003811e-12
8.620	8.8124649945e-06	3.8986029470e-12
8.630	8.8580139060e-06	3.8966156586e-12
8.640	8.9037243091e-06	3.8946384824e-12
8.650	8.9495964321e-06	3.8926713903e-12
8.660	8.9956305027e-06	3.8907143536e-12
8.670	9.0418267476e-06	3.8887673421e-12
8.680	9.0881853929e-06	3.8868303278e-12
8.690	9.1347066634e-06	3.8849032788e-12
8.700	9.1813907834e-06	3.8829861701e-12
8.710	9.2282379761e-06	3.8810789731e-12
8.720	9.2752484639e-06	3.8791816632e-12
8.730	9.3224224683e-06	3.8772942096e-12
8.740	9.3697602100e-06	3.8754165880e-12
8.750	9.4172619087e-06	3.8735487691e-12
8.760	9.4649277833e-06	3.8716907282e-12
8.770	9.5127580517e-06	3.8698424404e-12
8.780	9.5607529311e-06	3.8680038804e-12
8.790	9.6089126376e-06	3.8661750218e-12
8.800	9.6572373866e-06	3.8643558394e-12
8.810	9.7057273925e-06	3.8625463092e-12
8.820	9.7543828687e-06	3.8607464102e-12
8.830	9.8032040280e-06	3.8589561111e-12
8.840	9.8521910820e-06	3.8571753966e-12
8.850	9.9013442416e-06	3.8554042353e-12
8.860	9.9506637167e-06	3.8536426090e-12
8.870	1.0000149716e-05	3.8518904976e-12
8.880	1.0049802449e-05	3.8501478714e-12
8.890	1.0099622121e-05	3.8484147134e-12
8.900	1.0149608939e-05	3.8466910000e-12
8.910	1.0199763109e-05	3.8449767085e-12
8.920	1.0250084835e-05	3.8432718226e-12
8.930	1.0300574321e-05	3.8415763135e-12
8.940	1.0351231769e-05	3.8398901636e-12
8.950	1.0402057381e-05	3.8382133552e-12
8.960	1.0453051358e-05	3.8365458674e-12
8.970	1.0504213899e-05	3.8348876756e-12
8.980	1.0555545205e-05	3.8332387638e-12
8.990	1.0607045473e-05	3.8315991135e-12
9.000	1.0658714900e-05	3.8299687017e-12
9.010	1.0710553682e-05	3.8283475122e-12
9.020	1.0762562015e-05	3.8267355249e-12
9.030	1.0814740094e-05	3.8251327213e-12
9.040	1.0867088111e-05	3.8235390857e-12
9.050	1.0919606259e-05	3.8219545985e-12
9.060	1.0972294730e-05	3.8203792408e-12
9.070	1.1025153714e-05	3.8188129964e-12
9.080	1.1078183402e-05	3.8172558487e-12
9.090	1.1131383983e-05	3.8157077784e-12
9.100	1.1184755643e-05	3.8141687717e-12
9.110	1.1238298570e-05	3.8126388110e-12
9.120	1.1292012951e-05	3.8111178754e-12
9.130	1.1345898970e-05	3.8096059590e-12
9.140	1.1399956812e-05	3.8081030361e-12
9.150	1.1454186660e-05	3.8066090989e-12
9.160	1.1508588695e-05	3.8051241267e-12
9.170	1.1563163101e-05	3.8036481042e-12
9.180	1.1617910056e-05	3.8021810190e-12
9.190	1.1672829741e-05	3.8007228588e-12
9.200	1.1727922334e-05	3.7992736044e-12
9.210	1.1783188013e-05	3.7978332475e-12
9.220	1.1838626954e-05	3.7964017661e-12
9.230	1.1894239334e-05	3.7949791532e-12
9.240	1.1950025327e-05	3.7935653922e-12
9.250	1.2005985106e-05	3.7921604716e-12
9.260	1.2062118846e-05	3.7907643798e-12
9.270	1.2118426717e-05	3.7893770968e-12
9.280	1.2174908892e-05	3.7879986198e-12
9.290	1.2231565540e-05	3.7866289291e-12
9.300	1.2288396829e-05	3.7852680161e-12
9.310	1.2345402930e-05	3.7839158668e-12
9.320	1.2402584008e-05	3.7825724732e-12
9.330	1.2459940230e-05	3.7812378201e-12
9.340	1.2517471762e-05	3.7799118989e-12
9.350	1.2575178767e-05	3.7785940621e-12
9.360	1.2633061410e-05	3.7772778336e-12
9.370	1.2691119853e-05	3.7759701859e-12
9.380	1.2749354257e-05	3.7745812875e-12
9.390	1.2807764784e-05	3.7731616391e-12
9.400	1.2866351592e-05	3.7717510425e-12
9.410	1.2925114841e-05	3.7703494764e-12
9.420	1.2984054689e-05	3.7689569366e-12
9.430	1.3043171291e-05	3.7675734033e-12
9.440	1.3102464805e-05	3.7661988708e-12
9.450	1.3161935384e-05	3.7648333163e-12
9.460	1.3221583184e-05	3.7634767404e-12
9.470	1.3281408357e-05	3.7621291164e-12
9.480	1.3341411055e-05	3.7607904477e-12
9.490	1.3401591429e-05	3.7594607078e-12
9.500	1.3461949629e-05	3.7581398898e-12
9.510	1.3522485805e-05	3.7568279879e-12
9.520	1.3583200105e-05	3.7555249881e-12
9.530	1.3644092677e-05	3.7542308741e-12
9.540	1.3705163666e-05	3.7529456418e-12
9.550	1.3766413217e-05	3.7516692755e-12
9.560	1.3827841477e-05	3.7504017663e-12
9.570	1.3889448587e-05	3.7491431112e-12
9.580	1.3951234691e-05	3.7478932930e-12
9.590	1.4013199930e-05	3.7466522992e-12
9.600	1.4075344444e-05	3.7454201267e-12
9.610	1.4137668374e-05	3.7441967621e-12
9.620	1.4200171858e-05	3.7429822015e-12
9.630	1.4262855034e-05	3.7417764271e-12
9.640	1.4325718038e-05	3.7405794380e-12
9.650	1.4388761008e-05	3.7393912248e-12
9.660	1.4451984076e-05	3.7382117764e-12
9.670	1.4515387378e-05	3.7370410887e-12
9.680	1.4578971047e-05	3.7358791470e-12
9.690	1.4642735213e-05	3.7347259512e-12
9.700	1.4706680010e-05	3.7335814880e-12
9.710	1.4770805566e-05	3.7324457566e-12
9.720	1.4835112011e-05	3.7313187439e-12
9.730	1.4899599473e-05	3.7302004451e-12
9.740	1.4964268079e-05	3.7290908545e-12
9.750	1.5029117956e-05	3.7279899647e-12
9.760	1.5094149229e-05	3.7268977678e-12
9.770	1.5159362023e-05	3.7258142655e-12
9.780	1.5224756460e-05	3.7247394379e-12
9.790	1.5290332664e-05	3.7236732918e-12
9.800	1.5356090756e-05	3.7226132607e-12
9.810	1.5422030856e-05	3.7215617970e-12
9.820	1.5488153085e-05	3.7205190043e-12
9.830	1.5554457561e-05	3.7194848793e-12
9.840	1.5620944401e-05	3.7184594276e-12
9.850	1.5687613722e-05	3.7174426369e-12
9.860	1.5754465641e-05	3.7164344974e-12
9.870	1.5821500273e-05	3.7154350163e-12
9.880	1.5888717730e-05	3.7144441877e-12
9.890	1.5956118126e-05	3.7134619983e-12
9.900	1.6023701574e-05	3.7124884571e-12
9.910	1.6091468183e-05	3.7115235536e-12
9.920	1.6159418066e-05	3.7105672842e-12
9.930	1.6227551329e-05	3.7096196507e-12
9.940	1.6295868083e-05	3.7086806490e-12
9.950	1.6364368434e-05	3.7077502723e-12
9.960	1.6433052488e-05	3.7068285210e-12
9.970	1.6501920351e-05	3.7059153988e-12
9.980	1.6570972128e-05	3.7050108962e-12
9.990	1.6640207921e-05	3.7041150118e-12
10.000	1.6709627834e-05	3.7032277532e-12
