cal_S_function with E_thr = 10.0 MeV
T[MeV]	cal_S	cal_S_error
5.870	2.0063708889e-07	6.6663126760e-15
5.880	2.0235446941e-07	6.6832039013e-15
5.890	2.0408294274e-07	6.7001272994e-15
5.900	2.0582255509e-07	6.7170836014e-15
5.910	2.0757335273e-07	6.7340735548e-15
5.920	2.0933538198e-07	6.7510979149e-15
5.930	2.1110868920e-07	6.7681575001e-15
5.940	2.1289332080e-07	6.7852531292e-15
5.950	2.1468932321e-07	6.8023855584e-15
5.960	2.1649674293e-07	6.8195556607e-15
5.970	2.1831562650e-07	6.8367643198e-15
5.980	2.2014602049e-07	6.8540123681e-15
5.990	2.2198797152e-07	6.8713007077e-15
6.000	2.2384152624e-07	6.8886301493e-15
6.010	2.2570673135e-07	6.9060017375e-15
6.020	2.2758363359e-07	6.9234163668e-15
6.030	2.2947227972e-07	6.9408749950e-15
6.040	2.3137271657e-07	6.9583785894e-15
6.050	2.3328499097e-07	6.9759281532e-15
6.060	2.3520914981e-07	6.9935247135e-15
6.070	2.3714524000e-07	7.0111693145e-15
6.080	2.3909330850e-07	7.0288630151e-15
6.090	2.4105340229e-07	7.0466068741e-15
6.100	2.4302556838e-07	7.0644020412e-15
6.110	2.4500985384e-07	7.0822496450e-15
6.120	2.4700630573e-07	7.1001507839e-15
6.130	2.4901497117e-07	7.1180570126e-15
6.140	2.5103589730e-07	7.1359643763e-15
6.150	2.5306913129e-07	7.1539243740e-15
6.160	2.5511472033e-07	7.1719379204e-15
6.170	2.5717271165e-07	7.1900062856e-15
6.180	2.5924315251e-07	7.2081304923e-15
6.190	2.6132609016e-07	7.2263118243e-15
6.200	2.6342157193e-07	7.2445513985e-15
6.210	2.6552964513e-07	7.2628505444e-15
6.220	2.6765035711e-07	7.2812104093e-15
6.230	2.6978375524e-07	7.2996323014e-15
6.240	2.7192988693e-07	7.3181176172e-15
6.250	2.7408879957e-07	7.3366675562e-15
6.260	2.7626054061e-07	7.3552835346e-15
6.270	2.7844515749e-07	7.3739669657e-15
6.280	2.8064269770e-07	7.3927193098e-15
6.290	2.8285320872e-07	7.4115419928e-15
6.300	2.8507673806e-07	7.4304364754e-15
6.310	2.8731333325e-07	7.4494043807e-15
6.320	2.8956304181e-07	7.4684472010e-15
6.330	2.9182591132e-07	7.4875664919e-15
6.340	2.9410198933e-07	7.5067640618e-15
6.350	2.9639132342e-07	7.5260414785e-15
6.360	2.9869396120e-07	7.5454004705e-15
6.370	3.0100995025e-07	7.5648427360e-15
6.380	3.0333933821e-07	7.5843703178e-15
6.390	3.0568217270e-07	7.6039848124e-15
6.400	3.0803850134e-07	7.6236882846e-15
6.410	3.1040837179e-07	7.6434826138e-15
6.420	3.1279183170e-07	7.6633698115e-15
6.430	3.1518892872e-07	7.6833518373e-15
6.440	3.1759971051e-07	7.7034310171e-15
6.450	3.2002422476e-07	7.7236092843e-15
6.460	3.2246251912e-07	7.7438889690e-15
6.470	3.2491464128e-07	7.7642723368e-15
6.480	3.2738063892e-07	7.7847617212e-15
6.490	3.2986055972e-07	7.8053594244e-15
6.500	3.3235445137e-07	7.8260680679e-15
6.510	3.3486236154e-07	7.8468900715e-15
6.520	3.3738433792e-07	7.8678280573e-15
6.530	3.3992042820e-07	7.8888847097e-15
6.540	3.4247068005e-07	7.9100628655e-15
6.550	3.4503514116e-07	7.9313651468e-15
6.560	3.4761385919e-07	7.9527946553e-15
6.570	3.5020688183e-07	7.9743542971e-15
6.580	3.5281425673e-07	7.9960471342e-15
6.590	3.5543603155e-07	8.0178763735e-15
6.600	3.5807225395e-07	8.0398453091e-15
6.610	3.6072297157e-07	8.0619572946e-15
6.620	3.6338823206e-07	8.0842157999e-15
6.630	3.6606808303e-07	8.1066243467e-15
6.640	3.6876257212e-07	8.1291867232e-15
6.650	3.7147174692e-07	8.1519065926e-15
6.660	3.7419565503e-07	8.1747879042e-15
6.670	3.7693434404e-07	8.1978348439e-15
6.680	3.7968786153e-07	8.2210515062e-15
6.690	3.8245625505e-07	8.2444420636e-15
6.700	3.8523957213e-07	8.2680112110e-15
6.710	3.8803786033e-07	8.2916751352e-15
6.720	3.9085116714e-07	8.3154899161e-15
6.730	3.9367954006e-07	8.3394911674e-15
6.740	3.9652302657e-07	8.3636836526e-15
6.750	3.9938167413e-07	8.3877679886e-15
6.760	4.0225553019e-07	8.4119815013e-15
6.770	4.0514464216e-07	8.4363829004e-15
6.780	4.0804905744e-07	8.4609768045e-15
6.790	4.1096882342e-07	8.4857680210e-15
6.800	4.1390398745e-07	8.5107615782e-15
6.810	4.1685459687e-07	8.5359626528e-15
6.820	4.1982069898e-07	8.5611965485e-15
6.830	4.2280234108e-07	8.5855073194e-15
6.840	4.2579957041e-07	8.6099225473e-15
6.850	4.2881243423e-07	8.6345011843e-15
6.860	4.3184097973e-07	8.6592465481e-15
6.870	4.3488525410e-07	8.6841620762e-15
6.880	4.3794530449e-07	8.7092512627e-15
6.890	4.4102117802e-07	8.7344997976e-15
6.900	4.4411292178e-07	8.7599251705e-15
6.910	4.4722058285e-07	8.7855356713e-15
6.920	4.5034420824e-07	8.8113350309e-15
6.930	4.5348384496e-07	8.8373272364e-15
6.940	4.5663953998e-07	8.8635165228e-15
6.950	4.5981134023e-07	8.8889831811e-15
6.960	4.6299929260e-07	8.9144014756e-15
6.970	4.6620344397e-07	8.9399817667e-15
6.980	4.6942384115e-07	8.9657270666e-15
6.990	4.7266053095e-07	8.9916401727e-15
7.000	4.7591356011e-07	9.0177241898e-15
7.010	4.7918297535e-07	9.0439825853e-15
7.020	4.8246882335e-07	9.0704181558e-15
7.030	4.8577115075e-07	9.0970344482e-15
7.040	4.8909000414e-07	9.1238347459e-15
7.050	4.9242543008e-07	9.1508224978e-15
7.060	4.9577747508e-07	9.1780011818e-15
7.070	4.9914618563e-07	9.2053744841e-15
7.080	5.0253160814e-07	9.2329460785e-15
7.090	5.0593378900e-07	9.2607198810e-15
7.100	5.0935277455e-07	9.2886995267e-15
7.110	5.1278861110e-07	9.3161929260e-15
7.120	5.1624134488e-07	9.3428412447e-15
7.130	5.1971102210e-07	9.3696442034e-15
7.140	5.2319768892e-07	9.3966038891e-15
7.150	5.2670139144e-07	9.4237225442e-15
7.160	5.3022217572e-07	9.4510028280e-15
7.170	5.3376008778e-07	9.4784471022e-15
7.180	5.3731517356e-07	9.5060580514e-15
7.190	5.4088747898e-07	9.5338380041e-15
7.200	5.4447704989e-07	9.5617895728e-15
7.210	5.4808393209e-07	9.5899156941e-15
7.220	5.5170817134e-07	9.6182188001e-15
7.230	5.5534981333e-07	9.6467019883e-15
7.240	5.5900890371e-07	9.6753675963e-15
7.250	5.6268548805e-07	9.7035363887e-15
7.260	5.6637961189e-07	9.7307385137e-15
7.270	5.7009132071e-07	9.7580759445e-15
7.280	5.7382065992e-07	9.7855505444e-15
7.290	5.7756767488e-07	9.8131639709e-15
7.300	5.8133241090e-07	9.8409180646e-15
7.310	5.8511491320e-07	9.8688141320e-15
7.320	5.8891522698e-07	9.8967606030e-15
7.330	5.9273339736e-07	9.9225280677e-15
7.340	5.9656946939e-07	9.9483859782e-15
7.350	6.0042348807e-07	9.9743348840e-15
7.360	6.0429549833e-07	1.0000375499e-14
7.370	6.0818554506e-07	1.0026509221e-14
7.380	6.1209367305e-07	1.0052736319e-14
7.390	6.1601992705e-07	1.0079058280e-14
7.400	6.1996435174e-07	1.0105475419e-14
7.410	6.2392699173e-07	1.0131989052e-14
7.420	6.2790789156e-07	1.0158599879e-14
7.430	6.3190709571e-07	1.0185309042e-14
7.440	6.3592464860e-07	1.0212117359e-14
7.450	6.3996059456e-07	1.0239025847e-14
7.460	6.4401497787e-07	1.0266035486e-14
7.470	6.4808784273e-07	1.0293147339e-14
7.480	6.5217923327e-07	1.0320362388e-14
7.490	6.5628919357e-07	1.0347681449e-14
7.500	6.6041776759e-07	1.0375105897e-14
7.510	6.6456499927e-07	1.0402636567e-14
7.520	6.6873093245e-07	1.0430274467e-14
7.530	6.7291561090e-07	1.0458020955e-14
7.540	6.7711907832e-07	1.0485877153e-14
7.550	6.8134137833e-07	1.0513093089e-14
7.560	6.8558255448e-07	1.0538392794e-14
7.570	6.8984265024e-07	1.0563759760e-14
7.580	6.9412170901e-07	1.0589194876e-14
7.590	6.9841977409e-07	1.0614698577e-14
7.600	7.0273688874e-07	1.0640271678e-14
7.610	7.0707309612e-07	1.0663233021e-14
7.620	7.1142843930e-07	1.0686054479e-14
7.630	7.1580296130e-07	1.0708920738e-14
7.640	7.2019670503e-07	1.0731832009e-14
7.650	7.2460971334e-07	1.0754789048e-14
7.660	7.2904202898e-07	1.0777792448e-14
7.670	7.3349369465e-07	1.0800842603e-14
7.680	7.3796475293e-07	1.0823940098e-14
7.690	7.4245524634e-07	1.0847085737e-14
7.700	7.4696521731e-07	1.0870280018e-14
7.710	7.5149470819e-07	1.0893523611e-14
7.720	7.5604376124e-07	1.0916817088e-14
7.730	7.6061241863e-07	1.0940161370e-14
7.740	7.6520072246e-07	1.0963557178e-14
7.750	7.6980871473e-07	1.0987004827e-14
7.760	7.7443643736e-07	1.1010505388e-14
7.770	7.7908393217e-07	1.1034059625e-14
7.780	7.8375124092e-07	1.1055917755e-14
7.790	7.8843840525e-07	1.1076521147e-14
7.800	7.9314546673e-07	1.1097171365e-14
7.810	7.9787246684e-07	1.1117868892e-14
7.820	8.0261944695e-07	1.1138614516e-14
7.830	8.0738644837e-07	1.1159409029e-14
7.840	8.1217351229e-07	1.1180253327e-14
7.850	8.1698067983e-07	1.1201148140e-14
7.860	8.2180799200e-07	1.1222094359e-14
7.870	8.2665548974e-07	1.1243092917e-14
7.880	8.3152321387e-07	1.1264144935e-14
7.890	8.3641120513e-07	1.1285251042e-14
7.900	8.4131950417e-07	1.1306412806e-14
7.910	8.4624815155e-07	1.1327630935e-14
7.920	8.5119718770e-07	1.1348907167e-14
7.930	8.5616665300e-07	1.1370242066e-14
7.940	8.6115658770e-07	1.1391637696e-14
7.950	8.6616703198e-07	1.1413094982e-14
7.960	8.7119802589e-07	1.1431737143e-14
7.970	8.7624960942e-07	1.1450386567e-14
7.980	8.8132182243e-07	1.1469067724e-14
7.990	8.8641470470e-07	1.1487822445e-14
8.000	8.9152829590e-07	1.1505035854e-14
8.010	8.9666263560e-07	1.1521490224e-14
8.020	9.0181776329e-07	1.1538039325e-14
8.030	9.0699371834e-07	1.1554684843e-14
8.040	9.1219054001e-07	1.1571428554e-14
8.050	9.1740826749e-07	1.1588271627e-14
8.060	9.2264693984e-07	1.1605217173e-14
8.070	9.2790659603e-07	1.1622266944e-14
8.080	9.3318727492e-07	1.1639424124e-14
8.090	9.3848901528e-07	1.1655572790e-14
8.100	9.4381185576e-07	1.1670584574e-14
8.110	9.4915583491e-07	1.1685737442e-14
8.120	9.5452099119e-07	1.1701035632e-14
8.130	9.5990736294e-07	1.1716484047e-14
8.140	9.6531498839e-07	1.1732088683e-14
8.150	9.7074390567e-07	1.1747857615e-14
8.160	9.7619415282e-07	1.1763800355e-14
8.170	9.8166576776e-07	1.1779930591e-14
8.180	9.8715878828e-07	1.1796267061e-14
8.190	9.9267325210e-07	1.1811919672e-14
8.200	9.9820919682e-07	1.1827066641e-14
8.210	1.0037666599e-06	1.1842853628e-14
8.220	1.0093456788e-06	1.1859280722e-14
8.230	1.0149462907e-06	1.1876037967e-14
8.240	1.0205685327e-06	1.1893070948e-14
8.250	1.0262124420e-06	1.1910291303e-14
8.260	1.0318780555e-06	1.1926782723e-14
8.270	1.0375654100e-06	1.1943506324e-14
8.280	1.0432745422e-06	1.1960452222e-14
8.290	1.0490054888e-06	1.1977284876e-14
8.300	1.0547582861e-06	1.1994293391e-14
8.310	1.0605329707e-06	1.2011509783e-14
8.320	1.0663295788e-06	1.2028929048e-14
8.330	1.0721481464e-06	1.2046547907e-14
8.340	1.0779887098e-06	1.2064361746e-14
8.350	1.0838513047e-06	1.2082368335e-14
8.360	1.0897359671e-06	1.2100564345e-14
8.370	1.0956427325e-06	1.2118947192e-14
8.380	1.1015716367e-06	1.2137514677e-14
8.390	1.1075227150e-06	1.2156264411e-14
8.400	1.1134960028e-06	1.2175195145e-14
8.410	1.1194915354e-06	1.2194304666e-14
8.420	1.1255093479e-06	1.2213591102e-14
8.430	1.1315494752e-06	1.2233053643e-14
8.440	1.1376119524e-06	1.2252690215e-14
8.450	1.1436968140e-06	1.2272500169e-14
8.460	1.1498040949e-06	1.2292482280e-14
8.470	1.1559338295e-06	1.2312635065e-14
8.480	1.1620860522e-06	1.2332958001e-14
8.490	1.1682607974e-06	1.2353450150e-14
8.500	1.1744580992e-06	1.2374110770e-14
8.510	1.1806779917e-06	1.2394938778e-14
8.520	1.1869205088e-06	1.2415933948e-14
8.530	1.1931856844e-06	1.2437095446e-14
8.540	1.1994735521e-06	1.2458422729e-14
8.550	1.2057841455e-06	1.2479915612e-14
8.560	1.2121174981e-06	1.2501573438e-14
8.570	1.2184736432e-06	1.2523395702e-14
8.580	1.2248526141e-06	1.2545382262e-14
8.590	1.2312544438e-06	1.2567532591e-14
8.600	1.2376791653e-06	1.2589846852e-14
8.610	1.2441268115e-06	1.2612324612e-14
8.620	1.2505974151e-06	1.2634965500e-14
8.630	1.2570910086e-06	1.2657606090e-14
8.640	1.2636076247e-06	1.2679316499e-14
8.650	1.2701472956e-06	1.2701200549e-14
8.660	1.2767100535e-06	1.2723258841e-14
8.670	1.2832959307e-06	1.2745490576e-14
8.680	1.2899049590e-06	1.2767895749e-14
8.690	1.2965371704e-06	1.2790474062e-14
8.700	1.3031925965e-06	1.2813224891e-14
8.710	1.3098712691e-06	1.2836148731e-14
8.720	1.3165732195e-06	1.2859245142e-14
8.730	1.3232984792e-06	1.2882514045e-14
8.740	1.3300470794e-06	1.2905955810e-14
8.750	1.3368190512e-06	1.2929569767e-14
8.760	1.3436144256e-06	1.2953356348e-14
8.770	1.3504332334e-06	1.2977315672e-14
8.780	1.3572755054e-06	1.3001447469e-14
8.790	1.3641412723e-06	1.3025752184e-14
8.800	1.3710305644e-06	1.3050229892e-14
8.810	1.3779434121e-06	1.3074880409e-14
8.820	1.3848798457e-06	1.3099704506e-14
8.830	1.3918398952e-06	1.3124701984e-14
8.840	1.3988235907e-06	1.3149873066e-14
8.850	1.4058309619e-06	1.3175218152e-14
8.860	1.4128620387e-06	1.3200737486e-14
8.870	1.4199168505e-06	1.3226431570e-14
8.880	1.4269954268e-06	1.3252300464e-14
8.890	1.4340977970e-06	1.3278344330e-14
8.900	1.4412239902e-06	1.3304564106e-14
8.910	1.4483740356e-06	1.3330959642e-14
8.920	1.4555479621e-06	1.3357531661e-14
8.930	1.4627457984e-06	1.3384280451e-14
8.940	1.4699675734e-06	1.3411206848e-14
8.950	1.4772133154e-06	1.3438310538e-14
8.960	1.4844830530e-06	1.3465592648e-14
8.970	1.4917768144e-06	1.3493053450e-14
8.980	1.4990946278e-06	1.3520693312e-14
8.990	1.5064365213e-06	1.3548513057e-14
9.000	1.5138025226e-06	1.3576513263e-14
9.010	1.5211926597e-06	1.3604694267e-14
9.020	1.5286069601e-06	1.3633056456e-14
9.030	1.5360454514e-06	1.3661600891e-14
9.040	1.5435081609e-06	1.3690327943e-14
9.050	1.5509951158e-06	1.3719238546e-14
9.060	1.5585063434e-06	1.3748313600e-14
9.070	1.5660418704e-06	1.3777496564e-14
9.080	1.5736017239e-06	1.3806864430e-14
9.090	1.5811859306e-06	1.3836418280e-14
9.100	1.5887945169e-06	1.3866158896e-14
9.110	1.5964275094e-06	1.3896086473e-14
9.120	1.6040849344e-06	1.3926202629e-14
9.130	1.6117668180e-06	1.3956507172e-14
9.140	1.6194731864e-06	1.3987001485e-14
9.150	1.6272040654e-06	1.4017685911e-14
9.160	1.6349594809e-06	1.4048561657e-14
9.170	1.6427394584e-06	1.4079629258e-14
9.180	1.6505440235e-06	1.4110889474e-14
9.190	1.6583732017e-06	1.4142343223e-14
9.200	1.6662270181e-06	1.4173991714e-14
9.210	1.6741054979e-06	1.4205834683e-14
9.220	1.6820086660e-06	1.4237873908e-14
9.230	1.6899365474e-06	1.4270110061e-14
9.240	1.6978891667e-06	1.4302544026e-14
9.250	1.7058665485e-06	1.4335176903e-14
9.260	1.7138687174e-06	1.4368009096e-14
9.270	1.7218956975e-06	1.4401041676e-14
9.280	1.7299475131e-06	1.4434275581e-14
9.290	1.7380241882e-06	1.4467711856e-14
9.300	1.7461257468e-06	1.4501351370e-14
9.310	1.7542522126e-06	1.4535195442e-14
9.320	1.7624036093e-06	1.4569244228e-14
9.330	1.7705799603e-06	1.4603499521e-14
9.340	1.7787812892e-06	1.4637961739e-14
9.350	1.7870076190e-06	1.4672632157e-14
9.360	1.7952589729e-06	1.4707511682e-14
9.370	1.8035353740e-06	1.4742601248e-14
9.380	1.8118368449e-06	1.4777902145e-14
9.390	1.8201634085e-06	1.4813415162e-14
9.400	1.8285150873e-06	1.4849141379e-14
9.410	1.8368919037e-06	1.4885082055e-14
9.420	1.8452938801e-06	1.4921238047e-14
9.430	1.8537210385e-06	1.4957610523e-14
9.440	1.8621734010e-06	1.4994163418e-14
9.450	1.8706509896e-06	1.5030871752e-14
9.460	1.8791538259e-06	1.5067796130e-14
9.470	1.8876819316e-06	1.5104937671e-14
9.480	1.8962353281e-06	1.5142297894e-14
9.490	1.9048140369e-06	1.5179877096e-14
9.500	1.9134180791e-06	1.5217677318e-14
9.510	1.9220474758e-06	1.5255698474e-14
9.520	1.9307022480e-06	1.5293942457e-14
9.530	1.9393824164e-06	1.5332410288e-14
9.540	1.9480880018e-06	1.5371103212e-14
9.550	1.9568190246e-06	1.5410021757e-14
9.560	1.9655755053e-06	1.5449167816e-14
9.570	1.9743574641e-06	1.5488541667e-14
9.580	1.9831649212e-06	1.5528145272e-14
9.590	1.9919978966e-06	1.5567979348e-14
9.600	2.0008564101e-06	1.5608045465e-14
9.610	2.0097404814e-06	1.5648344390e-14
9.620	2.0186501302e-06	1.5688877326e-14
9.630	2.0275853758e-06	1.5729645634e-14
9.640	2.0365462376e-06	1.5770650214e-14
9.650	2.0455327348e-06	1.5811893199e-14
9.660	2.0545448864e-06	1.5853374471e-14
9.670	2.0635827113e-06	1.5895096560e-14
9.680	2.0726462283e-06	1.5937059590e-14
9.690	2.0817354561e-06	1.5979265614e-14
9.700	2.0908504131e-06	1.6021715235e-14
9.710	2.0999911177e-06	1.6064410522e-14
9.720	2.1091575881e-06	1.6107352037e-14
9.730	2.1183498424e-06	1.6150541141e-14
9.740	2.1275678986e-06	1.6193979567e-14
9.750	2.1368117745e-06	1.6237668611e-14
9.760	2.1460814878e-06	1.6281609154e-14
9.770	2.1553770561e-06	1.6325802600e-14
9.780	2.1646984967e-06	1.6370250271e-14
9.790	2.1740458270e-06	1.6414953767e-14
9.800	2.1834190640e-06	1.6459914347e-14
9.810	2.1928182248e-06	1.6505132879e-14
9.820	2.2022433263e-06	1.6550611718e-14
9.830	2.2116943852e-06	1.6596351665e-14
9.840	2.2211714182e-06	1.6642353701e-14
9.850	2.2306744416e-06	1.6688619841e-14
9.860	2.2402034718e-06	1.6735151258e-14
9.870	2.2497585250e-06	1.6781949323e-14
9.880	2.2593396174e-06	1.6829015590e-14
9.890	2.2689467647e-06	1.6876351415e-14
9.900	2.2785799828e-06	1.6923957940e-14
9.910	2.2882392874e-06	1.6971837048e-14
9.920	2.2979246940e-06	1.7019990666e-14
9.930	2.3076362179e-06	1.7068418953e-14
9.940	2.3173738745e-06	1.7117124294e-14
9.950	2.3271376788e-06	1.7166107859e-14
9.960	2.3369276458e-06	1.7215371299e-14
9.970	2.3467437905e-06	1.7264915996e-14
9.980	2.3565861274e-06	1.7314743700e-14
9.990	2.3664546712e-06	1.7364855503e-14
10.000	2.3763494363e-06	1.7415253588e-14
