T[MeV]	f_value	f_error
1.000	0.7128042403	3.5e-11
1.010	0.7023155344	3.6e-11
1.020	0.6923597714	3.6e-11
1.030	0.6829057370	3.7e-11
1.040	0.6739245043	3.7e-11
1.050	0.6653892354	3.7e-11
1.060	0.6572750042	3.8e-11
1.070	0.6495586357	3.8e-11
1.080	0.6422185601	3.8e-11
1.090	0.6352346822	3.8e-11
1.100	0.6285882617	3.9e-11
1.110	0.6222618051	3.9e-11
1.120	0.6162389678	3.9e-11
1.130	0.6105044643	3.9e-11
1.140	0.6050439870	3.9e-11
1.150	0.5998441319	3.9e-11
1.160	0.5948923309	3.8e-11
1.170	0.5901767896	3.8e-11
1.180	0.5856864311	3.8e-11
1.190	0.5814108436	3.8e-11
1.200	0.5773402331	3.7e-11
1.210	0.5734653797	3.7e-11
1.220	0.5697775972	3.6e-11
1.230	0.5662686966	3.6e-11
1.240	0.5629309518	3.5e-11
1.250	0.5597570687	3.4e-11
1.260	0.5567401558	3.3e-11
1.270	0.5538736981	3.3e-11
1.280	0.5511515320	3.2e-11
1.290	0.5485678230	3.1e-11
1.300	0.5461170443	3.0e-11
1.310	0.5437939576	2.9e-11
1.320	0.5415935948	5.0e-11
1.330	0.5395112412	4.5e-11
1.340	0.5375424202	5.3e-11
1.350	0.5356828787	5.2e-11
1.360	0.5339285734	5.1e-11
1.370	0.5322756589	5.0e-11
1.380	0.5307204753	4.9e-11
1.390	0.5292595381	4.8e-11
1.400	0.5278895274	4.7e-11
1.410	0.5266072790	4.6e-11
1.420	0.5254097752	4.5e-11
1.430	0.5242941368	4.4e-11
1.440	0.5232576153	4.3e-11
1.450	0.5222975858	4.2e-11
1.460	0.5214115399	4.1e-11
1.470	0.5205970801	4.1e-11
1.480	0.5198519129	4.0e-11
1.490	0.5191738443	3.9e-11
1.500	0.5185607737	3.9e-11
1.510	0.5180106897	3.8e-11
1.520	0.5175216648	3.7e-11
1.530	0.5170918519	3.7e-11
1.540	0.5167194795	3.6e-11
1.550	0.5164028484	3.5e-11
1.560	0.5161403276	3.5e-11
1.570	0.5159303517	3.4e-11
1.580	0.5157714167	3.4e-11
1.590	0.5156620777	3.3e-11
1.600	0.5156009461	3.3e-11
1.610	0.5155866863	3.2e-11
1.620	0.5156180138	3.2e-11
1.630	0.5156936925	3.1e-11
1.640	0.5158125324	3.1e-11
1.650	0.5159733878	3.0e-11
1.660	0.5161751547	3.0e-11
1.670	0.5164167696	2.9e-11
1.680	0.5166972071	2.9e-11
1.690	0.5170154784	2.8e-11
1.700	0.5173706299	2.8e-11
1.710	0.5177617410	2.8e-11
1.720	0.5181879236	2.7e-11
1.730	0.5186483198	2.7e-11
1.740	0.5191421012	2.7e-11
1.750	0.5196684672	2.6e-11
1.760	0.5202266443	2.6e-11
1.770	0.5208158844	2.6e-11
1.780	0.5214354644	2.5e-11
1.790	0.5220846845	2.5e-11
1.800	0.5227628677	2.5e-11
1.810	0.5234693586	2.4e-11
1.820	0.5242035229	2.4e-11
1.830	0.5249647459	2.4e-11
1.840	0.5257524325	2.3e-11
1.850	0.5265660058	2.3e-11
1.860	0.5274049067	2.3e-11
1.870	0.5282685931	2.3e-11
1.880	0.5291565393	2.2e-11
1.890	0.5300682354	2.2e-11
1.900	0.5310031864	2.2e-11
1.910	0.5319609122	2.2e-11
1.920	0.5329409465	2.1e-11
1.930	0.5339428366	2.1e-11
1.940	0.5349661426	2.1e-11
1.950	0.5360104373	2.1e-11
1.960	0.5370753056	2.0e-11
1.970	0.5381603438	2.0e-11
1.980	0.5392651596	2.0e-11
1.990	0.5403893714	2.0e-11
2.000	0.5415326081	2.0e-11
2.010	0.5426945085	1.9e-11
