T[MeV]	f_value	f_error
1.000	3.8738155185	2.8e-10
1.010	3.7078841199	2.8e-10
1.020	3.5532316107	2.8e-10
1.030	3.4089031773	2.8e-10
1.040	3.2740393177	2.8e-10
1.050	3.1478650078	2.8e-10
1.060	3.0296802388	2.8e-10
1.070	2.9188517348	2.8e-10
1.080	2.8148056912	3.1e-11
1.090	2.7170213932	3.0e-11
1.100	2.6250255995	2.8e-11
1.110	2.5383875896	2.6e-11
1.120	2.4567147883	2.5e-11
1.130	2.3796488939	2.4e-10
1.140	2.3068624460	2.2e-10
1.150	2.2380557783	2.1e-10
1.160	2.1729543089	2.0e-10
1.170	2.1113061258	1.9e-10
1.180	2.0528798345	1.8e-10
1.190	1.9974626334	1.7e-10
1.200	1.9448585932	1.6e-10
1.210	1.8948871144	1.5e-10
1.220	1.8473815436	1.5e-10
1.230	1.8021879301	1.4e-10
1.240	1.7591639073	1.3e-10
1.250	1.7181776854	1.3e-10
1.260	1.6791071419	1.2e-10
1.270	1.6418390012	1.1e-10
1.280	1.6062680916	1.1e-10
1.290	1.5722966741	1.0e-10
1.300	1.5398338326	1.0e-10
1.310	1.5087949213	9.6e-11
1.320	1.4791010626	9.2e-11
1.330	1.4506786903	8.8e-11
1.340	1.4234591337	8.5e-11
1.350	1.3973782387	8.1e-11
1.360	1.3723760219	7.8e-11
1.370	1.3483963549	7.5e-11
1.380	1.3253866754	7.2e-11
1.390	1.3032977231	6.9e-11
1.400	1.2820832977	6.7e-11
1.410	1.2617000369	6.4e-11
1.420	1.2421072128	6.2e-11
1.430	1.2232665447	6.0e-11
1.440	1.2051420275	5.8e-11
1.450	1.1876997730	5.6e-11
1.460	1.1709078645	5.4e-11
1.470	1.1547362224	5.2e-11
1.480	1.1391564800	5.0e-11
1.490	1.1241418697	4.9e-11
1.500	1.1096671165	4.7e-11
1.510	1.0957083409	4.6e-11
1.520	1.0822429683	4.4e-11
1.530	1.0692496450	4.3e-11
1.540	1.0567081608	4.1e-11
1.550	1.0445993768	4.0e-11
1.560	1.0329051586	3.9e-11
1.570	1.0216083144	3.8e-11
1.580	1.0106925372	3.7e-11
1.590	1.0001423510	3.6e-11
1.600	0.9899430610	3.5e-11
1.610	0.9800807071	3.4e-11
1.620	0.9705420205	3.3e-11
1.630	0.9613143833	3.2e-11
1.640	0.9523857906	3.1e-11
1.650	0.9437448156	3.0e-11
1.660	0.9353805766	2.9e-11
1.670	0.9272827061	2.9e-11
1.680	0.9194413221	2.8e-11
1.690	0.9118470012	2.7e-11
1.700	0.9044907534	2.6e-11
1.710	0.8973639986	2.6e-11
1.720	0.8904585441	2.5e-11
1.730	0.8837665642	2.4e-11
1.740	0.8772805804	2.4e-11
1.750	0.8709934433	2.3e-11
1.760	0.8648983156	2.3e-11
1.770	0.8589886552	2.2e-11
1.780	0.8532582009	2.2e-11
1.790	0.8477009575	2.1e-11
1.800	0.8423111824	2.1e-11
1.810	0.8370833733	2.0e-11
1.820	0.8320122557	2.0e-11
1.830	0.8270927721	1.9e-11
1.840	0.8223200711	1.9e-11
1.850	0.8176894975	1.9e-11
1.860	0.8131965828	1.8e-11
1.870	0.8088370362	1.8e-11
1.880	0.8046067364	1.7e-11
1.890	0.8005017232	1.7e-11
1.900	0.7965181903	1.7e-11
1.910	0.7926524780	1.6e-11
1.920	0.7889010667	1.6e-11
1.930	0.7852605699	1.6e-11
1.940	0.7817277289	1.5e-11
1.950	0.7782994065	1.5e-11
1.960	0.7749725817	1.5e-11
1.970	0.7717443447	1.5e-11
1.980	0.7686118919	1.4e-11
1.990	0.7655725210	1.4e-11
2.000	0.7626236271	1.4e-11
2.010	0.7597626981	1.4e-11
2.020	0.7569873108	1.3e-11
2.030	0.7542951273	1.3e-11
2.040	0.7516838910	1.3e-11
2.050	0.7491514237	1.3e-11
2.060	0.7466956220	1.2e-11
2.070	0.7443144543	1.2e-11
2.080	0.7420059578	1.2e-11
2.090	0.7397682356	1.2e-11
2.100	0.7375994545	1.2e-11
2.110	0.7354978417	1.1e-11
2.120	0.7334616830	1.1e-11
2.130	0.7314893202	1.1e-11
2.140	0.7295791488	1.1e-11
2.150	0.7277296164	1.1e-11
2.160	0.7259392198	1.0e-11
2.170	0.7242065039	1.0e-11
2.180	0.7225300595	1.0e-11
2.190	0.7209085216	1.0e-11
2.200	0.7193405677	9.9e-12
2.210	0.7178249160	9.7e-12
2.220	0.7163603245	9.6e-12
2.230	0.7149455888	9.4e-12
2.240	0.7135795410	9.3e-12
2.250	0.7122610486	9.1e-12
2.260	0.7109890128	9.0e-12
2.270	0.7097623674	8.9e-12
2.280	0.7085800779	8.8e-12
2.290	0.7074411399	8.6e-12
2.300	0.7063445784	8.5e-12
2.310	0.7052894466	8.4e-12
2.320	0.7042748250	8.3e-12
2.330	0.7032998203	8.2e-12
2.340	0.7023635645	8.1e-12
2.350	0.7014652142	8.0e-12
2.360	0.7006039496	7.9e-12
2.370	0.6997789738	7.7e-12
2.380	0.6989895119	7.6e-12
2.390	0.6982348103	7.5e-12
2.400	0.6975141361	7.5e-12
2.410	0.6968267761	7.4e-12
2.420	0.6961720367	7.3e-12
2.430	0.6955492426	7.2e-12
2.440	0.6949577366	7.1e-12
2.450	0.6943968791	7.0e-12
2.460	0.6938660471	6.9e-12
2.470	0.6933646340	6.8e-12
2.480	0.6928920491	6.7e-12
2.490	0.6924477169	6.7e-12
2.500	0.6920310767	6.6e-12
2.510	0.6916415820	6.5e-12
2.520	0.6912787005	6.4e-12
2.530	0.6909419131	6.4e-12
2.540	0.6906307138	6.3e-12
2.550	0.6903446094	6.2e-12
2.560	0.6900831186	6.1e-12
2.570	0.6898457723	6.1e-12
2.580	0.6896321127	6.0e-12
2.590	0.6894416933	5.9e-12
2.600	0.6892740784	5.9e-12
2.610	0.6891288428	5.8e-12
2.620	0.6890055716	5.8e-12
2.630	0.6889038594	5.7e-12
2.640	0.6888233110	5.6e-12
2.650	0.6887635401	6.8e-11
2.660	0.6887241695	6.8e-11
2.670	0.6887048310	6.7e-11
2.680	0.6887051648	6.6e-11
2.690	0.6887248193	6.6e-11
2.700	0.6887634512	6.5e-11
2.710	0.6888207248	6.4e-11
2.720	0.6888963122	6.4e-11
2.730	0.6889898927	6.3e-11
2.740	0.6891011530	6.2e-11
2.750	0.6892297866	6.2e-11
2.760	0.6893754939	6.1e-11
2.770	0.6895379821	6.1e-11
2.780	0.6897169644	6.0e-11
2.790	0.6899121606	5.9e-11
2.800	0.6901232965	5.9e-11
2.810	0.6903501038	5.8e-11
2.820	0.6905923200	5.8e-11
2.830	0.6908496881	5.7e-11
2.840	0.6911219568	5.7e-11
2.850	0.6914088799	5.6e-11
2.860	0.6917102165	5.6e-11
2.870	0.6920257307	5.5e-11
2.880	0.6923551915	5.5e-11
2.890	0.6926983727	5.4e-11
2.900	0.6930550528	5.4e-11
2.910	0.6934250149	5.3e-11
2.920	0.6938080463	5.3e-11
2.930	0.6942039388	5.2e-11
2.940	0.6946124884	5.2e-11
2.950	0.6950334953	5.1e-11
2.960	0.6954667634	5.1e-11
2.970	0.6959121008	5.1e-11
2.980	0.6963693192	5.0e-11
2.990	0.6968382341	5.0e-11
3.000	0.6973186647	4.9e-11
3.010	0.6978104336	4.9e-11
3.020	0.6983133669	4.9e-11
3.030	0.6988272940	4.8e-11
3.040	0.6993520477	4.8e-11
3.050	0.6998874639	4.7e-11
3.060	0.7004333816	4.7e-11
3.070	0.7009896431	4.7e-11
3.080	0.7015560933	4.6e-11
3.090	0.7021325804	4.6e-11
3.100	0.7027189551	4.6e-11
3.110	0.7033150710	4.5e-11
3.120	0.7039207846	4.5e-11
3.130	0.7045359547	4.5e-11
3.140	0.7051604430	4.4e-11
3.150	0.7057941135	4.4e-11
3.160	0.7064368329	4.4e-11
3.170	0.7070884701	4.3e-11
3.180	0.7077488964	4.3e-11
3.190	0.7084179856	4.3e-11
3.200	0.7090956134	4.2e-11
3.210	0.7097816581	4.2e-11
3.220	0.7104759999	4.2e-11
3.230	0.7111785212	4.1e-11
3.240	0.7118891065	4.1e-11
3.250	0.7126076421	4.1e-11
3.260	0.7133340165	4.1e-11
3.270	0.7140681201	4.0e-11
3.280	0.7148098452	4.0e-11
3.290	0.7155590857	4.0e-11
3.300	0.7163157378	3.9e-11
3.310	0.7170796989	3.9e-11
3.320	0.7178508686	3.9e-11
3.330	0.7186291479	3.9e-11
3.340	0.7194144396	3.8e-11
3.350	0.7202066482	3.8e-11
3.360	0.7210056795	3.8e-11
3.370	0.7218114411	3.8e-11
3.380	0.7226238421	3.7e-11
3.390	0.7234427931	3.7e-11
3.400	0.7242682060	3.7e-11
3.410	0.7250999944	3.7e-11
