T[MeV]	f_value	f_error
0.600	12.5899860001	4.7e-10
0.610	11.3416175610	3.6e-10
0.620	10.2651571856	3.4e-10
0.630	9.3321794190	3.6e-10
0.640	8.5196409445	3.8e-10
0.650	7.8087462186	3.9e-10
0.660	7.1840743316	3.9e-10
0.670	6.6329022337	3.8e-10
0.680	6.1446766567	3.7e-10
0.690	5.7105994284	3.4e-10
0.700	5.3232998400	3.2e-10
0.710	4.9765742764	2.9e-10
0.720	4.6651781410	2.6e-10
0.730	4.3846586774	2.3e-10
0.740	4.1312199573	2.0e-10
0.750	3.9016133055	1.7e-10
0.760	3.6930479476	1.5e-10
0.770	3.5031178137	1.2e-10
0.780	3.3297413144	1.0e-10
0.790	3.1711115805	8.5e-11
0.800	3.0256551798	6.9e-11
0.810	2.8919977335	5.6e-11
0.820	2.7689351708	4.6e-11
0.830	2.6554096082	3.9e-11
0.840	2.5504890402	3.4e-11
0.850	2.4533501789	3.0e-11
0.860	2.3632639084	2.7e-11
0.870	2.2795829153	2.0e-10
0.880	2.2017311384	1.7e-10
0.890	2.1291947427	1.4e-10
0.900	2.0615143751	1.2e-10
0.910	1.9982785026	1.0e-10
0.920	1.9391176646	8.7e-11
0.930	1.8836995024	7.5e-11
0.940	1.8317244487	6.5e-11
0.950	1.7829219814	5.7e-11
0.960	1.7370473594	5.1e-11
0.970	1.6938787720	4.6e-11
0.980	1.6532148439	4.1e-11
0.990	1.6148724470	3.8e-11
1.000	1.5786847766	3.5e-11
1.010	1.5444996572	3.2e-11
1.020	1.5121780469	3.0e-11
1.030	1.4815927158	2.7e-11
1.040	1.4526270738	2.6e-11
1.050	1.4251741315	2.4e-11
1.060	1.3991355752	2.3e-11
1.070	1.3744209439	2.2e-11
1.080	1.3509468946	2.1e-11
1.090	1.3286365454	2.1e-11
1.100	1.3074188885	2.0e-11
1.110	1.2872282627	2.0e-11
1.120	1.2680038807	1.9e-11
1.130	1.2496894037	1.8e-11
1.140	1.2322325582	1.8e-11
1.150	1.2155847908	1.7e-11
1.160	1.1997009562	1.7e-11
1.170	1.1845390348	1.6e-11
1.180	1.1700598778	1.5e-11
1.190	1.1562269753	1.5e-11
1.200	1.1430062461	1.4e-11
1.210	1.1303658469	1.4e-11
1.220	1.1182759983	1.3e-11
1.230	1.1067088263	1.2e-11
1.240	1.0956382180	1.2e-11
1.250	1.0850396899	1.1e-11
1.260	1.0748902667	1.1e-11
1.270	1.0651683718	1.0e-11
1.280	1.0558537255	9.9e-12
1.290	1.0469272527	9.5e-12
1.300	1.0383709979	9.1e-12
1.310	1.0301680467	8.8e-12
1.320	1.0223024543	8.5e-12
1.330	1.0147591788	8.2e-12
1.340	1.0075240208	8.0e-12
1.350	1.0005835669	7.9e-12
1.360	0.9939251377	7.8e-12
1.370	0.9875367400	7.7e-12
1.380	0.9814070222	7.6e-12
1.390	0.9755252338	7.6e-12
1.400	0.9698811866	7.5e-12
1.410	0.9644652202	7.5e-12
1.420	0.9592681689	7.5e-12
1.430	0.9542813314	7.4e-12
1.440	0.9494964428	7.4e-12
1.450	0.9449056480	7.3e-12
1.460	0.9405014778	7.3e-12
1.470	0.9362768256	7.3e-12
1.480	0.9322249270	7.2e-12
1.490	0.9283393392	7.2e-12
1.500	0.9246139233	7.1e-12
1.510	0.9210428265	7.1e-12
1.520	0.9176204666	7.0e-12
1.530	0.9143415166	7.0e-12
1.540	0.9112008907	6.9e-12
1.550	0.9081937315	6.8e-12
1.560	0.9053153969	6.8e-12
1.570	0.9025614494	6.7e-12
1.580	0.8999276448	6.7e-12
1.590	0.8974099220	6.6e-12
1.600	0.8950043937	6.5e-12
1.610	0.8927073374	6.5e-12
1.620	0.8905151867	6.4e-12
1.630	0.8884245237	6.3e-12
1.640	0.8864320715	6.2e-12
1.650	0.8845346868	6.2e-12
1.660	0.8827293538	6.1e-12
1.670	0.8810131777	6.0e-12
1.680	0.8793833788	5.9e-12
1.690	0.8778372871	5.9e-12
1.700	0.8763723369	5.8e-12
1.710	0.8749860621	5.7e-12
1.720	0.8736760911	5.6e-12
