T[MeV]	f_value	f_error
0.600	186.8646212413	1.6e-08
0.610	157.8481562247	7.1e-10
0.620	134.2607787519	1.2e-08
0.630	114.9463785235	7.8e-09
0.640	99.0211572205	5.0e-09
0.650	85.8039568118	3.2e-09
0.660	74.7657066967	2.0e-09
0.670	65.4924153746	1.2e-09
0.680	57.6578465941	7.0e-10
0.690	51.0031813689	3.9e-10
0.700	45.3217619148	2.0e-10
0.710	40.4475624334	1.0e-10
0.720	36.2464142064	6.8e-11
0.730	32.6092813854	8.7e-11
0.740	29.4470744947	1.1e-10
0.750	26.6866248769	1.3e-10
0.760	24.2675413809	1.4e-10
0.770	22.1397417314	1.4e-10
0.780	20.2615029784	1.4e-10
0.790	18.5979136427	1.4e-10
0.800	17.1196384636	1.4e-10
0.810	15.8019277304	1.3e-10
0.820	14.6238189782	1.2e-10
0.830	13.5674907349	1.2e-10
0.840	12.6177370380	1.1e-10
0.850	11.7615383248	9.6e-10
0.860	10.9877095729	5.7e-10
0.870	10.2866106339	2.9e-10
0.880	9.6499068480	1.1e-10
0.890	9.0703704754	9.6e-11
0.900	8.5417153921	2.0e-10
0.910	8.0584589969	3.2e-10
0.920	7.6158064632	4.5e-10
0.930	7.2095534021	5.7e-10
0.940	6.8360037493	6.7e-10
0.950	6.4919002843	5.7e-10
0.960	6.1743656613	3.9e-11
0.970	5.8808522198	4.0e-10
0.980	5.6090991472	2.9e-11
0.990	5.3570958178	2.7e-11
1.000	5.1230503342	2.4e-11
1.010	4.9053624658	2.2e-11
1.020	4.7026003097	2.0e-11
1.030	4.5134801157	1.9e-11
1.040	4.3368488034	1.7e-11
1.050	4.1716687796	1.6e-11
1.060	4.0170047225	1.5e-11
1.070	3.8720120547	1.4e-11
1.080	3.7359268662	1.3e-11
1.090	3.6080570888	1.2e-11
1.100	3.4877747500	1.1e-11
1.110	3.3745091620	1.1e-11
1.120	3.2677409201	1.0e-11
1.130	3.1669966072	9.9e-12
1.140	3.0718441098	9.6e-12
1.150	2.9818884702	9.2e-12
1.160	2.8967682064	9.0e-12
1.170	2.8161520402	8.7e-12
1.180	2.7397359865	8.5e-12
1.190	2.6672407563	8.3e-12
1.200	2.5984094388	8.2e-12
1.210	2.5330054285	8.1e-12
1.220	2.4708105674	8.0e-12
1.230	2.4116234805	7.9e-12
1.240	2.3552580791	2.2e-10
1.250	2.3015422156	2.0e-10
1.260	2.2503164719	1.8e-10
1.270	2.2014330660	1.6e-10
1.280	2.1547548657	1.4e-10
1.290	2.1101544960	1.2e-10
1.300	2.0675135319	1.1e-10
1.310	2.0267217658	9.5e-11
1.320	1.9876765440	8.2e-11
1.330	1.9502821627	7.1e-11
1.340	1.9144493193	6.1e-11
1.350	1.8800946134	5.2e-11
1.360	1.8471400905	4.4e-11
1.370	1.8155128271	3.7e-11
1.380	1.7851445509	3.0e-11
1.390	1.7559712940	2.5e-11
1.400	1.7279330750	2.0e-11
1.410	1.7009736084	1.6e-11
1.420	1.6750400376	1.3e-11
1.430	1.6500826902	1.0e-11
1.440	1.6260548528	8.2e-12
1.450	1.6029125643	7.0e-12
1.460	1.5806144253	7.1e-12
1.470	1.5591214231	8.2e-12
1.480	1.5383967696	9.6e-12
1.490	1.5184057523	1.1e-11
1.500	1.4991155967	1.3e-11
1.510	1.4804953386	1.4e-11
1.520	1.4625157063	1.6e-11
1.530	1.4451490122	1.8e-11
1.540	1.4283690510	1.9e-11
1.550	1.4121510065	2.1e-11
1.560	1.3964713647	2.2e-11
1.570	1.3813078330	2.3e-11
1.580	1.3666392654	2.4e-11
1.590	1.3524455926	2.5e-11
1.600	1.3387077575	2.6e-11
1.610	1.3254076547	2.7e-11
1.620	1.3125280742	2.8e-11
1.630	1.3000526488	2.9e-11
1.640	1.2879658058	3.0e-11
1.650	1.2762527207	3.0e-11
1.660	1.2648992750	3.1e-11
1.670	1.2538920159	3.1e-11
1.680	1.2432181198	3.1e-11
1.690	1.2328653564	3.1e-11
1.700	1.2228220571	3.2e-11
1.710	1.2130770836	3.2e-11
1.720	1.2036197996	3.2e-11
1.730	1.1944400440	1.2e-10
1.740	1.1855281054	1.1e-10
1.750	1.1768746985	1.0e-10
1.760	1.1684709421	9.3e-11
1.770	1.1603083378	8.7e-11
1.780	1.1523787506	8.1e-11
1.790	1.1446743903	7.5e-11
1.800	1.1371877939	6.9e-11
1.810	1.1299118097	6.4e-11
1.820	1.1228395814	6.0e-11
1.830	1.1159645336	5.6e-11
1.840	1.1092803582	5.2e-11
1.850	1.1027810013	4.8e-11
1.860	1.0964606510	4.5e-11
1.870	1.0903137261	4.1e-11
1.880	1.0843348645	3.9e-11
1.890	1.0785189137	3.6e-11
1.900	1.0728609206	3.4e-11
1.910	1.0673561221	3.1e-11
1.920	1.0619999368	2.9e-11
1.930	1.0567879564	2.8e-11
1.940	1.0517159379	2.6e-11
1.950	1.0467797964	2.5e-11
1.960	1.0419755978	2.4e-11
1.970	1.0372995522	2.3e-11
1.980	1.0327480076	2.2e-11
1.990	1.0283174437	2.2e-11
2.000	1.0240044667	2.2e-11
2.010	1.0198058031	2.2e-11
2.020	1.0157182953	2.3e-11
2.030	1.0117388963	2.3e-11
2.040	1.0078646649	2.3e-11
2.050	1.0040927618	2.3e-11
2.060	1.0004204448	2.3e-11
2.070	0.9968450652	2.4e-11
2.080	0.9933640639	2.4e-11
2.090	0.9899749674	2.4e-11
2.100	0.9866753850	2.5e-11
2.110	0.9834630048	2.5e-11
2.120	0.9803355912	2.5e-11
2.130	0.9772909812	2.5e-11
2.140	0.9743270822	2.5e-11
2.150	0.9714418687	2.6e-11
2.160	0.9686333803	2.6e-11
2.170	0.9658997186	2.6e-11
2.180	0.9632390450	2.6e-11
2.190	0.9606495788	2.6e-11
2.200	0.9581295945	2.6e-11
2.210	0.9556774199	2.6e-11
2.220	0.9532914344	2.7e-11
2.230	0.9509700666	2.7e-11
2.240	0.9487117929	2.7e-11
2.250	0.9465151355	2.7e-11
2.260	0.9443786608	2.7e-11
2.270	0.9423009780	2.7e-11
2.280	0.9402807371	2.7e-11
2.290	0.9383166280	2.7e-11
2.300	0.9364073786	2.7e-11
2.310	0.9345517539	2.7e-11
2.320	0.9327485544	2.7e-11
2.330	0.9309966147	2.7e-11
2.340	0.9292948029	2.7e-11
2.350	0.9276420190	2.7e-11
2.360	0.9260371939	2.6e-11
2.370	0.9244792882	2.6e-11
2.380	0.9229672917	2.6e-11
2.390	0.9215002218	2.6e-11
2.400	0.9200771229	2.6e-11
2.410	0.9186970658	2.6e-11
2.420	0.9173591459	2.6e-11
2.430	0.9160624836	2.6e-11
2.440	0.9148062223	2.6e-11
2.450	0.9135895287	2.6e-11
2.460	0.9124115913	2.5e-11
2.470	0.9112716200	2.5e-11
