T[MeV]	f_value	f_error
1.000	2.2692595029	2.3e-11
1.010	2.2112731397	2.1e-11
1.020	2.1564439880	2.0e-11
1.030	2.1045509329	1.9e-11
1.040	2.0553916950	1.8e-11
1.050	2.0087809631	1.7e-11
1.060	1.9645487356	1.6e-11
1.070	1.9225388461	1.6e-11
1.080	1.8826076496	1.5e-11
1.090	1.8446228500	1.8e-10
1.100	1.8084624527	1.6e-10
1.110	1.7740138262	1.5e-10
1.120	1.7411728615	1.3e-10
1.130	1.7098432165	1.2e-10
1.140	1.6799356373	1.1e-10
1.150	1.6513673464	1.0e-10
1.160	1.6240614915	9.4e-11
1.170	1.5979466471	8.6e-11
1.180	1.5729563646	7.9e-11
1.190	1.5490287642	7.2e-11
1.200	1.5261061657	6.7e-11
1.210	1.5041347526	6.1e-11
1.220	1.4830642673	5.6e-11
1.230	1.4628477340	5.2e-11
1.240	1.4434412055	4.7e-11
1.250	1.4248035330	4.4e-11
1.260	1.4068961558	4.0e-11
1.270	1.3896829088	3.7e-11
1.280	1.3731298468	3.4e-11
1.290	1.3572050829	3.1e-11
1.300	1.3418786413	2.9e-11
1.310	1.3271223215	2.6e-11
1.320	1.3129095735	2.4e-11
1.330	1.2992153839	2.2e-11
1.340	1.2860161697	2.1e-11
1.350	1.2732896819	1.9e-11
1.360	1.2610149156	1.7e-11
1.370	1.2491720273	1.6e-11
1.380	1.2377422591	1.5e-11
1.390	1.2267078673	1.3e-11
1.400	1.2160520581	1.2e-11
1.410	1.2057589264	1.1e-11
1.420	1.1958134002	1.0e-11
1.430	1.1862011884	9.4e-12
1.440	1.1769087328	8.6e-12
1.450	1.1679231633	7.9e-12
1.460	1.1592322561	7.2e-12
1.470	1.1508243951	6.6e-12
1.480	1.1426885359	6.0e-12
1.490	1.1348141721	5.4e-12
1.500	1.1271913042	5.0e-12
1.510	1.1198104100	4.5e-12
1.520	1.1126624180	4.1e-12
1.530	1.1057386811	3.8e-12
1.540	1.0990309538	3.4e-12
1.550	1.0925313689	3.1e-12
1.560	1.0862324176	2.9e-12
1.570	1.0801269293	2.6e-12
1.580	1.0742080539	2.4e-12
1.590	1.0684692441	2.3e-12
1.600	1.0629042400	2.1e-12
1.610	1.0575070533	2.0e-12
1.620	1.0522719538	2.0e-12
1.630	1.0471934555	2.0e-12
1.640	1.0422663047	2.0e-12
1.650	1.0374854676	2.0e-12
1.660	1.0328461197	2.1e-12
1.670	1.0283436353	2.1e-12
1.680	1.0239735774	2.2e-12
1.690	1.0197316887	2.2e-12
1.700	1.0156138828	2.3e-12
1.710	1.0116162361	2.4e-12
1.720	1.0077349795	2.4e-12
1.730	1.0039664919	2.5e-12
