T[MeV]	f_value	f_error
0.600	68026382.1255517900	1.1e-03
0.610	41368408.8683244139	6.1e-04
0.620	25634361.9966052659	3.4e-04
0.630	16170681.3701210041	1.9e-04
0.640	10375331.5956485830	1.1e-04
0.650	6765239.5224909671	6.3e-05
0.660	4479542.7544122310	3.7e-05
0.670	3009787.1988945841	2.8e-04
0.680	2050646.3253720331	1.7e-04
0.690	1415850.8494442201	1.1e-04
0.700	990036.6921887705	6.6e-05
0.710	700716.9477644425	4.2e-05
0.720	501713.9505210232	2.7e-05
0.730	363220.0731666114	1.8e-05
0.740	265750.3319753055	1.2e-05
0.750	196412.8038745504	7.8e-06
0.760	146578.4804471778	5.3e-06
0.770	110407.2389462382	3.6e-06
0.780	83904.1933475010	2.5e-06
0.790	64308.6263197070	1.7e-06
0.800	49693.9088082662	1.2e-06
0.810	38702.7733287300	8.5e-07
0.820	30370.3582679534	6.1e-07
0.830	24004.7595253434	4.4e-07
0.840	19105.6378031385	3.2e-07
0.850	15308.2519704720	2.3e-07
0.860	12344.6380091506	1.7e-07
0.870	10016.4531983653	1.3e-07
0.880	8175.8253882522	9.4e-08
0.890	6711.7413690178	7.1e-08
0.900	5540.2987934032	5.3e-08
0.910	4597.6738581783	4.1e-08
0.920	3835.0122462749	3.1e-08
0.930	3214.6919582755	2.4e-08
0.940	2707.5715842128	1.9e-08
0.950	2290.9512194617	1.4e-08
0.960	1947.0521225187	1.1e-08
0.970	1661.8763656471	8.8e-09
0.980	1424.3465500796	7.0e-09
0.990	1225.6531636951	5.5e-09
1.000	1058.7567739324	9.9e-08
1.010	918.0063234488	7.9e-08
1.020	798.8449565784	6.4e-08
1.030	697.5821826069	5.1e-08
1.040	611.2165698394	4.2e-08
1.050	537.2971209163	3.4e-08
1.060	473.8144007557	2.8e-08
1.070	419.1146561796	2.3e-08
1.080	371.8317831156	3.6e-08
1.090	330.8332091795	3.0e-08
1.100	295.1766722170	2.5e-08
1.110	264.0755660341	2.6e-08
1.120	236.8710495284	2.1e-08
1.130	213.0095162214	1.8e-08
1.140	192.0243285049	1.5e-08
1.150	173.5209575193	1.3e-08
1.160	157.1648525085	1.1e-08
1.170	142.6715054655	9.1e-09
1.180	129.7982875098	7.8e-09
1.190	118.3377199510	6.6e-09
1.200	108.1119109103	5.7e-09
1.210	98.9679418708	4.8e-09
1.220	90.7740308246	4.2e-09
1.230	83.4163322355	3.6e-09
1.240	76.7962607369	7.5e-09
1.250	70.8282468081	6.4e-09
1.260	65.4378497477	5.6e-09
1.270	60.5601669867	4.9e-09
1.280	56.1384898410	5.3e-09
1.290	52.1231647445	4.1e-09
1.300	48.4706262453	3.2e-09
1.310	45.1425739437	2.8e-09
1.320	42.1052703464	2.5e-09
1.330	39.3289405409	2.2e-09
1.340	36.7872578067	1.9e-09
1.350	34.4569019247	1.7e-09
1.360	32.3171791211	1.5e-09
1.370	30.3496943817	1.3e-09
1.380	28.5380683571	1.2e-09
1.390	26.8676923167	1.1e-09
1.400	25.3255156338	9.4e-10
1.410	23.8998611397	8.4e-10
1.420	22.5802644013	7.5e-10
1.430	21.3573335718	6.7e-10
1.440	20.2226269692	6.0e-10
1.450	19.1685459565	5.4e-10
1.460	18.1882410552	4.9e-10
1.470	17.2755295219	4.4e-10
1.480	16.4248228725	4.0e-10
1.490	15.6310630534	3.6e-10
1.500	14.8896661416	3.2e-10
1.510	14.1964726105	2.9e-10
1.520	13.5477033308	2.7e-10
1.530	12.9399205886	2.4e-10
1.540	12.3699934996	5.2e-10
1.550	11.8350672818	2.3e-10
1.560	11.3325359165	6.1e-10
1.570	10.8600177947	1.7e-10
1.580	10.4153339913	1.5e-10
1.590	9.9964888607	1.4e-10
1.600	9.6016526824	1.3e-10
1.610	9.2291461224	1.2e-10
