T[MeV]	f_value	f_error
1.000	0.8804908301	2.3e-11
1.010	0.8771374735	2.2e-11
1.020	0.8740014413	2.1e-11
1.030	0.8710718940	2.1e-11
1.040	0.8683386638	2.0e-11
1.050	0.8657922041	1.9e-11
1.060	0.8634235442	8.4e-11
1.070	0.8612242473	8.1e-11
1.080	0.8591863726	7.8e-11
1.090	0.8573024398	7.6e-11
1.100	0.8555653976	7.3e-11
1.110	0.8539685935	7.1e-11
1.120	0.8525057469	6.8e-11
1.130	0.8511709242	6.6e-11
1.140	0.8499585155	6.4e-11
1.150	0.8488632136	6.2e-11
1.160	0.8478799941	6.0e-11
1.170	0.8470040973	5.9e-11
1.180	0.8462310114	5.7e-11
1.190	0.8455564573	5.5e-11
1.200	0.8449763735	5.4e-11
1.210	0.8444869033	5.2e-11
1.220	0.8440843820	5.1e-11
1.230	0.8437653259	4.9e-11
1.240	0.8435264208	4.8e-11
1.250	0.8433645126	4.7e-11
1.260	0.8432765980	4.6e-11
1.270	0.8432598154	4.5e-11
1.280	0.8433114372	4.3e-11
1.290	0.8434288621	4.2e-11
1.300	0.8436096081	4.1e-11
1.310	0.8438513059	4.0e-11
1.320	0.8441516927	8.3e-11
1.330	0.8445086063	8.1e-11
1.340	0.8449199802	7.9e-11
1.350	0.8453838378	7.7e-11
1.360	0.8458982881	7.5e-11
1.370	0.8464615215	7.4e-11
1.380	0.8470718048	7.2e-11
1.390	0.8477274779	7.1e-11
1.400	0.8484269501	6.9e-11
1.410	0.8491686963	6.8e-11
1.420	0.8499512538	6.6e-11
1.430	0.8507732195	6.5e-11
1.440	0.8516332465	8.4e-11
1.450	0.8525300418	8.2e-11
1.460	0.8534623637	8.1e-11
1.470	0.8544290189	7.9e-11
1.480	0.8554288606	7.8e-11
1.490	0.8564607864	7.6e-11
1.500	0.8575237358	7.5e-11
1.510	0.8586166886	7.3e-11
1.520	0.8597386632	7.2e-11
1.530	0.8608887142	7.1e-11
1.540	0.8620659316	7.0e-11
1.550	0.8632694385	6.8e-11
1.560	0.8644983901	6.7e-11
1.570	0.8657519721	6.6e-11
1.580	0.8670293994	6.5e-11
1.590	0.8683299146	6.4e-11
1.600	0.8696527874	6.3e-11
1.610	0.8709973128	6.2e-11
1.620	0.8723628103	6.1e-11
1.630	0.8737486230	6.0e-11
1.640	0.8751541165	5.9e-11
1.650	0.8765786777	5.8e-11
1.660	0.8780217144	5.7e-11
1.670	0.8794826541	5.6e-11
1.680	0.8809609434	5.5e-11
1.690	0.8824560470	5.5e-11
1.700	0.8839674472	5.4e-11
1.710	0.8854946431	5.3e-11
1.720	0.8870371500	5.2e-11
1.730	0.8885944986	5.2e-11
1.740	0.8901662345	5.1e-11
1.750	0.8917519179	5.0e-11
1.760	0.8933511224	4.9e-11
1.770	0.8949634352	4.9e-11
1.780	0.8965884559	4.8e-11
1.790	0.8982257967	4.7e-11
1.800	0.8998750814	4.7e-11
1.810	0.9015359453	4.6e-11
1.820	0.9032080345	4.6e-11
1.830	0.9048910057	4.5e-11
1.840	0.9065845259	4.4e-11
1.850	0.9082882718	4.4e-11
1.860	0.9100019294	4.3e-11
1.870	0.9117251940	4.3e-11
1.880	0.9134577696	4.2e-11
1.890	0.9151993686	4.2e-11
1.900	0.9169497118	4.1e-11
1.910	0.9187085275	4.1e-11
1.920	0.9204755520	4.0e-11
1.930	0.9222505288	4.0e-11
1.940	0.9240332083	3.9e-11
1.950	0.9258233480	3.9e-11
1.960	0.9276207120	3.9e-11
1.970	0.9294250707	3.8e-11
1.980	0.9312362006	3.8e-11
1.990	0.9330538845	3.7e-11
2.000	0.9348779107	3.7e-11
2.010	0.9367080732	3.7e-11
2.020	0.9385441713	3.6e-11
2.030	0.9403860096	3.6e-11
2.040	0.9422333978	3.5e-11
2.050	0.9440861505	3.5e-11
2.060	0.9459440871	3.5e-11
2.070	0.9478070313	3.4e-11
2.080	0.9496748115	3.4e-11
2.090	0.9515472605	3.4e-11
2.100	0.9534242150	3.3e-11
2.110	0.9553055159	3.3e-11
2.120	0.9571910081	3.3e-11
2.130	0.9590805401	3.2e-11
2.140	0.9609739642	3.2e-11
2.150	0.9628711363	3.2e-11
2.160	0.9647719158	3.2e-11
2.170	0.9666761652	3.1e-11
2.180	0.9685837506	3.1e-11
2.190	0.9704945411	3.1e-11
2.200	0.9724084089	3.0e-11
2.210	0.9743252292	3.0e-11
2.220	0.9762448800	3.0e-11
2.230	0.9781672423	3.0e-11
2.240	0.9800921996	2.9e-11
2.250	0.9820196384	2.9e-11
2.260	0.9839494473	2.9e-11
2.270	0.9858815179	2.9e-11
2.280	0.9878157439	2.8e-11
2.290	0.9897520216	2.8e-11
2.300	0.9916902493	2.8e-11
2.310	0.9936303279	2.8e-11
2.320	0.9955721602	2.7e-11
2.330	0.9975156513	2.7e-11
2.340	0.9994607084	2.7e-11
2.350	1.0014072404	2.7e-11
2.360	1.0033551586	2.7e-11
2.370	1.0053043758	2.6e-11
2.380	1.0072548069	2.6e-11
2.390	1.0092063685	2.6e-11
2.400	1.0111589790	2.6e-11
2.410	1.0131125585	2.6e-11
2.420	1.0150670289	2.5e-11
2.430	1.0170223135	1.0e-10
2.440	1.0189783372	1.0e-10
2.450	1.0209350268	9.9e-11
2.460	1.0228923101	9.9e-11
2.470	1.0248501167	9.8e-11
2.480	1.0268083776	9.7e-11
2.490	1.0287670251	9.7e-11
2.500	1.0307259929	9.6e-11
2.510	1.0326852161	9.5e-11
2.520	1.0346446310	9.5e-11
2.530	1.0366041752	9.4e-11
2.540	1.0385637877	9.3e-11
2.550	1.0405234084	9.3e-11
2.560	1.0424829786	9.2e-11
2.570	1.0444424408	9.2e-11
2.580	1.0464017383	9.1e-11
2.590	1.0483608160	9.0e-11
2.600	1.0503196194	9.0e-11
2.610	1.0522780953	8.9e-11
2.620	1.0542361915	8.9e-11
2.630	1.0561938568	8.8e-11
2.640	1.0581510409	8.8e-11
2.650	1.0601076946	8.7e-11
2.660	1.0620637696	8.7e-11
2.670	1.0640192185	8.6e-11
2.680	1.0659739946	8.6e-11
2.690	1.0679280524	8.5e-11
2.700	1.0698813472	8.5e-11
2.710	1.0718338349	8.4e-11
2.720	1.0737854725	8.4e-11
2.730	1.0757362177	8.3e-11
2.740	1.0776860290	8.3e-11
2.750	1.0796348655	8.2e-11
2.760	1.0815826874	8.2e-11
2.770	1.0835294554	8.1e-11
2.780	1.0854751310	8.1e-11
2.790	1.0874196764	8.0e-11
2.800	1.0893630545	8.0e-11
2.810	1.0913052289	8.0e-11
2.820	1.0932461638	7.9e-11
2.830	1.0951858241	7.9e-11
2.840	1.0971241754	7.8e-11
2.850	1.0990611839	7.8e-11
2.860	1.1009968164	7.7e-11
2.870	1.1029310403	7.7e-11
2.880	1.1048638236	7.7e-11
2.890	1.1067951348	7.6e-11
2.900	1.1087249432	7.6e-11
2.910	1.1106532185	7.5e-11
2.920	1.1125799310	7.5e-11
2.930	1.1145050514	7.5e-11
2.940	1.1164285512	7.4e-11
2.950	1.1183504022	7.4e-11
2.960	1.1202705767	7.4e-11
2.970	1.1221890477	7.3e-11
2.980	1.1241057886	7.3e-11
2.990	1.1260207732	7.3e-11
3.000	1.1279339759	7.2e-11
3.010	1.1298453715	7.2e-11
3.020	1.1317549352	7.2e-11
3.030	1.1336626427	7.1e-11
3.040	1.1355684703	7.1e-11
3.050	1.1374723945	7.1e-11
3.060	1.1393743924	7.0e-11
3.070	1.1412744414	7.0e-11
3.080	1.1431725193	7.0e-11
3.090	1.1450686045	6.9e-11
3.100	1.1469626756	6.9e-11
3.110	1.1488547117	6.9e-11
3.120	1.1507446922	6.8e-11
3.130	1.1526325969	6.8e-11
3.140	1.1545184060	6.8e-11
3.150	1.1564021002	6.8e-11
3.160	1.1582836603	6.7e-11
3.170	1.1601630676	6.7e-11
3.180	1.1620403038	6.7e-11
3.190	1.1639153508	6.6e-11
3.200	1.1657881910	6.6e-11
3.210	1.1676588070	6.6e-11
3.220	1.1695271817	6.6e-11
3.230	1.1713932986	6.5e-11
3.240	1.1732571411	6.5e-11
3.250	1.1751186933	6.5e-11
3.260	1.1769779393	6.5e-11
3.270	1.1788348637	6.4e-11
3.280	1.1806894513	6.4e-11
3.290	1.1825416874	6.4e-11
3.300	1.1843915572	6.4e-11
3.310	1.1862390465	6.3e-11
3.320	1.1880841412	6.3e-11
3.330	1.1899268277	6.3e-11
3.340	1.1917670925	6.3e-11
3.350	1.1936049223	6.2e-11
3.360	1.1954403043	6.2e-11
3.370	1.1972732257	6.2e-11
3.380	1.1991036741	6.2e-11
3.390	1.2009316373	6.1e-11
3.400	1.2027571035	6.1e-11
3.410	1.2045800609	6.1e-11
3.420	1.2064004981	6.1e-11
3.430	1.2082184039	6.1e-11
3.440	1.2100337673	6.0e-11
3.450	1.2118465777	6.0e-11
3.460	1.2136568244	6.0e-11
3.470	1.2154644972	6.0e-11
3.480	1.2172695860	6.0e-11
3.490	1.2190720810	5.9e-11
3.500	1.2208719725	5.9e-11
