T[MeV]	f_value	f_error
0.600	793.1629700090	5.1e-08
0.610	646.2148823733	3.8e-08
0.620	530.8415266236	2.7e-08
0.630	439.4769538410	2.0e-08
0.640	366.5331219435	1.5e-08
0.650	307.8439266599	1.1e-08
0.660	260.2755189829	7.7e-09
0.670	221.4504058378	5.6e-09
0.680	189.5502222245	4.1e-09
0.690	163.1734410804	3.0e-09
0.700	141.2318130998	2.2e-09
0.710	122.8743594168	1.6e-09
0.720	107.4311367481	4.5e-09
0.730	94.3713102293	7.6e-09
0.740	83.2716624768	5.9e-10
0.750	73.7927734429	4.2e-10
0.760	65.6608799877	3.0e-10
0.770	58.6539706687	2.1e-10
0.780	52.5910600975	1.5e-10
0.790	47.3238659463	1.0e-10
0.800	42.7303129383	7.2e-11
0.810	38.7094344962	5.0e-11
0.820	35.1773498392	3.4e-11
0.830	32.0640732498	2.3e-11
0.840	29.3109707506	1.6e-11
0.850	26.8687230803	1.1e-11
0.860	24.6956866125	8.9e-12
0.870	22.7565685724	8.0e-12
0.880	21.0213516531	8.6e-12
0.890	19.4644174359	1.5e-09
0.900	18.0638289758	1.2e-11
0.910	16.8007413605	1.4e-11
0.920	15.6589155857	1.6e-11
0.930	14.6243161724	1.7e-11
0.940	13.6847769218	1.9e-11
0.950	12.8297223191	2.1e-11
0.960	12.0499345484	2.2e-11
0.970	11.3373580263	2.3e-11
0.980	10.6849348993	2.5e-11
0.990	10.0864661815	2.6e-11
1.000	9.5364941914	2.7e-11
1.010	9.0302027384	2.8e-11
1.020	8.5633321425	3.0e-11
1.030	8.1321066907	3.1e-11
1.040	7.7331725459	3.2e-11
1.050	7.3635444692	3.3e-11
1.060	7.0205599905	3.4e-11
1.070	6.7018398925	4.0e-10
1.080	6.4052540576	1.5e-10
1.090	6.1288918835	3.7e-11
1.100	5.8710366004	1.4e-10
1.110	5.6301429250	3.0e-10
1.120	5.4048175797	4.8e-10
1.130	5.1938022729	4.1e-11
1.140	4.9959588006	4.2e-11
1.150	4.8102559797	4.2e-11
1.160	4.6357581663	4.3e-11
1.170	4.4716151468	4.4e-11
1.180	4.3170532238	4.4e-11
1.190	4.1713673399	4.4e-11
1.200	4.0339141075	4.5e-11
1.210	3.9041056299	4.5e-11
1.220	3.7814040149	4.5e-11
1.230	3.6653164958	4.5e-11
1.240	3.5553910849	4.5e-11
1.250	3.4512126967	4.5e-11
1.260	3.3523996842	4.5e-11
1.270	3.2586007397	4.5e-11
1.280	3.1694921179	4.5e-11
1.290	3.0847751452	4.4e-11
1.300	3.0041739805	4.4e-11
1.310	2.9274336023	4.4e-11
1.320	2.8543179944	4.3e-11
1.330	2.7846085099	4.2e-11
1.340	2.7181023936	4.2e-11
1.350	2.6546114460	4.1e-11
1.360	2.5939608142	4.0e-11
1.370	2.5359878956	4.0e-11
1.380	2.4805413433	3.9e-11
1.390	2.4274801628	3.8e-11
1.400	2.3766728905	3.7e-11
1.410	2.3279968457	3.6e-11
1.420	2.2813374491	3.5e-11
1.430	2.2365876008	3.5e-11
1.440	2.1936471129	3.4e-11
1.450	2.1524221904	3.3e-11
1.460	2.1128249558	3.2e-11
1.470	2.0747730148	3.1e-11
1.480	2.0381890574	3.0e-11
1.490	2.0030004919	2.9e-11
1.500	1.9691391090	2.8e-11
1.510	1.9365407730	2.7e-11
1.520	1.9051451375	2.6e-11
1.530	1.8748953840	2.5e-11
1.540	1.8457379806	2.4e-11
1.550	1.8176224597	2.3e-11
1.560	1.7905012125	2.2e-11
1.570	1.7643292996	2.1e-11
1.580	1.7390642758	2.0e-11
1.590	1.7146660272	1.7e-10
1.600	1.6910966220	1.3e-10
1.610	1.6683201703	1.0e-10
1.620	1.6463026956	8.0e-11
1.630	1.6250120151	6.0e-11
1.640	1.6044176278	4.4e-11
1.650	1.5844906122	3.1e-11
1.660	1.5652035291	2.1e-11
1.670	1.5465303330	1.5e-10
1.680	1.5284462881	1.3e-10
1.690	1.5109278915	1.2e-10
1.700	1.4939528001	1.2e-10
1.710	1.4774997636	1.1e-10
1.720	1.4615485615	1.1e-10
1.730	1.4460799437	1.1e-10
1.740	1.4310755763	1.1e-10
1.750	1.4165179896	1.1e-10
1.760	1.4023905300	1.1e-10
1.770	1.3886773153	1.1e-10
1.780	1.3753631923	1.1e-10
1.790	1.3624336969	1.1e-10
1.800	1.3498750176	1.1e-10
1.810	1.3376739602	1.1e-10
1.820	1.3258179156	1.1e-10
1.830	1.3142948284	1.1e-10
1.840	1.3030931688	1.1e-10
1.850	1.2922019050	1.1e-10
1.860	1.2816104778	1.2e-10
1.870	1.2713087766	1.2e-10
1.880	1.2612871170	1.2e-10
1.890	1.2515362189	1.2e-10
1.900	1.2420471873	4.2e-12
1.910	1.2328114923	5.4e-12
1.920	1.2238209524	6.7e-12
1.930	1.2150677166	8.2e-12
1.940	1.2065442492	9.6e-12
1.950	1.1982433143	1.1e-11
1.960	1.1901579621	1.3e-11
1.970	1.1822815148	1.4e-11
1.980	1.1746075545	1.6e-11
1.990	1.1671299108	1.7e-11
2.000	1.1598426495	1.9e-11
2.010	1.1527400620	2.0e-11
2.020	1.1458166549	2.2e-11
2.030	1.1390671403	2.3e-11
2.040	1.1324864267	2.4e-11
2.050	1.1260696104	2.6e-11
2.060	1.1198119670	2.7e-11
2.070	1.1137089438	2.8e-11
2.080	1.1077561521	2.9e-11
2.090	1.1019493605	3.0e-11
2.100	1.0962844876	3.1e-11
2.110	1.0907575963	3.2e-11
2.120	1.0853648874	3.3e-11
2.130	1.0801026934	3.4e-11
2.140	1.0749674740	3.5e-11
2.150	1.0699558098	3.6e-11
2.160	1.0650643982	3.6e-11
2.170	1.0602900478	3.7e-11
2.180	1.0556296749	3.8e-11
2.190	1.0510802981	3.8e-11
2.200	1.0466390351	3.9e-11
2.210	1.0423030982	3.9e-11
2.220	1.0380697907	4.0e-11
2.230	1.0339365037	4.0e-11
2.240	1.0299007120	4.0e-11
2.250	1.0259599716	4.1e-11
2.260	1.0221119159	4.1e-11
2.270	1.0183542532	8.6e-11
2.280	1.0146847639	6.8e-11
2.290	1.0111012973	5.4e-11
2.300	1.0076017695	4.5e-11
2.310	1.0041841607	4.2e-11
2.320	1.0008465129	5.0e-11
2.330	0.9975869276	6.1e-11
2.340	0.9944035634	7.3e-11
2.350	0.9912946345	8.7e-11
2.360	0.9882584080	4.1e-11
2.370	0.9852932027	4.1e-11
2.380	0.9823973865	4.1e-11
2.390	0.9795693754	4.1e-11
2.400	0.9768076312	4.1e-11
2.410	0.9741106604	4.1e-11
2.420	0.9714770121	4.0e-11
2.430	0.9689052770	4.0e-11
2.440	0.9663940859	4.0e-11
2.450	0.9639421081	4.0e-11
2.460	0.9615480501	3.9e-11
2.470	0.9592106546	3.9e-11
2.480	0.9569286992	3.9e-11
2.490	0.9547009949	3.8e-11
2.500	0.9525263855	3.8e-11
2.510	0.9504037463	3.8e-11
2.520	0.9483319829	3.8e-11
2.530	0.9463100303	3.7e-11
2.540	0.9443368522	3.7e-11
2.550	0.9424114397	3.6e-11
2.560	0.9405328107	3.6e-11
2.570	0.9387000088	3.6e-11
2.580	0.9369121027	3.5e-11
