T[MeV]	f_value	f_error
1.000	0.8083240867	4.9e-11
1.010	0.8082741501	4.8e-11
1.020	0.8083389371	4.6e-11
1.030	0.8085130439	4.5e-11
1.040	0.8087913774	4.4e-11
1.050	0.8091691330	4.3e-11
1.060	0.8096417756	4.2e-11
1.070	0.8102050209	4.1e-11
1.080	0.8108548188	4.0e-11
1.090	0.8115873380	3.9e-11
1.100	0.8123989519	3.8e-11
1.110	0.8132862248	3.7e-11
1.120	0.8142459005	3.6e-11
1.130	0.8152748906	3.5e-11
1.140	0.8163702640	3.4e-11
1.150	0.8175292374	3.4e-11
1.160	0.8187491664	3.3e-11
1.170	0.8200275368	3.2e-11
1.180	0.8213619569	3.1e-11
1.190	0.8227501508	3.1e-11
1.200	0.8241899510	3.0e-11
1.210	0.8256792923	3.0e-11
1.220	0.8272162063	2.9e-11
1.230	0.8287988155	2.8e-11
1.240	0.8304253286	2.8e-11
1.250	0.8320940352	2.7e-11
1.260	0.8338033021	2.7e-11
1.270	0.8355515683	2.6e-11
1.280	0.8373373417	2.6e-11
1.290	0.8391591952	2.5e-11
1.300	0.8410157632	2.5e-11
1.310	0.8429057386	2.5e-11
1.320	0.8448278697	2.4e-11
1.330	0.8467809570	2.4e-11
1.340	0.8487638511	2.3e-11
1.350	0.8507754498	2.3e-11
1.360	0.8528146959	2.3e-11
1.370	0.8548805748	2.2e-11
1.380	0.8569721126	2.2e-11
1.390	0.8590883740	2.2e-11
1.400	0.8612284606	2.1e-11
1.410	0.8633915088	2.1e-11
1.420	0.8655766885	2.1e-11
1.430	0.8677832011	2.0e-11
1.440	0.8700102786	8.7e-11
1.450	0.8722571818	8.5e-11
1.460	0.8745231988	8.4e-11
1.470	0.8768076443	8.3e-11
1.480	0.8791098580	8.2e-11
1.490	0.8814292034	8.1e-11
1.500	0.8837650671	8.0e-11
1.510	0.8861168575	7.9e-11
1.520	0.8884840039	7.8e-11
1.530	0.8908659558	7.7e-11
1.540	0.8932621815	7.6e-11
1.550	0.8956721679	7.5e-11
1.560	0.8980954194	7.4e-11
1.570	0.9005314570	7.3e-11
1.580	0.9029798181	7.2e-11
1.590	0.9054400554	7.1e-11
1.600	0.9079117361	7.0e-11
1.610	0.9103944421	6.9e-11
1.620	0.9128877686	6.9e-11
1.630	0.9153913237	6.8e-11
1.640	0.9179047283	6.7e-11
1.650	0.9204276153	6.6e-11
1.660	0.9229596289	6.6e-11
1.670	0.9255004247	6.5e-11
1.680	0.9280496688	9.2e-11
1.690	0.9306070375	9.1e-11
1.700	0.9331722171	9.0e-11
1.710	0.9357449032	8.9e-11
1.720	0.9383248007	8.8e-11
1.730	0.9409116231	8.7e-11
1.740	0.9435050925	8.6e-11
1.750	0.9461049390	8.5e-11
1.760	0.9487109005	8.4e-11
1.770	0.9513227227	8.4e-11
1.780	0.9539401582	8.3e-11
1.790	0.9565629669	8.2e-11
1.800	0.9591909153	8.1e-11
1.810	0.9618237765	8.0e-11
1.820	0.9644613298	8.0e-11
1.830	0.9671033606	7.9e-11
1.840	0.9697496602	7.8e-11
1.850	0.9724000254	7.8e-11
1.860	0.9750542587	7.7e-11
1.870	0.9777121676	7.6e-11
1.880	0.9803735649	7.6e-11
1.890	0.9830382682	7.5e-11
1.900	0.9857060999	7.4e-11
1.910	0.9883768869	7.4e-11
1.920	0.9910504608	7.3e-11
1.930	0.9937266571	7.2e-11
1.940	0.9964053159	7.2e-11
1.950	0.9990862811	7.1e-11
1.960	1.0017694004	7.1e-11
1.970	1.0044545255	7.0e-11
1.980	1.0071415116	7.0e-11
1.990	1.0098302175	6.9e-11
2.000	1.0125205055	6.8e-11
2.010	1.0152122410	6.8e-11
2.020	1.0179052929	1.0e-10
2.030	1.0205995332	1.0e-10
2.040	1.0232948366	1.0e-10
2.050	1.0259910811	9.9e-11
2.060	1.0286881475	9.9e-11
2.070	1.0313859193	9.8e-11
2.080	1.0340842826	9.7e-11
2.090	1.0367831264	9.7e-11
2.100	1.0394823419	9.6e-11
2.110	1.0421818230	9.5e-11
2.120	1.0448814659	9.5e-11
2.130	1.0475811691	9.4e-11
2.140	1.0502808336	9.3e-11
2.150	1.0529803623	9.3e-11
2.160	1.0556796604	9.2e-11
2.170	1.0583786350	9.1e-11
2.180	1.0610771956	9.1e-11
2.190	1.0637752534	9.0e-11
2.200	1.0664727215	9.0e-11
2.210	1.0691695150	8.9e-11
2.220	1.0718655507	8.9e-11
2.230	1.0745607474	8.8e-11
2.240	1.0772550253	8.7e-11
2.250	1.0799483065	8.7e-11
2.260	1.0826405148	8.6e-11
2.270	1.0853315755	8.6e-11
2.280	1.0880214154	8.5e-11
2.290	1.0907099629	8.5e-11
2.300	1.0933971479	8.4e-11
2.310	1.0960829017	8.4e-11
2.320	1.0987671571	8.3e-11
2.330	1.1014498482	8.3e-11
2.340	1.1041309106	8.2e-11
2.350	1.1068102809	8.2e-11
2.360	1.1094878973	8.1e-11
2.370	1.1121636992	8.1e-11
2.380	1.1148376270	8.1e-11
2.390	1.1175096227	8.0e-11
2.400	1.1201796291	8.0e-11
2.410	1.1228475903	7.9e-11
2.420	1.1255134515	7.9e-11
2.430	1.1281771592	7.8e-11
2.440	1.1308386606	7.8e-11
2.450	1.1334979042	7.8e-11
2.460	1.1361548396	7.7e-11
2.470	1.1388094171	7.7e-11
2.480	1.1414615882	7.6e-11
2.490	1.1441113053	7.6e-11
2.500	1.1467585220	7.6e-11
2.510	1.1494031923	7.5e-11
2.520	1.1520452716	7.5e-11
2.530	1.1546847159	7.5e-11
2.540	1.1573214822	7.4e-11
2.550	1.1599555283	7.4e-11
2.560	1.1625868128	7.4e-11
2.570	1.1652152953	7.3e-11
2.580	1.1678409360	7.3e-11
2.590	1.1704636959	7.3e-11
2.600	1.1730835369	7.2e-11
2.610	1.1757004216	7.2e-11
2.620	1.1783143134	7.2e-11
2.630	1.1809251761	7.1e-11
2.640	1.1835329748	7.1e-11
2.650	1.1861376747	7.1e-11
2.660	1.1887392422	7.0e-11
2.670	1.1913376440	7.0e-11
2.680	1.1939328476	7.0e-11
2.690	1.1965248213	6.9e-11
2.700	1.1991135337	6.9e-11
2.710	1.2016989544	6.9e-11
2.720	1.2042810534	6.9e-11
2.730	1.2068598013	6.8e-11
2.740	1.2094351694	6.8e-11
2.750	1.2120071296	6.8e-11
2.760	1.2145756542	6.7e-11
2.770	1.2171407162	6.7e-11
2.780	1.2197022892	6.7e-11
2.790	1.2222603472	6.7e-11
2.800	1.2248148649	6.6e-11
2.810	1.2273658173	6.6e-11
2.820	1.2299131803	6.6e-11
2.830	1.2324569298	6.6e-11
2.840	1.2349970427	6.5e-11
2.850	1.2375334961	6.5e-11
2.860	1.2400662676	6.5e-11
2.870	1.2425953355	6.5e-11
2.880	1.2451206782	6.4e-11
2.890	1.2476422749	6.4e-11
2.900	1.2501601051	6.4e-11
2.910	1.2526741487	6.4e-11
2.920	1.2551843863	6.4e-11
2.930	1.2576907985	6.3e-11
2.940	1.2601933668	6.3e-11
2.950	1.2626920727	6.3e-11
2.960	1.2651868985	6.3e-11
2.970	1.2676778266	6.2e-11
2.980	1.2701648399	6.2e-11
2.990	1.2726479217	6.2e-11
3.000	1.2751270558	6.2e-11
3.010	1.2776022263	6.2e-11
3.020	1.2800734175	6.1e-11
3.030	1.2825406144	6.1e-11
3.040	1.2850038020	6.1e-11
3.050	1.2874629661	6.1e-11
3.060	1.2899180924	6.1e-11
3.070	1.2923691672	6.0e-11
3.080	1.2948161772	6.0e-11
3.090	1.2972591093	6.0e-11
3.100	1.2996979508	6.0e-11
3.110	1.3021326892	6.0e-11
3.120	1.3045633125	5.9e-11
3.130	1.3069898090	5.9e-11
3.140	1.3094121671	5.9e-11
3.150	1.3118303758	5.9e-11
3.160	1.3142444243	5.9e-11
3.170	1.3166543020	5.9e-11
3.180	1.3190599987	5.8e-11
3.190	1.3214615045	5.8e-11
3.200	1.3238588097	5.8e-11
3.210	1.3262519049	5.8e-11
3.220	1.3286407811	5.8e-11
3.230	1.3310254294	1.3e-10
3.240	1.3334058414	1.3e-10
3.250	1.3357820087	1.3e-10
3.260	1.3381539234	1.3e-10
3.270	1.3405215776	1.3e-10
3.280	1.3428849640	1.3e-10
3.290	1.3452440752	1.3e-10
3.300	1.3475989044	1.3e-10
3.310	1.3499494446	1.3e-10
3.320	1.3522956895	1.3e-10
3.330	1.3546376327	1.3e-10
3.340	1.3569752682	1.3e-10
3.350	1.3593085903	1.3e-10
3.360	1.3616375934	1.3e-10
3.370	1.3639622720	1.3e-10
3.380	1.3662826212	1.3e-10
3.390	1.3685986359	1.3e-10
3.400	1.3709103115	1.3e-10
3.410	1.3732176435	1.3e-10
3.420	1.3755206277	1.3e-10
3.430	1.3778192600	1.3e-10
3.440	1.3801135364	1.3e-10
3.450	1.3824034534	1.3e-10
3.460	1.3846890076	1.3e-10
3.470	1.3869701955	1.2e-10
3.480	1.3892470142	1.2e-10
3.490	1.3915194607	1.2e-10
3.500	1.3937875325	1.2e-10
3.510	1.3960512268	1.2e-10
3.520	1.3983105415	1.2e-10
3.530	1.4005654743	1.2e-10
3.540	1.4028160233	1.2e-10
3.550	1.4050621867	1.2e-10
3.560	1.4073039628	1.2e-10
3.570	1.4095413502	1.2e-10
3.580	1.4117743475	1.2e-10
3.590	1.4140029537	1.2e-10
3.600	1.4162271677	1.2e-10
3.610	1.4184469887	1.2e-10
3.620	1.4206624161	1.2e-10
3.630	1.4228734493	1.2e-10
3.640	1.4250800881	1.2e-10
3.650	1.4272823322	1.2e-10
3.660	1.4294801815	1.2e-10
3.670	1.4316736362	1.2e-10
3.680	1.4338626964	1.2e-10
3.690	1.4360473626	1.2e-10
3.700	1.4382276352	1.2e-10
3.710	1.4404035150	1.2e-10
3.720	1.4425750026	1.2e-10
3.730	1.4447420991	1.2e-10
3.740	1.4469048054	1.2e-10
3.750	1.4490631228	1.2e-10
3.760	1.4512170526	1.2e-10
3.770	1.4533665962	1.2e-10
3.780	1.4555117551	1.2e-10
3.790	1.4576525310	1.2e-10
3.800	1.4597889258	1.2e-10
3.810	1.4619209414	1.2e-10
3.820	1.4640485797	1.2e-10
3.830	1.4661718430	1.2e-10
3.840	1.4682907335	1.2e-10
3.850	1.4704052536	1.1e-10
3.860	1.4725154057	1.1e-10
3.870	1.4746211925	1.1e-10
3.880	1.4767226167	1.1e-10
3.890	1.4788196810	1.1e-10
3.900	1.4809123884	1.1e-10
3.910	1.4830007419	1.1e-10
3.920	1.4850847446	1.1e-10
3.930	1.4871643997	1.1e-10
3.940	1.4892397105	1.1e-10
3.950	1.4913106804	1.1e-10
3.960	1.4933773129	1.1e-10
3.970	1.4954396116	1.1e-10
3.980	1.4974975802	1.1e-10
3.990	1.4995512224	1.1e-10
4.000	1.5016005421	1.1e-10
4.010	1.5036455433	1.1e-10
4.020	1.5056862299	1.5e-10
4.030	1.5077226061	1.5e-10
4.040	1.5097546760	1.5e-10
4.050	1.5117824441	1.5e-10
4.060	1.5138059145	1.5e-10
4.070	1.5158250918	1.5e-10
4.080	1.5178399805	1.5e-10
4.090	1.5198505851	1.5e-10
4.100	1.5218569103	1.5e-10
4.110	1.5238589609	1.5e-10
4.120	1.5258567417	1.5e-10
4.130	1.5278502575	1.5e-10
4.140	1.5298395134	1.5e-10
4.150	1.5318245143	1.5e-10
4.160	1.5338052653	1.5e-10
4.170	1.5357817716	1.5e-10
4.180	1.5377540384	1.5e-10
4.190	1.5397220710	1.5e-10
4.200	1.5416858747	1.5e-10
4.210	1.5436454551	1.5e-10
4.220	1.5456008174	1.5e-10
4.230	1.5475519674	1.5e-10
4.240	1.5494989105	1.4e-10
4.250	1.5514416524	1.4e-10
4.260	1.5533801988	1.4e-10
4.270	1.5553145556	1.4e-10
4.280	1.5572447285	1.4e-10
4.290	1.5591707233	1.4e-10
4.300	1.5610925461	1.4e-10
4.310	1.5630102028	1.4e-10
4.320	1.5649236995	1.4e-10
4.330	1.5668330421	1.4e-10
4.340	1.5687382369	1.4e-10
4.350	1.5706392900	1.4e-10
4.360	1.5725362077	1.4e-10
4.370	1.5744289962	1.4e-10
4.380	1.5763176619	1.4e-10
4.390	1.5782022111	1.4e-10
4.400	1.5800826502	1.4e-10
4.410	1.5819589857	1.4e-10
4.420	1.5838312240	1.4e-10
4.430	1.5856993718	1.4e-10
4.440	1.5875634355	1.4e-10
4.450	1.5894234219	1.4e-10
4.460	1.5912793375	1.4e-10
4.470	1.5931311890	1.4e-10
4.480	1.5949789832	1.4e-10
4.490	1.5968227269	1.4e-10
4.500	1.5986624268	1.4e-10
4.510	1.6004980898	1.4e-10
4.520	1.6023297228	1.4e-10
4.530	1.6041573326	1.4e-10
4.540	1.6059809263	1.4e-10
4.550	1.6078005107	1.4e-10
4.560	1.6096160929	1.4e-10
4.570	1.6114276799	1.4e-10
4.580	1.6132352789	1.4e-10
4.590	1.6150388968	1.4e-10
4.600	1.6168385408	1.4e-10
4.610	1.6186342181	1.4e-10
4.620	1.6204259358	1.4e-10
4.630	1.6222137012	1.4e-10
4.640	1.6239975214	1.4e-10
4.650	1.6257774038	1.4e-10
4.660	1.6275533556	1.4e-10
4.670	1.6293253841	1.4e-10
4.680	1.6310934967	1.4e-10
4.690	1.6328577007	1.4e-10
4.700	1.6346180035	1.4e-10
4.710	1.6363744124	1.4e-10
4.720	1.6381269350	1.4e-10
4.730	1.6398755787	1.4e-10
4.740	1.6416203509	1.4e-10
4.750	1.6433612590	1.4e-10
4.760	1.6450983107	1.3e-10
4.770	1.6468315134	1.3e-10
4.780	1.6485608746	1.3e-10
4.790	1.6502864020	1.3e-10
4.800	1.6520081030	1.3e-10
4.810	1.6537259854	1.3e-10
4.820	1.6554400566	1.3e-10
4.830	1.6571503243	1.3e-10
4.840	1.6588567961	1.3e-10
4.850	1.6605594798	1.3e-10
4.860	1.6622583829	1.3e-10
4.870	1.6639535131	1.3e-10
4.880	1.6656448782	1.3e-10
4.890	1.6673324858	1.3e-10
4.900	1.6690163437	1.3e-10
4.910	1.6706964595	1.3e-10
4.920	1.6723728411	1.3e-10
4.930	1.6740454961	1.3e-10
4.940	1.6757144324	1.3e-10
4.950	1.6773796576	1.3e-10
4.960	1.6790411797	1.3e-10
4.970	1.6806990063	1.3e-10
4.980	1.6823531454	1.3e-10
4.990	1.6840036046	1.3e-10
5.000	1.6856503918	1.3e-10
5.010	1.6872935148	1.3e-10
5.020	1.6889329815	1.3e-10
5.030	1.6905687997	1.3e-10
5.040	1.6922009773	1.3e-10
5.050	1.6938295220	1.3e-10
5.060	1.6954544418	1.3e-10
5.070	1.6970757445	1.3e-10
5.080	1.6986934380	1.3e-10
5.090	1.7003075302	1.3e-10
5.100	1.7019180288	1.3e-10
5.110	1.7035249419	1.3e-10
5.120	1.7051282773	1.3e-10
5.130	1.7067280429	1.3e-10
5.140	1.7083242465	1.3e-10
5.150	1.7099168962	1.3e-10
5.160	1.7115059996	1.3e-10
5.170	1.7130915649	1.3e-10
5.180	1.7146735998	1.3e-10
5.190	1.7162521123	1.3e-10
5.200	1.7178271102	1.3e-10
5.210	1.7193986015	1.3e-10
5.220	1.7209665941	1.3e-10
5.230	1.7225310959	1.3e-10
5.240	1.7240921147	1.3e-10
5.250	1.7256496586	1.3e-10
5.260	1.7272037353	1.3e-10
5.270	1.7287543528	1.3e-10
5.280	1.7303015190	1.3e-10
5.290	1.7318452418	1.3e-10
5.300	1.7333855291	1.3e-10
5.310	1.7349223888	1.3e-10
5.320	1.7364558288	1.3e-10
5.330	1.7379858570	1.3e-10
5.340	1.7395124812	1.3e-10
