T[MeV]	f_value	f_error
1.000	2.1455807175	1.2e-10
1.010	2.0931374299	1.0e-10
1.020	2.0435122911	9.0e-11
1.030	1.9965105960	7.8e-11
1.040	1.9519540329	6.8e-11
1.050	1.9096790745	6.0e-11
1.060	1.8695355475	5.3e-11
1.070	1.8313853599	4.7e-11
1.080	1.7951013650	4.1e-11
1.090	1.7605663469	3.7e-11
1.100	1.7276721132	3.3e-11
1.110	1.6963186815	2.9e-11
1.120	1.6664135490	2.6e-11
1.130	1.6378710367	2.4e-11
1.140	1.6106116986	2.1e-11
1.150	1.5845617890	1.9e-11
1.160	1.5596527823	1.7e-11
1.170	1.5358209382	1.6e-11
1.180	1.5130069086	1.5e-11
1.190	1.4911553813	1.3e-11
1.200	1.4702147567	1.2e-11
1.210	1.4501368539	1.2e-11
1.220	1.4308766438	1.1e-11
1.230	1.4123920054	1.1e-11
1.240	1.3946435044	1.1e-11
1.250	1.3775941902	1.0e-11
1.260	1.3612094117	1.0e-11
1.270	1.3454566472	1.0e-11
1.280	1.3303053501	1.0e-11
1.290	1.3157268066	1.0e-11
1.300	1.3016940054	1.0e-11
1.310	1.2881815182	1.0e-11
1.320	1.2751653896	9.9e-12
1.330	1.2626230356	9.9e-12
1.340	1.2505331508	9.8e-12
1.350	1.2388756222	9.7e-12
1.360	1.2276314498	9.6e-12
1.370	1.2167826736	9.5e-12
1.380	1.2063123058	9.4e-12
1.390	1.1962042680	9.3e-12
1.400	1.1864433335	9.2e-12
1.410	1.1770150734	9.1e-12
1.420	1.1679058070	9.0e-12
1.430	1.1591025552	8.8e-12
1.440	1.1505929978	8.7e-12
1.450	1.1423654337	8.6e-12
1.460	1.1344087437	8.5e-12
1.470	1.1267123556	8.5e-12
1.480	1.1192662126	8.4e-12
1.490	1.1120607430	8.3e-12
1.500	1.1050868324	8.2e-12
1.510	1.0983357971	8.2e-12
1.520	1.0917993604	8.2e-12
1.530	1.0854696295	8.2e-12
1.540	1.0793390739	8.1e-12
1.550	1.0734005060	8.1e-12
1.560	1.0676470620	8.1e-12
1.570	1.0620721848	8.0e-12
1.580	1.0566696071	8.0e-12
1.590	1.0514333366	8.0e-12
1.600	1.0463576409	8.0e-12
1.610	1.0414370346	7.9e-12
1.620	1.0366662661	7.9e-12
1.630	1.0320403060	7.8e-12
1.640	1.0275543353	7.8e-12
1.650	1.0232037353	7.7e-12
1.660	1.0189840777	7.7e-12
1.670	1.0148911144	7.6e-12
1.680	1.0109207698	7.6e-12
1.690	1.0070691313	7.5e-12
1.700	1.0033324423	7.5e-12
1.710	0.9997070942	7.4e-12
1.720	0.9961896198	7.4e-12
1.730	0.9927766860	7.3e-12
1.740	0.9894650885	7.3e-12
1.750	0.9862517450	7.2e-12
1.760	0.9831336898	7.1e-12
1.770	0.9801080690	7.1e-12
1.780	0.9771721346	7.0e-12
1.790	0.9743232404	6.9e-12
1.800	0.9715588374	6.9e-12
1.810	0.9688764690	6.8e-12
1.820	0.9662737678	6.8e-12
