T[MeV]	f_value	f_error
0.600	4455008.2079322580	7.9e-05
0.610	2919722.0658479929	6.3e-05
0.620	1945417.4836179705	4.6e-05
0.630	1316691.3697773446	3.2e-05
0.640	904485.9870529297	2.1e-05
0.650	630139.0391360943	1.3e-05
0.660	444916.9913795317	7.8e-06
0.670	318156.4432567355	4.5e-06
0.680	230277.1352889387	2.4e-06
0.690	168599.1221043619	1.2e-06
0.700	124800.3382870730	5.5e-07
0.710	93348.6697525667	2.0e-07
0.720	70521.5282141947	4.3e-08
0.730	53784.6292854251	4.5e-09
0.740	41393.3619103466	3.7e-08
0.750	32133.8784443298	6.2e-08
0.760	25152.9739483567	7.5e-08
0.770	19845.0584984598	7.8e-08
0.780	15776.2588449403	7.4e-08
0.790	12632.9298260010	6.6e-08
0.800	10186.3813488351	5.7e-08
0.810	8268.4857660702	4.7e-08
0.820	6754.6563395099	3.8e-08
0.830	5551.8657231269	3.0e-08
0.840	4590.1413626585	2.3e-08
0.850	3816.4801031768	1.8e-08
0.860	3190.4599913089	1.9e-07
0.870	2681.0522372800	6.6e-08
0.880	2264.2883841409	1.3e-08
0.890	1921.5413948409	1.5e-08
0.900	1638.2505965467	3.4e-08
0.910	1402.9697445360	5.0e-08
0.920	1206.6518785678	6.0e-08
0.930	1042.1088256562	6.5e-08
0.940	903.6003149079	6.6e-08
0.950	786.5198613700	2.5e-08
0.960	687.1533185597	6.1e-08
0.970	602.4923088533	5.6e-08
0.980	530.0893224045	5.1e-08
0.990	467.9446218362	4.6e-08
1.000	414.4175485877	4.1e-08
1.010	368.1566432095	3.6e-08
1.020	328.0443411246	3.2e-08
1.030	293.1530128584	2.8e-08
1.040	262.7098738878	2.4e-08
1.050	236.0688595823	2.1e-08
1.060	212.6879929594	1.8e-08
1.070	192.1111020977	1.5e-08
1.080	173.9529958058	1.3e-08
1.090	157.8873995580	1.1e-08
1.100	143.6371029438	9.6e-09
1.110	130.9658855135	8.1e-09
1.120	119.6718778524	6.9e-09
1.130	109.5820849855	5.9e-09
1.140	100.5478542936	5.0e-09
1.150	92.4411134863	4.3e-09
1.160	85.1512384136	3.6e-09
1.170	78.5824376496	3.1e-09
1.180	72.6515623718	2.6e-09
1.190	67.2862672948	2.2e-09
1.200	62.4234622153	1.9e-09
1.210	58.0080048152	1.6e-09
1.220	53.9915943014	1.3e-09
1.230	50.3318326821	1.1e-09
1.240	46.9914263367	9.4e-10
1.250	43.9375052956	7.9e-10
1.260	41.1410415274	6.7e-10
1.270	38.5763507079	5.6e-10
1.280	36.2206645456	4.7e-10
1.290	34.0537628789	3.9e-10
1.300	32.0576565236	3.3e-10
1.310	30.2163133068	2.8e-10
1.320	28.5154209305	2.3e-10
1.330	26.9421813089	1.9e-10
1.340	25.4851318608	1.6e-10
1.350	24.1339899308	1.3e-10
1.360	22.8795170986	1.1e-10
