T[MeV]	f_value	f_error
0.600	2.1304435916	2.5e-12
0.610	2.0263023874	2.5e-12
0.620	1.9323143375	2.4e-12
0.630	1.8472417220	2.3e-12
0.640	1.7700272886	2.2e-12
0.650	1.6997640815	2.1e-12
0.660	1.6356709046	2.0e-12
0.670	1.5770722648	1.9e-12
0.680	1.5233818965	1.8e-12
0.690	1.4740891647	1.7e-12
0.700	1.4287477937	1.6e-12
0.710	1.3869664824	1.5e-12
0.720	1.3484010592	1.4e-12
0.730	1.3127478973	1.4e-12
0.740	1.2797383664	1.3e-12
0.750	1.2491341415	1.2e-12
0.760	1.2207232215	1.2e-12
0.770	1.1943165392	1.1e-12
0.780	1.1697450649	1.1e-12
0.790	1.1468573248	1.0e-12
0.800	1.1255172674	9.9e-13
0.810	1.1056024239	9.6e-13
0.820	1.0870023180	9.4e-13
0.830	1.0696170874	9.2e-13
0.840	1.0533562850	9.0e-13
0.850	1.0381378349	8.8e-13
0.860	1.0238871193	8.6e-13
0.870	1.0105361801	8.4e-13
0.880	0.9980230171	8.1e-13
0.890	0.9862909711	7.8e-13
0.900	0.9752881796	7.5e-13
0.910	0.9649670965	7.2e-13
0.920	0.9552840662	6.8e-13
0.930	0.9461989462	6.5e-13
0.940	0.9376747716	5.6e-11
0.950	0.9296774561	1.8e-11
0.960	0.9221755257	9.4e-13
0.970	0.9151398802	1.9e-11
0.980	0.9085435802	4.6e-11
0.990	0.9023616554	7.6e-11
1.000	0.8965709333	4.0e-13
1.010	0.8911498846	3.7e-13
1.020	0.8860784836	3.4e-13
1.030	0.8813380829	3.1e-13
1.040	0.8769112997	2.8e-13
1.050	0.8727819133	2.5e-13
1.060	0.8689347715	2.3e-13
1.070	0.8653557066	2.0e-13
1.080	0.8620314585	1.8e-13
1.090	0.8589496047	1.6e-13
1.100	0.8560984966	1.4e-13
1.110	0.8534672018	1.3e-13
1.120	0.8510454509	1.1e-13
1.130	0.8488235890	9.6e-14
1.140	0.8467925315	8.4e-14
1.150	0.8449437232	7.4e-14
1.160	0.8432691014	6.6e-14
1.170	0.8417610615	6.0e-14
1.180	0.8404124252	5.8e-14
1.190	0.8392164123	5.9e-14
1.200	0.8381666133	6.1e-14
1.210	0.8372569652	6.4e-14
1.220	0.8364817286	6.7e-14
1.230	0.8358354670	6.9e-14
1.240	0.8353130272	7.3e-14
1.250	0.8349095215	7.6e-14
1.260	0.8346203110	8.0e-14
1.270	0.8344409901	8.3e-14
1.280	0.8343673724	8.7e-14
1.290	0.8343954776	9.0e-14
1.300	0.8345215186	9.3e-14
1.310	0.8347418906	9.6e-14
1.320	0.8350531602	9.9e-14
1.330	0.8354520552	1.0e-13
1.340	0.8359354561	1.0e-13
1.350	0.8365003864	1.1e-13
1.360	0.8371440055	1.1e-13
1.370	0.8378636004	1.1e-13
1.380	0.8386565794	1.1e-13
1.390	0.8395204646	1.1e-13
