T[MeV]	f_value	f_error
1.000	8.2137553189	4.8e-10
1.010	7.8192395424	1.5e-10
1.020	7.4536832695	2.9e-11
1.030	7.1144418577	1.9e-10
1.040	6.7991544533	4.2e-10
1.050	6.5057093981	2.5e-11
1.060	6.2322143221	2.7e-11
1.070	5.9769702281	2.8e-11
1.080	5.7384489833	2.9e-11
1.090	5.5152737301	3.0e-11
1.100	5.3062017982	3.1e-11
1.110	5.1101097696	3.2e-11
1.120	4.9259803985	3.3e-11
1.130	4.7528911329	3.4e-11
1.140	4.5900040226	3.5e-11
1.150	4.4365568301	3.6e-11
1.160	4.2918551857	3.7e-11
1.170	4.1552656529	3.8e-11
1.180	4.0262095875	3.9e-11
1.190	3.9041576897	4.0e-11
1.200	3.7886251643	4.1e-11
1.210	3.6791674133	4.2e-11
1.220	3.5753761963	4.2e-11
1.230	3.4768762032	4.3e-11
1.240	3.3833219898	4.3e-11
1.250	3.2943952345	4.4e-11
1.260	3.2098022778	4.4e-11
1.270	3.1292719136	4.5e-11
1.280	3.0525534036	4.5e-11
1.290	2.9794146886	4.5e-11
1.300	2.9096407770	4.6e-11
1.310	2.8430322900	4.6e-11
1.320	2.7794041459	4.6e-11
1.330	2.7185843708	4.6e-11
1.340	2.6604130205	4.6e-11
1.350	2.6047412024	4.6e-11
1.360	2.5514301878	4.6e-11
1.370	2.5003506046	4.6e-11
1.380	2.4513817027	4.6e-11
1.390	2.4044106846	4.6e-11
1.400	2.3593320952	2.1e-10
1.410	2.3160472640	1.9e-10
1.420	2.2744637962	1.7e-10
1.430	2.2344951064	1.5e-10
1.440	2.1960599921	1.3e-10
1.450	2.1590822425	1.2e-10
1.460	2.1234902795	1.0e-10
1.470	2.0892168287	9.1e-11
1.480	2.0561986158	8.0e-11
1.490	2.0243760886	1.9e-10
1.500	1.9936931599	6.5e-11
1.510	1.9640969716	1.4e-10
1.520	1.9355376764	5.1e-11
1.530	1.9079682364	4.6e-11
1.540	1.8813442374	4.2e-11
1.550	1.8556237169	3.9e-11
1.560	1.8307670049	3.7e-11
1.570	1.8067365768	1.6e-10
1.580	1.7834969169	1.4e-10
1.590	1.7610143915	1.3e-10
1.600	1.7392571320	1.1e-10
1.610	1.7181949253	9.8e-11
1.620	1.6977991126	8.6e-11
1.630	1.6780424953	7.6e-11
1.640	1.6588992468	6.8e-11
1.650	1.6403448313	6.1e-11
1.660	1.6223559274	5.5e-11
1.670	1.6049103570	5.1e-11
1.680	1.5879870193	4.9e-11
1.690	1.5715658287	5.0e-11
1.700	1.5556276573	5.4e-11
1.710	1.5401542807	5.8e-11
1.720	1.5251283275	6.3e-11
1.730	1.5105332320	6.9e-11
1.740	1.4963531900	7.4e-11
1.750	1.4825731175	8.0e-11
1.760	1.4691786113	8.5e-11
1.770	1.4561559131	9.1e-11
1.780	1.4434918750	9.6e-11
1.790	1.4311739271	1.0e-10
1.800	1.4191900480	1.1e-10
1.810	1.4075287356	1.1e-10
1.820	1.3961789812	1.2e-10
1.830	1.3851302438	1.2e-10
1.840	1.3743724265	1.2e-10
1.850	1.3638958547	1.3e-10
1.860	1.3536912545	1.3e-10
1.870	1.3437497336	1.3e-10
1.880	1.3340627620	4.6e-11
1.890	1.3246221546	4.5e-11
1.900	1.3154200550	4.4e-11
1.910	1.3064489191	4.3e-11
1.920	1.2977015008	4.3e-11
1.930	1.2891708377	4.2e-11
1.940	1.2808502382	4.1e-11
1.950	1.2727332684	4.0e-11
1.960	1.2648137406	4.0e-11
1.970	1.2570857022	3.9e-11
1.980	1.2495434247	3.8e-11
1.990	1.2421813938	3.7e-11
2.000	1.2349942996	3.6e-11
2.010	1.2279770280	3.6e-11
2.020	1.2211246517	3.5e-11
2.030	1.2144324221	3.4e-11
2.040	1.2078957617	3.3e-11
2.050	1.2015102566	3.2e-11
2.060	1.1952716494	3.2e-11
2.070	1.1891758329	3.1e-11
2.080	1.1832188433	3.0e-11
2.090	1.1773968547	2.9e-11
2.100	1.1717061728	2.9e-11
2.110	1.1661432300	2.8e-11
2.120	1.1607045800	2.7e-11
2.130	1.1553868927	2.7e-11
2.140	1.1501869496	2.6e-11
2.150	1.1451016394	2.5e-11
2.160	1.1401279538	2.5e-11
2.170	1.1352629831	2.4e-11
2.180	1.1305039124	2.3e-11
2.190	1.1258480183	2.3e-11
2.200	1.1212926648	2.2e-11
2.210	1.1168353002	2.2e-11
2.220	1.1124734538	2.1e-11
2.230	1.1082047329	2.0e-11
2.240	1.1040268196	2.0e-11
2.250	1.0999374683	1.9e-11
2.260	1.0959345028	1.9e-11
2.270	1.0920158138	1.8e-11
2.280	1.0881793565	1.8e-11
2.290	1.0844231478	1.8e-11
2.300	1.0807452648	1.7e-11
2.310	1.0771438418	1.7e-11
2.320	1.0736170690	1.6e-11
2.330	1.0701631899	1.6e-11
2.340	1.0667804997	1.6e-11
2.350	1.0634673435	1.5e-11
2.360	1.0602221143	1.5e-11
2.370	1.0570432516	1.5e-11
2.380	1.0539292397	1.5e-11
2.390	1.0508786059	1.5e-11
2.400	1.0478899194	1.4e-11
2.410	1.0449617899	1.0e-10
2.420	1.0420928656	1.0e-10
2.430	1.0392818328	1.0e-10
2.440	1.0365274138	9.8e-11
2.450	1.0338283663	9.7e-11
2.460	1.0311834819	9.5e-11
2.470	1.0285915850	9.4e-11
2.480	1.0260515319	9.2e-11
2.490	1.0235622096	9.0e-11
2.500	1.0211225350	8.9e-11
2.510	1.0187314535	8.7e-11
2.520	1.0163879387	8.6e-11
2.530	1.0140909911	8.4e-11
2.540	1.0118396372	8.3e-11
2.550	1.0096329289	8.1e-11
2.560	1.0074699426	7.9e-11
2.570	1.0053497785	7.8e-11
2.580	1.0032715599	7.7e-11
2.590	1.0012344321	7.5e-11
2.600	0.9992375623	7.4e-11
2.610	0.9972801386	7.2e-11
2.620	0.9953613694	7.1e-11
2.630	0.9934804829	6.9e-11
2.640	0.9916367262	6.8e-11
2.650	0.9898293651	6.7e-11
2.660	0.9880576834	6.5e-11
2.670	0.9863209825	6.4e-11
2.680	0.9846185804	6.3e-11
2.690	0.9829498119	6.2e-11
2.700	0.9813140276	6.0e-11
2.710	0.9797105936	5.9e-11
2.720	0.9781388912	5.8e-11
2.730	0.9765983162	5.7e-11
2.740	0.9750882787	5.6e-11
2.750	0.9736082026	5.4e-11
2.760	0.9721575252	5.3e-11
2.770	0.9707356969	5.2e-11
2.780	0.9693421806	5.1e-11
2.790	0.9679764519	5.0e-11
2.800	0.9666379980	4.9e-11
2.810	0.9653263179	4.8e-11
2.820	0.9640409220	4.7e-11
2.830	0.9627813318	4.6e-11
2.840	0.9615470792	4.5e-11
2.850	0.9603377069	4.4e-11
2.860	0.9591527676	4.3e-11
2.870	0.9579918238	4.2e-11
2.880	0.9568544478	4.1e-11
2.890	0.9557402212	4.0e-11
2.900	0.9546487346	3.9e-11
2.910	0.9535795878	3.8e-11
2.920	0.9525323888	3.7e-11
2.930	0.9515067544	3.7e-11
2.940	0.9505023094	3.6e-11
2.950	0.9495186866	3.5e-11
2.960	0.9485555268	3.4e-11
2.970	0.9476124782	3.3e-11
2.980	0.9466891964	3.3e-11
2.990	0.9457853441	3.2e-11
3.000	0.9449005914	3.1e-11
3.010	0.9440346149	3.0e-11
3.020	0.9431870980	3.0e-11
3.030	0.9423577306	2.9e-11
3.040	0.9415462090	2.8e-11
3.050	0.9407522356	2.8e-11
3.060	0.9399755189	2.7e-11
3.070	0.9392157734	2.6e-11
3.080	0.9384727191	2.6e-11
3.090	0.9377460819	2.5e-11
3.100	0.9370355929	2.4e-11
3.110	0.9363409887	2.4e-11
3.120	0.9356620112	2.3e-11
3.130	0.9349984072	2.3e-11
3.140	0.9343499285	2.2e-11
3.150	0.9337163320	2.2e-11
3.160	0.9330973790	2.1e-11
3.170	0.9324928356	2.0e-11
3.180	0.9319024725	2.0e-11
3.190	0.9313260646	1.9e-11
3.200	0.9307633913	1.9e-11
3.210	0.9302142362	1.8e-11
3.220	0.9296783869	1.8e-11
3.230	0.9291556350	1.8e-11
3.240	0.9286457763	1.7e-11
3.250	0.9281486102	1.7e-11
3.260	0.9276639399	1.6e-11
3.270	0.9271915723	1.6e-11
3.280	0.9267313178	1.5e-11
3.290	0.9262829905	1.5e-11
3.300	0.9258464079	1.5e-11
3.310	0.9254213905	1.4e-11
3.320	0.9250077626	1.4e-11
3.330	0.9246053514	1.3e-11
3.340	0.9242139873	1.3e-11
3.350	0.9238335037	1.3e-11
3.360	0.9234637371	1.2e-11
3.370	0.9231045271	1.2e-11
3.380	0.9227557157	1.2e-11
3.390	0.9224171482	1.1e-11
3.400	0.9220886724	1.1e-11
3.410	0.9217701389	1.1e-11
3.420	0.9214614007	1.0e-11
3.430	0.9211623138	1.0e-11
3.440	0.9208727364	9.8e-12
3.450	0.9205925293	9.6e-12
3.460	0.9203215557	9.3e-12
3.470	0.9200596810	9.0e-12
3.480	0.9198067733	8.8e-12
3.490	0.9195627027	8.5e-12
3.500	0.9193273415	8.3e-12
3.510	0.9191005644	8.0e-12
3.520	0.9188822479	7.8e-12
3.530	0.9186722711	7.6e-12
3.540	0.9184705146	7.4e-12
3.550	0.9182768613	7.2e-12
3.560	0.9180911961	6.9e-12
3.570	0.9179134058	6.7e-12
3.580	0.9177433789	6.5e-12
3.590	0.9175810060	6.4e-12
3.600	0.9174261794	6.2e-12
3.610	0.9172787931	6.0e-12
3.620	0.9171387431	5.8e-12
3.630	0.9170059269	5.7e-12
3.640	0.9168802436	5.5e-12
3.650	0.9167615942	5.3e-12
3.660	0.9166498812	5.2e-12
3.670	0.9165450086	5.0e-12
3.680	0.9164468819	4.9e-12
3.690	0.9163554085	4.8e-12
3.700	0.9162704968	4.6e-12
3.710	0.9161920569	4.5e-12
3.720	0.9161200005	4.4e-12
3.730	0.9160542403	4.3e-12
3.740	0.9159946907	4.2e-12
3.750	0.9159412674	4.1e-12
3.760	0.9158938873	4.0e-12
3.770	0.9158524688	3.9e-12
3.780	0.9158169313	3.8e-12
3.790	0.9157871958	3.8e-12
3.800	0.9157631843	3.7e-12
3.810	0.9157448200	3.6e-12
3.820	0.9157320273	3.6e-12
3.830	0.9157247320	3.6e-12
3.840	0.9157228608	3.6e-12
3.850	0.9157263415	3.6e-12
3.860	0.9157351031	3.6e-12
3.870	0.9157490757	3.6e-12
3.880	0.9157681904	3.6e-12
3.890	0.9157923794	3.7e-12
3.900	0.9158215759	3.7e-12
3.910	0.9158557140	3.7e-12
3.920	0.9158947290	3.7e-12
3.930	0.9159385570	3.7e-12
3.940	0.9159871350	3.8e-12
3.950	0.9160404012	3.8e-12
3.960	0.9160982946	3.8e-12
3.970	0.9161607549	3.9e-12
3.980	0.9162277229	3.9e-12
3.990	0.9162991402	3.9e-12
4.000	0.9163749494	4.0e-12
4.010	0.9164550937	4.0e-12
4.020	0.9165395172	4.0e-12
4.030	0.9166281650	4.1e-12
4.040	0.9167209827	4.1e-12
4.050	0.9168179170	4.2e-12
4.060	0.9169189151	4.2e-12
4.070	0.9170239251	4.2e-12
4.080	0.9171328958	4.3e-12
4.090	0.9172457767	4.3e-12
4.100	0.9173625181	4.4e-12
4.110	0.9174830710	4.4e-12
4.120	0.9176073870	4.5e-12
4.130	0.9177354185	4.5e-12
4.140	0.9178671185	4.5e-12
4.150	0.9180024406	4.6e-12
4.160	0.9181413393	4.6e-12
4.170	0.9182837694	4.7e-12
4.180	0.9184296865	4.7e-12
4.190	0.9185790469	4.8e-12
4.200	0.9187318074	4.8e-12
4.210	0.9188879254	4.9e-12
4.220	0.9190473589	4.9e-12
4.230	0.9192100665	4.9e-12
4.240	0.9193760074	5.0e-12
4.250	0.9195451411	5.0e-12
4.260	0.9197174281	5.1e-12
4.270	0.9198928291	5.1e-12
4.280	0.9200713054	5.2e-12
4.290	0.9202528190	5.2e-12
4.300	0.9204373320	5.3e-12
4.310	0.9206248076	5.3e-12
4.320	0.9208152089	5.3e-12
4.330	0.9210085000	5.4e-12
4.340	0.9212046451	5.4e-12
4.350	0.9214036091	5.5e-12
4.360	0.9216053572	5.5e-12
4.370	0.9218098553	5.6e-12
4.380	0.9220170694	5.6e-12
4.390	0.9222269664	5.6e-12
4.400	0.9224395133	5.7e-12
4.410	0.9226546775	5.7e-12
4.420	0.9228724272	5.8e-12
4.430	0.9230927305	5.8e-12
4.440	0.9233155564	5.8e-12
4.450	0.9235408740	5.9e-12
4.460	0.9237686528	5.9e-12
4.470	0.9239988629	6.0e-12
4.480	0.9242314747	6.0e-12
4.490	0.9244664589	6.0e-12
4.500	0.9247037865	6.1e-12
4.510	0.9249434292	6.1e-12
4.520	0.9251853588	6.1e-12
4.530	0.9254295475	6.2e-12
4.540	0.9256759678	6.2e-12
4.550	0.9259245928	6.3e-12
