T[MeV]	f_value	f_error
0.600	13.6694218691	8.3e-10
0.610	12.2849954378	4.8e-10
0.620	11.0939338795	5.4e-10
0.630	10.0638762533	6.5e-10
0.640	9.1686542781	7.3e-10
0.650	8.3869745583	7.8e-10
0.660	7.7014069576	1.7e-10
0.670	7.0976024821	6.9e-10
0.680	6.5636845008	5.5e-10
0.690	6.0897718184	4.3e-10
0.700	5.6676027259	3.2e-10
0.710	5.2902368907	2.4e-10
0.720	4.9518176271	1.7e-10
0.730	4.6473812835	1.1e-10
0.740	4.3727036097	7.6e-11
0.750	4.1241753091	5.3e-11
0.760	3.8987007450	3.8e-11
0.770	3.6936151124	3.1e-11
0.780	3.5066164065	2.8e-11
0.790	3.3357093059	3.1e-11
0.800	3.1791586919	4.0e-11
0.810	3.0354509978	5.0e-11
0.820	2.9032619441	5.9e-11
0.830	2.7814295066	6.6e-11
0.840	2.6689311872	7.3e-11
0.850	2.5648648371	7.8e-11
0.860	2.4684324231	8.1e-11
0.870	2.3789262416	2.3e-10
0.880	2.2957171746	2.2e-10
0.890	2.2182446553	2.1e-10
0.900	2.1460080695	2.0e-10
0.910	2.0785593667	1.8e-10
0.920	2.0154966938	1.7e-10
0.930	1.9564588940	1.6e-10
0.940	1.9011207432	1.5e-10
0.950	1.8491888136	1.4e-10
0.960	1.8003978728	1.3e-10
0.970	1.7545077430	1.2e-10
0.980	1.7113005549	1.1e-10
0.990	1.6705783409	1.0e-10
1.000	1.6321609214	9.4e-11
1.010	1.5958840453	8.6e-11
1.020	1.5615977501	7.9e-11
1.030	1.5291649127	7.2e-11
1.040	1.4984599674	6.5e-11
1.050	1.4693677681	5.9e-11
1.060	1.4417825782	5.4e-11
1.070	1.4156071713	4.8e-11
1.080	1.3907520292	4.4e-11
1.090	1.3671346264	3.9e-11
1.100	1.3446787896	3.5e-11
1.110	1.3233141240	3.2e-11
1.120	1.3029754987	2.8e-11
1.130	1.2836025842	2.5e-11
1.140	1.2651394360	2.3e-11
1.150	1.2475341199	2.0e-11
1.160	1.2307383733	1.8e-11
1.170	1.2147072993	1.6e-11
1.180	1.1993990899	1.4e-11
1.190	1.1847747753	1.3e-11
1.200	1.1707979964	1.2e-11
1.210	1.1574347979	1.1e-11
1.220	1.1446534409	1.1e-11
1.230	1.1324242310	1.0e-11
1.240	1.1207193631	9.5e-12
1.250	1.1095127784	9.1e-12
1.260	1.0987800349	8.8e-12
1.270	1.0884981879	8.5e-12
1.280	1.0786456814	8.2e-12
1.290	1.0692022485	8.0e-12
1.300	1.0601488193	7.9e-12
1.310	1.0514674370	7.7e-12
1.320	1.0431411810	7.6e-12
1.330	1.0351540952	7.6e-12
1.340	1.0274911225	7.5e-12
1.350	1.0201380451	7.5e-12
1.360	1.0130814279	7.6e-12
1.370	1.0063085675	7.6e-12
1.380	0.9998074446	7.6e-12
1.390	0.9935666801	7.6e-12
1.400	0.9875754940	7.6e-12
1.410	0.9818236680	7.5e-12
1.420	0.9763015105	7.5e-12
1.430	0.9709998237	7.5e-12
1.440	0.9659098741	7.5e-12
1.450	0.9610233639	7.4e-12
1.460	0.9563324052	7.4e-12
1.470	0.9518294956	7.3e-12
1.480	0.9475074956	7.2e-12
1.490	0.9433596079	7.2e-12
1.500	0.9393793569	7.1e-12
1.510	0.9355605711	7.0e-12
1.520	0.9318973660	6.9e-12
1.530	0.9283841272	6.8e-12
1.540	0.9250154966	6.7e-12
1.550	0.9217863575	6.6e-12
1.560	0.9186918218	6.5e-12
1.570	0.9157272176	6.4e-12
1.580	0.9128880781	6.2e-12
1.590	0.9101701300	6.1e-12
1.600	0.9075692839	6.0e-12
1.610	0.9050816249	5.9e-12
1.620	0.9027034031	5.8e-12
1.630	0.9004310254	5.6e-12
1.640	0.8982610479	5.5e-12
1.650	0.8961901681	5.4e-12
1.660	0.8942152177	5.3e-12
1.670	0.8923331566	5.1e-12
1.680	0.8905410659	5.0e-12
1.690	0.8888361429	4.9e-12
1.700	0.8872156945	4.8e-12
1.710	0.8856771331	4.6e-12
1.720	0.8842179705	4.5e-12
1.730	0.8828358142	4.4e-12
1.740	0.8815283625	4.3e-12
1.750	0.8802934002	4.2e-12
1.760	0.8791287950	4.1e-12
1.770	0.8780324935	3.9e-12
1.780	0.8770025179	3.8e-12
1.790	0.8760369621	3.7e-12
1.800	0.8751339893	3.6e-12
1.810	0.8742918284	3.5e-12
1.820	0.8735087712	3.4e-12
1.830	0.8727831699	3.3e-12
1.840	0.8721134343	3.2e-12
1.850	0.8714980295	3.1e-12
1.860	0.8709354736	3.0e-12
1.870	0.8704243352	2.9e-12
1.880	0.8699632315	2.8e-12
1.890	0.8695508265	2.8e-12
1.900	0.8691858285	2.7e-12
1.910	0.8688669891	2.6e-12
1.920	0.8685931007	2.5e-12
1.930	0.8683629952	2.4e-12
1.940	0.8681755425	2.4e-12
1.950	0.8680296489	2.3e-12
1.960	0.8679242556	2.2e-12
1.970	0.8678583375	2.2e-12
1.980	0.8678309019	2.1e-12
1.990	0.8678409870	2.0e-12
