T[MeV]	f_value	f_error
0.600	2.3073268131	4.2e-12
0.610	2.1887607419	3.9e-12
0.620	2.0819559668	3.6e-12
0.630	1.9854529314	3.3e-12
0.640	1.8980081508	3.1e-12
0.650	1.8185575985	2.8e-12
0.660	1.7461870142	2.6e-12
0.670	1.6801076991	2.4e-12
0.680	1.6196366849	2.2e-12
0.690	1.5641804104	2.0e-12
0.700	1.5132212222	1.9e-12
0.710	1.4663061627	9.2e-11
0.720	1.4230376185	1.3e-10
0.730	1.3830654888	1.6e-12
0.740	1.3460806014	1.5e-12
0.750	1.3118091566	1.4e-12
0.760	1.2800080223	1.4e-12
0.770	1.2504607350	1.4e-12
0.780	1.2229740908	1.4e-12
0.790	1.1973752286	1.3e-12
0.800	1.1735091281	1.3e-12
0.810	1.1512364560	1.3e-12
0.820	1.1304317076	1.3e-12
0.830	1.1109815974	1.3e-12
0.840	1.0927836637	1.2e-12
0.850	1.0757450533	1.2e-12
0.860	1.0597814621	1.1e-12
0.870	1.0448162086	1.1e-12
0.880	1.0307794215	1.0e-12
0.890	1.0176073266	9.8e-13
0.900	1.0052416182	9.3e-13
0.910	0.9936289056	8.7e-13
0.920	0.9827202223	8.2e-13
0.930	0.9724705922	7.6e-13
0.940	0.9628386443	7.0e-13
0.950	0.9537862699	6.5e-13
0.960	0.9452783168	6.0e-13
0.970	0.9372823174	5.5e-13
0.980	0.9297682442	5.0e-13
0.990	0.9227082920	4.5e-13
1.000	0.9160766817	4.0e-13
1.010	0.9098494843	3.6e-13
1.020	0.9040044624	3.2e-13
1.030	0.8985209276	2.9e-13
1.040	0.8933796114	2.5e-13
1.050	0.8885625484	2.2e-13
1.060	0.8840529712	1.9e-13
1.070	0.8798352146	1.6e-13
1.080	0.8758946285	1.4e-13
1.090	0.8722174992	1.2e-13
1.100	0.8687909776	1.0e-13
1.110	0.8656030133	8.9e-14
1.120	0.8626422955	7.7e-14
1.130	0.8598981979	7.2e-14
1.140	0.8573607290	7.2e-14
1.150	0.8550204866	7.4e-14
1.160	0.8528686154	7.6e-14
1.170	0.8508967692	8.0e-14
1.180	0.8490970753	8.3e-14
1.190	0.8474621017	8.8e-14
1.200	0.8459848282	9.3e-14
1.210	0.8446586177	9.8e-14
1.220	0.8434771917	1.0e-13
1.230	0.8424346066	1.1e-13
1.240	0.8415252319	1.1e-13
1.250	0.8407437305	1.2e-13
1.260	0.8400850399	1.2e-13
1.270	0.8395443550	1.3e-13
1.280	0.8391171127	1.3e-13
1.290	0.8387989764	1.3e-13
1.300	0.8385858228	1.4e-13
1.310	0.8384737290	1.4e-13
1.320	0.8384589609	1.4e-13
1.330	0.8385379614	1.5e-13
1.340	0.8387073411	1.5e-13
1.350	0.8389638680	1.5e-13
1.360	0.8393044590	1.5e-13
1.370	0.8397261712	1.5e-13
1.380	0.8402261943	1.6e-13
1.390	0.8408018433	1.6e-13
1.400	0.8414505517	1.6e-13
1.410	0.8421698649	1.6e-13
1.420	0.8429574344	1.6e-13
1.430	0.8438110124	1.6e-13
1.440	0.8447284459	1.6e-13
1.450	0.8457076725	1.6e-13
1.460	0.8467467153	1.6e-13
1.470	0.8478436785	1.6e-13
1.480	0.8489967437	1.6e-13
1.490	0.8502041657	1.6e-13
1.500	0.8514642690	1.6e-13
1.510	0.8527754443	1.6e-13
1.520	0.8541361453	1.6e-13
1.530	0.8555448859	1.5e-13
1.540	0.8570002368	1.5e-13
1.550	0.8585008234	1.5e-13
1.560	0.8600453230	1.5e-13
1.570	0.8616324620	1.5e-13
1.580	0.8632610143	1.5e-13
1.590	0.8649297988	1.4e-13
1.600	0.8666376772	1.4e-13
1.610	0.8683835522	1.4e-13
1.620	0.8701663661	1.4e-13
1.630	0.8719850981	1.4e-13
1.640	0.8738387638	1.4e-13
1.650	0.8757264126	1.3e-13
1.660	0.8776471270	1.3e-13
1.670	0.8796000206	1.3e-13
1.680	0.8815842374	1.3e-13
1.690	0.8835989500	1.3e-13
1.700	0.8856433584	8.8e-11
1.710	0.8877166893	8.4e-11
1.720	0.8898181946	8.1e-11
1.730	0.8919471507	7.8e-11
1.740	0.8941028570	7.5e-11
1.750	0.8962846354	7.2e-11
1.760	0.8984918296	6.9e-11
1.770	0.9007238034	6.6e-11
1.780	0.9029799408	6.4e-11
1.790	0.9052596447	6.1e-11
1.800	0.9075623364	5.9e-11
1.810	0.9098874546	5.6e-11
1.820	0.9122344551	5.4e-11
1.830	0.9146028100	5.2e-11
1.840	0.9169920069	5.0e-11
1.850	0.9194015487	4.8e-11
1.860	0.9218309525	4.6e-11
1.870	0.9242797497	4.4e-11
1.880	0.9267474850	4.3e-11
1.890	0.9292337162	4.1e-11
1.900	0.9317380134	3.9e-11
1.910	0.9342599589	3.8e-11
1.920	0.9367991466	3.6e-11
1.930	0.9393551816	3.5e-11
1.940	0.9419276798	3.3e-11
1.950	0.9445162677	3.2e-11
1.960	0.9471205815	3.1e-11
1.970	0.9497402674	3.0e-11
1.980	0.9523749810	2.8e-11
1.990	0.9550243869	2.7e-11
2.000	0.9576881585	2.6e-11
2.010	0.9603659775	2.5e-11
2.020	0.9630575340	2.4e-11
2.030	0.9657625259	2.3e-11
2.040	0.9684806588	2.2e-11
2.050	0.9712116455	2.1e-11
2.060	0.9739552063	2.1e-11
2.070	0.9767110680	2.0e-11
2.080	0.9794789646	1.9e-11
2.090	0.9822586361	1.8e-11
2.100	0.9850498290	1.7e-11
2.110	0.9878522958	1.7e-11
2.120	0.9906657951	1.6e-11
2.130	0.9934900909	1.5e-11
2.140	0.9963249528	1.5e-11
2.150	0.9991701560	1.4e-11
2.160	1.0020254805	1.4e-11
2.170	1.0048907115	1.3e-11
2.180	1.0077656392	1.2e-11
2.190	1.0106500583	1.2e-11
2.200	1.0135437682	1.1e-11
2.210	1.0164465728	1.1e-11
2.220	1.0193582802	1.0e-11
2.230	1.0222787028	1.0e-11
2.240	1.0252076569	9.6e-12
2.250	1.0281449628	9.1e-12
2.260	1.0310904448	8.7e-12
2.270	1.0340439308	8.3e-12
2.280	1.0370052522	8.0e-12
2.290	1.0399742440	7.6e-12
2.300	1.0429507446	7.3e-12
2.310	1.0459345959	6.9e-12
2.320	1.0489256427	6.6e-12
2.330	1.0519237331	6.3e-12
2.340	1.0549287182	6.0e-12
2.350	1.0579404522	5.7e-12
2.360	1.0609587920	5.5e-12
2.370	1.0639835973	5.2e-12
2.380	1.0670147307	5.0e-12
2.390	1.0700520572	4.7e-12
2.400	1.0730954446	4.5e-12
2.410	1.0761447631	4.3e-12
2.420	1.0791998854	4.0e-12
2.430	1.0822606865	3.8e-12
2.440	1.0853270439	3.6e-12
2.450	1.0883988370	3.4e-12
2.460	1.0914759479	3.3e-12
2.470	1.0945582603	3.1e-12
2.480	1.0976456604	2.9e-12
2.490	1.1007380362	2.8e-12
2.500	1.1038352779	2.6e-12
2.510	1.1069372775	2.4e-12
2.520	1.1100439287	2.3e-12
2.530	1.1131551274	2.2e-12
2.540	1.1162707711	2.0e-12
2.550	1.1193907591	1.9e-12
2.560	1.1225149923	1.8e-12
2.570	1.1256433734	1.7e-12
2.580	1.1287758066	1.6e-12
2.590	1.1319121978	1.5e-12
2.600	1.1350524544	1.4e-12
2.610	1.1381964854	1.3e-12
2.620	1.1413442010	1.2e-12
2.630	1.1444955133	1.1e-12
2.640	1.1476503353	1.0e-12
2.650	1.1508085818	9.2e-13
2.660	1.1539701686	8.5e-13
2.670	1.1571350131	7.8e-13
2.680	1.1603030339	7.1e-13
2.690	1.1634741507	6.5e-13
2.700	1.1666482846	5.9e-13
2.710	1.1698253578	5.3e-13
2.720	1.1730052939	4.7e-13
2.730	1.1761880173	4.2e-13
2.740	1.1793734537	3.8e-13
2.750	1.1825615300	3.3e-13
2.760	1.1857521740	2.9e-13
2.770	1.1889453147	2.5e-13
2.780	1.1921408819	2.2e-13
2.790	1.1953388067	1.9e-13
2.800	1.1985390210	1.6e-13
2.810	1.2017414577	1.3e-13
2.820	1.2049460508	1.1e-13
2.830	1.2081527349	9.3e-14
2.840	1.2113614458	7.8e-14
2.850	1.2145721201	6.9e-14
2.860	1.2177846952	6.9e-14
2.870	1.2209991095	7.9e-14
2.880	1.2242153022	9.3e-14
2.890	1.2274332132	1.1e-13
2.900	1.2306527833	1.3e-13
2.910	1.2338739541	1.5e-13
2.920	1.2370966680	1.7e-13
2.930	1.2403208681	1.9e-13
2.940	1.2435464982	2.1e-13
2.950	1.2467735029	2.4e-13
2.960	1.2500018276	2.6e-13
2.970	1.2532314183	2.9e-13
2.980	1.2564622216	3.2e-13
2.990	1.2596941851	3.4e-13
3.000	1.2629272567	3.7e-13
3.010	1.2661613851	4.0e-13
3.020	1.2693965198	4.2e-13
3.030	1.2726326107	4.5e-13
3.040	1.2758696084	4.8e-13
3.050	1.2791074642	5.0e-13
3.060	1.2823461299	5.3e-13
3.070	1.2855855579	5.6e-13
3.080	1.2888257011	5.9e-13
3.090	1.2920665133	6.1e-13
3.100	1.2953079484	6.4e-13
3.110	1.2985499611	6.7e-13
3.120	1.3017925067	7.0e-13
3.130	1.3050355410	7.2e-13
3.140	1.3082790201	7.5e-13
3.150	1.3115229010	7.8e-13
3.160	1.3147671408	8.0e-13
3.170	1.3180116973	8.3e-13
3.180	1.3212565290	8.6e-13
3.190	1.3245015944	8.8e-13
3.200	1.3277468530	9.1e-13
3.210	1.3309922643	9.3e-13
3.220	1.3342377886	9.6e-13
3.230	1.3374833865	9.8e-13
3.240	1.3407290190	1.0e-12
3.250	1.3439746478	1.0e-12
3.260	1.3472202347	1.1e-12
3.270	1.3504657421	1.1e-12
3.280	1.3537111329	1.1e-12
3.290	1.3569563702	1.1e-12
3.300	1.3602014177	1.2e-12
3.310	1.3634462394	1.2e-12
3.320	1.3666907998	1.2e-12
3.330	1.3699350636	1.2e-12
3.340	1.3731789961	1.2e-12
3.350	1.3764225628	1.3e-12
3.360	1.3796657298	1.3e-12
3.370	1.3829084634	1.3e-12
3.380	1.3861507302	1.3e-12
3.390	1.3893924973	1.4e-12
3.400	1.3926337322	1.4e-12
3.410	1.3958744026	1.4e-12
3.420	1.3991144767	1.4e-12
3.430	1.4023539229	1.4e-12
3.440	1.4055927099	1.5e-12
3.450	1.4088308070	1.5e-12
3.460	1.4120681837	1.5e-12
3.470	1.4153048095	1.5e-12
3.480	1.4185406548	1.5e-12
3.490	1.4217756899	1.5e-12
3.500	1.4250098856	1.6e-12
3.510	1.4282432129	1.6e-12
3.520	1.4314756431	1.6e-12
3.530	1.4347071479	1.6e-12
3.540	1.4379376993	1.6e-12
3.550	1.4411672695	1.7e-12
3.560	1.4443958310	1.7e-12
3.570	1.4476233567	1.7e-12
3.580	1.4508498196	1.7e-12
3.590	1.4540751933	1.7e-12
3.600	1.4572994512	1.7e-12
3.610	1.4605225675	1.8e-12
3.620	1.4637445162	1.8e-12
3.630	1.4669652718	1.8e-12
3.640	1.4701848092	1.8e-12
3.650	1.4734031033	1.8e-12
3.660	1.4766201294	1.8e-12
3.670	1.4798358630	1.8e-12
3.680	1.4830502799	1.9e-12
3.690	1.4862633560	1.9e-12
3.700	1.4894750678	1.9e-12
3.710	1.4926853917	1.9e-12
3.720	1.4958943044	1.9e-12
3.730	1.4991017830	1.9e-12
3.740	1.5023078047	1.9e-12
3.750	1.5055123470	1.9e-12
3.760	1.5087153876	2.0e-12
3.770	1.5119169044	2.0e-12
3.780	1.5151168756	2.0e-12
3.790	1.5183152796	2.0e-12
3.800	1.5215120950	2.0e-12
3.810	1.5247073007	2.0e-12
3.820	1.5279008756	2.0e-12
3.830	1.5310927992	2.0e-12
3.840	1.5342830507	2.0e-12
3.850	1.5374716100	2.1e-12
3.860	1.5406584570	2.1e-12
3.870	1.5438435717	2.1e-12
3.880	1.5470269345	2.1e-12
3.890	1.5502085260	2.1e-12
3.900	1.5533883268	2.1e-12
3.910	1.5565663178	2.1e-12
3.920	1.5597424803	2.1e-12
3.930	1.5629167954	2.1e-12
3.940	1.5660892448	2.1e-12
3.950	1.5692598102	2.2e-12
