T[MeV]	f_value	f_error
1.000	2.2630080469	2.0e-11
1.010	2.2115599800	1.8e-11
1.020	2.1627170604	1.6e-11
1.030	2.1163082263	1.4e-11
1.040	2.0721761566	1.3e-11
1.050	2.0301759807	1.3e-11
1.060	1.9901741254	1.2e-11
1.070	1.9520472831	1.2e-11
1.080	1.9156814877	1.2e-11
1.090	1.8809712847	1.2e-11
1.100	1.8478189849	1.2e-11
1.110	1.8161339934	1.2e-11
1.120	1.7858322041	1.2e-11
1.130	1.7568354536	1.1e-11
1.140	1.7290710265	1.1e-11
1.150	1.7024712091	1.1e-11
1.160	1.6769728839	1.1e-11
1.170	1.6525171620	1.1e-11
1.180	1.6290490486	1.1e-11
1.190	1.6065171397	1.1e-11
1.200	1.5848733450	1.1e-11
1.210	1.5640726355	1.1e-11
1.220	1.5440728134	1.1e-11
1.230	1.5248343013	1.1e-11
1.240	1.5063199500	1.1e-11
1.250	1.4884948617	1.0e-11
1.260	1.4713262287	1.0e-11
1.270	1.4547831850	1.0e-11
1.280	1.4388366700	1.0e-11
1.290	1.4234593032	9.8e-12
1.300	1.4086252692	9.6e-12
1.310	1.3943102108	9.5e-12
1.320	1.3804911321	9.3e-12
1.330	1.3671463072	9.1e-12
1.340	1.3542551975	8.9e-12
1.350	1.3417983740	8.7e-12
1.360	1.3297574463	8.5e-12
1.370	1.3181149964	8.3e-12
1.380	1.3068545174	8.2e-12
1.390	1.2959603568	8.0e-12
1.400	1.2854176638	7.8e-12
1.410	1.2752123403	7.6e-12
1.420	1.2653309953	7.4e-12
1.430	1.2557609029	7.2e-12
1.440	1.2464899625	7.0e-12
1.450	1.2375066623	6.9e-12
1.460	1.2288000452	6.7e-12
1.470	1.2203596764	6.5e-12
1.480	1.2121756142	6.3e-12
1.490	1.2042383819	6.2e-12
1.500	1.1965389417	6.0e-12
1.510	1.1890686704	5.9e-12
1.520	1.1818193369	5.7e-12
1.530	1.1747830805	5.5e-12
1.540	1.1679523911	5.4e-12
1.550	1.1613200906	5.2e-12
1.560	1.1548793151	5.1e-12
1.570	1.1486234986	4.9e-12
1.580	1.1425463572	4.8e-12
1.590	1.1366418750	4.7e-12
1.600	1.1309042901	4.5e-12
1.610	1.1253280818	4.4e-12
1.620	1.1199079585	4.3e-12
1.630	1.1146388463	4.1e-12
1.640	1.1095158782	4.0e-12
1.650	1.1045343841	3.9e-12
1.660	1.0996898811	3.8e-12
1.670	1.0949780644	3.7e-12
1.680	1.0903947992	3.6e-12
1.690	1.0859361121	3.5e-12
1.700	1.0815981839	3.4e-12
1.710	1.0773773423	3.3e-12
1.720	1.0732700553	3.2e-12
1.730	1.0692729241	3.1e-12
1.740	1.0653826781	3.0e-12
1.750	1.0615961681	2.9e-12
1.760	1.0579103614	2.8e-12
1.770	1.0543223366	2.7e-12
1.780	1.0508292785	2.7e-12
1.790	1.0474284735	2.6e-12
