T[MeV]	f_value	f_error
1.000	2.3238942375	1.6e-10
1.010	2.2635571482	1.6e-10
1.020	2.2065300330	1.5e-10
1.030	2.1525793931	1.5e-10
1.040	2.1014917510	1.4e-10
1.050	2.0530716527	1.3e-10
1.060	2.0071398962	1.3e-10
1.070	1.9635319567	1.2e-10
1.080	1.9220965846	1.2e-10
1.090	1.8826945555	1.1e-10
1.100	1.8451975535	1.1e-10
1.110	1.8094871721	1.0e-10
1.120	1.7754540192	9.6e-11
1.130	1.7429969140	9.2e-11
1.140	1.7120221646	8.7e-11
1.150	1.6824429186	8.3e-11
1.160	1.6541785773	7.8e-11
1.170	1.6271542674	7.4e-11
1.180	1.6013003632	7.0e-11
1.190	1.5765520542	6.7e-11
1.200	1.5528489538	6.3e-11
1.210	1.5301347436	6.0e-11
1.220	1.5083568509	5.7e-11
1.230	1.4874661554	5.3e-11
1.240	1.4674167214	5.1e-11
1.250	1.4481655545	4.8e-11
1.260	1.4296723795	4.5e-11
1.270	1.4118994372	4.3e-11
1.280	1.3948112984	4.0e-11
1.290	1.3783746942	3.8e-11
1.300	1.3625583603	3.6e-11
1.310	1.3473328937	3.4e-11
1.320	1.3326706216	3.2e-11
1.330	1.3185454810	3.1e-11
1.340	1.3049329074	2.9e-11
1.350	1.2918097327	2.7e-11
1.360	1.2791540911	2.6e-11
1.370	1.2669453321	2.5e-11
1.380	1.2551639405	2.3e-11
1.390	1.2437914618	2.2e-11
1.400	1.2328104340	2.1e-11
1.410	1.2222043241	2.1e-11
1.420	1.2119574692	2.0e-11
1.430	1.2020550220	1.9e-11
1.440	1.1924829003	1.8e-11
1.450	1.1832277398	1.8e-11
1.460	1.1742768508	1.7e-11
1.470	1.1656181774	1.6e-11
1.480	1.1572402599	1.6e-11
1.490	1.1491321993	1.5e-11
1.500	1.1412836250	1.5e-11
1.510	1.1336846637	1.4e-11
1.520	1.1263259114	1.4e-11
1.530	1.1191984064	1.3e-11
1.540	1.1122936046	1.3e-11
1.550	1.1056033561	1.3e-11
1.560	1.0991198838	1.2e-11
1.570	1.0928357624	1.2e-11
1.580	1.0867438998	1.1e-11
1.590	1.0808375190	1.1e-11
1.600	1.0751101417	1.1e-11
1.610	1.0695555718	1.1e-11
1.620	1.0641678814	1.0e-11
1.630	1.0589413965	1.0e-11
1.640	1.0538706840	9.7e-12
1.650	1.0489505396	9.5e-12
1.660	1.0441759758	9.2e-12
1.670	1.0395422119	9.0e-12
1.680	1.0350446627	8.8e-12
1.690	1.0306789297	8.6e-12
1.700	1.0264407914	8.4e-12
1.710	1.0223261953	8.2e-12
1.720	1.0183312493	8.0e-12
1.730	1.0144522143	7.8e-12
1.740	1.0106854969	7.6e-12
1.750	1.0070276426	7.5e-12
1.760	1.0034753294	7.3e-12
1.770	1.0000253616	7.2e-12
1.780	0.9966746639	7.0e-12
1.790	0.9934202765	6.9e-12
1.800	0.9902593491	6.8e-12
1.810	0.9871891366	6.6e-12
1.820	0.9842069941	6.5e-12
1.830	0.9813103729	6.4e-12
1.840	0.9784968157	6.3e-12
1.850	0.9757639532	6.2e-12
1.860	0.9731095001	6.1e-12
1.870	0.9705312513	6.0e-12
1.880	0.9680270790	5.9e-12
1.890	0.9655949288	5.8e-12
1.900	0.9632328173	5.7e-12
1.910	0.9609388288	5.6e-12
1.920	0.9587111124	5.5e-12
1.930	0.9565478796	5.4e-12
1.940	0.9544474018	5.3e-12
1.950	0.9524080077	5.2e-12
1.960	0.9504280809	5.1e-12
1.970	0.9485060582	5.0e-12
1.980	0.9466404271	4.9e-12
1.990	0.9448297238	4.8e-12
2.000	0.9430725316	4.8e-12
2.010	0.9413674788	4.7e-12
2.020	0.9397132371	4.6e-12
2.030	0.9381085200	4.5e-12
2.040	0.9365520809	4.4e-12
2.050	0.9350427122	4.4e-12
2.060	0.9335792433	4.3e-12
2.070	0.9321605394	4.2e-12
2.080	0.9307855002	4.1e-12
2.090	0.9294530587	4.1e-12
2.100	0.9281621799	4.0e-12
2.110	0.9269118595	3.9e-12
2.120	0.9257011233	3.9e-12
2.130	0.9245290254	3.8e-12
2.140	0.9233946480	3.7e-12
2.150	0.9222970995	3.7e-12
2.160	0.9212355146	3.6e-12
2.170	0.9202090524	3.5e-12
2.180	0.9192168962	3.5e-12
2.190	0.9182582527	3.4e-12
2.200	0.9173323506	3.4e-12
2.210	0.9164384404	3.3e-12
2.220	0.9155757937	3.2e-12
2.230	0.9147437019	3.2e-12
2.240	0.9139414762	3.1e-12
2.250	0.9131684466	3.1e-12
2.260	0.9124239614	3.0e-12
2.270	0.9117073864	3.0e-12
2.280	0.9110181047	2.9e-12
2.290	0.9103555158	2.9e-12
2.300	0.9097190352	2.8e-12
2.310	0.9091080939	2.8e-12
2.320	0.9085221379	2.7e-12
2.330	0.9079606275	2.7e-12
2.340	0.9074230375	2.6e-12
2.350	0.9069088560	2.6e-12
2.360	0.9064175842	2.5e-12
2.370	0.9059487365	2.5e-12
2.380	0.9055018391	2.4e-12
2.390	0.9050764308	2.4e-12
2.400	0.9046720617	2.4e-12
2.410	0.9042882932	2.3e-12
2.420	0.9039246977	2.3e-12
2.430	0.9035808583	2.2e-12
2.440	0.9032563684	2.2e-12
2.450	0.9029508312	2.1e-12
2.460	0.9026638598	2.1e-12
2.470	0.9023950767	2.1e-12
2.480	0.9021441135	2.0e-12
2.490	0.9019106105	2.0e-12
2.500	0.9016942170	2.0e-12
2.510	0.9014945904	1.9e-12
2.520	0.9013113963	1.9e-12
2.530	0.9011443081	1.9e-12
2.540	0.9009930072	1.8e-12
2.550	0.9008571820	1.8e-12
2.560	0.9007365285	1.8e-12
2.570	0.9006307497	1.7e-12
2.580	0.9005395552	1.7e-12
2.590	0.9004626616	1.7e-12
2.600	0.9003997918	1.6e-12
2.610	0.9003506750	1.6e-12
2.620	0.9003150466	1.6e-12
2.630	0.9002926479	1.6e-12
2.640	0.9002832259	1.5e-12
2.650	0.9002865336	1.5e-12
2.660	0.9003023291	1.5e-12
2.670	0.9003303761	1.5e-12
2.680	0.9003704433	1.4e-12
2.690	0.9004223048	1.4e-12
2.700	0.9004857392	1.4e-12
2.710	0.9005605302	1.4e-12
2.720	0.9006464662	1.3e-12
2.730	0.9007433400	1.3e-12
2.740	0.9008509490	1.3e-12
2.750	0.9009690947	1.3e-12
2.760	0.9010975830	1.2e-12
