T[MeV]	f_value	f_error
1.000	0.8638359994	5.3e-11
1.010	0.8612082262	5.1e-11
1.020	0.8587731143	4.9e-11
1.030	0.8565211696	4.8e-11
1.040	0.8544434776	4.6e-11
1.050	0.8525316608	4.4e-11
1.060	0.8507778401	4.3e-11
1.070	0.8491745988	4.1e-11
1.080	0.8477149502	4.0e-11
1.090	0.8463923072	3.9e-11
1.100	0.8452004553	3.8e-11
1.110	0.8441335271	3.6e-11
1.120	0.8431859786	3.5e-11
1.130	0.8423525682	3.4e-11
1.140	0.8416283364	3.3e-11
1.150	0.8410085881	3.2e-11
1.160	0.8404888750	3.1e-11
1.170	0.8400649802	3.1e-11
1.180	0.8397329041	3.0e-11
1.190	0.8394888501	2.9e-11
1.200	0.8393292130	2.8e-11
1.210	0.8392505667	2.7e-11
1.220	0.8392496541	2.7e-11
1.230	0.8393233766	2.6e-11
1.240	0.8394687848	2.5e-11
1.250	0.8396830702	2.5e-11
1.260	0.8399635569	2.4e-11
1.270	0.8403076938	2.4e-11
1.280	0.8407130480	2.3e-11
1.290	0.8411772980	2.2e-11
1.300	0.8416982275	2.2e-11
1.310	0.8422737198	2.1e-11
1.320	0.8429017522	2.1e-11
1.330	0.8435803912	2.1e-11
1.340	0.8443077876	2.0e-11
1.350	0.8450821720	2.0e-11
1.360	0.8459018511	1.9e-11
1.370	0.8467652030	1.9e-11
1.380	0.8476706743	8.4e-11
1.390	0.8486167761	8.2e-11
1.400	0.8496020810	8.1e-11
1.410	0.8506252200	7.9e-11
1.420	0.8516848796	7.8e-11
1.430	0.8527797992	7.6e-11
1.440	0.8539087683	7.5e-11
1.450	0.8550706242	7.3e-11
1.460	0.8562642498	7.2e-11
1.470	0.8574885714	7.1e-11
1.480	0.8587425565	6.9e-11
1.490	0.8600252123	6.8e-11
1.500	0.8613355832	6.7e-11
1.510	0.8626727499	6.6e-11
1.520	0.8640358269	6.5e-11
1.530	0.8654239618	6.3e-11
1.540	0.8668363333	6.2e-11
1.550	0.8682721499	6.1e-11
1.560	0.8697306486	6.0e-11
1.570	0.8712110938	5.9e-11
1.580	0.8727127760	5.8e-11
1.590	0.8742350106	5.8e-11
1.600	0.8757771371	5.7e-11
1.610	0.8773385175	5.6e-11
1.620	0.8789185363	5.5e-11
1.630	0.8805165986	5.4e-11
1.640	0.8821321297	5.3e-11
1.650	0.8837645744	5.3e-11
1.660	0.8854133959	5.2e-11
1.670	0.8870780751	5.1e-11
1.680	0.8887581102	5.0e-11
1.690	0.8904530155	5.0e-11
1.700	0.8921623211	4.9e-11
1.710	0.8938855724	4.8e-11
1.720	0.8956223290	4.8e-11
1.730	0.8973721647	4.7e-11
1.740	0.8991346665	4.6e-11
1.750	0.9009094344	4.6e-11
1.760	0.9026960808	4.5e-11
1.770	0.9044942300	4.5e-11
1.780	0.9063035177	4.4e-11
1.790	0.9081235907	4.3e-11
1.800	0.9099541065	9.0e-11
1.810	0.9117947328	8.9e-11
1.820	0.9136451471	8.8e-11
1.830	0.9155050364	8.7e-11
1.840	0.9173740970	8.6e-11
1.850	0.9192520339	8.5e-11
1.860	0.9211385606	8.4e-11
1.870	0.9230333989	8.3e-11
1.880	0.9249362785	8.2e-11
1.890	0.9268469366	8.1e-11
1.900	0.9287651179	8.0e-11
1.910	0.9306905743	7.9e-11
1.920	0.9326230644	7.8e-11
1.930	0.9345623536	7.7e-11
1.940	0.9365082135	7.6e-11
1.950	0.9384604220	7.6e-11
1.960	0.9404187632	7.5e-11
1.970	0.9423830266	7.4e-11
1.980	0.9443530075	7.3e-11
1.990	0.9463285066	7.3e-11
2.000	0.9483093299	7.2e-11
2.010	0.9502952884	9.4e-11
2.020	0.9522861978	9.3e-11
2.030	0.9542818788	9.2e-11
2.040	0.9562821566	9.1e-11
2.050	0.9582868609	9.0e-11
2.060	0.9602958256	8.9e-11
2.070	0.9623088889	8.9e-11
2.080	0.9643258927	8.8e-11
2.090	0.9663466833	8.7e-11
2.100	0.9683711105	8.6e-11
2.110	0.9703990278	8.5e-11
2.120	0.9724302922	8.5e-11
2.130	0.9744647644	8.4e-11
2.140	0.9765023082	8.3e-11
2.150	0.9785427907	8.2e-11
2.160	0.9805860822	8.2e-11
2.170	0.9826320562	8.1e-11
2.180	0.9846805888	8.0e-11
2.190	0.9867315594	8.0e-11
2.200	0.9887848499	7.9e-11
2.210	0.9908403451	7.8e-11
2.220	0.9928979323	7.8e-11
2.230	0.9949575015	7.7e-11
2.240	0.9970189452	7.6e-11
2.250	0.9990821581	7.6e-11
2.260	1.0011470375	7.5e-11
2.270	1.0032134829	7.5e-11
2.280	1.0052813961	7.4e-11
2.290	1.0073506809	7.3e-11
2.300	1.0094212434	7.3e-11
2.310	1.0114929916	7.2e-11
2.320	1.0135658356	7.2e-11
2.330	1.0156396875	7.1e-11
2.340	1.0177144611	7.1e-11
2.350	1.0197900721	7.0e-11
2.360	1.0218664381	7.0e-11
2.370	1.0239434784	6.9e-11
2.380	1.0260211141	6.9e-11
2.390	1.0280992676	6.8e-11
2.400	1.0301778633	6.8e-11
2.410	1.0322568271	6.7e-11
2.420	1.0343360863	6.7e-11
2.430	1.0364155698	6.6e-11
2.440	1.0384952079	6.6e-11
2.450	1.0405749324	6.5e-11
2.460	1.0426546764	6.5e-11
2.470	1.0447343745	6.4e-11
2.480	1.0468139625	6.4e-11
2.490	1.0488933775	6.4e-11
2.500	1.0509725579	6.3e-11
2.510	1.0530514433	6.3e-11
2.520	1.0551299746	6.2e-11
2.530	1.0572080936	6.2e-11
2.540	1.0592857436	6.2e-11
2.550	1.0613628689	6.1e-11
2.560	1.0634394147	6.1e-11
2.570	1.0655153275	6.0e-11
2.580	1.0675905547	6.0e-11
2.590	1.0696650449	6.0e-11
2.600	1.0717387476	5.9e-11
2.610	1.0738116132	5.9e-11
2.620	1.0758835931	5.9e-11
2.630	1.0779546397	5.8e-11
2.640	1.0800247062	5.8e-11
2.650	1.0820937469	5.8e-11
2.660	1.0841617167	5.7e-11
2.670	1.0862285716	5.7e-11
2.680	1.0882942683	5.7e-11
2.690	1.0903587644	5.6e-11
2.700	1.0924220182	5.6e-11
2.710	1.0944839889	5.6e-11
2.720	1.0965446363	5.5e-11
2.730	1.0986039212	5.5e-11
2.740	1.1006618050	5.5e-11
2.750	1.1027182499	5.5e-11
2.760	1.1047732186	5.4e-11
2.770	1.1068266747	5.4e-11
2.780	1.1088785824	5.4e-11
2.790	1.1109289067	5.3e-11
2.800	1.1129776131	5.3e-11
2.810	1.1150246678	5.3e-11
2.820	1.1170700376	5.3e-11
2.830	1.1191136899	5.2e-11
2.840	1.1211555929	5.2e-11
2.850	1.1231957151	5.2e-11
2.860	1.1252340258	5.2e-11
2.870	1.1272704948	5.1e-11
2.880	1.1293050924	5.1e-11
2.890	1.1313377896	5.1e-11
2.900	1.1333685579	5.1e-11
2.910	1.1353973691	5.0e-11
2.920	1.1374241959	5.0e-11
2.930	1.1394490112	5.0e-11
2.940	1.1414717886	5.0e-11
2.950	1.1434925021	4.9e-11
2.960	1.1455111263	4.9e-11
2.970	1.1475276360	4.9e-11
2.980	1.1495420067	4.9e-11
2.990	1.1515542144	4.9e-11
3.000	1.1535642354	4.8e-11
3.010	1.1555720466	4.8e-11
3.020	1.1575776251	4.8e-11
3.030	1.1595809487	4.8e-11
3.040	1.1615819954	4.7e-11
3.050	1.1635807438	4.7e-11
3.060	1.1655771728	4.7e-11
3.070	1.1675712617	4.7e-11
3.080	1.1695629902	4.7e-11
3.090	1.1715523384	4.6e-11
3.100	1.1735392869	4.6e-11
3.110	1.1755238164	4.6e-11
3.120	1.1775059082	4.6e-11
3.130	1.1794855438	4.6e-11
3.140	1.1814627054	4.6e-11
3.150	1.1834373750	4.5e-11
3.160	1.1854095355	4.5e-11
3.170	1.1873791697	4.5e-11
3.180	1.1893462610	4.5e-11
3.190	1.1913107931	4.5e-11
3.200	1.1932727499	4.4e-11
3.210	1.1952321157	4.4e-11
3.220	1.1971888751	4.4e-11
3.230	1.1991430130	4.4e-11
3.240	1.2010945148	4.4e-11
3.250	1.2030433658	4.4e-11
3.260	1.2049895519	4.3e-11
3.270	1.2069330592	4.3e-11
3.280	1.2088738741	4.3e-11
3.290	1.2108119833	4.3e-11
3.300	1.2127473738	4.3e-11
3.310	1.2146800327	4.3e-11
3.320	1.2166099476	4.2e-11
3.330	1.2185371062	4.2e-11
3.340	1.2204614965	4.2e-11
3.350	1.2223831069	4.2e-11
3.360	1.2243019258	4.2e-11
3.370	1.2262179421	4.2e-11
3.380	1.2281311447	4.2e-11
3.390	1.2300415230	4.1e-11
3.400	1.2319490665	4.1e-11
3.410	1.2338537649	4.1e-11
3.420	1.2357556081	4.1e-11
3.430	1.2376545865	4.1e-11
3.440	1.2395506904	4.1e-11
3.450	1.2414439105	4.1e-11
3.460	1.2433342377	4.1e-11
3.470	1.2452216630	4.0e-11
3.480	1.2471061778	4.0e-11
3.490	1.2489877736	4.0e-11
3.500	1.2508664420	4.0e-11
3.510	1.2527421751	4.0e-11
3.520	1.2546149650	4.0e-11
3.530	1.2564848039	4.0e-11
3.540	1.2583516844	3.9e-11
3.550	1.2602155992	3.9e-11
3.560	1.2620765412	3.9e-11
3.570	1.2639345035	3.9e-11
3.580	1.2657894794	3.9e-11
3.590	1.2676414622	3.9e-11
3.600	1.2694904458	3.9e-11
3.610	1.2713364238	3.9e-11
3.620	1.2731793902	3.9e-11
3.630	1.2750193393	3.8e-11
3.640	1.2768562652	3.8e-11
3.650	1.2786901627	3.8e-11
3.660	1.2805210262	3.8e-11
3.670	1.2823488506	3.8e-11
3.680	1.2841736309	3.8e-11
3.690	1.2859953622	3.8e-11
3.700	1.2878140399	3.8e-11
3.710	1.2896296593	3.8e-11
3.720	1.2914422161	3.7e-11
3.730	1.2932517061	3.7e-11
3.740	1.2950581251	3.7e-11
3.750	1.2968614691	3.7e-11
3.760	1.2986617344	3.7e-11
3.770	1.3004589174	3.7e-11
3.780	1.3022530143	3.7e-11
3.790	1.3040440220	3.7e-11
3.800	1.3058319371	3.7e-11
3.810	1.3076167564	3.7e-11
3.820	1.3093984771	3.6e-11
3.830	1.3111770962	3.6e-11
3.840	1.3129526111	3.6e-11
3.850	1.3147250190	3.6e-11
3.860	1.3164943176	3.6e-11
3.870	1.3182605044	3.6e-11
3.880	1.3200235773	3.6e-11
3.890	1.3217835341	3.6e-11
3.900	1.3235403729	3.6e-11
3.910	1.3252940917	3.6e-11
3.920	1.3270446888	3.6e-11
3.930	1.3287921625	3.5e-11
3.940	1.3305365113	3.5e-11
3.950	1.3322777339	3.5e-11
3.960	1.3340158287	3.5e-11
3.970	1.3357507947	3.5e-11
3.980	1.3374826308	3.5e-11
3.990	1.3392113359	3.5e-11
4.000	1.3409369092	3.5e-11
4.010	1.3426593498	3.5e-11
4.020	1.3443786570	3.5e-11
4.030	1.3460948304	3.5e-11
4.040	1.3478078693	3.5e-11
4.050	1.3495177733	3.4e-11
4.060	1.3512245423	3.4e-11
4.070	1.3529281758	3.4e-11
4.080	1.3546286739	3.4e-11
4.090	1.3563260366	3.4e-11
4.100	1.3580202637	1.4e-10
4.110	1.3597113556	1.4e-10
4.120	1.3613993124	1.3e-10
4.130	1.3630841345	1.3e-10
4.140	1.3647658223	1.3e-10
4.150	1.3664443763	1.3e-10
4.160	1.3681197970	1.3e-10
4.170	1.3697920851	1.3e-10
4.180	1.3714612413	1.3e-10
4.190	1.3731272665	1.3e-10
4.200	1.3747901616	1.3e-10
4.210	1.3764499274	1.3e-10
4.220	1.3781065652	1.3e-10
4.230	1.3797600759	1.3e-10
4.240	1.3814104608	1.3e-10
4.250	1.3830577212	1.3e-10
4.260	1.3847018584	1.3e-10
4.270	1.3863428738	1.3e-10
4.280	1.3879807689	1.3e-10
4.290	1.3896155452	1.3e-10
4.300	1.3912472043	1.3e-10
4.310	1.3928757481	1.3e-10
4.320	1.3945011781	1.3e-10
4.330	1.3961234962	1.3e-10
4.340	1.3977427043	1.3e-10
4.350	1.3993588043	1.3e-10
4.360	1.4009717982	1.3e-10
4.370	1.4025816882	1.3e-10
4.380	1.4041884763	1.3e-10
4.390	1.4057921646	1.3e-10
4.400	1.4073927556	1.3e-10
4.410	1.4089902514	1.3e-10
4.420	1.4105846544	1.3e-10
4.430	1.4121759670	1.3e-10
4.440	1.4137641917	1.3e-10
4.450	1.4153493310	1.3e-10
4.460	1.4169313876	1.3e-10
4.470	1.4185103639	1.3e-10
4.480	1.4200862628	1.3e-10
