T[MeV]	f_value	f_error
0.600	311.4587759581	4.8e-10
0.610	257.4029061534	3.2e-10
0.620	214.4316058905	2.1e-10
0.630	179.9859194207	1.4e-10
0.640	152.1553786860	9.1e-11
0.650	129.5005226602	1.2e-08
0.660	110.9272731578	4.6e-09
0.670	95.5971305975	2.3e-11
0.680	82.8623670057	1.4e-11
0.690	72.2188348064	8.9e-12
0.700	63.2713060149	5.6e-12
0.710	55.7078044017	3.7e-12
0.720	49.2804471688	2.7e-12
0.730	43.7910371703	2.6e-12
0.740	39.0801492632	2.9e-12
0.750	35.0188060348	3.2e-12
0.760	31.5020862978	3.6e-12
0.770	28.4441862564	3.9e-12
0.780	25.7745797767	4.2e-12
0.790	23.4350155780	1.6e-09
0.800	21.3771556265	7.2e-10
0.810	19.5607076959	5.4e-12
0.820	17.9519409479	5.8e-12
0.830	16.5225000167	6.4e-12
0.840	15.2484529625	7.0e-12
0.850	14.1095233901	7.7e-12
0.860	13.0884683073	8.4e-12
0.870	12.1705718628	9.3e-12
0.880	11.3432316448	1.0e-11
0.890	10.5956192425	1.1e-11
0.900	9.9184006438	1.2e-11
0.910	9.3035050483	1.3e-11
0.920	8.7439330070	1.5e-11
0.930	8.2335966353	3.8e-10
0.940	7.7671860779	1.8e-11
0.950	7.3400575422	3.3e-10
0.960	6.9481391120	2.0e-11
0.970	6.5878512718	2.2e-11
0.980	6.2560396395	2.3e-11
0.990	5.9499178653	2.5e-11
1.000	5.6670190221	2.7e-11
1.010	5.4051541104	2.9e-11
1.020	5.1623765401	3.0e-11
1.030	4.9369516507	3.2e-11
1.040	4.7273304876	3.4e-11
1.050	4.5321271847	3.6e-11
1.060	4.3500994111	3.7e-11
1.070	4.1801314279	3.9e-11
1.080	4.0212193720	4.1e-11
1.090	3.8724584470	4.3e-11
1.100	3.7330317509	4.4e-11
1.110	3.6022005087	4.6e-11
1.120	3.4792955188	4.7e-11
1.130	3.3637096456	4.9e-11
1.140	3.2548912179	5.0e-11
1.150	3.1523382136	5.2e-11
1.160	3.0555931271	5.3e-11
1.170	2.9642384313	5.4e-11
1.180	2.8778925581	5.8e-11
1.190	2.7962063331	5.7e-11
1.200	2.7188598058	5.8e-11
1.210	2.6455594298	2.3e-10
1.220	2.5760355476	1.8e-10
1.230	2.5100401457	1.5e-10
1.240	2.4473448463	1.2e-10
1.250	2.3877391097	9.9e-11
1.260	2.3310286213	8.3e-11
1.270	2.2770338435	7.1e-11
1.280	2.2255887131	6.4e-11
1.290	2.1765394685	6.4e-11
1.300	2.1297435921	7.0e-11
1.310	2.0850688551	7.7e-11
1.320	2.0423924543	8.5e-11
1.330	2.0016002309	9.2e-11
1.340	1.9625859621	9.9e-11
1.350	1.9252507190	1.1e-10
1.360	1.8895022827	1.1e-10
1.370	1.8552546139	1.2e-10
1.380	1.8224273697	1.2e-10
1.390	1.7909454635	1.2e-10
1.400	1.7607386628	1.3e-10
1.410	1.7317412232	1.3e-10
1.420	1.7038915524	1.0e-10
1.430	1.6771319037	1.6e-10
1.440	1.6514080947	1.4e-10
1.450	1.6266692497	1.3e-10
1.460	1.6028675630	1.4e-10
1.470	1.5799580818	1.5e-10
1.480	1.5578985064	7.6e-11
1.490	1.5366490063	8.8e-11
1.500	1.5161720508	1.0e-10
1.510	1.4964322533	1.1e-10
1.520	1.4773962266	1.2e-10
1.530	1.4590324508	1.2e-10
1.540	1.4413111497	1.2e-10
1.550	1.4242041775	1.2e-10
1.560	1.4076849134	1.1e-10
1.570	1.3917281646	1.1e-10
1.580	1.3763100755	1.1e-10
1.590	1.3614080441	1.0e-10
1.600	1.3470006442	1.0e-10
1.610	1.3330675534	9.8e-11
1.620	1.3195894855	9.4e-11
1.630	1.3065481282	9.1e-11
1.640	1.2939260849	8.8e-11
1.650	1.2817068209	8.5e-11
1.660	1.2698746119	8.2e-11
1.670	1.2584144981	7.9e-11
1.680	1.2473122393	7.6e-11
1.690	1.2365542742	7.3e-11
1.700	1.2261276819	7.0e-11
1.710	1.2160201462	6.7e-11
1.720	1.2062199219	6.5e-11
1.730	1.1967158032	6.2e-11
1.740	1.1874970945	5.9e-11
1.750	1.1785535828	5.7e-11
1.760	1.1698755114	5.4e-11
1.770	1.1614535563	5.2e-11
1.780	1.1532788029	4.9e-11
1.790	1.1453427246	4.7e-11
1.800	1.1376371630	4.5e-11
1.810	1.1301543085	4.3e-11
1.820	1.1228866830	4.0e-11
1.830	1.1158271228	3.8e-11
1.840	1.1089687631	3.7e-11
1.850	1.1023050226	3.5e-11
1.860	1.0958295903	3.3e-11
1.870	1.0895364115	3.1e-11
1.880	1.0834196758	3.0e-11
1.890	1.0774738052	2.8e-11
1.900	1.0716934430	2.6e-11
1.910	1.0660734433	2.5e-11
1.920	1.0606088610	2.4e-11
1.930	1.0552949425	2.2e-11
1.940	1.0501271169	2.1e-11
1.950	1.0451009874	2.0e-11
1.960	1.0402123235	1.9e-11
1.970	1.0354570534	1.8e-11
1.980	1.0308312569	1.7e-11
1.990	1.0263311586	1.6e-11
2.000	1.0219531214	1.5e-11
2.010	1.0176936408	1.4e-11
2.020	1.0135493384	1.3e-11
2.030	1.0095169573	1.2e-11
2.040	1.0055933560	1.2e-11
2.050	1.0017755043	1.1e-11
2.060	0.9980604778	1.1e-11
2.070	0.9944454541	1.0e-11
2.080	0.9909277081	1.0e-11
2.090	0.9875046082	9.8e-12
2.100	0.9841736123	9.5e-12
2.110	0.9809322642	9.3e-12
2.120	0.9777781900	9.1e-12
2.130	0.9747090951	9.0e-12
2.140	0.9717227606	8.8e-12
2.150	0.9688170405	9.4e-11
2.160	0.9659898587	9.1e-11
2.170	0.9632392067	8.8e-11
2.180	0.9605631401	8.4e-11
2.190	0.9579597770	8.1e-11
2.200	0.9554272951	7.8e-11
2.210	0.9529639293	7.5e-11
2.220	0.9505679700	7.2e-11
2.230	0.9482377608	6.9e-11
2.240	0.9459716962	6.6e-11
2.250	0.9437682201	6.4e-11
2.260	0.9416258238	6.1e-11
2.270	0.9395430444	5.9e-11
2.280	0.9375184627	5.6e-11
2.290	0.9355507022	5.4e-11
2.300	0.9336384272	5.2e-11
2.310	0.9317803414	4.9e-11
2.320	0.9299751864	4.7e-11
2.330	0.9282217405	4.5e-11
2.340	0.9265188174	4.3e-11
2.350	0.9248652650	4.1e-11
2.360	0.9232599641	4.0e-11
2.370	0.9217018270	3.8e-11
2.380	0.9201897972	3.6e-11
2.390	0.9187228474	3.4e-11
2.400	0.9172999792	3.3e-11
2.410	0.9159202219	3.1e-11
2.420	0.9145826313	3.0e-11
2.430	0.9132862894	2.8e-11
2.440	0.9120303029	2.7e-11
2.450	0.9108138027	2.6e-11
2.460	0.9096359433	2.5e-11
2.470	0.9084959017	2.3e-11
2.480	0.9073928766	2.2e-11
2.490	0.9063260881	2.1e-11
2.500	0.9052947768	2.0e-11
2.510	0.9042982029	1.9e-11
2.520	0.9033356462	1.8e-11
2.530	0.9024064047	1.7e-11
2.540	0.9015097948	1.7e-11
2.550	0.9006451501	1.6e-11
2.560	0.8998118212	1.5e-11
2.570	0.8990091751	1.4e-11
2.580	0.8982365947	1.4e-11
2.590	0.8974934784	1.3e-11
2.600	0.8967792395	1.2e-11
2.610	0.8960933056	1.2e-11
2.620	0.8954351186	1.1e-11
2.630	0.8948041341	1.1e-11
2.640	0.8941998206	1.0e-11
2.650	0.8936216597	9.7e-12
2.660	0.8930691456	9.3e-12
2.670	0.8925417841	9.0e-12
2.680	0.8920390934	8.6e-12
2.690	0.8915606025	8.4e-12
2.700	0.8911058520	8.1e-12
2.710	0.8906743929	7.9e-12
2.720	0.8902657869	7.8e-12
2.730	0.8898796057	7.8e-12
2.740	0.8895154309	7.9e-12
2.750	0.8891728538	8.0e-12
2.760	0.8888514750	8.2e-12
2.770	0.8885509042	8.3e-12
2.780	0.8882707597	8.5e-12
2.790	0.8880106688	8.7e-12
2.800	0.8877702667	8.9e-12
2.810	0.8875491970	9.1e-12
2.820	0.8873471112	9.3e-12
2.830	0.8871636683	9.6e-12
2.840	0.8869985351	9.8e-12
2.850	0.8868513852	1.0e-11
2.860	0.8867218998	1.0e-11
2.870	0.8866097667	1.1e-11
2.880	0.8865146805	1.1e-11
2.890	0.8864363423	1.1e-11
2.900	0.8863744597	1.1e-11
2.910	0.8863287464	1.1e-11
2.920	0.8862989222	1.2e-11
2.930	0.8862847126	1.2e-11
2.940	0.8862858492	1.2e-11
2.950	0.8863020690	1.2e-11
2.960	0.8863331144	1.3e-11
2.970	0.8863787333	1.3e-11
2.980	0.8864386785	1.3e-11
2.990	0.8865127081	1.3e-11
3.000	0.8866005850	1.3e-11
3.010	0.8867020772	1.4e-11
3.020	0.8868169568	1.4e-11
3.030	0.8869450012	1.4e-11
3.040	0.8870859916	1.4e-11
3.050	0.8872397140	1.4e-11
