T[MeV]	f_value	f_error
0.600	0.7196254939	5.0e-11
0.610	0.7196599796	4.8e-11
0.620	0.7201775188	4.4e-11
0.630	0.7211435087	4.1e-11
0.640	0.7225267868	4.0e-11
0.650	0.7242992175	3.8e-11
0.660	0.7264353370	3.6e-11
0.670	0.7289120452	3.5e-11
0.680	0.7317083395	3.4e-11
0.690	0.7348050825	3.2e-11
0.700	0.7381848006	3.0e-11
0.710	0.7418315062	2.9e-11
0.720	0.7457305437	2.8e-11
0.730	0.7498684523	2.6e-11
0.740	0.7542328466	2.6e-11
0.750	0.7588123104	2.4e-11
0.760	0.7635963026	2.4e-11
0.770	0.7685750740	2.3e-11
0.780	0.7737395932	2.3e-11
0.790	0.7790814808	2.1e-11
0.800	0.7845929502	2.1e-11
0.810	0.7902667548	2.0e-11
0.820	0.7960961413	2.0e-11
0.830	0.8020748064	1.9e-11
0.840	0.8081968595	1.9e-11
0.850	0.8144567877	1.8e-11
0.860	0.8208494250	1.7e-11
0.870	0.8273699242	1.6e-11
0.880	0.8340137315	1.6e-11
0.890	0.8407765634	1.6e-11
0.900	0.8476543858	1.6e-11
0.910	0.8546433949	1.6e-11
0.920	0.8617400001	1.5e-11
0.930	0.8689408077	1.5e-11
0.940	0.8762426069	1.5e-11
0.950	0.8836423565	1.4e-11
0.960	0.8911371725	1.4e-11
0.970	0.8987243176	1.3e-11
0.980	0.9064011903	1.2e-11
0.990	0.9141653161	1.2e-11
1.000	0.9220143388	1.2e-11
1.010	0.9299460123	1.2e-11
1.020	0.9379581937	1.2e-11
1.030	0.9460488362	1.2e-11
1.040	0.9542159831	1.1e-11
1.050	0.9624577622	1.1e-11
1.060	0.9707723798	1.0e-11
1.070	0.9791581168	1.0e-11
1.080	0.9876133231	9.4e-12
1.090	0.9961364141	1.0e-11
1.100	1.0047258664	9.6e-12
1.110	1.0133802142	9.5e-12
1.120	1.0220980462	9.4e-12
1.130	1.0308780018	9.2e-12
1.140	1.0397187687	1.0e-10
1.150	1.0486190800	1.0e-10
1.160	1.0575777116	1.0e-10
1.170	1.0665934798	1.0e-10
1.180	1.0756652391	1.0e-10
1.190	1.0847918800	9.9e-11
1.200	1.0939723273	9.8e-11
1.210	1.1032055381	9.6e-11
1.220	1.1124905001	9.5e-11
1.230	1.1218262299	9.4e-11
1.240	1.1312117718	9.2e-11
