T[MeV]	f_value	f_error
0.600	2.6372852206	1.8e-10
0.610	2.4550020993	1.6e-10
0.620	2.2924522985	1.4e-10
0.630	2.1470061105	1.3e-10
0.640	2.0164436022	1.1e-10
0.650	1.8988824744	1.0e-10
0.660	1.7927199599	9.3e-11
0.670	1.6965857862	8.5e-11
0.680	1.6093039082	7.8e-11
0.690	1.5298612263	7.1e-11
0.700	1.4573818990	6.5e-11
0.710	1.3911061564	6.0e-11
0.720	1.3303727523	5.6e-11
0.730	1.2746043712	5.2e-11
0.740	1.2232954449	4.8e-11
0.750	1.1760019431	4.5e-11
0.760	1.1323327865	4.2e-11
0.770	1.0919425992	4.0e-11
0.780	1.0545255722	3.8e-11
0.790	1.0198102489	3.6e-11
0.800	0.9875550813	3.5e-11
0.810	0.9575446311	3.4e-11
0.820	0.9295863128	3.3e-11
0.830	0.9035075936	3.2e-11
0.840	0.8791535783	3.1e-11
0.850	0.8563849227	3.1e-11
0.860	0.8350760245	3.1e-11
0.870	0.8151134514	3.1e-11
0.880	0.7963945724	5.9e-11
0.890	0.7788263629	4.1e-11
0.900	0.7623243586	3.2e-11
0.910	0.7468117386	3.3e-11
0.920	0.7322185201	3.3e-11
0.930	0.7184808480	3.4e-11
0.940	0.7055403692	3.5e-11
0.950	0.6933436786	3.6e-11
0.960	0.6818418291	3.7e-11
0.970	0.6709898955	3.8e-11
0.980	0.6607465886	3.9e-11
0.990	0.6510739093	4.1e-11
1.000	0.6419368421	4.2e-11
1.010	0.6333030797	4.3e-11
1.020	0.6251427771	4.4e-11
1.030	0.6174283310	4.5e-11
1.040	0.6101341821	4.6e-11
1.050	0.6032366365	4.7e-11
1.060	0.5967137057	4.8e-11
1.070	0.5905449616	4.8e-11
1.080	0.5847114064	4.9e-11
1.090	0.5791953539	5.0e-11
1.100	0.5739803228	5.0e-11
1.110	0.5690509396	5.0e-11
1.120	0.5643928506	5.1e-11
1.130	0.5599926419	5.1e-11
1.140	0.5558377663	5.1e-11
1.150	0.5519164772	5.0e-11
1.160	0.5482177678	5.0e-11
1.170	0.5447313160	5.0e-11
1.180	0.5414474337	4.3e-11
1.190	0.5383570205	3.3e-11
1.200	0.5354515214	2.6e-11
1.210	0.5327228880	5.2e-11
1.220	0.5301635424	5.1e-11
1.230	0.5277663450	4.9e-11
1.240	0.5255245636	4.8e-11
1.250	0.5234318463	4.7e-11
1.260	0.5214821955	4.6e-11
1.270	0.5196699443	4.4e-11
1.280	0.5179897347	4.3e-11
1.290	0.5164364977	4.2e-11
1.300	0.5150054343	4.1e-11
1.310	0.5136919983	4.0e-11
1.320	0.5124918806	3.9e-11
1.330	0.5114009943	3.8e-11
1.340	0.5104154605	3.7e-11
1.350	0.5095315961	3.7e-11
1.360	0.5087459017	3.6e-11
1.370	0.5080550507	3.5e-11
1.380	0.5074558786	3.4e-11
1.390	0.5069453740	3.3e-11
1.400	0.5065206694	3.3e-11
1.410	0.5061790328	3.2e-11
1.420	0.5059178603	3.1e-11
1.430	0.5057346684	3.1e-11
1.440	0.5056270875	3.0e-11
1.450	0.5055928557	2.9e-11
1.460	0.5056298123	2.9e-11
1.470	0.5057358931	2.8e-11
1.480	0.5059091246	2.8e-11
1.490	0.5061476190	2.7e-11
1.500	0.5064495704	2.7e-11
1.510	0.5068132496	2.6e-11
1.520	0.5072370009	2.6e-11
1.530	0.5077192375	2.5e-11
1.540	0.5082584387	2.5e-11
1.550	0.5088531461	2.4e-11
1.560	0.5095019605	2.4e-11
1.570	0.5102035392	2.4e-11
1.580	0.5109565929	2.3e-11
1.590	0.5117598831	2.3e-11
1.600	0.5126122198	2.2e-11
1.610	0.5135124592	2.2e-11
1.620	0.5144595012	2.2e-11
1.630	0.5154522875	2.1e-11
1.640	0.5164897995	2.1e-11
1.650	0.5175710568	2.1e-11
1.660	0.5186951150	2.0e-11
1.670	0.5198610642	2.0e-11
