T[MeV]	f_value	f_error
1.000	7.7028451009	2.4e-10
1.010	7.3603955380	3.1e-10
1.020	7.0416236917	3.7e-10
1.030	6.7444800959	4.2e-10
1.040	6.4671246376	4.6e-10
1.050	6.2079021841	5.0e-10
1.060	5.9653213718	5.4e-10
1.070	5.7380361066	5.6e-10
1.080	5.5248293955	2.7e-11
1.090	5.3245991875	2.6e-11
1.100	5.1363459487	5.0e-10
1.110	4.9591617395	1.9e-10
1.120	4.7922205926	2.7e-11
1.130	4.6347700226	1.2e-10
1.140	4.4861235209	3.0e-10
1.150	4.3456539087	1.9e-11
1.160	4.2127874411	1.8e-11
1.170	4.0869985693	1.7e-11
1.180	3.9678052777	1.6e-11
1.190	3.8547649288	1.5e-11
1.200	3.7474705531	1.5e-11
1.210	3.6455475327	1.4e-11
1.220	3.5486506312	1.3e-11
1.230	3.4564613305	1.3e-11
1.240	3.3686854402	1.2e-11
1.250	3.2850509470	1.2e-11
1.260	3.2053060791	1.1e-11
1.270	3.1292175612	1.1e-11
1.280	3.0565690388	1.1e-11
1.290	2.9871596541	1.0e-11
1.300	2.9208027581	1.0e-11
1.310	2.8573247422	9.7e-12
1.320	2.7965639802	2.8e-10
1.330	2.7383698657	2.6e-10
1.340	2.6826019382	2.4e-10
1.350	2.6291290872	2.3e-10
1.360	2.5778288271	2.1e-10
1.370	2.5285866356	2.0e-10
1.380	2.4812953503	1.9e-10
1.390	2.4358546162	1.7e-10
1.400	2.3921703812	1.6e-10
1.410	2.3501544333	1.5e-10
1.420	2.3097239770	1.4e-10
1.430	2.2708012440	1.3e-10
1.440	2.2333131364	1.2e-10
1.450	2.1971908979	1.1e-10
1.460	2.1623698124	1.0e-10
1.470	2.1287889249	9.2e-11
1.480	2.0963907859	8.4e-11
1.490	2.0651212147	7.7e-11
1.500	2.0349290810	7.0e-11
1.510	2.0057661033	6.4e-11
1.520	1.9775866626	5.8e-11
1.530	1.9503476296	5.2e-11
1.540	1.9240082049	4.7e-11
1.550	1.8985297712	4.3e-11
1.560	1.8738757557	3.8e-11
1.570	1.8500115028	3.4e-11
1.580	1.8269041555	3.1e-11
1.590	1.8045225455	2.7e-11
1.600	1.7828370912	2.4e-11
1.610	1.7618197018	2.1e-11
1.620	1.7414436891	1.9e-11
1.630	1.7216836846	1.6e-11
1.640	1.7025155626	1.4e-11
1.650	1.6839163680	1.2e-11
1.660	1.6658642497	1.1e-11
1.670	1.6483383971	9.1e-12
1.680	1.6313189819	7.8e-12
1.690	1.6147871035	6.6e-12
1.700	1.5987247368	5.6e-12
1.710	1.5831146851	4.8e-12
1.720	1.5679405344	4.2e-12
1.730	1.5531866114	3.8e-12
1.740	1.5388379436	3.8e-12
1.750	1.5248802226	4.1e-12
1.760	1.5112997690	4.5e-12
1.770	1.4980834991	5.0e-12
1.780	1.4852188948	5.5e-12
1.790	1.4726939742	6.0e-12
1.800	1.4604972643	6.5e-12
1.810	1.4486177754	7.1e-12
1.820	1.4370449770	7.6e-12
1.830	1.4257687745	8.2e-12
1.840	1.4147794885	8.7e-12
1.850	1.4040678339	9.2e-12
1.860	1.3936249008	9.7e-12
1.870	1.3834421368	1.0e-11
1.880	1.3735113296	1.1e-11
1.890	1.3638245910	1.1e-11
1.900	1.3543743417	1.2e-11
1.910	1.3451532968	1.2e-11
1.920	1.3361544520	1.2e-11
1.930	1.3273710712	1.3e-11
1.940	1.3187966738	1.3e-11
1.950	1.3104250232	1.3e-11
1.960	1.3022501160	1.4e-11
1.970	1.2942661714	1.4e-11
1.980	1.2864676216	1.4e-11
1.990	1.2788491020	1.4e-11
2.000	1.2714054429	1.5e-11
2.010	1.2641316604	1.5e-11
2.020	1.2570229490	1.5e-11
2.030	1.2500746736	1.5e-11
2.040	1.2432823623	1.5e-11
2.050	1.2366416997	1.5e-11
2.060	1.2301485202	1.6e-11
2.070	1.2237988019	1.6e-11
2.080	1.2175886604	1.6e-11
2.090	1.2115143434	1.6e-11
2.100	1.2055722255	1.6e-11
2.110	1.1997588026	1.6e-11
2.120	1.1940706871	1.6e-11
2.130	1.1885046039	1.6e-11
2.140	1.1830573850	1.6e-11
2.150	1.1777259659	1.6e-11
2.160	1.1725073814	1.6e-11
2.170	1.1673987616	1.6e-11
2.180	1.1623973286	1.6e-11
2.190	1.1575003925	1.6e-11
2.200	1.1527053482	1.1e-10
2.210	1.1480096724	1.1e-10
2.220	1.1434109203	1.0e-10
2.230	1.1389067227	1.0e-10
2.240	1.1344947834	9.7e-11
2.250	1.1301728761	9.3e-11
2.260	1.1259388420	8.9e-11
2.270	1.1217905878	8.6e-11
2.280	1.1177260825	8.2e-11
2.290	1.1137433557	7.9e-11
2.300	1.1098404955	7.6e-11
2.310	1.1060156459	7.3e-11
2.320	1.1022670055	7.0e-11
2.330	1.0985928249	6.7e-11
2.340	1.0949914054	6.4e-11
2.350	1.0914610971	6.2e-11
2.360	1.0880002970	5.9e-11
2.370	1.0846074475	5.7e-11
2.380	1.0812810353	5.5e-11
2.390	1.0780195890	5.2e-11
2.400	1.0748216785	5.0e-11
2.410	1.0716859133	4.8e-11
2.420	1.0686109410	4.6e-11
2.430	1.0655954463	4.4e-11
2.440	1.0626381498	4.3e-11
2.450	1.0597378065	4.1e-11
2.460	1.0568932052	3.9e-11
2.470	1.0541031668	3.8e-11
2.480	1.0513665436	3.6e-11
2.490	1.0486822185	3.5e-11
2.500	1.0460491036	3.3e-11
2.510	1.0434661394	3.2e-11
2.520	1.0409322941	3.0e-11
2.530	1.0384465625	2.9e-11
2.540	1.0360079652	2.8e-11
2.550	1.0336155482	2.7e-11
2.560	1.0312683813	2.6e-11
2.570	1.0289655581	2.5e-11
2.580	1.0267061952	2.4e-11
2.590	1.0244894308	2.3e-11
2.600	1.0223144252	2.2e-11
2.610	1.0201803589	2.1e-11
2.620	1.0180864331	2.0e-11
2.630	1.0160318683	1.9e-11
2.640	1.0140159040	1.8e-11
2.650	1.0120377984	1.7e-11
2.660	1.0100968274	1.7e-11
2.670	1.0081922843	1.6e-11
2.680	1.0063234794	1.5e-11
2.690	1.0044897392	1.5e-11
2.700	1.0026904063	1.4e-11
2.710	1.0009248388	1.3e-11
2.720	0.9991924097	1.3e-11
2.730	0.9974925066	1.2e-11
2.740	0.9958245315	1.2e-11
2.750	0.9941879000	1.1e-11
2.760	0.9925820412	1.1e-11
2.770	0.9910063971	1.0e-11
2.780	0.9894604227	1.0e-11
2.790	0.9879435851	9.7e-12
2.800	0.9864553633	9.3e-12
2.810	0.9849952482	9.0e-12
2.820	0.9835627420	8.6e-12
2.830	0.9821573579	8.4e-12
2.840	0.9807786198	8.1e-12
2.850	0.9794260622	7.8e-12
2.860	0.9780992298	7.6e-12
2.870	0.9767976771	7.4e-12
2.880	0.9755209682	7.3e-12
2.890	0.9742686768	7.2e-12
2.900	0.9730403857	7.2e-12
2.910	0.9718356866	7.2e-12
2.920	0.9706541798	7.2e-12
2.930	0.9694954742	7.2e-12
2.940	0.9683591870	7.2e-12
2.950	0.9672449432	7.2e-12
2.960	0.9661523759	7.3e-12
2.970	0.9650811257	7.3e-12
2.980	0.9640308406	7.4e-12
2.990	0.9630011761	7.4e-12
3.000	0.9619917944	7.5e-12
3.010	0.9610023650	7.5e-12
3.020	0.9600325639	7.6e-12
3.030	0.9590820737	7.7e-12
3.040	0.9581505834	7.7e-12
3.050	0.9572377884	7.8e-12
3.060	0.9563433900	7.9e-12
3.070	0.9554670955	7.9e-12
3.080	0.9546086180	8.0e-12
3.090	0.9537676765	8.1e-12
3.100	0.9529439951	8.1e-12
3.110	0.9521373037	8.2e-12
3.120	0.9513473374	8.3e-12
3.130	0.9505738361	8.3e-12
3.140	0.9498165452	8.4e-12
3.150	0.9490752148	8.5e-12
3.160	0.9483495997	8.5e-12
3.170	0.9476394595	8.6e-12
3.180	0.9469445585	8.7e-12
3.190	0.9462646652	8.7e-12
3.200	0.9455995527	8.8e-12
3.210	0.9449489982	8.9e-12
3.220	0.9443127833	8.9e-12
3.230	0.9436906933	9.0e-12
3.240	0.9430825178	9.0e-12
3.250	0.9424880504	9.1e-12
3.260	0.9419070880	9.1e-12
3.270	0.9413394318	9.2e-12
3.280	0.9407848863	9.3e-12
3.290	0.9402432597	9.3e-12
3.300	0.9397143636	9.4e-12
3.310	0.9391980129	9.4e-12
3.320	0.9386940262	9.5e-12
3.330	0.9382022250	9.5e-12
3.340	0.9377224342	9.5e-12
3.350	0.9372544816	9.6e-12
3.360	0.9367981984	9.6e-12
3.370	0.9363534184	9.7e-12
3.380	0.9359199785	9.7e-12
3.390	0.9354977186	9.8e-12
3.400	0.9350864812	9.8e-12
3.410	0.9346861117	9.8e-12
3.420	0.9342964579	9.9e-12
3.430	0.9339173705	9.9e-12
3.440	0.9335487028	9.9e-12
3.450	0.9331903103	1.0e-11
3.460	0.9328420514	1.0e-11
3.470	0.9325037865	1.0e-11
3.480	0.9321753787	1.0e-11
3.490	0.9318566933	1.0e-11
3.500	0.9315475977	1.0e-11
3.510	0.9312479617	1.0e-11
