T[MeV]	f_value	f_error
0.600	107.2743085593	5.8e-09
0.610	91.2265107156	4.7e-09
0.620	78.0610369742	3.8e-09
0.630	67.1896596906	3.1e-09
0.640	58.1568422284	2.6e-09
0.650	50.6072323266	2.2e-09
0.660	44.2616973977	1.8e-09
0.670	38.8995162521	1.5e-09
0.680	34.3450446936	1.3e-09
0.690	30.4576580697	1.1e-09
0.700	27.1241123302	9.4e-10
0.710	24.2527030467	8.1e-10
0.720	21.7687704256	7.0e-10
0.730	19.6112187356	6.1e-10
0.740	17.7298051933	5.4e-10
0.750	16.0830161279	4.8e-10
0.760	14.6363940591	4.3e-10
0.770	13.3612129779	3.9e-10
0.780	12.2334240083	3.5e-10
0.790	11.2328121405	3.8e-10
0.800	10.3423185871	3.0e-10
0.810	9.5474937448	2.9e-10
0.820	8.8360536419	2.7e-10
0.830	8.1975187649	2.6e-10
0.840	7.6229187538	2.6e-10
0.850	7.1045499944	2.5e-10
0.860	6.6357758678	2.5e-10
0.870	6.2108615385	2.5e-10
0.880	5.8248368177	2.5e-10
0.890	5.4733819353	2.6e-10
0.900	5.1527320710	2.6e-10
0.910	4.8595973056	2.7e-10
0.920	4.5910952866	2.7e-10
0.930	4.3446944176	2.8e-10
0.940	4.1181657809	2.9e-10
0.950	3.9095423362	3.0e-10
0.960	3.7170841950	3.0e-10
0.970	3.5392489859	3.1e-10
0.980	3.3746664989	3.2e-10
0.990	3.2221169326	3.7e-11
1.000	3.0805121886	3.4e-11
1.010	2.9488797446	3.2e-11
1.020	2.8263487197	3.0e-11
1.030	2.7121378048	2.8e-11
1.040	2.6055447868	2.6e-10
1.050	2.5059374345	2.4e-10
1.060	2.4127455536	2.3e-10
1.070	2.3254540460	2.1e-10
1.080	2.2435968350	2.0e-10
1.090	2.1667515363	1.8e-10
1.100	2.0945347768	1.7e-10
1.110	2.0265980720	1.6e-10
1.120	1.9626241914	1.5e-10
1.130	1.9023239462	1.4e-10
1.140	1.8454333470	1.4e-10
1.150	1.7917110834	1.3e-10
1.160	1.7409362866	1.2e-10
1.170	1.6929065389	1.1e-10
1.180	1.6474361005	1.1e-10
1.190	1.6043543278	1.0e-10
1.200	1.5635042600	9.7e-11
1.210	1.5247413539	9.2e-11
1.220	1.4879323509	8.7e-11
1.230	1.4529542599	8.3e-11
1.240	1.4196934431	7.9e-11
1.250	1.3880447937	7.5e-11
1.260	1.3579109951	7.1e-11
1.270	1.3292018525	6.8e-11
1.280	1.3018336888	6.5e-11
1.290	1.2757287989	6.2e-11
1.300	1.2508149554	5.9e-11
1.310	1.2270249599	5.6e-11
1.320	1.2042962368	5.4e-11
1.330	1.1825704635	5.2e-11
1.340	1.1617932341	4.9e-11
1.350	1.1419137533	4.7e-11
1.360	1.1228845579	4.5e-11
1.370	1.1046612613	4.4e-11
1.380	1.0872023218	4.2e-11
1.390	1.0704688292	4.0e-11
1.400	1.0544243108	3.9e-11
1.410	1.0390345528	3.7e-11
1.420	1.0242674367	3.6e-11
1.430	1.0100927895	3.4e-11
1.440	0.9964822457	3.3e-11
1.450	0.9834091205	3.2e-11
1.460	0.9708482934	3.1e-11
1.470	0.9587761004	3.0e-11
1.480	0.9471702352	2.9e-11
1.490	0.9360096578	2.8e-11
1.500	0.9252745099	2.7e-11
1.510	0.9149460374	2.6e-11
1.520	0.9050065177	2.5e-11
1.530	0.8954391935	2.4e-11
1.540	0.8862282103	2.3e-11
1.550	0.8773585601	2.3e-11
1.560	0.8688160272	2.2e-11
1.570	0.8605871396	2.1e-11
1.580	0.8526591228	2.1e-11
1.590	0.8450198572	2.0e-11
1.600	0.8376578387	1.9e-11
1.610	0.8305621416	1.9e-11
1.620	0.8237223843	1.8e-11
1.630	0.8171286974	1.8e-11
1.640	0.8107716934	1.7e-11
1.650	0.8046424396	1.7e-11
1.660	0.7987324312	1.6e-11
1.670	0.7930335676	1.6e-11
1.680	0.7875381293	1.5e-11
1.690	0.7822387569	1.5e-11
1.700	0.7771284310	1.5e-11
1.710	0.7722004536	1.4e-11
1.720	0.7674484307	1.4e-11
1.730	0.7628662559	1.4e-11
1.740	0.7584480947	1.3e-11
1.750	0.7541883708	1.3e-11
1.760	0.7500817517	1.3e-11
1.770	0.7461231367	1.2e-11
1.780	0.7423076443	1.2e-11
1.790	0.7386306016	1.2e-11
1.800	0.7350875331	1.1e-11
1.810	0.7316741510	1.1e-11
1.820	0.7283863460	1.1e-11
1.830	0.7252201780	1.1e-11
1.840	0.7221718682	1.0e-11
1.850	0.7192377908	1.0e-11
1.860	0.7164144662	9.9e-12
1.870	0.7136985530	9.7e-12
1.880	0.7110868425	9.5e-12
1.890	0.7085762515	9.3e-12
1.900	0.7061638171	9.1e-12
1.910	0.7038466904	8.9e-12
1.920	0.7016221319	8.7e-12
1.930	0.6994875060	8.6e-12
1.940	0.6974402766	8.4e-12
1.950	0.6954780021	8.2e-12
1.960	0.6935983318	8.1e-12
1.970	0.6917990013	7.9e-12
1.980	0.6900778289	7.7e-12
1.990	0.6884327121	7.6e-12
2.000	0.6868616238	7.4e-12
2.010	0.6853626093	7.3e-12
2.020	0.6839337833	7.2e-12
2.030	0.6825733264	7.0e-12
2.040	0.6812794828	6.9e-12
2.050	0.6800505576	6.8e-12
2.060	0.6788849139	6.7e-12
2.070	0.6777809707	6.5e-12
2.080	0.6767372005	6.4e-12
2.090	0.6757521271	6.3e-12
2.100	0.6748243236	6.2e-12
2.110	0.6739524101	6.1e-12
2.120	0.6731350522	6.0e-12
2.130	0.6723709590	5.9e-12
2.140	0.6716588815	5.8e-12
2.150	0.6709976105	5.7e-12
2.160	0.6703859759	5.6e-12
2.170	0.6698228441	5.5e-12
2.180	0.6693071177	6.7e-11
2.190	0.6688377332	6.5e-11
2.200	0.6684136602	6.4e-11
2.210	0.6680339000	6.3e-11
2.220	0.6676974846	6.2e-11
2.230	0.6674034751	6.1e-11
2.240	0.6671509612	6.1e-11
2.250	0.6669390596	6.0e-11
2.260	0.6667669134	5.9e-11
2.270	0.6666336910	5.8e-11
2.280	0.6665385851	5.7e-11
2.290	0.6664808120	5.6e-11
2.300	0.6664596106	5.5e-11
2.310	0.6664742417	5.5e-11
2.320	0.6665239871	5.4e-11
2.330	0.6666081491	5.3e-11
2.340	0.6667260495	5.2e-11
2.350	0.6668770291	5.2e-11
2.360	0.6670604470	5.1e-11
2.370	0.6672756800	5.0e-11
2.380	0.6675221220	4.9e-11
2.390	0.6677991832	4.9e-11
2.400	0.6681062899	4.8e-11
2.410	0.6684428838	4.7e-11
2.420	0.6688084215	4.7e-11
2.430	0.6692023739	4.6e-11
2.440	0.6696242259	4.6e-11
2.450	0.6700734758	4.5e-11
2.460	0.6705496351	4.4e-11
2.470	0.6710522277	4.4e-11
2.480	0.6715807897	4.3e-11
2.490	0.6721348693	4.3e-11
2.500	0.6727140258	4.2e-11
2.510	0.6733178298	4.2e-11
2.520	0.6739458625	4.1e-11
2.530	0.6745977154	4.1e-11
2.540	0.6752729904	4.0e-11
2.550	0.6759712989	4.0e-11
2.560	0.6766922617	3.9e-11
2.570	0.6774355090	3.9e-11
2.580	0.6782006798	3.8e-11
2.590	0.6789874215	3.8e-11
2.600	0.6797953903	3.8e-11
2.610	0.6806242501	3.7e-11
2.620	0.6814736729	3.7e-11
2.630	0.6823433382	3.6e-11
2.640	0.6832329330	3.6e-11
2.650	0.6841421516	3.6e-11
2.660	0.6850706950	3.5e-11
2.670	0.6860182712	3.5e-11
