T[MeV]	f_value	f_error
0.600	2549937482.6646471024	1.4e-01
0.610	1426066418.1258366108	6.9e-02
0.620	815228218.5266497135	3.4e-02
0.630	475844308.5173727274	1.7e-02
0.640	283298701.7403073311	9.0e-03
0.650	171867823.3066080511	4.8e-03
0.660	106149368.3474234641	2.6e-03
0.670	66686817.8040641844	1.4e-03
0.680	42580598.5396679863	8.0e-04
0.690	27612331.2268896848	4.5e-04
0.700	18172040.6738777272	2.6e-04
0.710	12128900.8553191163	1.5e-04
0.720	8205043.6502932785	9.2e-05
0.730	5622406.6387194982	5.6e-05
0.740	3900320.3009598986	3.4e-05
0.750	2737683.8180081863	2.1e-05
0.760	1943355.7029117537	1.3e-05
0.770	1394440.9899145600	8.5e-06
0.780	1010952.4186416285	5.5e-06
0.790	740215.6828097134	3.6e-06
0.800	547150.4924059629	5.3e-05
0.810	408140.1256209852	3.5e-05
0.820	307119.4662372276	2.4e-05
0.830	233050.7518149583	1.6e-05
0.840	178277.2228624664	1.1e-05
0.850	137438.2240437613	7.5e-06
0.860	106747.1542858998	1.0e-05
0.870	83506.2917519361	7.1e-06
0.880	65777.7660125409	6.3e-06
0.890	52158.4315282894	4.5e-06
0.900	41624.5058966313	3.2e-06
0.910	33423.4625664185	2.3e-06
0.920	26998.2018706477	1.7e-06
0.930	21933.4508483968	1.3e-06
0.940	17917.5921031018	9.3e-07
0.950	14715.2837774346	6.9e-07
0.960	12147.6826169545	5.2e-07
0.970	10078.0622153645	9.4e-07
0.980	8401.2861775637	7.1e-07
0.990	7036.0541057989	5.4e-07
1.000	5919.1549963028	4.1e-07
1.010	5001.1830485505	3.2e-07
1.020	4243.3253388004	2.5e-07
1.030	3614.9397456063	1.9e-07
1.040	3091.7188385459	1.5e-07
1.050	2654.2906651351	1.2e-07
1.060	2287.1470475601	9.3e-08
1.070	1977.8186733388	7.3e-08
1.080	1716.2371014313	5.8e-08
1.090	1494.2390318768	4.7e-08
1.100	1305.1793729520	3.7e-08
1.110	1143.6279000546	3.0e-08
1.120	1005.1304310146	2.4e-08
1.130	886.0200147728	2.0e-08
1.140	783.2670567172	1.6e-08
1.150	694.3598835449	1.3e-08
1.160	617.2092013855	1.1e-08
1.170	550.0713828195	8.9e-09
1.180	491.4866489163	7.4e-09
1.190	440.2290784417	6.1e-09
1.200	395.2660425226	1.4e-08
1.210	355.7251774691	4.2e-09
1.220	320.8674072513	3.0e-08
1.230	290.0648374397	2.5e-08
1.240	262.7825848329	2.5e-08
1.250	238.5637969146	2.1e-08
1.260	217.0172647761	1.8e-08
1.270	197.8071510756	1.5e-08
1.280	180.6444479966	1.3e-08
1.290	165.2798544025	1.1e-08
1.300	151.4978205245	9.3e-09
1.310	139.1115558209	1.4e-08
1.320	127.9588335606	1.2e-08
1.330	117.8984562256	1.0e-08
1.340	108.8072703810	8.7e-09
1.350	100.5776396283	7.6e-09
1.360	93.1153003736	6.5e-09
1.370	86.3375382930	5.7e-09
1.380	80.1716340920	4.9e-09
1.390	74.5535359163	4.3e-09
1.400	69.4267229587	3.8e-09
