T[MeV]	f_value	f_error
1.000	1.1267143917	4.4e-13
1.010	1.1144536987	4.3e-13
1.020	1.1027794328	4.1e-13
1.030	1.0916586648	3.9e-13
1.040	1.0810607666	3.8e-13
1.050	1.0709572202	3.6e-13
1.060	1.0613214449	3.5e-13
1.070	1.0521286405	3.4e-13
1.080	1.0433556453	3.2e-13
1.090	1.0349808072	3.1e-13
1.100	1.0269838663	2.9e-13
1.110	1.0193458482	2.8e-13
1.120	1.0120489665	2.7e-13
1.130	1.0050765342	2.6e-13
1.140	0.9984128824	2.4e-13
1.150	0.9920432861	2.3e-13
1.160	0.9859538961	2.2e-13
1.170	0.9801316769	2.1e-13
1.180	0.9745643492	2.0e-13
1.190	0.9692403379	1.9e-13
1.200	0.9641487231	1.8e-13
1.210	0.9592791959	1.7e-13
1.220	0.9546220177	1.6e-13
1.230	0.9501679821	1.5e-13
1.240	0.9459083801	1.4e-13
1.250	0.9418349676	1.3e-13
1.260	0.9379399362	1.2e-13
1.270	0.9342158851	1.2e-13
1.280	0.9306557955	1.1e-13
1.290	0.9272530073	1.0e-13
1.300	0.9240011968	9.6e-14
1.310	0.9208943563	9.0e-14
1.320	0.9179267753	8.5e-14
1.330	0.9150930226	8.0e-14
1.340	0.9123879300	7.4e-14
1.350	0.9098065770	7.0e-14
1.360	0.9073442764	6.6e-14
1.370	0.9049965611	6.2e-14
1.380	0.9027591718	5.9e-14
1.390	0.9006280450	5.6e-14
1.400	0.8985993025	5.3e-14
1.410	0.8966692411	5.1e-14
1.420	0.8948343231	4.9e-14
1.430	0.8930911673	4.8e-14
1.440	0.8914365410	4.7e-14
1.450	0.8898673517	4.7e-14
1.460	0.8883806401	4.7e-14
1.470	0.8869735732	4.8e-14
1.480	0.8856434374	4.9e-14
1.490	0.8843876329	4.9e-14
1.500	0.8832036680	5.0e-14
1.510	0.8820891531	5.1e-14
1.520	0.8810417963	7.7e-11
1.530	0.8800593982	6.6e-11
1.540	0.8791398476	5.6e-11
1.550	0.8782811172	4.7e-11
1.560	0.8774812595	3.8e-11
1.570	0.8767384031	3.1e-11
1.580	0.8760507491	2.5e-11
1.590	0.8754165676	1.9e-11
1.600	0.8748341948	1.4e-11
1.610	0.8743020297	9.6e-12
1.620	0.8738185314	6.0e-12
1.630	0.8733822161	3.2e-12
1.640	0.8729916551	1.1e-12
1.650	0.8726454716	6.8e-14
1.660	0.8723423392	1.2e-12
1.670	0.8720809791	3.0e-12
1.680	0.8718601582	5.2e-12
1.690	0.8716786875	7.7e-12
1.700	0.8715354194	1.0e-11
1.710	0.8714292470	1.3e-11
1.720	0.8713591013	1.6e-11
1.730	0.8713239506	1.9e-11
1.740	0.8713227981	2.2e-11
1.750	0.8713546811	2.5e-11
1.760	0.8714186693	2.8e-11
1.770	0.8715138635	3.1e-11
1.780	0.8716393945	3.4e-11
1.790	0.8717944217	3.7e-11
1.800	0.8719781321	3.9e-11
1.810	0.8721897391	4.2e-11
1.820	0.8724284816	4.5e-11
1.830	0.8726936230	4.8e-11
1.840	0.8729844500	5.0e-11
1.850	0.8733002721	5.3e-11
1.860	0.8736404204	5.5e-11
