T[MeV]	f_value	f_error
1.000	1.1610972080	5.6e-13
1.010	1.1476719057	5.4e-13
1.020	1.1348877186	8.9e-11
1.030	1.1227082224	2.8e-11
1.040	1.1110995664	1.0e-12
1.050	1.1000302574	3.0e-11
1.060	1.0894709649	7.4e-11
1.070	1.0793943443	4.1e-13
1.080	1.0697748769	3.9e-13
1.090	1.0605887249	3.7e-13
1.100	1.0518135996	3.5e-13
1.110	1.0434286412	3.4e-13
1.120	1.0354143097	3.2e-13
1.130	1.0277522852	3.0e-13
1.140	1.0204253773	2.8e-13
1.150	1.0134174415	2.7e-13
1.160	1.0067133034	2.5e-13
1.170	1.0002986889	2.3e-13
1.180	0.9941601607	2.2e-13
1.190	0.9882850591	2.1e-13
1.200	0.9826614484	1.9e-13
1.210	0.9772780676	1.8e-13
1.220	0.9721242841	1.7e-13
1.230	0.9671900523	1.6e-13
1.240	0.9624658742	1.5e-13
1.250	0.9579427643	1.4e-13
1.260	0.9536122157	1.3e-13
1.270	0.9494661700	1.2e-13
1.280	0.9454969889	1.1e-13
1.290	0.9416974276	1.0e-13
1.300	0.9380606107	9.5e-14
1.310	0.9345800096	8.9e-14
1.320	0.9312494214	8.4e-14
1.330	0.9280629493	7.8e-14
1.340	0.9250149849	7.4e-14
1.350	0.9221001904	7.0e-14
1.360	0.9193134837	6.8e-14
1.370	0.9166500233	6.8e-14
1.380	0.9141051947	6.7e-14
1.390	0.9116745975	6.7e-14
1.400	0.9093540336	6.8e-14
1.410	0.9071394957	6.8e-14
1.420	0.9050271575	6.9e-14
1.430	0.9030133631	6.9e-14
1.440	0.9010946183	7.0e-14
1.450	0.8992675819	7.1e-14
1.460	0.8975290578	7.1e-14
1.470	0.8958759872	7.2e-14
1.480	0.8943054413	7.3e-14
1.490	0.8928146152	7.4e-14
1.500	0.8914008213	7.5e-14
1.510	0.8900614831	7.5e-14
1.520	0.8887941303	7.7e-14
1.530	0.8875963930	7.7e-14
1.540	0.8864659969	7.8e-14
1.550	0.8854007590	7.8e-14
1.560	0.8843985827	7.9e-14
1.570	0.8834574538	8.0e-14
1.580	0.8825754370	8.0e-14
1.590	0.8817506717	8.1e-14
1.600	0.8809813687	8.1e-14
1.610	0.8802658069	8.1e-14
1.620	0.8796023303	8.2e-14
1.630	0.8789893447	8.2e-14
1.640	0.8784253153	8.2e-14
1.650	0.8779087640	8.3e-14
1.660	0.8774382664	8.2e-14
1.670	0.8770124501	8.2e-14
1.680	0.8766299921	8.3e-14
1.690	0.8762896165	8.3e-14
1.700	0.8759900928	8.3e-14
1.710	0.8757302338	8.3e-14
1.720	0.8755088937	8.3e-14
1.730	0.8753249667	8.3e-14
1.740	0.8751773847	8.3e-14
1.750	0.8750651164	8.2e-14
1.760	0.8749871653	8.2e-14
1.770	0.8749425687	8.2e-14
1.780	0.8749303960	8.1e-14
1.790	0.8749497473	8.2e-14
1.800	0.8749997527	8.2e-14
1.810	0.8750795706	8.1e-14
1.820	0.8751883869	8.1e-14
1.830	0.8753254138	8.0e-14
1.840	0.8754898886	7.9e-14
1.850	0.8756810732	7.9e-14
1.860	0.8758982525	7.9e-14
1.870	0.8761407343	7.9e-14
1.880	0.8764078478	7.8e-14
1.890	0.8766989429	7.8e-14
1.900	0.8770133899	7.8e-14
1.910	0.8773505780	7.7e-14
1.920	0.8777099153	7.7e-14
1.930	0.8780908276	7.6e-14
1.940	0.8784927581	7.6e-14
1.950	0.8789151666	7.6e-14
1.960	0.8793575288	7.5e-14
1.970	0.8798193360	7.5e-14
1.980	0.8803000944	7.5e-14
1.990	0.8807993245	7.5e-14
2.000	0.8813165608	7.4e-14
2.010	0.8818513512	7.4e-14
2.020	0.8824032563	7.4e-14
2.030	0.8829718494	7.3e-14
2.040	0.8835567159	7.3e-14
2.050	0.8841574527	7.2e-14
2.060	0.8847736680	7.1e-14
2.070	0.8854049810	7.1e-14
