T[MeV]	f_value	f_error
0.600	300.3318547401	5.6e-10
0.610	248.4598255857	4.0e-10
0.620	207.1835047587	2.9e-10
0.630	174.0649400253	2.0e-10
0.640	147.2821672632	1.4e-10
0.650	125.4610798918	1.0e-10
0.660	107.5563005056	7.0e-11
0.670	92.7659360009	4.8e-11
0.680	80.4700022059	3.3e-11
0.690	70.1855446991	2.3e-11
0.700	61.5336469400	1.6e-11
0.710	54.2149774794	1.1e-11
0.720	47.9915234848	7.4e-12
0.730	42.6728427215	5.2e-12
0.740	38.1056416440	3.8e-12
0.750	34.1658202765	2.9e-12
0.760	30.7523597523	2.5e-12
0.770	27.7825958100	2.2e-12
0.780	25.1885416643	2.3e-12
0.790	22.9140104751	2.6e-12
0.800	20.9123508371	2.9e-12
0.810	19.1446550171	3.3e-12
0.820	17.5783338434	3.8e-12
0.830	16.1859775130	1.0e-11
0.840	14.9444405420	1.2e-09
0.850	13.8341033224	5.3e-12
0.860	12.8382735139	5.9e-12
0.870	11.9426986822	6.6e-12
0.880	11.1351678435	7.3e-12
0.890	10.4051843752	8.1e-12
0.900	9.7436964599	8.9e-12
0.910	9.1428741010	9.8e-12
0.920	8.5959239877	1.1e-11
0.930	8.0969352419	1.2e-11
0.940	7.6407504524	1.3e-11
0.950	7.2228574948	4.3e-10
0.960	6.8392984946	6.6e-11
0.970	6.4865929779	1.3e-10
0.980	6.1616728019	4.4e-10
0.990	5.8618268998	1.9e-11
1.000	5.5846542247	2.1e-11
1.010	5.3280235663	2.2e-11
1.020	5.0900391443	2.4e-11
1.030	4.8690110713	2.5e-11
1.040	4.6634299329	2.6e-11
1.050	4.4719448556	2.8e-11
1.060	4.2933445409	3.0e-11
1.070	4.1265408245	3.1e-11
1.080	3.9705543938	3.3e-11
1.090	3.8245023516	3.4e-11
1.100	3.6875873655	3.6e-11
1.110	3.5590881807	3.7e-11
1.120	3.4383513077	3.8e-11
1.130	3.3247837251	4.0e-11
1.140	3.2178464623	4.1e-11
1.150	3.1170489434	4.3e-11
1.160	3.0219439953	4.4e-11
1.170	2.9321234316	4.5e-11
1.180	2.8472141418	4.6e-11
1.190	2.7668746195	4.7e-11
1.200	2.6907918773	4.8e-11
1.210	2.6186786997	4.9e-11
1.220	2.5502711934	5.0e-11
1.230	2.4853265998	5.1e-11
1.240	2.4236213385	5.2e-11
1.250	2.3649492541	5.3e-11
1.260	2.3091200443	2.1e-10
1.270	2.2559578477	1.8e-10
1.280	2.2052999731	1.5e-10
1.290	2.1569957555	1.3e-10
1.300	2.1109055240	1.1e-10
1.310	2.0668996700	9.6e-11
1.320	2.0248578043	9.1e-11
1.330	1.9846679945	2.0e-10
1.340	1.9462260734	6.5e-11
1.350	1.9094350115	5.9e-11
1.360	1.8742043474	5.5e-11
1.370	1.8404496688	5.5e-11
1.380	1.8080921409	5.8e-11
1.390	1.7770580760	6.1e-11
1.400	1.7472785407	6.5e-11
1.410	1.7186889975	6.8e-11
1.420	1.6912289771	7.1e-11
1.430	1.6648417778	7.4e-11
1.440	1.6394741910	7.7e-11
1.450	1.6150762489	1.4e-10
1.460	1.5916009932	1.3e-10
1.470	1.5690042622	1.1e-10
1.480	1.5472444959	9.9e-11
1.490	1.5262825553	9.1e-11
1.500	1.5060815572	8.6e-11
1.510	1.4866067213	9.0e-11
1.520	1.4678252290	9.8e-11
1.530	1.4497060932	1.1e-10
1.540	1.4322200383	1.2e-10
1.550	1.4153393884	1.3e-10
1.560	1.3990379647	1.4e-10
1.570	1.3832909895	8.4e-11
1.580	1.3680749984	8.3e-11
1.590	1.3533677573	8.2e-11
1.600	1.3391481872	8.1e-11
1.610	1.3253962924	7.9e-11
1.620	1.3120930953	7.8e-11
1.630	1.2992205748	7.6e-11
1.640	1.2867616094	7.4e-11
1.650	1.2746999239	7.3e-11
1.660	1.2630200400	7.1e-11
1.670	1.2517072302	6.9e-11
1.680	1.2407474743	6.7e-11
1.690	1.2301274192	6.5e-11
1.700	1.2198343415	6.3e-11
1.710	1.2098561120	6.1e-11
1.720	1.2001811629	6.0e-11
1.730	1.1907984569	5.8e-11
1.740	1.1816974581	5.6e-11
1.750	1.1728681052	5.4e-11
1.760	1.1643007861	5.2e-11
1.770	1.1559863136	5.0e-11
1.780	1.1479159036	4.8e-11
1.790	1.1400811536	4.6e-11
1.800	1.1324740232	4.5e-11
1.810	1.1250868156	4.3e-11
1.820	1.1179121596	4.1e-11
1.830	1.1109429938	4.0e-11
1.840	1.1041725507	3.8e-11
1.850	1.0975943420	3.6e-11
1.860	1.0912021453	3.5e-11
1.870	1.0849899905	3.3e-11
1.880	1.0789521482	3.2e-11
1.890	1.0730831175	3.0e-11
1.900	1.0673776156	2.9e-11
1.910	1.0618305671	2.8e-11
1.920	1.0564370944	2.7e-11
1.930	1.0511925086	2.5e-11
1.940	1.0460923005	2.4e-11
1.950	1.0411321325	2.3e-11
1.960	1.0363078309	2.2e-11
1.970	1.0316153780	2.1e-11
1.980	1.0270509059	2.0e-11
1.990	1.0226106890	1.9e-11
2.000	1.0182911381	1.8e-11
2.010	1.0140887945	1.7e-11
2.020	1.0100003241	1.6e-11
2.030	1.0060225121	1.5e-11
2.040	1.0021522579	1.5e-11
2.050	0.9983865700	1.4e-11
2.060	0.9947225617	1.3e-11
2.070	0.9911574467	1.3e-11
2.080	0.9876885345	1.2e-11
2.090	0.9843132267	1.2e-11
2.100	0.9810290134	1.1e-11
2.110	0.9778334692	1.1e-11
2.120	0.9747242500	1.1e-11
2.130	0.9716990897	1.0e-11
2.140	0.9687557969	1.0e-11
2.150	0.9658922523	1.0e-11
2.160	0.9631064052	9.8e-12
2.170	0.9603962718	9.5e-11
2.180	0.9577599314	9.2e-11
2.190	0.9551955251	9.0e-11
2.200	0.9527012525	8.7e-11
2.210	0.9502753700	8.4e-11
2.220	0.9479161886	8.1e-11
2.230	0.9456220716	7.9e-11
2.240	0.9433914328	7.6e-11
2.250	0.9412227345	7.4e-11
2.260	0.9391144860	7.1e-11
2.270	0.9370652416	6.9e-11
2.280	0.9350735988	6.7e-11
2.290	0.9331381973	6.4e-11
2.300	0.9312577170	6.2e-11
2.310	0.9294308766	6.0e-11
2.320	0.9276564323	5.8e-11
2.330	0.9259331767	5.6e-11
2.340	0.9242599371	5.4e-11
2.350	0.9226355745	5.2e-11
2.360	0.9210589825	5.0e-11
2.370	0.9195290860	4.8e-11
2.380	0.9180448403	4.7e-11
2.390	0.9166052299	4.5e-11
2.400	0.9152092676	4.3e-11
2.410	0.9138559936	4.2e-11
2.420	0.9125444744	4.0e-11
2.430	0.9112738020	3.9e-11
2.440	0.9100430933	3.7e-11
2.450	0.9088514889	3.6e-11
2.460	0.9076981525	3.4e-11
2.470	0.9065822701	3.3e-11
2.480	0.9055030494	3.2e-11
2.490	0.9044597190	3.0e-11
2.500	0.9034515278	2.9e-11
2.510	0.9024777441	2.8e-11
2.520	0.9015376554	2.7e-11
2.530	0.9006305675	2.6e-11
2.540	0.8997558039	2.5e-11
2.550	0.8989127056	2.4e-11
2.560	0.8981006302	2.3e-11
2.570	0.8973189513	2.2e-11
2.580	0.8965670586	2.1e-11
2.590	0.8958443567	2.0e-11
2.600	0.8951502652	1.9e-11
2.610	0.8944842178	1.8e-11
2.620	0.8938456623	1.8e-11
2.630	0.8932340598	1.7e-11
2.640	0.8926488847	1.6e-11
2.650	0.8920896239	1.6e-11
2.660	0.8915557767	1.5e-11
2.670	0.8910468544	1.4e-11
2.680	0.8905623798	1.4e-11
2.690	0.8901018872	1.3e-11
2.700	0.8896649215	1.3e-11
2.710	0.8892510387	1.2e-11
2.720	0.8888598047	1.1e-11
2.730	0.8884907957	1.1e-11
2.740	0.8881435977	1.1e-11
2.750	0.8878178060	1.0e-11
2.760	0.8875130253	9.7e-12
2.770	0.8872288693	9.4e-12
2.780	0.8869649601	9.0e-12
2.790	0.8867209287	8.7e-12
2.800	0.8864964141	8.4e-12
2.810	0.8862910635	8.1e-12
2.820	0.8861045317	7.8e-12
2.830	0.8859364812	7.6e-12
2.840	0.8857865821	7.4e-12
2.850	0.8856545114	7.2e-12
2.860	0.8855399532	7.0e-12
2.870	0.8854425985	6.9e-12
2.880	0.8853621450	6.9e-12
2.890	0.8852982966	7.0e-12
2.900	0.8852507638	7.0e-12
2.910	0.8852192632	7.1e-12
2.920	0.8852035171	7.2e-12
2.930	0.8852032541	7.3e-12
2.940	0.8852182080	7.4e-12
2.950	0.8852481185	7.5e-12
2.960	0.8852927305	7.6e-12
2.970	0.8853517942	7.7e-12
2.980	0.8854250650	7.9e-12
2.990	0.8855123032	8.0e-12
3.000	0.8856132741	8.1e-12
3.010	0.8857277477	8.3e-12
3.020	0.8858554985	8.4e-12
3.030	0.8859963057	8.5e-12
3.040	0.8861499530	8.7e-12
3.050	0.8863162281	8.8e-12
3.060	0.8864949232	8.9e-12
3.070	0.8866858344	9.1e-12
3.080	0.8868887620	9.2e-12
3.090	0.8871035099	9.4e-12
3.100	0.8873298863	9.5e-12
3.110	0.8875677026	9.6e-12
3.120	0.8878167743	9.8e-12
3.130	0.8880769200	9.9e-12
3.140	0.8883479622	1.0e-11
3.150	0.8886297265	1.0e-11
3.160	0.8889220419	1.0e-11
3.170	0.8892247407	1.0e-11
3.180	0.8895376584	1.1e-11
3.190	0.8898606333	1.1e-11
3.200	0.8901935070	1.1e-11
3.210	0.8905361239	1.1e-11
3.220	0.8908883315	1.1e-11
3.230	0.8912499799	1.1e-11
3.240	0.8916209220	1.1e-11
