T[MeV]	f_value	f_error
1.000	57.1618637021	1.6e-09
1.010	52.3324048236	1.4e-09
1.020	48.0176624541	1.2e-09
1.030	44.1536392466	1.1e-09
1.040	40.6853023690	9.5e-10
1.050	37.5651990017	8.4e-10
1.060	34.7523041202	7.5e-10
1.070	32.2110586856	6.7e-10
1.080	29.9105644120	5.9e-10
1.090	27.8239076864	5.3e-10
1.100	25.9275903413	4.7e-10
1.110	24.2010490899	4.3e-10
1.120	22.6262487381	3.8e-10
1.130	21.1873369605	3.4e-10
1.140	19.8703505853	3.1e-10
1.150	18.6629650913	2.8e-10
1.160	17.5542804487	2.5e-10
1.170	16.5346376049	2.3e-10
1.180	15.5954608724	2.1e-10
1.190	14.7291222630	1.9e-10
1.200	13.9288244604	1.7e-10
1.210	13.1884996560	1.6e-10
1.220	12.5027219195	1.4e-10
1.230	11.8666311388	1.3e-10
1.240	11.2758668731	1.2e-10
1.250	10.7265107164	1.1e-10
1.260	10.2150359825	1.0e-10
1.270	9.7382637004	9.4e-11
1.280	9.2933240605	8.7e-11
1.290	8.8776225764	8.0e-11
1.300	8.4888103351	7.4e-11
1.310	8.1247577983	6.8e-11
1.320	7.7835316917	6.3e-11
1.330	7.4633745876	7.2e-10
1.340	7.1626868365	6.7e-10
1.350	6.8800105550	6.2e-10
1.360	6.6140154127	5.8e-10
1.370	6.3634859990	5.4e-10
1.380	6.1273105771	5.0e-10
1.390	5.9044710590	4.7e-10
1.400	5.6940340565	4.4e-10
1.410	5.4951428824	4.1e-10
1.420	5.3070103905	3.8e-10
1.430	5.1289125592	3.6e-10
1.440	4.9601827332	3.4e-10
1.450	4.8002064505	3.2e-10
1.460	4.6484167881	3.0e-10
1.470	4.5042901702	2.8e-10
1.480	4.3673425891	2.6e-10
1.490	4.2371261924	2.5e-10
1.500	4.1132261994	2.3e-10
1.510	3.9952581111	2.2e-10
1.520	3.8828651821	2.1e-10
1.530	3.7757161297	2.0e-10
1.540	3.6735030531	1.9e-10
1.550	3.5759395438	1.8e-10
1.560	3.4827589661	1.7e-10
1.570	3.3937128918	1.6e-10
1.580	3.3085696740	1.5e-10
1.590	3.2271131455	1.4e-10
1.600	3.1491414307	1.3e-10
1.610	3.0744658599	1.3e-10
1.620	3.0029099756	1.2e-10
1.630	2.9343086233	1.2e-10
1.640	2.8685071177	1.1e-10
1.650	2.8053604786	1.0e-10
1.660	2.7447327290	9.9e-11
1.670	2.6864962505	9.5e-11
1.680	2.6305311906	9.0e-11
1.690	2.5767249169	8.6e-11
1.700	2.5249715152	8.2e-11
1.710	2.4751713263	7.9e-11
1.720	2.4272305189	7.5e-11
1.730	2.3810606954	7.2e-11
1.740	2.3365785279	6.9e-11
1.750	2.2937054215	6.6e-11
1.760	2.2523672026	6.3e-11
1.770	2.2124938313	6.0e-11
1.780	2.1740191336	5.8e-11
1.790	2.1368805543	5.6e-11
1.800	2.1010189271	5.3e-11
1.810	2.0663782614	5.1e-11
1.820	2.0329055447	4.9e-11
1.830	2.0005505577	4.7e-11
1.840	1.9692657040	4.5e-11
1.850	1.9390058500	4.4e-11
1.860	1.9097281774	4.2e-11
1.870	1.8813920440	4.0e-11
1.880	1.8539588555	3.9e-11
1.890	1.8273919451	3.8e-11
1.900	1.8016564612	3.6e-11
1.910	1.7767192624	3.5e-11
1.920	1.7525488201	3.4e-11
1.930	1.7291151261	3.2e-11
1.940	1.7063896077	3.1e-11
1.950	1.6843450471	3.0e-11
1.960	1.6629555064	2.9e-11
1.970	1.6421962570	2.8e-11
1.980	1.6220437139	2.7e-11
1.990	1.6024753737	2.6e-11
2.000	1.5834697566	2.6e-11
2.010	1.5650063518	2.5e-11
2.020	1.5470655660	2.4e-11
2.030	1.5296286759	2.3e-11
2.040	1.5126777824	2.2e-11
2.050	1.4961957682	2.2e-11
2.060	1.4801662576	2.1e-11
2.070	1.4645735791	2.0e-11
2.080	1.4494027294	2.0e-11
2.090	1.4346393402	1.9e-11
2.100	1.4202696466	1.9e-11
2.110	1.4062804572	1.8e-11
2.120	1.3926591261	1.8e-11
2.130	1.3793935262	1.7e-11
2.140	1.3664720242	1.7e-11
2.150	1.3538834570	1.6e-11
2.160	1.3416171094	1.6e-11
2.170	1.3296626927	1.5e-11
2.180	1.3180103245	1.5e-11
2.190	1.3066505105	1.4e-11
2.200	1.2955741258	1.4e-11
2.210	1.2847723982	1.4e-11
2.220	1.2742368923	1.3e-11
2.230	1.2639594937	1.3e-11
2.240	1.2539323953	1.3e-11
2.250	1.2441480829	1.2e-11
2.260	1.2345993225	1.2e-11
2.270	1.2252791479	1.2e-11
2.280	1.2161808490	1.1e-11
2.290	1.2072979607	1.1e-11
2.300	1.1986242520	1.1e-11
2.310	1.1901537166	1.0e-11
2.320	1.1818805626	1.0e-11
2.330	1.1737992037	1.0e-11
2.340	1.1659042509	9.7e-12
2.350	1.1581905035	9.5e-12
2.360	1.1506529421	9.3e-12
2.370	1.1432867205	9.0e-12
2.380	1.1360871588	8.8e-12
2.390	1.1290497368	8.6e-12
2.400	1.1221700873	8.4e-12
2.410	1.1154439900	8.2e-12
2.420	1.1088673657	8.1e-12
2.430	1.1024362706	7.9e-12
2.440	1.0961468910	7.7e-12
2.450	1.0899955382	7.5e-12
2.460	1.0839786437	7.4e-12
2.470	1.0780927542	7.2e-12
2.480	1.0723345278	7.1e-12
2.490	1.0667007291	6.9e-12
2.500	1.0611882254	6.8e-12
2.510	1.0557939829	6.6e-12
2.520	1.0505150629	6.5e-12
2.530	1.0453486183	6.3e-12
2.540	1.0402918899	6.2e-12
2.550	1.0353422037	6.1e-12
2.560	1.0304969672	6.0e-12
2.570	1.0257536670	5.8e-12
2.580	1.0211098652	5.7e-12
2.590	1.0165631976	5.6e-12
2.600	1.0121113701	5.5e-12
2.610	1.0077521569	5.4e-12
2.620	1.0034833977	5.3e-12
2.630	0.9993029957	5.2e-12
2.640	0.9952089151	5.1e-12
2.650	0.9911991790	5.0e-12
2.660	0.9872718675	4.9e-12
2.670	0.9834251156	4.8e-12
2.680	0.9796571115	4.7e-12
2.690	0.9759660946	4.6e-12
2.700	0.9723503538	4.6e-12
2.710	0.9688082259	4.5e-12
2.720	0.9653380939	4.4e-12
2.730	0.9619383856	4.3e-12
2.740	0.9586075720	4.2e-12
2.750	0.9553441659	4.2e-12
2.760	0.9521467205	4.1e-12
2.770	0.9490138282	4.0e-12
2.780	0.9459441192	4.0e-12
2.790	0.9429362602	3.9e-12
2.800	0.9399889536	3.8e-12
2.810	0.9371009358	3.8e-12
2.820	0.9342709768	9.2e-11
2.830	0.9314978785	9.0e-11
2.840	0.9287804740	8.8e-11
2.850	0.9261176267	8.6e-11
2.860	0.9235082291	8.5e-11
2.870	0.9209512022	8.3e-11
2.880	0.9184454943	8.1e-11
2.890	0.9159900804	8.0e-11
2.900	0.9135839615	7.8e-11
2.910	0.9112261632	7.7e-11
2.920	0.9089157359	7.6e-11
2.930	0.9066517532	7.5e-11
2.940	0.9044333116	7.4e-11
2.950	0.9022595298	7.3e-11
2.960	0.9001295480	7.2e-11
2.970	0.8980425274	7.2e-11
2.980	0.8959976492	7.1e-11
2.990	0.8939941146	7.0e-11
3.000	0.8920311436	7.0e-11
3.010	0.8901079749	6.9e-11
3.020	0.8882238653	6.9e-11
3.030	0.8863780889	6.8e-11
3.040	0.8845699370	6.8e-11
3.050	0.8827987173	6.7e-11
3.060	0.8810637537	6.7e-11
3.070	0.8793643855	6.7e-11
3.080	0.8776999673	6.6e-11
3.090	0.8760698685	6.6e-11
3.100	0.8744734728	6.5e-11
3.110	0.8729101778	6.5e-11
3.120	0.8713793947	6.5e-11
3.130	0.8698805479	6.4e-11
3.140	0.8684130746	6.4e-11
3.150	0.8669764247	6.4e-11
3.160	0.8655700600	6.4e-11
3.170	0.8641934542	6.3e-11
3.180	0.8628460926	6.3e-11
3.190	0.8615274716	6.3e-11
3.200	0.8602370987	6.2e-11
3.210	0.8589744917	6.2e-11
3.220	0.8577391792	6.2e-11
3.230	0.8565306995	6.1e-11
3.240	0.8553486008	6.1e-11
3.250	0.8541924411	6.1e-11
3.260	0.8530617874	6.1e-11
3.270	0.8519562161	6.0e-11
3.280	0.8508753121	6.0e-11
3.290	0.8498186692	6.0e-11
3.300	0.8487858895	5.9e-11
3.310	0.8477765834	5.9e-11
3.320	0.8467903691	5.9e-11
3.330	0.8458268728	5.8e-11
3.340	0.8448857282	5.8e-11
3.350	0.8439665763	5.8e-11
3.360	0.8430690656	5.8e-11
3.370	0.8421928515	5.7e-11
3.380	0.8413375962	5.7e-11
3.390	0.8405029688	5.7e-11
3.400	0.8396886448	5.6e-11
3.410	0.8388943061	5.6e-11
3.420	0.8381196411	5.6e-11
3.430	0.8373643438	5.5e-11
3.440	0.8366281147	5.5e-11
3.450	0.8359106597	5.5e-11
3.460	0.8352116906	5.5e-11
3.470	0.8345309246	5.4e-11
3.480	0.8338680843	5.4e-11
3.490	0.8332228977	5.4e-11
3.500	0.8325950980	5.3e-11
3.510	0.8319844232	5.3e-11
3.520	0.8313906164	8.3e-11
3.530	0.8308134255	8.2e-11
3.540	0.8302526031	8.1e-11
3.550	0.8297079063	8.1e-11
3.560	0.8291790969	8.0e-11
3.570	0.8286659409	7.9e-11
3.580	0.8281682086	7.9e-11
3.590	0.8276856745	7.8e-11
3.600	0.8272181175	7.8e-11
3.610	0.8267653200	7.7e-11
3.620	0.8263270686	7.6e-11
3.630	0.8259031539	7.6e-11
3.640	0.8254933699	7.5e-11
3.650	0.8250975146	7.4e-11
3.660	0.8247153893	7.4e-11
3.670	0.8243467989	7.3e-11
3.680	0.8239915520	7.3e-11
3.690	0.8236494602	7.2e-11
3.700	0.8233203385	7.1e-11
3.710	0.8230040053	7.1e-11
3.720	0.8227002819	7.0e-11
3.730	0.8224089929	8.2e-11
3.740	0.8221299657	8.1e-11
3.750	0.8218630308	8.1e-11
3.760	0.8216080217	8.0e-11
3.770	0.8213647745	7.9e-11
3.780	0.8211331282	7.8e-11
3.790	0.8209129245	7.8e-11
3.800	0.8207040078	7.7e-11
3.810	0.8205062251	7.6e-11
3.820	0.8203194259	7.6e-11
3.830	0.8201434622	7.5e-11
3.840	0.8199781885	7.4e-11
3.850	0.8198234618	7.4e-11
3.860	0.8196791412	7.3e-11
3.870	0.8195450883	7.3e-11
3.880	0.8194211670	7.2e-11
3.890	0.8193072432	7.1e-11
3.900	0.8192031852	7.1e-11
3.910	0.8191088632	7.0e-11
3.920	0.8190241498	6.9e-11
3.930	0.8189489193	6.9e-11
3.940	0.8188830483	6.8e-11
3.950	0.8188264151	6.8e-11
3.960	0.8187789002	6.7e-11
3.970	0.8187403857	6.6e-11
3.980	0.8187107559	6.6e-11
3.990	0.8186898966	6.5e-11
4.000	0.8186776955	6.5e-11
4.010	0.8186740422	6.4e-11
4.020	0.8186788277	6.4e-11
4.030	0.8186919449	6.3e-11
4.040	0.8187132885	6.2e-11
4.050	0.8187427544	6.2e-11
4.060	0.8187802405	6.1e-11
4.070	0.8188256460	6.1e-11
4.080	0.8188788717	6.0e-11
4.090	0.8189398200	6.0e-11
4.100	0.8190083947	5.9e-11
4.110	0.8190845010	5.9e-11
4.120	0.8191680455	5.8e-11
4.130	0.8192589365	5.8e-11
4.140	0.8193570832	5.7e-11
4.150	0.8194623965	5.7e-11
4.160	0.8195747885	5.6e-11
4.170	0.8196941726	5.6e-11
4.180	0.8198204635	5.5e-11
4.190	0.8199535770	5.5e-11
4.200	0.8200934304	5.4e-11
4.210	0.8202399420	5.4e-11
4.220	0.8203930314	5.3e-11
4.230	0.8205526192	5.3e-11
4.240	0.8207186274	5.2e-11
4.250	0.8208909789	5.2e-11
