T[MeV]	f_value	f_error
0.600	11.1677376286	5.0e-10
0.610	10.0947418461	5.3e-10
0.620	9.1667413022	5.4e-10
0.630	8.3601279689	5.4e-10
0.640	7.6557054316	5.2e-10
0.650	7.0377697676	4.9e-10
0.660	6.4933998964	4.5e-10
0.670	6.0119058816	4.1e-10
0.680	5.5843972005	3.7e-10
0.690	5.2034427658	3.2e-10
0.700	4.8628015858	2.8e-10
0.710	4.5572081552	2.4e-10
0.720	4.2822005097	2.0e-10
0.730	4.0339817325	1.6e-10
0.740	3.8093078381	1.3e-10
0.750	3.6053965656	1.1e-10
0.760	3.4198528342	8.5e-11
0.770	3.2506075433	3.1e-10
0.780	3.0958671087	2.3e-10
0.790	2.9540716798	1.8e-10
0.800	2.8238604038	1.3e-10
0.810	2.7040424376	1.0e-10
0.820	2.5935726662	7.5e-11
0.830	2.4915312887	5.6e-11
0.840	2.3971065991	4.3e-11
0.850	2.3095804097	3.3e-11
0.860	2.2283156750	2.7e-11
0.870	2.1527459484	2.4e-11
0.880	2.0823663744	2.5e-11
0.890	2.0167259703	2.8e-11
0.900	1.9554209928	3.2e-11
0.910	1.8980892234	3.6e-11
0.920	1.8444050299	3.9e-11
0.930	1.7940750896	4.1e-11
0.940	1.7468346752	4.4e-11
0.950	1.7024444222	4.5e-11
0.960	1.6606875078	4.6e-11
0.970	1.6213671848	4.7e-11
0.980	1.5843046198	4.7e-11
0.990	1.5493369943	4.7e-11
1.000	1.5163158341	4.6e-11
1.010	1.4851055354	4.5e-11
1.020	1.4555820627	4.4e-11
1.030	1.4276317960	4.3e-11
1.040	1.4011505085	4.2e-11
1.050	1.3760424572	4.0e-11
1.060	1.3522195752	3.9e-11
1.070	1.3296007495	3.7e-11
1.080	1.3081111776	3.6e-11
1.090	1.2876817908	3.4e-11
1.100	1.2682487380	3.2e-11
1.110	1.2497529223	3.1e-11
1.120	1.2321395845	2.9e-11
1.130	1.2153579281	2.8e-11
1.140	1.1993607817	2.6e-11
1.150	1.1841042937	2.5e-11
1.160	1.1695476566	2.4e-11
1.170	1.1556528577	2.2e-11
1.180	1.1423844525	2.1e-11
1.190	1.1297093600	2.0e-11
1.200	1.1175966760	1.9e-11
1.210	1.1060175035	1.8e-11
1.220	1.0949447981	1.7e-11
1.230	1.0843532275	1.6e-11
1.240	1.0742190427	1.5e-11
1.250	1.0645199606	1.4e-11
1.260	1.0552350564	1.4e-11
