T[MeV]	f_value	f_error
1.000	8.1210893883	1.5e-11
1.010	7.7327105485	1.6e-11
1.020	7.3727625595	6.2e-10
1.030	7.0386551842	3.0e-10
1.040	6.7280755542	9.5e-11
1.050	6.4389544234	3.1e-11
1.060	6.1694369850	1.5e-10
1.070	5.9178575768	3.1e-10
1.080	5.6827177066	4.9e-10
1.090	5.4626669213	2.4e-11
1.100	5.2564861164	2.5e-11
1.110	5.0630729432	2.6e-11
1.120	4.8814290263	2.7e-11
1.130	4.7106487429	2.8e-11
1.140	4.5499093563	2.9e-11
1.150	4.3984623218	3.0e-11
1.160	4.2556256136	3.0e-11
1.170	4.1207769400	3.1e-11
1.180	3.9933477338	3.2e-11
1.190	3.8728178203	3.3e-11
1.200	3.7587106789	3.4e-11
1.210	3.6505892252	3.4e-11
1.220	3.5480520508	3.5e-11
1.230	3.4507300660	3.6e-11
1.240	3.3582834976	3.6e-11
1.250	3.2703991999	3.7e-11
1.260	3.1867882442	3.7e-11
1.270	3.1071837529	3.8e-11
1.280	3.0313389529	3.8e-11
1.290	2.9590254218	3.9e-11
1.300	2.8900315069	3.9e-11
1.310	2.8241608983	3.9e-11
1.320	2.7612313384	4.0e-11
1.330	2.7010734546	4.0e-11
1.340	2.6435297008	4.0e-11
1.350	2.5884533983	4.0e-11
1.360	2.5357078634	4.0e-11
1.370	2.4851656153	4.0e-11
1.380	2.4367076545	4.0e-11
1.390	2.3902228056	4.0e-11
1.400	2.3456071173	4.0e-11
1.410	2.3027633152	4.0e-11
1.420	2.2616003012	4.0e-11
1.430	2.2220326957	4.0e-11
1.440	2.1839804180	3.9e-11
1.450	2.1473683020	3.9e-11
1.460	2.1121257435	2.0e-10
1.470	2.0781863761	1.8e-10
1.480	2.0454877735	1.6e-10
1.490	2.0139711752	1.5e-10
1.500	1.9835812347	1.3e-10
1.510	1.9542657864	1.2e-10
1.520	1.9259756314	1.1e-10
1.530	1.8986643393	1.0e-10
1.540	1.8722880655	9.0e-11
1.550	1.8468053817	8.2e-11
1.560	1.8221771196	7.4e-11
1.570	1.7983662255	6.7e-11
1.580	1.7753376267	6.1e-11
1.590	1.7530581060	5.5e-11
1.600	1.7314961868	5.0e-11
1.610	1.7106220250	4.6e-11
1.620	1.6904073098	1.5e-10
1.630	1.6708251702	1.3e-10
1.640	1.6518500893	1.2e-10
1.650	1.6334578231	1.0e-10
1.660	1.6156253259	8.7e-11
1.670	1.5983306801	7.4e-11
1.680	1.5815530314	6.3e-11
1.690	1.5652725270	5.4e-11
1.700	1.5494702596	4.7e-11
1.710	1.5341282136	4.1e-11
1.720	1.5192292153	1.4e-10
1.730	1.5047568866	7.2e-11
1.740	1.4906956012	3.2e-11
1.750	1.4770304435	4.7e-11
1.760	1.4637471706	9.3e-11
1.770	1.4508321761	3.1e-11
1.780	1.4382724566	3.5e-11
1.790	1.4260555797	3.8e-11
1.800	1.4141696542	4.2e-11
1.810	1.4026033025	4.6e-11
1.820	1.3913456339	5.0e-11
1.830	1.3803862199	5.4e-11
1.840	1.3697150711	5.8e-11
1.850	1.3593226148	6.2e-11
1.860	1.3491996747	6.6e-11
1.870	1.3393374511	6.9e-11
1.880	1.3297275028	7.3e-11
1.890	1.3203617293	7.6e-11
1.900	1.3112323547	8.0e-11
1.910	1.3023319123	8.3e-11
1.920	1.2936532296	8.6e-11
1.930	1.2851894146	8.9e-11
1.940	1.2769338431	9.1e-11
1.950	1.2688801456	9.4e-11
1.960	1.2610221962	9.6e-11
1.970	1.2533541010	9.8e-11
1.980	1.2458701882	1.0e-10
1.990	1.2385649976	1.0e-10
2.000	1.2314332712	1.0e-10
2.010	1.2244699445	1.1e-10
2.020	1.2176701380	1.1e-10
2.030	1.2110291487	1.1e-10
2.040	1.2045424430	1.1e-10
2.050	1.1982056489	1.1e-10
2.060	1.1920145497	1.1e-10
2.070	1.1859650768	1.1e-10
2.080	1.1800533037	1.1e-10
2.090	1.1742754403	1.1e-10
2.100	1.1686278267	1.1e-10
2.110	1.1631069285	1.1e-10
2.120	1.1577093311	1.1e-10
2.130	1.1524317350	1.1e-10
2.140	1.1472709513	1.1e-10
2.150	1.1422238969	1.1e-10
2.160	1.1372875907	2.0e-11
2.170	1.1324591494	2.0e-11
2.180	1.1277357836	2.0e-11
2.190	1.1231147940	1.9e-11
2.200	1.1185935682	1.9e-11
2.210	1.1141695771	1.9e-11
2.220	1.1098403719	1.8e-11
2.230	1.1056035810	1.8e-11
2.240	1.1014569068	1.1e-10
2.250	1.0973981233	1.1e-10
2.260	1.0934250733	1.1e-10
2.270	1.0895356657	1.1e-10
2.280	1.0857278733	1.1e-10
2.290	1.0819997301	1.1e-10
2.300	1.0783493297	1.0e-10
2.310	1.0747748224	1.0e-10
2.320	1.0712744135	1.0e-10
2.330	1.0678463616	1.0e-10
2.340	1.0644889762	1.0e-10
2.350	1.0612006163	1.0e-10
2.360	1.0579796883	9.9e-11
2.370	1.0548246448	9.8e-11
2.380	1.0517339826	9.7e-11
2.390	1.0487062413	9.6e-11
2.400	1.0457400018	9.5e-11
2.410	1.0428338852	9.4e-11
2.420	1.0399865510	9.3e-11
2.430	1.0371966959	9.1e-11
2.440	1.0344630527	9.0e-11
2.450	1.0317843893	8.9e-11
2.460	1.0291595068	8.8e-11
2.470	1.0265872394	8.7e-11
2.480	1.0240664523	8.6e-11
2.490	1.0215960415	8.5e-11
2.500	1.0191749324	8.4e-11
2.510	1.0168020790	8.3e-11
2.520	1.0144764628	8.1e-11
2.530	1.0121970923	8.0e-11
2.540	1.0099630016	7.9e-11
2.550	1.0077732501	7.8e-11
2.560	1.0056269214	7.7e-11
2.570	1.0035231227	7.6e-11
2.580	1.0014609840	7.5e-11
2.590	0.9994396573	7.4e-11
2.600	0.9974583163	7.3e-11
2.610	0.9955161552	7.2e-11
2.620	0.9936123886	7.1e-11
2.630	0.9917462503	6.9e-11
2.640	0.9899169936	6.8e-11
2.650	0.9881238896	6.7e-11
2.660	0.9863662276	6.6e-11
2.670	0.9846433141	6.5e-11
2.680	0.9829544725	6.4e-11
2.690	0.9812990425	6.3e-11
2.700	0.9796763794	6.2e-11
2.710	0.9780858543	6.1e-11
2.720	0.9765268530	6.0e-11
2.730	0.9749987757	5.9e-11
2.740	0.9735010370	5.8e-11
2.750	0.9720330649	5.7e-11
2.760	0.9705943010	5.6e-11
2.770	0.9691841996	5.5e-11
2.780	0.9678022278	5.4e-11
2.790	0.9664478646	5.4e-11
2.800	0.9651206013	5.3e-11
2.810	0.9638199404	5.2e-11
2.820	0.9625453959	5.1e-11
2.830	0.9612964926	5.0e-11
2.840	0.9600727660	4.9e-11
2.850	0.9588737620	4.8e-11
2.860	0.9576990365	4.7e-11
2.870	0.9565481551	4.7e-11
2.880	0.9554206932	4.6e-11
2.890	0.9543162353	4.5e-11
2.900	0.9532343751	4.4e-11
2.910	0.9521747150	4.3e-11
2.920	0.9511368659	4.2e-11
2.930	0.9501204473	4.2e-11
2.940	0.9491250866	4.1e-11
2.950	0.9481504193	4.0e-11
2.960	0.9471960885	3.9e-11
2.970	0.9462617450	3.9e-11
2.980	0.9453470468	3.8e-11
2.990	0.9444516590	3.7e-11
3.000	0.9435752538	3.7e-11
3.010	0.9427175102	3.6e-11
3.020	0.9418781137	3.5e-11
3.030	0.9410567564	3.5e-11
3.040	0.9402531367	3.4e-11
3.050	0.9394669590	3.3e-11
3.060	0.9386979339	3.3e-11
3.070	0.9379457776	3.2e-11
3.080	0.9372102123	3.1e-11
3.090	0.9364909655	3.1e-11
3.100	0.9357877703	3.0e-11
3.110	0.9351003651	3.0e-11
3.120	0.9344284935	2.9e-11
3.130	0.9337719039	2.8e-11
3.140	0.9331303500	2.8e-11
3.150	0.9325035901	2.7e-11
3.160	0.9318913873	2.7e-11
3.170	0.9312935091	2.6e-11
3.180	0.9307097278	2.6e-11
3.190	0.9301398199	2.5e-11
3.200	0.9295835661	2.5e-11
3.210	0.9290407515	2.4e-11
3.220	0.9285111651	2.4e-11
3.230	0.9279946001	2.3e-11
3.240	0.9274908532	2.3e-11
3.250	0.9269997254	2.2e-11
3.260	0.9265210212	2.2e-11
3.270	0.9260545488	2.1e-11
3.280	0.9256001197	2.1e-11
3.290	0.9251575493	2.0e-11
3.300	0.9247266562	2.0e-11
3.310	0.9243072623	2.0e-11
3.320	0.9238991928	1.9e-11
3.330	0.9235022761	1.9e-11
3.340	0.9231163437	1.8e-11
3.350	0.9227412301	1.8e-11
