T[MeV]	f_value	f_error
0.600	49102.8963409109	9.8e-07
0.610	35867.0683789729	6.9e-07
0.620	26506.3315796710	4.9e-07
0.630	19807.0417450498	3.6e-07
0.640	14957.9719063597	2.8e-07
0.650	11410.1188761706	2.2e-07
0.660	8787.5243530043	1.8e-07
0.670	6829.8112089521	1.5e-07
0.680	5354.6971983970	1.3e-07
0.690	4233.2513287378	1.2e-07
0.700	3373.3763266137	1.1e-07
0.710	2708.6628840900	2.6e-07
0.720	2190.7906040605	2.0e-07
0.730	1784.2954901517	1.5e-07
0.740	1462.9325919933	1.2e-07
0.750	1207.1243575553	9.2e-08
0.760	1002.1548800602	7.2e-08
0.770	836.8812028517	5.7e-08
0.780	702.8061577689	4.5e-08
0.790	593.4060998675	3.6e-08
0.800	503.6397969272	2.9e-08
0.810	429.5870605969	2.3e-08
0.820	368.1809893885	1.9e-08
0.830	317.0082398221	1.5e-08
0.840	274.1590762067	1.3e-08
0.850	238.1140885793	1.0e-08
0.860	207.6580955172	8.5e-09
0.870	181.8143266942	7.1e-09
0.880	159.7938250593	5.9e-09
0.890	140.9563375610	4.9e-09
0.900	124.7799268048	4.2e-09
0.910	110.8372387988	3.5e-09
0.920	98.7768775977	3.0e-09
0.930	88.3087182177	2.5e-09
0.940	79.1922716225	2.1e-09
0.950	71.2274263218	1.8e-09
0.960	64.2470491992	1.6e-09
0.970	58.1110473656	1.4e-09
0.980	52.7015831327	1.2e-09
0.990	47.9192029459	1.0e-09
1.000	43.6796936970	8.8e-10
1.010	39.9115202368	7.7e-10
1.020	36.5537290881	6.7e-10
1.030	33.5542275195	5.9e-10
1.040	30.8683659496	5.2e-10
1.050	28.4577663461	4.5e-10
1.060	26.2893508105	4.0e-10
1.070	24.3345336203	3.5e-10
1.080	22.5685471746	3.1e-10
1.090	20.9698779848	2.8e-10
1.100	19.5197933802	2.5e-10
1.110	18.2019432232	2.2e-10
1.120	17.0020238292	2.0e-10
1.130	15.9074936187	1.8e-10
1.140	14.9073319159	1.6e-10
1.150	13.9918338267	1.4e-10
1.160	13.1524353715	1.3e-10
1.170	12.3815640497	1.2e-10
1.180	11.6725108395	1.1e-10
1.190	11.0193203062	9.5e-11
1.200	10.4166960472	8.7e-11
1.210	9.8599191563	9.7e-10
1.220	9.3447777652	8.8e-10
1.230	8.8675060300	8.0e-10
1.240	8.4247311914	7.3e-10
1.250	8.0134275469	6.7e-10
1.260	7.6308763582	6.1e-10
1.270	7.2746308593	5.6e-10
1.280	6.9424856625	5.1e-10
1.290	6.6324499601	4.7e-10
1.300	6.3427240098	4.4e-10
1.310	6.0716784660	4.0e-10
1.320	5.8178361810	3.7e-10
1.330	5.5798561563	3.4e-10
1.340	5.3565193653	3.2e-10
1.350	5.1467162109	2.9e-10
1.360	4.9494354105	2.7e-10
1.370	4.7637541335	2.5e-10
1.380	4.5888292351	2.3e-10
1.390	4.4238894538	2.2e-10
1.400	4.2682284577	2.0e-10
1.410	4.1211986375	1.9e-10
1.420	3.9822055589	1.8e-10
1.430	3.8507029979	1.6e-10
1.440	3.7261884916	1.5e-10
1.450	3.6081993462	1.4e-10
1.460	3.4963090506	1.3e-10
1.470	3.3901240499	1.3e-10
1.480	3.2892808405	1.2e-10
1.490	3.1934433498	1.1e-10
1.500	3.1023005716	1.0e-10
1.510	3.0155644288	9.8e-11
1.520	2.9329678398	9.2e-11
1.530	2.8542629667	8.7e-11
1.540	2.7792196276	8.2e-11
1.550	2.7076238550	7.7e-11
1.560	2.6392765857	7.3e-11
1.570	2.5739924701	6.9e-11
1.580	2.5115987870	6.5e-11
1.590	2.4519344554	6.2e-11
1.600	2.3948491328	5.8e-11
1.610	2.3402023917	5.5e-11
1.620	2.2878629669	5.2e-11
1.630	2.2377080675	5.0e-11
1.640	2.1896227464	4.7e-11
1.650	2.1434993225	4.5e-11
1.660	2.0992368512	4.3e-11
1.670	2.0567406378	4.1e-11
1.680	2.0159217908	3.9e-11
1.690	1.9766968110	3.7e-11
1.700	1.9389872132	3.5e-11
1.710	1.9027191782	3.3e-11
1.720	1.8678232317	3.2e-11
1.730	1.8342339481	3.0e-11
1.740	1.8018896772	2.9e-11
1.750	1.7707322919	2.8e-11
1.760	1.7407069544	2.6e-11
1.770	1.7117619005	2.5e-11
1.780	1.6838482395	2.4e-11
1.790	1.6569197690	2.3e-11
1.800	1.6309328030	2.2e-11
1.810	1.6058460128	2.1e-11
1.820	1.5816202788	2.0e-11
1.830	1.5582185532	2.0e-11
1.840	1.5356057325	1.9e-11
1.850	1.5137485381	1.8e-11
1.860	1.4926154062	1.7e-11
1.870	1.4721763847	1.7e-11
1.880	1.4524030369	1.6e-11
1.890	1.4332683525	1.5e-11
1.900	1.4147466637	1.5e-11
1.910	1.3968135674	1.4e-11
1.920	1.3794458524	1.4e-11
1.930	1.3626214313	1.3e-11
1.940	1.3463192768	1.3e-11
1.950	1.3305193622	1.2e-11
1.960	1.3152026057	1.2e-11
1.970	1.3003508184	1.1e-11
1.980	1.2859466547	1.1e-11
1.990	1.2719735672	1.1e-11
2.000	1.2584157632	1.0e-11
2.010	1.2452581643	9.9e-12
2.020	1.2324863688	9.5e-12
2.030	1.2200866156	9.2e-12
2.040	1.2080457513	8.9e-12
2.050	1.1963511980	8.6e-12
2.060	1.1849909241	8.3e-12
2.070	1.1739534165	8.1e-12
2.080	1.1632276540	7.8e-12
2.090	1.1528030825	7.6e-12
2.100	1.1426695922	7.3e-12
2.110	1.1328174950	7.1e-12
2.120	1.1232375042	6.9e-12
2.130	1.1139207144	6.7e-12
2.140	1.1048585836	6.5e-12
2.150	1.0960429153	6.3e-12
2.160	1.0874658423	6.1e-12
2.170	1.0791198106	5.9e-12
2.180	1.0709975652	5.8e-12
2.190	1.0630921360	5.6e-12
2.200	1.0553968242	5.4e-12
2.210	1.0479051903	5.3e-12
2.220	1.0406110418	5.1e-12
2.230	1.0335084224	5.0e-12
2.240	1.0265916010	4.8e-12
2.250	1.0198550616	4.7e-12
2.260	1.0132934942	4.6e-12
2.270	1.0069017851	4.5e-12
2.280	1.0006750085	4.3e-12
2.290	0.9946084187	4.2e-12
2.300	0.9886974414	4.1e-12
2.310	0.9829376674	4.0e-12
2.320	0.9773248446	3.9e-12
2.330	0.9718548721	3.8e-12
2.340	0.9665237932	3.7e-12
2.350	0.9613277897	3.6e-12
2.360	0.9562631763	3.5e-12
2.370	0.9513263945	3.4e-12
2.380	0.9465140080	3.4e-12
2.390	0.9418226975	3.3e-12
2.400	0.9372492558	3.2e-12
2.410	0.9327905835	3.1e-12
2.420	0.9284436846	3.1e-12
2.430	0.9242056624	3.0e-12
2.440	0.9200737155	2.9e-12
2.450	0.9160451342	2.8e-12
2.460	0.9121172967	2.8e-12
2.470	0.9082876659	2.7e-12
2.480	0.9045537863	2.7e-12
2.490	0.9009132802	2.6e-12
2.500	0.8973638454	8.6e-11
2.510	0.8939032522	8.3e-11
2.520	0.8905293404	7.9e-11
2.530	0.8872400170	7.6e-11
2.540	0.8840332536	7.3e-11
2.550	0.8809070838	7.0e-11
2.560	0.8778596013	6.8e-11
2.570	0.8748889576	6.5e-11
2.580	0.8719933596	6.3e-11
2.590	0.8691710680	6.2e-11
2.600	0.8664203951	6.1e-11
2.610	0.8637397031	6.1e-11
2.620	0.8611274023	6.0e-11
2.630	0.8585819493	6.0e-11
2.640	0.8561018456	6.0e-11
2.650	0.8536856357	6.0e-11
2.660	0.8513319061	6.1e-11
