T[MeV]	f_value	f_error
0.600	1.4584023122	1.3e-10
0.610	1.4061867335	1.1e-10
0.620	1.3586849285	9.8e-11
0.630	1.3153757223	8.6e-11
0.640	1.2758079216	7.6e-11
0.650	1.2395894361	1.2e-10
0.660	1.2063783017	1.1e-10
0.670	1.1758752400	1.1e-10
0.680	1.1478174611	9.8e-11
0.690	1.1219734846	8.7e-11
0.700	1.0981387884	7.7e-11
0.710	1.0761321430	6.8e-11
0.720	1.0557925097	6.0e-11
0.730	1.0369764070	5.4e-11
0.740	1.0195556665	4.8e-11
0.750	1.0034155147	4.3e-11
0.760	0.9884529278	3.9e-11
0.770	0.9745752163	3.5e-11
0.780	0.9616988041	3.2e-11
0.790	0.9497481714	2.9e-11
0.800	0.9386549377	2.6e-11
0.810	0.9283570644	2.4e-11
0.820	0.9187981583	2.2e-11
0.830	0.9099268632	2.0e-11
0.840	0.9016963263	1.8e-11
0.850	0.8940637294	1.7e-11
0.860	0.8869898759	1.6e-11
0.870	0.8804388265	1.4e-11
0.880	0.8743775766	1.3e-11
0.890	0.8687757711	1.2e-11
0.900	0.8636054499	1.1e-11
0.910	0.8588408230	1.1e-11
0.920	0.8544580684	9.9e-12
0.930	0.8504351529	9.2e-12
0.940	0.8467516709	8.6e-12
0.950	0.8433887004	8.0e-12
0.960	0.8403286737	7.5e-12
0.970	0.8375552606	7.0e-12
0.980	0.8350532638	6.6e-12
0.990	0.8328085245	6.2e-12
1.000	0.8308078368	5.8e-12
1.010	0.8290388702	5.4e-12
1.020	0.8274901000	5.1e-12
1.030	0.8261507434	4.8e-12
1.040	0.8250107020	4.6e-12
1.050	0.8240605092	4.3e-12
1.060	0.8232912823	4.1e-12
1.070	0.8226946789	3.9e-12
1.080	0.8222628571	3.6e-12
1.090	0.8219884391	7.0e-11
1.100	0.8218644779	4.4e-11
1.110	0.8218844264	2.3e-11
1.120	0.8220421098	8.8e-12
1.130	0.8223316997	5.7e-13
1.140	0.8227476905	4.6e-12
1.150	0.8232848774	1.4e-11
1.160	0.8239383364	2.6e-11
1.170	0.8247034062	3.9e-11
1.180	0.8255756704	5.2e-11
1.190	0.8265509425	6.5e-11
1.200	0.8276252506	7.8e-11
1.210	0.8287948244	1.9e-12
1.220	0.8300560824	1.9e-12
1.230	0.8314056203	1.8e-12
1.240	0.8328402006	1.7e-12
1.250	0.8343567420	1.6e-12
1.260	0.8359523105	1.6e-12
1.270	0.8376241107	1.5e-12
1.280	0.8393694776	1.4e-12
1.290	0.8411858693	1.4e-12
1.300	0.8430708598	1.3e-12
1.310	0.8450221324	1.3e-12
1.320	0.8470374740	1.2e-12
1.330	0.8491147690	1.2e-12
1.340	0.8512519940	1.2e-12
1.350	0.8534472131	1.1e-12
1.360	0.8556985729	1.1e-12
1.370	0.8580042982	1.1e-12
1.380	0.8603626882	1.0e-12
1.390	0.8627721120	9.9e-13
1.400	0.8652310057	9.6e-13
1.410	0.8677378684	9.3e-13
1.420	0.8702912595	9.1e-13
1.430	0.8728897952	8.8e-13
1.440	0.8755321462	8.6e-13
1.450	0.8782170344	8.3e-13
1.460	0.8809432312	8.1e-13
1.470	0.8837095542	7.9e-13
1.480	0.8865148659	7.7e-13
1.490	0.8893580708	7.5e-13
1.500	0.8922381139	7.3e-13
1.510	0.8951539786	7.1e-13
1.520	0.8981046851	6.9e-13
1.530	0.9010892884	6.8e-13
1.540	0.9041068771	6.6e-13
1.550	0.9071565716	6.4e-13
1.560	0.9102375229	6.3e-13
1.570	0.9133489111	6.1e-13
1.580	0.9164899441	6.0e-13
1.590	0.9196598565	5.9e-13
1.600	0.9228579083	5.7e-13
1.610	0.9260833839	5.6e-13
1.620	0.9293355912	5.5e-13
1.630	0.9326138603	5.4e-13
1.640	0.9359175430	5.2e-13
1.650	0.9392460112	5.1e-13
1.660	0.9425986569	5.0e-13
1.670	0.9459748908	4.9e-13
1.680	0.9493741418	4.8e-13
1.690	0.9527958561	4.7e-13
1.700	0.9562394966	4.6e-13
1.710	0.9597045424	4.5e-13
1.720	0.9631904878	4.5e-13
1.730	0.9666968420	4.4e-13
1.740	0.9702231284	4.3e-13
1.750	0.9737688841	4.2e-13
1.760	0.9773336592	4.1e-13
1.770	0.9809170167	4.1e-13
1.780	0.9845185316	4.0e-13
1.790	0.9881377907	3.9e-13
1.800	0.9917743920	3.9e-13
1.810	0.9954279444	3.8e-13
1.820	0.9990980673	3.7e-13
1.830	1.0027843902	3.7e-13
1.840	1.0064865522	3.6e-13
1.850	1.0102042020	3.5e-13
1.860	1.0139369971	3.5e-13
1.870	1.0176846038	3.4e-13
1.880	1.0214466968	3.4e-13
1.890	1.0252229591	3.3e-13
1.900	1.0290130812	3.3e-13
1.910	1.0328167614	3.2e-13
1.920	1.0366337053	3.2e-13
