T[MeV]	f_value	f_error
1.000	4561.9968785190	4.1e-07
1.010	3898.9048701948	3.2e-07
1.020	3345.1175709680	3.2e-07
1.030	2880.7564058315	2.5e-07
1.040	2489.8640525144	2.0e-07
1.050	2159.5753262833	1.6e-07
1.060	1879.4743301858	1.3e-07
1.070	1641.0937128855	1.0e-07
1.080	1437.5228628005	8.5e-08
1.090	1263.0999979397	6.9e-08
1.100	1113.1691583265	5.7e-08
1.110	983.8876279975	4.6e-08
1.120	872.0727081380	3.8e-08
1.130	775.0793240532	7.6e-08
1.140	690.7018897320	6.3e-08
1.150	617.0953313177	5.2e-08
1.160	552.7113003739	4.4e-08
1.170	496.2464749551	3.7e-08
1.180	446.6005148581	3.1e-08
1.190	402.8417546409	2.6e-08
1.200	364.1791197677	2.2e-08
1.210	329.9390645249	1.9e-08
1.220	299.5465755315	1.6e-08
1.230	272.5094772282	1.3e-08
1.240	248.4054275050	1.1e-08
1.250	226.8711116489	9.8e-09
1.260	207.5932380325	8.4e-09
1.270	190.3010147761	7.6e-09
1.280	174.7598471598	6.2e-09
1.290	160.7660440599	5.4e-09
1.300	148.1423606471	4.7e-09
1.310	136.7342359905	4.0e-09
1.320	126.4066095844	3.5e-09
1.330	117.0412213869	3.1e-09
1.340	108.5343166717	2.7e-09
1.350	100.7946906174	2.3e-09
1.360	93.7420186904	2.1e-09
1.370	87.3054279903	1.8e-09
1.380	81.4222722183	1.6e-09
1.390	76.0370790903	1.4e-09
1.400	71.1006441049	1.2e-09
1.410	66.5692487853	1.1e-09
1.420	62.4039850011	9.7e-10
1.430	58.5701698782	8.6e-10
1.440	55.0368382187	7.7e-10
1.450	51.7763013695	6.8e-10
1.460	48.7637631632	6.1e-10
1.470	45.9769849712	4.6e-09
1.480	43.3959930912	4.1e-09
1.490	41.0028226997	3.7e-09
1.500	38.7812934306	3.9e-09
1.510	36.7168123642	3.5e-09
1.520	34.7962008069	3.1e-09
1.530	33.0075417581	2.8e-09
1.540	31.3400453888	2.6e-09
1.550	29.7839302345	2.3e-09
1.560	28.3303181122	2.1e-09
1.570	26.9711410468	1.9e-09
1.580	25.6990587187	1.7e-09
1.590	24.5073851454	1.6e-09
1.600	23.3900234750	1.4e-09
1.610	22.3414079205	2.2e-09
1.620	21.3564519836	2.0e-09
1.630	20.4305022325	1.9e-09
1.640	19.5592969827	1.7e-09
1.650	18.7389293181	1.5e-09
1.660	17.9658139563	1.4e-09
1.670	17.2366575244	1.3e-09
1.680	16.5484318620	1.2e-09
1.690	15.8983500177	1.1e-09
1.700	15.2838446420	1.0e-09
1.710	14.7025485174	9.3e-10
1.720	14.1522769939	8.5e-10
1.730	13.6310121281	7.9e-10
1.740	13.1368883454	7.3e-10
1.750	12.6681794656	6.7e-10
1.760	12.2232869504	6.2e-10
1.770	11.8007292481	5.7e-10
1.780	11.3991321222	5.3e-10
1.790	11.0172198669	4.9e-10
1.800	10.6538073181	1.0e-09
1.810	10.3077925826	9.7e-10
1.820	9.9781504165	9.0e-10
1.830	9.6639261852	8.4e-10
1.840	9.3642303536	7.8e-10
1.850	9.0782334531	7.3e-10
1.860	8.8051614801	6.8e-10
1.870	8.5442916875	6.4e-10
1.880	8.2949487302	5.9e-10
1.890	8.0565011335	5.6e-10
1.900	7.8283580537	5.2e-10
1.910	7.6099663052	4.9e-10
1.920	7.4008076301	4.6e-10
1.930	7.2003961876	4.3e-10
1.940	7.0082762451	6.9e-10
1.950	6.8240200520	6.5e-10
1.960	6.6472258816	6.1e-10
1.970	6.4775162251	5.7e-10
1.980	6.3145361261	5.4e-10
1.990	6.1579516426	5.1e-10
2.000	6.0074484261	4.8e-10
2.010	5.8627304079	4.5e-10
2.020	5.7235185847	4.2e-10
2.030	5.5895498927	4.0e-10
2.040	5.4605761668	3.8e-10
2.050	5.3363631739	3.6e-10
2.060	5.2166897176	3.4e-10
2.070	5.1013468073	3.2e-10
2.080	4.9901368856	3.0e-10
2.090	4.8828731114	2.9e-10
2.100	4.7793786934	2.7e-10
2.110	4.6794862691	2.6e-10
2.120	4.5830373280	4.4e-10
2.130	4.4898816737	2.3e-10
2.140	4.3998769228	4.1e-10
2.150	4.3128880375	3.8e-10
2.160	4.2287868901	3.6e-10
2.170	4.1474518560	3.4e-10
2.180	4.0687674339	3.2e-10
2.190	3.9926238909	3.0e-10
2.200	3.9189169303	2.8e-10
2.210	3.8475473819	2.7e-10
2.220	3.7784209108	2.5e-10
2.230	3.7114477460	2.4e-10
2.240	3.6465424256	2.3e-10
2.250	3.5836235579	2.2e-10
2.260	3.5226135976	2.1e-10
2.270	3.4634386362	2.0e-10
2.280	3.4060282044	1.9e-10
2.290	3.3503150874	1.8e-10
2.300	3.2962351513	1.7e-10
2.310	3.2437271791	1.6e-10
2.320	3.1927327180	1.5e-10
2.330	3.1431959342	1.5e-10
2.340	3.0950634774	1.4e-10
2.350	3.0482843529	1.3e-10
2.360	3.0028098006	1.3e-10
2.370	2.9585931820	1.2e-10
2.380	2.9155898728	1.2e-10
2.390	2.8737571623	1.1e-10
2.400	2.8330541579	1.1e-10
2.410	2.7934416952	1.0e-10
2.420	2.7548822533	9.7e-11
2.430	2.7173398751	9.3e-11
2.440	2.6807800905	8.9e-11
2.450	2.6451698462	8.5e-11
2.460	2.6104774369	8.2e-11
2.470	2.5766724419	7.8e-11
2.480	2.5437256645	7.5e-11
2.490	2.5116090746	7.2e-11
2.500	2.4802957542	6.9e-11
2.510	2.4497598464	6.6e-11
2.520	2.4199765065	6.4e-11
2.530	2.3909218556	6.1e-11
2.540	2.3625729372	5.9e-11
2.550	2.3349076754	5.6e-11
2.560	2.3079048355	5.4e-11
2.570	2.2815439867	5.2e-11
2.580	2.2558054664	5.0e-11
2.590	2.2306703467	4.8e-11
2.600	2.2061204021	4.7e-11
2.610	2.1821380792	4.5e-11
2.620	2.1587064678	4.3e-11
2.630	2.1358092730	4.2e-11
2.640	2.1134307893	4.0e-11
2.650	2.0915558756	3.9e-11
2.660	2.0701699316	3.7e-11
2.670	2.0492588748	3.6e-11
2.680	2.0288091195	3.5e-11
2.690	2.0088075557	3.3e-11
2.700	1.9892415302	3.2e-11
2.710	1.9700988274	3.1e-11
2.720	1.9513676520	3.0e-11
2.730	1.9330366118	2.9e-11
2.740	1.9150947014	2.8e-11
2.750	1.8975312872	2.7e-11
2.760	1.8803360922	2.6e-11
2.770	1.8634991826	2.5e-11
2.780	1.8470109534	2.4e-11
2.790	1.8308621165	2.4e-11
2.800	1.8150436880	2.3e-11
2.810	1.7995469765	2.2e-11
2.820	1.7843635720	2.1e-11
2.830	1.7694853351	2.1e-11
2.840	1.7549043869	2.0e-11
2.850	1.7406130990	1.9e-11
2.860	1.7266040843	1.9e-11
2.870	1.7128701878	1.8e-11
2.880	1.6994044783	1.8e-11
2.890	1.6862002399	1.7e-11
2.900	1.6732509643	1.7e-11
2.910	1.6605503432	1.6e-11
2.920	1.6480922609	1.6e-11
2.930	1.6358707875	1.5e-11
2.940	1.6238801724	1.5e-11
2.950	1.6121148375	1.4e-11
2.960	1.6005693715	1.4e-11
2.970	1.5892385238	1.4e-11
2.980	1.5781171988	1.3e-11
2.990	1.5672004508	1.3e-11
3.000	1.5564834785	1.2e-11
3.010	1.5459616201	1.2e-11
3.020	1.5356303486	1.2e-11
3.030	1.5254852669	1.1e-11
3.040	1.5155221040	1.1e-11
3.050	1.5057367101	1.1e-11
3.060	1.4961250527	1.5e-10
3.070	1.4866832129	1.4e-10
3.080	1.4774073815	1.4e-10
3.090	1.4682938551	1.4e-10
3.100	1.4593390331	1.3e-10
3.110	1.4505394139	1.3e-10
3.120	1.4418915920	1.3e-10
3.130	1.4333922546	1.2e-10
3.140	1.4250381787	1.2e-10
3.150	1.4168262284	1.2e-10
3.160	1.4087533518	1.2e-10
3.170	1.4008165785	1.1e-10
3.180	1.3930130173	1.1e-10
3.190	1.3853398529	1.1e-10
3.200	1.3777943445	1.1e-10
3.210	1.3703738226	1.0e-10
3.220	1.3630756877	1.0e-10
3.230	1.3558974070	9.8e-11
3.240	1.3488365135	9.6e-11
3.250	1.3418906032	9.4e-11
3.260	1.3350573335	9.2e-11
3.270	1.3283344213	9.0e-11
3.280	1.3217196411	8.8e-11
3.290	1.3152108235	8.6e-11
3.300	1.3088058533	8.4e-11
3.310	1.3025026679	8.2e-11
3.320	1.2962992559	8.1e-11
3.330	1.2901936554	7.9e-11
3.340	1.2841839529	7.7e-11
3.350	1.2782682812	7.6e-11
