T[MeV]	f_value	f_error
0.600	1.0801842327	5.6e-11
0.610	1.0544203880	5.0e-11
0.620	1.0309368436	4.5e-11
0.630	1.0095058371	4.0e-11
0.640	0.9899277393	3.7e-11
0.650	0.9720269909	3.3e-11
0.660	0.9556487037	3.0e-11
0.670	0.9406558065	2.8e-11
0.680	0.9269266373	2.5e-11
0.690	0.9143529066	2.3e-11
0.700	0.9028379658	2.1e-11
0.710	0.8922953318	2.0e-11
0.720	0.8826474241	8.2e-11
0.730	0.8738244809	7.6e-11
0.740	0.8657636267	7.1e-11
0.750	0.8584080661	6.6e-11
0.760	0.8517063857	6.1e-11
0.770	0.8456119484	5.7e-11
0.780	0.8400823651	5.3e-11
0.790	0.8350790341	5.0e-11
0.800	0.8305667368	4.7e-11
0.810	0.8265132843	4.4e-11
0.820	0.8228892056	4.1e-11
0.830	0.8196674727	8.2e-11
0.840	0.8168232582	7.7e-11
0.850	0.8143337202	7.3e-11
0.860	0.8121778118	6.9e-11
0.870	0.8103361111	6.5e-11
0.880	0.8087906709	6.2e-11
0.890	0.8075248829	7.7e-11
0.900	0.8065233581	7.3e-11
0.910	0.8057718179	7.0e-11
0.920	0.8052569980	6.6e-11
0.930	0.8049665606	6.3e-11
0.940	0.8048890164	6.0e-11
0.950	0.8050136537	5.8e-11
0.960	0.8053304745	5.5e-11
0.970	0.8058301366	5.3e-11
0.980	0.8065039018	5.0e-11
0.990	0.8073435874	4.8e-11
1.000	0.8083415243	4.6e-11
1.010	0.8094905167	4.4e-11
1.020	0.8107838069	4.3e-11
1.030	0.8122150425	4.1e-11
1.040	0.8137782469	3.9e-11
1.050	0.8154677915	3.8e-11
1.060	0.8172783717	3.7e-11
1.070	0.8192049830	3.5e-11
1.080	0.8212429008	3.4e-11
1.090	0.8233876610	3.3e-11
1.100	0.8256350421	3.2e-11
1.110	0.8279810491	3.1e-11
1.120	0.8304218984	3.0e-11
1.130	0.8329540039	2.9e-11
1.140	0.8355739644	2.8e-11
1.150	0.8382785517	2.7e-11
1.160	0.8410646994	2.6e-11
1.170	0.8439294933	2.5e-11
1.180	0.8468701617	2.4e-11
1.190	0.8498840664	2.4e-11
1.200	0.8529686955	2.3e-11
1.210	0.8561216549	2.2e-11
1.220	0.8593406619	2.2e-11
1.230	0.8626235387	8.5e-11
1.240	0.8659682060	8.2e-11
1.250	0.8693726777	8.0e-11
1.260	0.8728350555	7.8e-11
1.270	0.8763535240	7.6e-11
1.280	0.8799263460	7.4e-11
1.290	0.8835518585	7.2e-11
1.300	0.8872284682	7.0e-11
1.310	0.8909546483	6.8e-11
1.320	0.8947289346	6.7e-11
1.330	0.8985499222	6.5e-11
1.340	0.9024162628	6.4e-11
1.350	0.9063266611	6.2e-11
1.360	0.9102798729	6.1e-11
1.370	0.9142747016	5.9e-11
1.380	0.9183099966	5.8e-11
1.390	0.9223846508	5.7e-11
1.400	0.9264975980	5.6e-11
1.410	0.9306478116	5.4e-11
1.420	0.9348343021	5.3e-11
1.430	0.9390561157	5.2e-11
1.440	0.9433123325	5.1e-11
1.450	0.9476020647	5.0e-11
1.460	0.9519244554	4.9e-11
1.470	0.9562786770	4.8e-11
1.480	0.9606639299	4.7e-11
1.490	0.9650794413	4.6e-11
1.500	0.9695244637	4.5e-11
1.510	0.9739982743	4.4e-11
1.520	0.9785001732	4.4e-11
1.530	0.9830294830	4.3e-11
1.540	0.9875855476	4.2e-11
1.550	0.9921677313	9.7e-11
1.560	0.9967754177	9.5e-11
1.570	1.0014080092	9.4e-11
1.580	1.0060649263	9.2e-11
1.590	1.0107456062	9.0e-11
1.600	1.0154495028	8.8e-11
1.610	1.0201760857	8.7e-11
1.620	1.0249248396	8.5e-11
1.630	1.0296952637	8.3e-11
1.640	1.0344868711	8.2e-11
1.650	1.0392991882	8.0e-11
1.660	1.0441317543	7.8e-11
1.670	1.0489841210	7.5e-11
1.680	1.0538558518	7.2e-11
1.690	1.0587465215	6.4e-11
1.700	1.0636557159	1.1e-10
1.710	1.0685830313	9.6e-11
1.720	1.0735280742	8.4e-11
1.730	1.0784904608	7.9e-11
1.740	1.0834698168	7.7e-11
1.750	1.0884657767	7.5e-11
1.760	1.0934779841	7.3e-11
1.770	1.0985060908	7.2e-11
1.780	1.1035497567	7.1e-11
1.790	1.1086086495	7.0e-11
1.800	1.1136824445	6.8e-11
1.810	1.1187708243	1.1e-10
1.820	1.1238734786	1.1e-10
1.830	1.1289901036	1.1e-10
1.840	1.1341204024	1.1e-10
1.850	1.1392640842	1.1e-10
1.860	1.1444208645	1.0e-10
1.870	1.1495904646	1.0e-10
1.880	1.1547726114	1.0e-10
1.890	1.1599670377	1.0e-10
1.900	1.1651734814	9.9e-11
1.910	1.1703916856	9.8e-11
1.920	1.1756213985	9.7e-11
1.930	1.1808623731	9.6e-11
1.940	1.1861143672	9.5e-11
1.950	1.1913771430	9.4e-11
1.960	1.1966504674	9.3e-11
1.970	1.2019341113	9.2e-11
1.980	1.2072278500	9.0e-11
1.990	1.2125314628	8.9e-11
2.000	1.2178447327	8.9e-11
2.010	1.2231674471	1.2e-10
2.020	1.2284993961	1.2e-10
2.030	1.2338403742	1.2e-10
2.040	1.2391901792	1.1e-10
2.050	1.2445486122	1.1e-10
2.060	1.2499154778	1.1e-10
2.070	1.2552905837	1.1e-10
2.080	1.2606737405	1.0e-10
2.090	1.2660647621	1.0e-10
2.100	1.2714634654	9.8e-11
2.110	1.2768696700	9.6e-11
2.120	1.2822831984	9.4e-11
2.130	1.2877038758	9.2e-11
2.140	1.2931315301	9.0e-11
2.150	1.2985659918	8.8e-11
2.160	1.3040070938	8.6e-11
2.170	1.3094546716	8.5e-11
2.180	1.3149085632	8.3e-11
2.190	1.3203686087	8.1e-11
2.200	1.3258346508	8.0e-11
2.210	1.3313065341	7.8e-11
2.220	1.3367841057	7.7e-11
2.230	1.3422672147	7.5e-11
2.240	1.3477557122	7.4e-11
2.250	1.3532494515	7.2e-11
2.260	1.3587482878	7.1e-11
2.270	1.3642520784	7.0e-11
2.280	1.3697606824	6.9e-11
2.290	1.3752739606	6.7e-11
2.300	1.3807917760	6.6e-11
2.310	1.3863139932	6.5e-11
2.320	1.3918404784	6.4e-11
2.330	1.3973710999	6.3e-11
2.340	1.4029057273	6.2e-11
2.350	1.4084442322	6.1e-11
2.360	1.4139864875	6.0e-11
2.370	1.4195323678	5.9e-11
2.380	1.4250817495	5.8e-11
2.390	1.4306345101	5.7e-11
2.400	1.4361905290	5.7e-11
2.410	1.4417496868	5.6e-11
2.420	1.4473118657	5.5e-11
2.430	1.4528769492	5.4e-11
2.440	1.4584448223	5.3e-11
2.450	1.4640153714	5.3e-11
2.460	1.4695884841	5.2e-11
2.470	1.4751640493	5.1e-11
2.480	1.4807419576	5.0e-11
2.490	1.4863221003	5.0e-11
2.500	1.4919043704	4.9e-11
2.510	1.4974886619	4.8e-11
2.520	1.5030748702	4.8e-11
2.530	1.5086628917	4.7e-11
2.540	1.5142526241	4.7e-11
2.550	1.5198439663	4.6e-11
2.560	1.5254368182	4.6e-11
2.570	1.5310310810	4.5e-11
2.580	1.5366266569	4.4e-11
2.590	1.5422234493	4.4e-11
2.600	1.5478213624	4.3e-11
2.610	1.5534203019	4.3e-11
2.620	1.5590201741	4.2e-11
2.630	1.5646208866	4.2e-11
2.640	1.5702223480	4.2e-11
2.650	1.5758244679	4.1e-11
2.660	1.5814271568	4.1e-11
2.670	1.5870303262	4.0e-11
2.680	1.5926338886	4.0e-11
2.690	1.5982377575	3.9e-11
2.700	1.6038418473	3.9e-11
2.710	1.6094460733	3.9e-11
2.720	1.6150503517	3.8e-11
2.730	1.6206545997	3.8e-11
2.740	1.6262587352	3.7e-11
2.750	1.6318626772	3.7e-11
2.760	1.6374663455	3.7e-11
2.770	1.6430696607	3.6e-11
2.780	1.6486725443	3.6e-11
2.790	1.6542749186	3.6e-11
2.800	1.6598767069	3.5e-11
2.810	1.6654778330	3.5e-11
2.820	1.6710782218	3.5e-11
2.830	1.6766777988	3.5e-11
2.840	1.6822764906	3.4e-11
2.850	1.6878742241	3.4e-11
2.860	1.6934709275	3.4e-11
2.870	1.6990665294	3.3e-11
2.880	1.7046609592	3.3e-11
2.890	1.7102541473	3.3e-11
2.900	1.7158460246	3.3e-11
2.910	1.7214365227	3.2e-11
2.920	1.7270255741	3.2e-11
2.930	1.7326131120	3.2e-11
2.940	1.7381990703	3.2e-11
2.950	1.7437833834	3.1e-11
2.960	1.7493659866	3.1e-11
2.970	1.7549468160	3.1e-11
2.980	1.7605258081	3.1e-11
2.990	1.7661029003	3.0e-11
3.000	1.7716780305	3.0e-11
3.010	1.7772511374	3.0e-11
3.020	1.7828221603	3.0e-11
3.030	1.7883910391	3.0e-11
3.040	1.7939577144	2.9e-11
3.050	1.7995221275	2.9e-11
3.060	1.8050842203	2.9e-11
3.070	1.8106439351	2.9e-11
3.080	1.8162012152	2.9e-11
3.090	1.8217560043	2.8e-11
3.100	1.8273082466	2.8e-11
3.110	1.8328578871	2.8e-11
3.120	1.8384048714	2.8e-11
3.130	1.8439491455	2.8e-11
3.140	1.8494906563	2.8e-11
3.150	1.8550293508	2.7e-11
3.160	1.8605651771	2.7e-11
3.170	1.8660980836	2.7e-11
3.180	1.8716280192	2.7e-11
3.190	1.8771549335	2.7e-11
3.200	1.8826787766	2.7e-11
3.210	1.8881994992	2.7e-11
3.220	1.8937170524	2.6e-11
3.230	1.8992313881	2.6e-11
3.240	1.9047424585	2.6e-11
3.250	1.9102502163	2.6e-11
3.260	1.9157546150	2.6e-11
3.270	1.9212556084	2.6e-11
3.280	1.9267531509	2.6e-11
3.290	1.9322471972	2.5e-11
3.300	1.9377377030	2.5e-11
3.310	1.9432246239	2.5e-11
3.320	1.9487079165	2.5e-11
3.330	1.9541875375	2.5e-11
3.340	1.9596634445	2.5e-11
3.350	1.9651355951	2.5e-11
3.360	1.9706039479	2.5e-11
3.370	1.9760684615	2.4e-11
3.380	1.9815290954	2.4e-11
3.390	1.9869858092	2.4e-11
3.400	1.9924385631	2.4e-11
3.410	1.9978873180	2.4e-11
3.420	2.0033320348	2.4e-11
3.430	2.0087726753	2.4e-11
3.440	2.0142092014	2.4e-11
3.450	2.0196415756	2.4e-11
3.460	2.0250697610	2.3e-11
3.470	2.0304937208	2.3e-11
3.480	2.0359134189	2.3e-11
3.490	2.0413288195	2.3e-11
3.500	2.0467398873	2.3e-11
