T[MeV]	signal_value	signal_error
0	0	0
0.100	7.994665405e-41	7.71e-51
0.200	2.007839463e-29	1.97e-39
0.300	4.450881381e-25	1.38e-35
0.400	1.015450782e-22	5.20e-33
0.500	3.216718519e-21	2.76e-32
0.600	3.587673238e-20	2.48e-32
0.700	2.144927974e-19	1.13e-31
0.800	8.559140433e-19	5.86e-31
0.900	2.586208209e-18	1.73e-30
1.000	6.397367329e-18	3.55e-30
1.100	1.363285853e-17	5.81e-30
1.200	2.591394794e-17	8.27e-30
1.300	4.503269162e-17	1.07e-29
1.400	7.283694652e-17	1.30e-29
1.500	1.111255197e-16	1.52e-29
1.600	1.615633912e-16	1.73e-29
1.700	2.256204468e-16	1.96e-29
1.800	3.045329319e-16	2.23e-29
1.900	3.992845671e-16	2.54e-29
2.000	5.106033726e-16	2.86e-29
2.100	6.389701963e-16	3.18e-29
2.200	7.846353489e-16	3.48e-29
2.300	9.476403399e-16	3.83e-29
2.400	1.127842342e-15	4.18e-29
2.500	1.324939599e-15	4.45e-29
2.600	1.538496490e-15	4.86e-29
2.700	1.767967380e-15	5.24e-29
2.800	2.012718702e-15	5.56e-29
2.900	2.272048969e-15	5.89e-29
3.000	2.545206564e-15	6.26e-29
3.100	2.831405333e-15	6.42e-29
3.200	3.129838034e-15	6.99e-29
3.300	3.439687786e-15	7.28e-29
3.400	3.760137685e-15	7.61e-29
3.500	4.090378760e-15	7.92e-29
3.600	4.429616458e-15	8.25e-29
3.700	4.777075831e-15	8.63e-29
3.800	5.132005597e-15	8.84e-29
3.900	5.493681227e-15	9.57e-29
4.000	5.861407209e-15	9.70e-29
4.100	6.234518604e-15	1.03e-28
4.200	6.612382017e-15	1.03e-28
4.300	6.994396077e-15	1.10e-28
4.400	7.379991520e-15	1.12e-28
4.500	7.768630937e-15	1.17e-28
4.600	8.159808266e-15	1.21e-28
4.700	8.553048074e-15	1.22e-28
4.800	8.947904683e-15	1.29e-28
4.900	9.343961170e-15	1.33e-28
5.000	9.740828281e-15	1.35e-28
5.100	1.013814329e-14	1.43e-28
5.200	1.053556881e-14	1.44e-28
5.300	1.093279161e-14	1.51e-28
5.400	1.132952138e-14	1.53e-28
5.500	1.172548959e-14	1.56e-28
5.600	1.212044826e-14	1.57e-28
5.700	1.251416885e-14	1.64e-28
5.800	1.290644115e-14	1.67e-28
5.900	1.329707217e-14	1.68e-28
6.000	1.368588513e-14	1.81e-28
6.100	1.407271848e-14	1.79e-28
6.200	1.445742491e-14	1.83e-28
6.300	1.483987048e-14	1.91e-28
6.400	1.521993374e-14	1.94e-28
6.500	1.559750493e-14	1.97e-28
6.600	1.597248519e-14	2.00e-28
6.700	1.634478583e-14	2.06e-28
6.800	1.671432766e-14	2.06e-28
6.900	1.708104032e-14	2.10e-28
7.000	1.744486165e-14	2.10e-28
7.100	1.780573717e-14	2.14e-28
7.200	1.816361946e-14	2.22e-28
7.300	1.851846774e-14	2.28e-28
7.400	1.887024731e-14	2.30e-28
7.500	1.921892916e-14	2.35e-28
7.600	1.956448951e-14	2.38e-28
7.700	1.990690946e-14	2.43e-28
7.800	2.024617460e-14	2.47e-28
7.900	2.058227465e-14	2.47e-28
8.000	2.091520317e-14	2.56e-28
8.100	2.124495726e-14	2.56e-28
8.200	2.157153724e-14	2.53e-28
8.300	2.189494643e-14	2.56e-28
8.400	2.221519092e-14	2.59e-28
8.500	2.253227929e-14	2.64e-28
8.600	2.284622242e-14	2.69e-28
8.700	2.315703333e-14	2.73e-28
8.800	2.346472693e-14	2.77e-28
8.900	2.376931992e-14	2.81e-28
9.000	2.407083057e-14	2.82e-28
9.100	2.436927860e-14	2.92e-28
9.200	2.466468506e-14	2.89e-28
9.300	2.495707216e-14	2.89e-28
9.400	2.524646318e-14	2.94e-28
9.500	2.553288236e-14	3.06e-28
9.600	2.581635478e-14	3.05e-28
9.700	2.609690629e-14	3.00e-28
9.800	2.637456339e-14	3.10e-28
9.900	2.664935318e-14	3.10e-28
10.000	2.692130325e-14	3.11e-28
