T[MeV]	signal_value	signal_error
0	0	0
0.100	6.598711505e-39	1.38e-49
0.200	2.485857585e-28	1.94e-38
0.300	2.502853109e-24	1.30e-35
0.400	3.669004370e-22	1.10e-32
0.500	8.723189681e-21	7.23e-31
0.600	7.941809787e-20	6.96e-30
0.700	4.078329005e-19	1.72e-29
0.800	1.445317639e-18	3.38e-29
0.900	3.969331027e-18	5.71e-29
1.000	9.075179880e-18	8.65e-29
1.100	1.810047385e-17	1.21e-28
1.200	3.251449067e-17	1.60e-28
1.300	5.380333900e-17	2.02e-28
1.400	8.337110394e-17	4.67e-27
1.500	1.224661650e-16	9.68e-27
1.600	1.721340587e-16	1.13e-26
1.700	2.331938710e-16	2.07e-26
1.800	3.062333156e-16	2.61e-26
1.900	3.916173817e-16	2.80e-26
2.000	4.895059709e-16	2.98e-26
2.100	5.998767915e-16	3.15e-26
2.200	7.225506735e-16	3.31e-26
2.300	8.572172733e-16	3.46e-26
2.400	1.003459798e-15	3.61e-26
2.500	1.160777898e-15	3.74e-26
2.600	1.328608253e-15	3.87e-26
2.700	1.506342662e-15	3.99e-26
2.800	1.693343620e-15	4.10e-26
2.900	1.888957490e-15	4.20e-26
3.000	2.092525454e-15	4.31e-26
3.100	2.303392460e-15	4.40e-26
3.200	2.520914396e-15	4.49e-26
3.300	2.744463718e-15	4.57e-26
3.400	2.973433761e-15	4.66e-26
3.500	3.207241924e-15	4.73e-26
3.600	3.445331910e-15	4.81e-26
3.700	3.687175200e-15	4.88e-26
3.800	3.932271874e-15	4.94e-26
3.900	4.180150924e-15	5.01e-26
4.000	4.430370150e-15	5.07e-26
4.100	4.682515733e-15	5.12e-26
4.200	4.936201559e-15	5.18e-26
4.300	5.191068345e-15	5.23e-26
4.400	5.446782639e-15	5.28e-26
4.500	5.703035714e-15	5.33e-26
4.600	5.959542403e-15	5.38e-26
4.700	6.216039905e-15	5.43e-26
4.800	6.472286566e-15	5.47e-26
4.900	6.728060681e-15	5.51e-26
5.000	6.983159298e-15	5.55e-26
5.100	7.237397065e-15	5.59e-26
5.200	7.490605105e-15	5.63e-26
5.300	7.742629935e-15	5.66e-26
5.400	7.993332436e-15	5.70e-26
5.500	8.242586860e-15	5.73e-26
5.600	8.490279901e-15	5.77e-26
5.700	8.736309803e-15	5.80e-26
5.800	8.980585528e-15	5.83e-26
5.900	9.223025967e-15	5.86e-26
6.000	9.463559199e-15	5.89e-26
6.100	9.702121799e-15	5.92e-26
6.200	9.938658189e-15	5.94e-26
6.300	1.017312003e-14	5.97e-26
6.400	1.040546565e-14	5.99e-26
6.500	1.063565954e-14	6.02e-26
6.600	1.086367181e-14	6.04e-26
6.700	1.108947781e-14	6.07e-26
6.800	1.131305761e-14	6.09e-26
6.900	1.153439570e-14	6.11e-26
7.000	1.175348054e-14	6.13e-26
7.100	1.197030429e-14	6.15e-26
7.200	1.218486243e-14	6.17e-26
7.300	1.239715353e-14	6.19e-26
7.400	1.260717892e-14	6.21e-26
7.500	1.281494250e-14	6.23e-26
7.600	1.302045044e-14	6.25e-26
7.700	1.322371104e-14	6.27e-26
7.800	1.342473447e-14	6.29e-26
7.900	1.362353262e-14	6.30e-26
8.000	1.382011893e-14	6.32e-26
8.100	1.401450822e-14	6.34e-26
8.200	1.420671655e-14	6.35e-26
8.300	1.439676110e-14	6.37e-26
8.400	1.458466005e-14	6.38e-26
8.500	1.477043243e-14	6.40e-26
8.600	1.495409806e-14	6.41e-26
8.700	1.513567745e-14	6.43e-26
8.800	1.531519167e-14	6.44e-26
8.900	1.549266234e-14	6.45e-26
9.000	1.566811147e-14	6.47e-26
9.100	1.584156148e-14	6.48e-26
9.200	1.601303508e-14	6.49e-26
9.300	1.618255522e-14	6.50e-26
9.400	1.635014506e-14	6.52e-26
9.500	1.651582790e-14	6.53e-26
9.600	1.667962716e-14	6.54e-26
9.700	1.684156630e-14	6.55e-26
9.800	1.700166883e-14	6.56e-26
9.900	1.715995826e-14	6.57e-26
10.000	1.731645804e-14	6.59e-26
