T[MeV]	signal_value	signal_error
0	0	0
0.100	9.079580934e-19	1.29e-29
0.200	8.369307117e-11	2.94e-21
0.300	1.265052715e-07	7.54e-18
0.400	7.539493266e-06	6.28e-16
0.500	1.073377675e-04	5.83e-15
0.600	7.064028462e-04	1.34e-14
0.700	2.911543284e-03	2.41e-14
0.800	8.825591510e-03	3.72e-14
0.900	2.160500088e-02	1.80e-12
1.000	4.528436012e-02	3.74e-12
1.100	8.446391581e-02	4.23e-12
1.200	1.439619517e-01	4.66e-12
1.300	2.285016131e-01	5.05e-12
1.400	3.424661411e-01	5.39e-12
1.500	4.897307075e-01	5.69e-12
1.600	6.735643536e-01	5.97e-12
1.700	8.965891021e-01	6.22e-12
1.800	1.160781903e+00	6.45e-12
1.900	1.467506266e+00	6.65e-12
2.000	1.817562698e+00	6.84e-12
2.100	2.211249507e+00	7.01e-12
2.200	2.648427820e+00	7.17e-12
2.300	3.128586502e+00	7.31e-12
2.400	3.650904162e+00	7.45e-12
2.500	4.214306532e+00	7.58e-12
2.600	4.817518313e+00	7.70e-12
2.700	5.459109126e+00	7.81e-12
2.800	6.137533617e+00	7.91e-12
2.900	6.851165963e+00	8.01e-12
3.000	7.598329196e+00	8.10e-12
3.100	8.377319836e+00	8.19e-12
3.200	9.186428318e+00	8.27e-12
3.300	1.002395574e+01	8.35e-12
3.400	1.088822740e+01	8.43e-12
3.500	1.177760355e+01	8.50e-12
3.600	1.269048779e+01	8.57e-12
3.700	1.362533349e+01	8.64e-12
3.800	1.458064843e+01	8.71e-12
3.900	1.555499814e+01	8.77e-12
4.000	1.654700798e+01	8.82e-12
4.100	1.755536428e+01	8.88e-12
4.200	1.857881473e+01	8.94e-12
4.300	1.961616809e+01	9.00e-12
4.400	2.066629338e+01	9.05e-12
4.500	2.172811873e+01	9.09e-12
4.600	2.280062985e+01	9.15e-12
4.700	2.388286833e+01	9.19e-12
4.800	2.497392972e+01	9.24e-12
4.900	2.607296151e+01	9.30e-12
5.000	2.717916103e+01	9.33e-12
5.100	2.829177334e+01	9.38e-12
5.200	2.941008902e+01	9.41e-12
5.300	3.053344209e+01	9.45e-12
5.400	3.166120785e+01	9.51e-12
5.500	3.279280082e+01	9.54e-12
5.600	3.392767273e+01	9.57e-12
5.700	3.506531052e+01	9.62e-12
5.800	3.620523449e+01	9.66e-12
5.900	3.734699644e+01	9.68e-12
6.000	3.849017795e+01	9.72e-12
