T[MeV]	signal_value	signal_error
0	0	0
0.100	4.339822704e-44	3.92e-55
0.200	2.762477962e-31	5.02e-42
0.300	2.245448419e-26	3.75e-37
0.400	1.054977934e-23	1.20e-34
0.500	5.329929394e-22	2.29e-33
0.600	8.263270187e-21	1.81e-32
0.700	6.319612915e-20	1.43e-31
0.800	3.055135985e-19	4.34e-31
0.900	1.077029306e-18	7.69e-31
1.000	3.024807630e-18	1.21e-30
1.100	7.170757523e-18	2.10e-30
1.200	1.492756779e-17	3.15e-30
1.300	2.806147990e-17	4.36e-30
1.400	4.861543349e-17	6.58e-30
1.500	7.881046649e-17	9.76e-30
1.600	1.209416719e-16	1.33e-29
1.700	1.772807709e-16	1.69e-29
1.800	2.499927092e-16	2.05e-29
1.900	3.410697478e-16	2.37e-29
2.000	4.522836675e-16	2.68e-29
2.100	5.851548848e-16	2.92e-29
2.200	7.409362832e-16	3.16e-29
2.300	9.206091575e-16	3.35e-29
2.400	1.124888642e-15	3.65e-29
2.500	1.354236194e-15	3.98e-29
2.600	1.608877012e-15	4.45e-29
2.700	1.888820620e-15	4.75e-29
2.800	2.193883189e-15	5.04e-29
2.900	2.523710490e-15	5.51e-29
3.000	2.877800641e-15	5.70e-29
3.100	3.255526047e-15	6.05e-29
3.200	3.656154105e-15	6.37e-29
3.300	4.078866426e-15	6.79e-29
3.400	4.522776410e-15	7.14e-29
3.500	4.986945116e-15	7.59e-29
3.600	5.470395428e-15	8.03e-29
3.700	5.972124580e-15	8.35e-29
3.800	6.491115096e-15	8.92e-29
3.900	7.026344278e-15	9.35e-29
4.000	7.576792324e-15	9.78e-29
4.100	8.141449228e-15	1.05e-28
4.200	8.719320550e-15	1.10e-28
4.300	9.309432194e-15	1.16e-28
4.400	9.910834294e-15	1.23e-28
4.500	1.052260432e-14	1.29e-28
4.600	1.114384949e-14	1.36e-28
4.700	1.177370859e-14	1.43e-28
4.800	1.241135328e-14	1.50e-28
4.900	1.305598892e-14	1.55e-28
5.000	1.370685509e-14	1.67e-28
5.100	1.436322568e-14	1.67e-28
5.200	1.502440884e-14	1.78e-28
5.300	1.568974657e-14	1.85e-28
5.400	1.635861421e-14	1.95e-28
5.500	1.703041977e-14	1.99e-28
5.600	1.770460313e-14	2.02e-28
5.700	1.838063510e-14	2.14e-28
5.800	1.905801648e-14	2.24e-28
5.900	1.973627703e-14	2.31e-28
6.000	2.041497440e-14	2.38e-28
6.100	2.109369305e-14	2.36e-28
6.200	2.177204314e-14	2.43e-28
6.300	2.244965946e-14	2.53e-28
6.400	2.312620030e-14	2.64e-28
6.500	2.380134641e-14	2.77e-28
6.600	2.447479989e-14	2.84e-28
6.700	2.514628323e-14	2.83e-28
6.800	2.581553822e-14	2.97e-28
6.900	2.648232502e-14	3.00e-28
7.000	2.714642121e-14	3.05e-28
7.100	2.780762084e-14	3.11e-28
7.200	2.846573361e-14	3.13e-28
7.300	2.912058396e-14	3.30e-28
7.400	2.977201029e-14	3.37e-28
7.500	3.041986419e-14	3.40e-28
7.600	3.106400968e-14	3.44e-28
7.700	3.170432251e-14	3.55e-28
7.800	3.234068947e-14	3.64e-28
7.900	3.297300778e-14	3.73e-28
8.000	3.360118445e-14	3.75e-28
8.100	3.422513568e-14	3.80e-28
8.200	3.484478635e-14	3.91e-28
8.300	3.546006949e-14	3.90e-28
8.400	3.607092573e-14	4.08e-28
8.500	3.667730290e-14	4.02e-28
8.600	3.727915555e-14	4.22e-28
8.700	3.787644450e-14	4.21e-28
8.800	3.846913651e-14	4.28e-28
8.900	3.905720383e-14	4.48e-28
9.000	3.964062388e-14	4.37e-28
9.100	4.021937894e-14	4.55e-28
9.200	4.079345575e-14	4.55e-28
9.300	4.136284530e-14	4.71e-28
9.400	4.192754249e-14	4.68e-28
9.500	4.248754588e-14	4.77e-28
9.600	4.304285744e-14	4.73e-28
9.700	4.359348231e-14	4.92e-28
9.800	4.413942858e-14	4.86e-28
9.900	4.468070706e-14	4.88e-28
10.000	4.521733113e-14	5.09e-28
