T[MeV]	signal_value	signal_error
0	0	0
0.100	9.795789774e-43	7.00e-53
0.200	2.034225316e-24	1.75e-37
0.300	4.330241670e-17	6.12e-29
0.400	5.268240933e-13	4.38e-24
0.500	2.348499545e-10	1.46e-20
0.600	1.764613686e-08	2.54e-19
0.700	4.508814130e-07	8.16e-18
0.800	5.678682618e-06	4.09e-18
0.900	4.375775176e-05	6.18e-17
1.000	2.360970824e-04	8.23e-16
1.100	9.749317784e-04	7.18e-15
1.200	3.275383417e-03	3.79e-14
1.300	9.350997722e-03	1.31e-13
1.400	2.342119190e-02	3.21e-13
1.500	5.271166978e-02	5.85e-13
1.600	1.085705456e-01	8.99e-12
1.700	2.076027344e-01	3.44e-12
1.800	3.727242574e-01	3.97e-12
1.900	6.340522690e-01	1.64e-11
2.000	1.029569594e+00	3.86e-11
2.100	1.605528447e+00	6.93e-11
2.200	2.416582416e+00	1.06e-10
2.300	3.525656067e+00	1.47e-10
2.400	5.003576623e+00	1.88e-10
2.500	6.928501967e+00	2.27e-10
2.600	9.385184397e+00	2.62e-10
2.700	1.246411096e+01	2.92e-10
2.800	1.626055984e+01	3.14e-10
2.900	2.087360905e+01	3.30e-10
3.000	2.640512923e+01	3.37e-10
3.100	3.295878749e+01	3.37e-10
3.200	4.063908440e+01	3.30e-10
3.300	4.955044091e+01	3.18e-10
3.400	5.979634839e+01	3.01e-10
3.500	7.147859019e+01	2.81e-10
3.600	8.469654050e+01	2.59e-10
3.700	9.954654308e+01	2.36e-10
3.800	1.161213701e+02	2.14e-10
3.900	1.345097599e+02	1.97e-10
4.000	1.547960308e+02	1.96e-10
4.100	1.770597665e+02	2.09e-10
4.200	2.013755698e+02	2.31e-10
4.300	2.278128778e+02	2.59e-10
4.400	2.564358352e+02	2.93e-10
4.500	2.873032184e+02	3.32e-10
4.600	3.204684065e+02	3.74e-10
4.700	3.559793935e+02	4.19e-10
4.800	3.938788359e+02	4.68e-10
4.900	4.342041326e+02	5.18e-10
5.000	4.769875311e+02	5.71e-10
5.100	5.222562564e+02	6.25e-10
5.200	5.700326598e+02	6.80e-10
5.300	6.203343820e+02	7.36e-10
5.400	6.731745296e+02	7.92e-10
5.500	7.285618608e+02	8.49e-10
5.600	7.865009783e+02	9.05e-10
5.700	8.469925270e+02	9.62e-10
5.800	9.100333947e+02	1.02e-09
5.900	9.756169139e+02	1.07e-09
6.000	1.043733063e+03	1.13e-09
