T[MeV]	signal_value	signal_error
0	0	0
0.100	2.991277740e-74	3.77e-85
0.200	4.745624331e-39	1.97e-49
0.300	5.593165712e-27	1.61e-37
0.400	1.041344668e-20	4.60e-32
0.500	9.060436183e-17	1.77e-28
0.600	5.228619024e-14	1.95e-26
0.700	6.191907965e-12	1.03e-24
0.800	2.644912162e-10	1.60e-23
0.900	5.589619413e-09	4.76e-19
1.000	7.088177621e-08	2.76e-18
1.100	6.116114784e-07	3.82e-17
1.200	3.913915239e-06	1.27e-16
1.300	1.975087765e-05	3.49e-16
1.400	8.222118542e-05	7.45e-15
1.500	2.921267976e-04	2.48e-14
1.600	9.093437844e-04	7.80e-14
1.700	2.531528350e-03	1.33e-13
1.800	6.406978937e-03	1.83e-13
1.900	1.493798865e-02	1.31e-12
2.000	3.243433169e-02	1.98e-12
2.100	6.617328269e-02	2.89e-12
2.200	1.278125683e-01	5.39e-12
2.300	2.351867891e-01	6.65e-12
2.400	4.144978266e-01	1.53e-11
2.500	7.028876835e-01	3.59e-11
2.600	1.151360253e+00	4.69e-11
2.700	1.827998578e+00	1.76e-10
2.800	2.821407686e+00	2.17e-10
2.900	4.244301001e+00	4.08e-10
3.000	6.237141069e+00	4.89e-10
3.100	8.971742769e+00	5.79e-10
3.200	1.265474906e+01	1.14e-09
3.300	1.753089487e+01	1.32e-09
3.400	2.388598323e+01	1.52e-09
3.500	3.204950856e+01	1.73e-09
3.600	4.239687399e+01	1.96e-09
3.700	5.535116229e+01	4.76e-09
3.800	7.138443296e+01	2.46e-09
3.900	9.101853000e+01	6.95e-09
4.000	1.148253965e+02	6.85e-09
4.100	1.434269026e+02	1.07e-08
4.200	1.774942019e+02	1.71e-08
4.300	2.177466399e+02	1.67e-08
4.400	2.649502426e+02	1.83e-08
4.500	3.199158212e+02	1.99e-08
4.600	3.834967274e+02	2.16e-08
4.700	4.565863028e+02	2.33e-08
4.800	5.401150600e+02	2.51e-08
4.900	6.350476400e+02	2.69e-08
5.000	7.423795840e+02	2.88e-08
5.100	8.631339616e+02	3.07e-08
5.200	9.983578926e+02	3.26e-08
5.300	1.149118999e+03	3.46e-08
5.400	1.316501821e+03	3.66e-08
5.500	1.501604224e+03	3.86e-08
5.600	1.705533838e+03	4.06e-08
5.700	1.929404535e+03	4.27e-08
5.800	2.174332983e+03	4.48e-08
5.900	2.441435296e+03	4.69e-08
6.000	2.731823782e+03	2.72e-07
