T[MeV]	signal_value	signal_error
0	0	0
0.100	3.660104629e-52	2.91e-65
0.200	6.176980127e-36	3.54e-47
0.300	1.162032078e-29	1.10e-42
0.400	3.126628440e-26	8.70e-37
0.500	4.880828286e-24	6.21e-35
0.600	1.678258514e-22	1.11e-32
0.700	2.329480231e-21	4.86e-32
0.800	1.792491908e-20	1.56e-30
0.900	9.183161295e-20	8.48e-30
1.000	3.509030707e-19	6.31e-30
1.100	1.077324943e-18	4.72e-29
1.200	2.796174772e-18	1.61e-28
1.300	6.360478592e-18	3.69e-28
1.400	1.301774735e-17	6.87e-28
1.500	2.444734090e-17	1.13e-27
1.600	4.276478141e-17	1.70e-27
1.700	7.049493480e-17	2.40e-27
1.800	1.105197659e-16	3.20e-27
1.900	1.660081197e-16	4.09e-27
2.000	2.403351482e-16	5.06e-27
2.100	3.369981736e-16	6.08e-27
2.200	4.595344500e-16	7.14e-27
2.300	6.114448337e-16	8.24e-27
2.400	7.961260025e-16	9.36e-27
2.500	1.016812701e-15	1.05e-26
2.600	1.276530575e-15	1.17e-26
2.700	1.578059465e-15	1.30e-26
2.800	1.923906580e-15	1.43e-26
2.900	2.316288648e-15	1.55e-26
3.000	2.757122001e-15	1.68e-26
3.100	3.248019472e-15	1.81e-26
3.200	3.790293004e-15	1.94e-26
3.300	4.384960917e-15	2.07e-26
3.400	5.032758868e-15	2.19e-26
3.500	5.734153631e-15	2.31e-26
3.600	6.489358955e-15	2.43e-26
3.700	7.298352830e-15	2.55e-26
3.800	8.160895616e-15	2.67e-26
3.900	9.076548581e-15	2.78e-26
4.000	1.004469247e-14	2.89e-26
4.100	1.106454579e-14	3.00e-26
4.200	1.213518262e-14	3.11e-26
4.300	1.325554972e-14	3.21e-26
4.400	1.442448282e-14	3.32e-26
4.500	1.564072202e-14	3.41e-26
4.600	1.690292625e-14	3.51e-26
4.700	1.820968668e-14	3.60e-26
4.800	1.955953916e-14	3.69e-26
4.900	2.095097571e-14	3.78e-26
5.000	2.238245496e-14	3.87e-26
5.100	2.385241166e-14	3.95e-26
5.200	2.535926538e-14	4.03e-26
5.300	2.690142822e-14	4.10e-26
5.400	2.847731182e-14	4.17e-26
5.500	3.008533352e-14	4.24e-26
5.600	3.172392189e-14	4.31e-26
5.700	3.339152155e-14	4.37e-26
5.800	3.508659740e-14	4.43e-26
5.900	3.680763829e-14	4.49e-26
6.000	3.855316015e-14	4.54e-26
6.100	4.032170871e-14	4.60e-26
6.200	4.211186168e-14	4.65e-26
6.300	4.392223072e-14	4.70e-26
6.400	4.575146285e-14	4.75e-26
6.500	4.759824171e-14	4.79e-26
6.600	4.946128842e-14	4.84e-26
6.700	5.133936231e-14	4.88e-26
6.800	5.323126128e-14	4.92e-26
6.900	5.513582205e-14	4.96e-26
7.000	5.705192024e-14	5.00e-26
7.100	5.897847022e-14	5.03e-26
7.200	6.091442489e-14	5.07e-26
7.300	6.285877531e-14	5.10e-26
7.400	6.481055024e-14	5.13e-26
7.500	6.676881559e-14	5.16e-26
7.600	6.873267376e-14	5.19e-26
7.700	7.070126296e-14	5.22e-26
7.800	7.267375649e-14	5.24e-26
7.900	7.464936189e-14	5.27e-26
8.000	7.662732015e-14	5.30e-26
8.100	7.860690486e-14	5.32e-26
8.200	8.058742129e-14	5.34e-26
8.300	8.256820557e-14	5.36e-26
8.400	8.454862370e-14	5.39e-26
8.500	8.652807074e-14	5.41e-26
8.600	8.850596981e-14	5.43e-26
8.700	9.048177128e-14	5.45e-26
8.800	9.245495179e-14	5.47e-26
8.900	9.442501342e-14	5.48e-26
9.000	9.639148279e-14	5.50e-26
9.100	9.835391019e-14	5.52e-26
9.200	1.003118688e-13	5.53e-26
9.300	1.022649537e-13	5.55e-26
9.400	1.042127812e-13	5.57e-26
9.500	1.061549881e-13	5.58e-26
9.600	1.080912306e-13	5.60e-26
9.700	1.100211840e-13	3.87e-24
9.800	1.119445416e-13	1.17e-24
9.900	1.138610142e-13	9.89e-24
10.000	1.157703290e-13	5.65e-26
