T[MeV]	signal_value	signal_error
0	0	0
0.100	2.555074871e-96	9.62e-101
0.200	1.700870768e-58	6.35e-69
0.300	1.575836820e-45	6.00e-56
0.400	8.585759445e-39	1.99e-50
0.500	1.466839042e-34	5.19e-46
0.600	1.350633477e-31	3.14e-44
0.700	2.250942278e-29	2.70e-42
0.800	1.245594935e-27	1.08e-37
0.900	3.219584859e-26	1.61e-36
1.000	4.791125741e-25	3.51e-35
1.100	4.705177802e-24	1.65e-34
1.200	3.348512971e-23	5.99e-34
1.300	1.845874371e-22	1.78e-33
1.400	8.277034408e-22	6.90e-32
1.500	3.132366515e-21	1.58e-31
1.600	1.029216769e-20	2.95e-31
1.700	3.002081592e-20	2.65e-30
1.800	7.912159628e-20	5.42e-30
1.900	1.911248876e-19	8.92e-30
2.000	4.281011270e-19	1.40e-29
2.100	8.977535985e-19	5.82e-29
2.200	1.776761802e-18	3.73e-29
2.300	3.341089488e-18	1.66e-28
2.400	6.003618137e-18	4.20e-28
2.500	1.035905516e-17	8.82e-28
2.600	1.723563893e-17	1.15e-27
2.700	2.775276016e-17	2.26e-27
2.800	4.338327320e-17	2.83e-27
2.900	6.601900530e-17	5.79e-27
3.000	9.803779730e-17	4.24e-27
3.100	1.423703296e-16	9.94e-27
3.200	2.025649967e-16	1.98e-26
3.300	2.828491795e-16	2.75e-26
3.400	3.881854179e-16	3.12e-26
3.500	5.243211800e-16	3.52e-26
3.600	6.978311588e-16	3.95e-26
3.700	9.161512685e-16	4.41e-26
3.800	1.187603766e-15	1.12e-25
3.900	1.521413165e-15	1.26e-25
4.000	1.927712831e-15	1.49e-25
4.100	2.417542368e-15	1.78e-25
4.200	3.002836056e-15	1.95e-25
4.300	3.696402799e-15	3.13e-25
4.400	4.511898106e-15	2.13e-25
4.500	5.463788789e-15	2.34e-25
4.600	6.567311074e-15	2.55e-25
4.700	7.838422917e-15	2.77e-25
4.800	9.293751300e-15	3.00e-25
4.900	1.095053533e-14	3.23e-25
5.000	1.282656588e-14	3.47e-25
5.100	1.494012268e-14	3.72e-25
5.200	1.730990934e-14	3.97e-25
5.300	1.995498730e-14	4.22e-25
5.400	2.289470911e-14	4.48e-25
5.500	2.614865178e-14	4.75e-25
5.600	2.973655066e-14	5.01e-25
5.700	3.367823437e-14	5.28e-25
5.800	3.799356124e-14	5.55e-25
5.900	4.270235750e-14	5.83e-25
6.000	4.782435772e-14	6.10e-25
6.100	5.337914771e-14	6.38e-25
6.200	5.938610993e-14	6.65e-25
6.300	6.586437195e-14	6.93e-25
6.400	7.283275770e-14	7.21e-25
6.500	8.030974190e-14	7.48e-25
6.600	8.831340762e-14	7.76e-25
6.700	9.686140698e-14	8.04e-25
6.800	1.059709251e-13	1.02e-23
6.900	1.156586470e-13	1.02e-23
7.000	1.259407282e-13	1.01e-23
7.100	1.368327676e-13	9.87e-24
7.200	1.483497840e-13	9.63e-24
7.300	1.605061950e-13	9.34e-24
7.400	1.733157996e-13	9.00e-24
7.500	1.867917622e-13	8.61e-24
7.600	2.009466006e-13	8.17e-24
7.700	2.157921753e-13	7.71e-24
7.800	2.313396820e-13	7.20e-24
7.900	2.475996458e-13	6.68e-24
8.000	2.645819180e-13	6.13e-24
8.100	2.822956742e-13	5.57e-24
8.200	3.007494149e-13	5.00e-24
8.300	3.199509677e-13	4.44e-24
8.400	3.399074908e-13	3.88e-24
8.500	3.606254783e-13	3.34e-24
8.600	3.821107667e-13	2.83e-24
8.700	4.043685427e-13	2.36e-24
8.800	4.274033525e-13	1.95e-24
8.900	4.512191115e-13	1.61e-24
9.000	4.758191152e-13	1.41e-24
9.100	5.012060516e-13	1.57e-24
9.200	5.273820132e-13	1.94e-24
9.300	5.543485105e-13	2.44e-24
9.400	5.821064861e-13	3.04e-24
9.500	6.106563287e-13	3.74e-24
9.600	6.399978880e-13	4.52e-24
9.700	6.701304901e-13	5.39e-24
9.800	7.010529529e-13	6.33e-24
9.900	7.327636016e-13	7.34e-24
10.000	7.652602849e-13	8.42e-24
