T[MeV]	signal_value	signal_error
0	0	0
0.100	6.440633346e-17	1.57e-27
0.200	9.236346475e-10	7.59e-20
0.300	5.987809431e-07	3.77e-17
0.400	2.203936654e-05	1.72e-15
0.500	2.291538648e-04	6.34e-15
0.600	1.206901802e-03	1.51e-14
0.700	4.208972048e-03	2.79e-14
0.800	1.119741845e-02	1.11e-12
0.900	2.467645702e-02	2.00e-12
1.000	4.742718666e-02	2.63e-12
1.100	8.224247370e-02	3.28e-12
1.200	1.317163122e-01	3.93e-12
1.300	1.981037767e-01	1.68e-11
1.400	2.832460761e-01	1.91e-11
1.500	3.885465705e-01	2.13e-11
1.600	5.149823635e-01	2.33e-11
1.700	6.631381496e-01	6.47e-11
1.800	8.332520814e-01	6.94e-11
1.900	1.025266400e+00	7.38e-11
2.000	1.238878039e+00	7.80e-11
2.100	1.473586285e+00	1.36e-10
2.200	1.728735883e+00	1.42e-10
2.300	2.003554906e+00	1.48e-10
2.400	2.297187261e+00	1.54e-10
2.500	2.608720064e+00	2.42e-10
2.600	2.937206314e+00	2.49e-10
2.700	3.281683369e+00	2.56e-10
2.800	3.641187785e+00	3.54e-10
2.900	4.014767013e+00	3.62e-10
3.000	4.401488458e+00	3.70e-10
3.100	4.800446332e+00	3.78e-10
3.200	5.210766682e+00	3.85e-10
3.300	5.631610914e+00	3.91e-10
3.400	6.062178118e+00	3.98e-10
3.500	6.501706414e+00	4.04e-10
3.600	6.949473523e+00	4.09e-10
3.700	7.404796733e+00	4.15e-10
3.800	7.867032397e+00	4.20e-10
3.900	8.335575071e+00	4.25e-10
4.000	8.809856389e+00	4.30e-10
4.100	9.289343742e+00	4.34e-10
4.200	9.773538831e+00	4.39e-10
4.300	1.026197614e+01	4.43e-10
4.400	1.075422134e+01	4.47e-10
4.500	1.124986972e+01	4.51e-10
4.600	1.174854458e+01	4.54e-10
4.700	1.224989569e+01	4.58e-10
4.800	1.275359774e+01	4.61e-10
4.900	1.325934889e+01	4.64e-10
5.000	1.376686931e+01	1.37e-09
5.100	1.427589989e+01	1.37e-09
5.200	1.478620086e+01	1.38e-09
5.300	1.529755061e+01	1.39e-09
5.400	1.580974449e+01	1.39e-09
5.500	1.632259370e+01	1.40e-09
5.600	1.683592427e+01	1.40e-09
5.700	1.734957605e+01	1.41e-09
5.800	1.786340176e+01	1.41e-09
5.900	1.837726618e+01	1.42e-09
6.000	1.889104526e+01	1.42e-09
