T[MeV]	signal_value	signal_error
0	0	0
0.100	1.574034184e-43	6.94e-54
0.200	5.769234141e-31	1.79e-41
0.300	3.765544917e-26	4.09e-37
0.400	1.566977554e-23	4.09e-34
0.500	7.321664965e-22	4.78e-33
0.600	1.074413552e-20	1.04e-32
0.700	7.886950640e-20	1.02e-31
0.800	3.693264340e-19	4.00e-31
0.900	1.269136402e-18	8.49e-31
1.000	3.490261332e-18	1.27e-30
1.100	8.129854252e-18	1.78e-30
1.200	1.667244539e-17	2.69e-30
1.300	3.093889342e-17	3.90e-30
1.400	5.299878066e-17	5.69e-30
1.500	8.506553816e-17	8.67e-30
1.600	1.293906113e-16	1.24e-29
1.700	1.881679299e-16	1.68e-29
1.800	2.634549921e-16	2.13e-29
1.900	3.571129550e-16	2.58e-29
2.000	4.707654525e-16	6.48e-27
2.100	6.057742683e-16	5.05e-26
2.200	7.632292215e-16	3.76e-29
2.300	9.439493993e-16	4.08e-29
2.400	1.148492987e-15	4.36e-29
2.500	1.377173242e-15	4.58e-29
2.600	1.630078540e-15	4.86e-29
2.700	1.907094799e-15	5.01e-29
2.800	2.207928962e-15	5.38e-29
2.900	2.532132539e-15	5.73e-29
3.000	2.879124464e-15	6.24e-29
3.100	3.248212781e-15	6.57e-29
3.200	3.638614814e-15	6.99e-29
3.300	4.049475636e-15	7.23e-29
3.400	4.479884751e-15	7.69e-29
3.500	4.928890975e-15	8.09e-29
3.600	5.395515572e-15	8.53e-29
3.700	5.878763718e-15	9.14e-29
3.800	6.377634404e-15	9.35e-29
3.900	6.891128908e-15	9.75e-29
4.000	7.418257952e-15	1.03e-28
4.100	7.958047677e-15	1.08e-28
4.200	8.509544570e-15	1.11e-28
4.300	9.071819446e-15	1.20e-28
4.400	9.643970616e-15	1.23e-28
4.500	1.022512633e-14	1.32e-28
4.600	1.081444659e-14	1.34e-28
4.700	1.141112447e-14	1.41e-28
4.800	1.201438687e-14	1.48e-28
4.900	1.262349504e-14	1.52e-28
5.000	1.323774458e-14	1.61e-28
5.100	1.385646538e-14	1.66e-28
5.200	1.447902110e-14	1.73e-28
5.300	1.510480870e-14	1.80e-28
5.400	1.573325761e-14	1.86e-28
5.500	1.636382891e-14	1.93e-28
5.600	1.699601441e-14	2.01e-28
5.700	1.762933557e-14	2.05e-28
5.800	1.826334248e-14	2.11e-28
5.900	1.889761274e-14	2.19e-28
6.000	1.953175035e-14	2.28e-28
6.100	2.016538457e-14	2.37e-28
6.200	2.079816881e-14	2.38e-28
6.300	2.142977950e-14	2.46e-28
6.400	2.205991501e-14	2.56e-28
6.500	2.268829456e-14	2.62e-28
6.600	2.331465720e-14	2.68e-28
6.700	2.393876076e-14	2.75e-28
6.800	2.456038088e-14	2.83e-28
6.900	2.517931007e-14	2.90e-28
7.000	2.579535676e-14	2.97e-28
7.100	2.640834447e-14	3.00e-28
7.200	2.701811093e-14	3.10e-28
7.300	2.762450728e-14	3.17e-28
7.400	2.822739733e-14	3.24e-28
7.500	2.882665676e-14	3.27e-28
7.600	2.942217249e-14	3.31e-28
7.700	3.001384197e-14	3.42e-28
7.800	3.060157257e-14	3.49e-28
7.900	3.118528095e-14	3.55e-28
8.000	3.176489254e-14	3.63e-28
8.100	3.234034093e-14	3.61e-28
8.200	3.291156743e-14	3.72e-28
8.300	3.347852053e-14	3.74e-28
8.400	3.404115548e-14	3.86e-28
8.500	3.459943384e-14	3.94e-28
8.600	3.515332306e-14	3.96e-28
8.700	3.570279611e-14	4.05e-28
8.800	3.624783112e-14	4.04e-28
8.900	3.678841103e-14	4.14e-28
9.000	3.732452324e-14	4.15e-28
9.100	3.785615938e-14	4.20e-28
9.200	3.838331491e-14	4.27e-28
9.300	3.890598894e-14	4.40e-28
9.400	3.942418396e-14	4.48e-28
9.500	3.993790557e-14	4.51e-28
9.600	4.044716225e-14	4.61e-28
9.700	4.095196521e-14	4.56e-28
9.800	4.145232810e-14	4.68e-28
9.900	4.194826691e-14	4.75e-28
10.000	4.243979973e-14	4.76e-28
