T[MeV]	signal_value	signal_error
0	0	0
0.100	2.094616384e-18	5.11e-29
0.200	1.316914699e-10	1.15e-20
0.300	1.689086875e-07	9.02e-19
0.400	9.174546325e-06	2.59e-16
0.500	1.229488286e-04	8.96e-15
0.600	7.751293936e-04	5.79e-14
0.700	3.093360483e-03	1.05e-13
0.800	9.142870197e-03	1.62e-13
0.900	2.193014035e-02	2.26e-13
1.000	4.519802465e-02	2.94e-13
1.100	8.311492549e-02	3.62e-13
1.200	1.399526825e-01	1.34e-11
1.300	2.198114367e-01	1.55e-11
1.400	3.264156620e-01	2.90e-11
1.500	4.629831462e-01	4.03e-11
1.600	6.321571605e-01	4.23e-11
1.700	8.359878831e-01	4.40e-11
1.800	1.075949098e+00	4.56e-11
1.900	1.352978079e+00	4.71e-11
2.000	1.667529062e+00	4.84e-11
2.100	2.019633173e+00	4.96e-11
2.200	2.408959776e+00	5.07e-11
2.300	2.834875894e+00	5.16e-11
2.400	3.296501639e+00	5.25e-11
2.500	3.792760491e+00	5.34e-11
2.600	4.322423953e+00	5.42e-11
2.700	4.884150499e+00	5.49e-11
2.800	5.476519053e+00	5.56e-11
2.900	6.098057369e+00	5.62e-11
3.000	6.747265798e+00	5.68e-11
3.100	7.422636924e+00	5.73e-11
3.200	8.122671592e+00	5.79e-11
3.300	8.845891799e+00	5.83e-11
3.400	9.590850886e+00	5.88e-11
3.500	1.035614144e+01	5.93e-11
3.600	1.114040125e+01	5.97e-11
3.700	1.194231766e+01	6.01e-11
3.800	1.276063058e+01	6.05e-11
3.900	1.359413432e+01	6.08e-11
4.000	1.444167863e+01	6.12e-11
4.100	1.530216887e+01	6.15e-11
4.200	1.617456573e+01	6.18e-11
4.300	1.705788437e+01	6.21e-11
4.400	1.795119323e+01	6.24e-11
4.500	1.885361260e+01	6.27e-11
4.600	1.976431295e+01	6.29e-11
4.700	2.068251307e+01	6.32e-11
4.800	2.160747822e+01	6.34e-11
4.900	2.253851811e+01	6.37e-11
5.000	2.347498492e+01	6.39e-11
5.100	2.441627126e+01	6.41e-11
5.200	2.536180823e+01	6.43e-11
5.300	2.631106342e+01	6.45e-11
5.400	2.726353901e+01	6.47e-11
5.500	2.821876993e+01	6.49e-11
5.600	2.917632203e+01	6.51e-11
5.700	3.013579039e+01	6.53e-11
5.800	3.109679763e+01	6.55e-11
5.900	3.205899231e+01	6.56e-11
6.000	3.302204746e+01	6.58e-11
