T[MeV]	signal_value	signal_error
0	0	0
0.100	2.964273479e-51	1.17e-64
0.200	2.074440246e-35	2.85e-46
0.300	2.750332779e-29	8.54e-42
0.400	6.094389789e-26	2.61e-38
0.500	8.392336791e-24	4.69e-34
0.600	2.641257164e-22	1.26e-32
0.700	3.431301139e-21	6.29e-32
0.800	2.507513698e-20	1.01e-30
0.900	1.232417612e-19	4.17e-30
1.000	4.551063665e-19	8.93e-30
1.100	1.357734525e-18	1.22e-29
1.200	3.438816545e-18	1.24e-29
1.300	7.658705197e-18	2.32e-29
1.400	1.538796835e-17	1.26e-27
1.500	2.843165217e-17	1.36e-27
1.600	4.901885755e-17	1.39e-27
1.700	7.976184881e-17	1.36e-27
1.800	1.235920799e-16	1.25e-27
1.900	1.836815356e-16	1.10e-27
2.000	2.633573076e-16	9.31e-28
2.100	3.660160166e-16	7.74e-28
2.200	4.950430794e-16	7.61e-28
2.300	6.537402137e-16	1.09e-27
2.400	8.452631827e-16	1.59e-27
2.500	1.072570654e-15	2.23e-27
2.600	1.338384213e-15	2.99e-27
2.700	1.645158978e-15	3.87e-27
2.800	1.995063900e-15	4.85e-27
2.900	2.389970619e-15	5.92e-27
3.000	2.831449662e-15	7.08e-27
3.100	3.320772766e-15	8.31e-27
3.200	3.858920186e-15	9.62e-27
3.300	4.446591917e-15	1.10e-26
3.400	5.084221890e-15	1.24e-26
3.500	5.771994322e-15	1.39e-26
3.600	6.509861506e-15	1.54e-26
3.700	7.297562453e-15	1.70e-26
3.800	8.134641908e-15	1.86e-26
3.900	9.020469323e-15	2.03e-26
4.000	9.954257496e-15	2.20e-26
4.100	1.093508063e-14	2.37e-26
4.200	1.196189161e-14	2.54e-26
4.300	1.303353842e-14	2.71e-26
4.400	1.414877956e-14	2.88e-26
4.500	1.530629842e-14	3.06e-26
4.600	1.650471663e-14	3.23e-26
4.700	1.774260632e-14	3.40e-26
4.800	1.901850137e-14	3.57e-26
4.900	2.033090762e-14	3.74e-26
5.000	2.167831214e-14	3.91e-26
5.100	2.305919152e-14	4.08e-26
5.200	2.447201932e-14	4.24e-26
5.300	2.591527275e-14	4.40e-26
5.400	2.738743844e-14	4.56e-26
5.500	2.888701763e-14	4.72e-26
5.600	3.041253066e-14	4.87e-26
5.700	3.196252083e-14	5.03e-26
5.800	3.353555773e-14	5.18e-26
5.900	3.513024007e-14	5.33e-26
6.000	3.674519802e-14	5.47e-26
6.100	3.837909519e-14	5.61e-26
6.200	4.003063019e-14	5.75e-26
6.300	4.169853784e-14	5.89e-26
6.400	4.338159014e-14	6.03e-26
6.500	4.507859694e-14	6.16e-26
6.600	4.678840634e-14	6.29e-26
6.700	4.850990491e-14	6.42e-26
6.800	5.024201776e-14	6.54e-26
6.900	5.198370837e-14	6.66e-26
7.000	5.373397834e-14	6.78e-26
7.100	5.549186698e-14	6.90e-26
7.200	5.725645083e-14	7.01e-26
7.300	5.902684305e-14	7.12e-26
7.400	6.080219275e-14	7.23e-26
7.500	6.258168428e-14	7.34e-26
7.600	6.436453645e-14	7.45e-26
7.700	6.615000167e-14	7.55e-26
7.800	6.793736511e-14	7.65e-26
7.900	6.972594382e-14	7.75e-26
8.000	7.151508584e-14	7.85e-26
8.100	7.330416924e-14	7.94e-26
8.200	7.509260124e-14	8.04e-26
8.300	7.687981723e-14	8.13e-26
8.400	7.866527994e-14	8.22e-26
8.500	8.044847840e-14	8.31e-26
8.600	8.222892714e-14	8.40e-26
8.700	8.400616521e-14	8.48e-26
8.800	8.577975535e-14	8.57e-26
8.900	8.754928309e-14	8.65e-26
9.000	8.931435589e-14	8.73e-26
9.100	9.107460235e-14	8.81e-26
9.200	9.282967133e-14	8.88e-26
9.300	9.457923120e-14	8.96e-26
9.400	9.632296908e-14	9.03e-26
9.500	9.806059001e-14	9.10e-26
9.600	9.979181632e-14	9.18e-26
9.700	1.015163868e-13	9.25e-26
9.800	1.032340563e-13	9.32e-26
9.900	1.049445944e-13	9.38e-26
10.000	1.066477857e-13	9.45e-26
