T[MeV]	signal_value	signal_error
0	0	0
0.100	4.351414263e-62	4.98e-74
0.200	9.190193896e-42	1.35e-53
0.300	5.887730476e-34	1.78e-45
0.400	1.045264375e-29	3.26e-40
0.500	5.350765604e-27	4.33e-38
0.600	4.184865861e-25	1.55e-35
0.700	1.063928831e-23	6.43e-34
0.800	1.304378550e-22	5.53e-34
0.900	9.679611501e-22	9.46e-32
1.000	5.004709770e-21	1.59e-31
1.100	1.976642204e-20	1.94e-30
1.200	6.350389894e-20	2.48e-31
1.300	1.735035343e-19	5.93e-31
1.400	4.164102494e-19	2.80e-29
1.500	8.993836759e-19	3.09e-29
1.600	1.780696138e-18	2.41e-29
1.700	3.278508672e-18	1.15e-29
1.800	5.676911585e-18	2.54e-29
1.900	9.328750073e-18	7.94e-29
2.000	1.465516502e-17	1.69e-28
2.100	2.214210217e-17	2.92e-28
2.200	3.233425794e-17	3.18e-27
2.300	4.582704288e-17	3.13e-27
2.400	6.325717319e-17	2.96e-27
2.500	8.529247074e-17	2.70e-27
2.600	1.126213850e-16	2.37e-27
2.700	1.459426640e-16	2.03e-27
2.800	1.859555097e-16	1.75e-27
2.900	2.333504647e-16	1.72e-27
3.000	2.888011985e-16	2.24e-27
3.100	3.529572922e-16	3.01e-27
3.200	4.264380658e-16	3.97e-27
3.300	5.098274486e-16	5.08e-27
3.400	6.036698586e-16	6.32e-27
3.500	7.084670355e-16	7.67e-27
3.600	8.246757537e-16	9.09e-27
3.700	9.527063334e-16	1.06e-26
3.800	1.092921864e-15	1.21e-26
3.900	1.245638051e-15	1.37e-26
4.000	1.411123599e-15	1.53e-26
4.100	1.589601060e-15	1.69e-26
4.200	1.781248051e-15	1.85e-26
4.300	1.986198791e-15	2.02e-26
4.400	2.204545887e-15	2.18e-26
4.500	2.436342299e-15	2.34e-26
4.600	2.681603464e-15	2.50e-26
4.700	2.940309498e-15	2.65e-26
4.800	3.212407473e-15	2.81e-26
4.900	3.497813705e-15	2.96e-26
5.000	3.796416054e-15	3.11e-26
5.100	4.108076189e-15	3.26e-26
5.200	4.432631816e-15	3.41e-26
5.300	4.769898843e-15	3.56e-26
5.400	5.119673475e-15	3.71e-26
5.500	5.481734232e-15	3.86e-26
5.600	5.855843871e-15	4.01e-26
5.700	6.241751220e-15	4.15e-26
5.800	6.639192919e-15	4.29e-26
5.900	7.047895060e-15	4.42e-26
6.000	7.467574725e-15	4.55e-26
6.100	7.897941434e-15	4.68e-26
6.200	8.338698492e-15	4.80e-26
6.300	8.789544242e-15	4.92e-26
6.400	9.250173233e-15	5.03e-26
6.500	9.720277287e-15	5.14e-26
6.600	1.019954649e-14	5.25e-26
6.700	1.068767012e-14	5.35e-26
6.800	1.118433745e-14	5.45e-26
6.900	1.168923851e-14	5.55e-26
7.000	1.220206481e-14	5.64e-26
7.100	1.272250990e-14	5.73e-26
7.200	1.325027002e-14	5.82e-26
7.300	1.378504451e-14	5.90e-26
7.400	1.432653633e-14	5.98e-26
7.500	1.487445241e-14	6.06e-26
7.600	1.542850405e-14	6.13e-26
7.700	1.598840719e-14	6.20e-26
7.800	1.655388269e-14	6.27e-26
7.900	1.712465657e-14	6.34e-26
8.000	1.770046018e-14	6.40e-26
8.100	1.828103042e-14	6.47e-26
8.200	1.886610980e-14	6.53e-26
8.300	1.945544661e-14	6.58e-26
8.400	2.004879496e-14	6.64e-26
8.500	2.064591488e-14	6.69e-26
8.600	2.124657232e-14	6.74e-26
8.700	2.185053921e-14	6.79e-26
8.800	2.245759344e-14	6.84e-26
8.900	2.306751887e-14	6.89e-26
9.000	2.368010528e-14	6.93e-26
9.100	2.429514834e-14	6.97e-26
9.200	2.491244961e-14	7.02e-26
9.300	2.553181640e-14	7.06e-26
9.400	2.615306178e-14	7.09e-26
9.500	2.677600446e-14	7.13e-26
9.600	2.740046875e-14	7.17e-26
9.700	2.802628443e-14	7.20e-26
9.800	2.865328667e-14	7.23e-26
9.900	2.928131599e-14	7.27e-26
10.000	2.991021808e-14	7.30e-26
