T[MeV]	signal_value	signal_error
0	0	0
0.100	1.134833739e-31	5.12e-45
0.200	5.095829514e-18	1.75e-29
0.300	1.487851181e-12	2.00e-25
0.400	1.660393854e-09	2.10e-20
0.500	1.573711081e-07	8.80e-18
0.600	3.952385018e-06	1.86e-16
0.700	4.439540361e-05	6.43e-16
0.800	2.941778596e-04	2.33e-14
0.900	1.351079988e-03	2.05e-14
1.000	4.756307173e-03	1.16e-13
1.100	1.371470363e-02	1.19e-12
1.200	3.390324830e-02	2.11e-12
1.300	7.422257755e-02	3.28e-12
1.400	1.473669006e-01	4.70e-12
1.500	2.701371228e-01	6.28e-12
1.600	4.634755779e-01	7.95e-12
1.700	7.522433969e-01	9.72e-12
1.800	1.164788058e+00	1.18e-11
1.900	1.732360216e+00	1.40e-11
2.000	2.488439368e+00	1.61e-11
2.100	3.468021468e+00	1.82e-11
2.200	4.706911807e+00	2.03e-11
2.300	6.241055734e+00	2.22e-11
2.400	8.105929654e+00	2.41e-11
2.500	1.033600604e+01	2.59e-11
2.600	1.296429905e+01	2.77e-11
2.700	1.602199209e+01	2.96e-11
2.800	1.953814463e+01	3.14e-11
2.900	2.353947300e+01	3.31e-11
3.000	2.805019845e+01	3.47e-11
3.100	3.309195461e+01	3.62e-11
3.200	3.868374653e+01	3.76e-11
3.300	4.484195347e+01	3.87e-11
3.400	5.158036795e+01	3.96e-11
3.500	5.891026439e+01	4.04e-11
3.600	6.684049112e+01	4.10e-11
3.700	7.537758024e+01	4.15e-11
3.800	8.452587072e+01	4.17e-11
3.900	9.428764060e+01	4.18e-11
4.000	1.046632448e+02	4.18e-11
4.100	1.156512555e+02	4.17e-11
4.200	1.272486034e+02	4.14e-11
4.300	1.394507169e+02	4.11e-11
4.400	1.522516583e+02	4.07e-11
4.500	1.656442559e+02	4.02e-11
4.600	1.796202309e+02	3.97e-11
4.700	1.941703181e+02	3.91e-11
4.800	2.092843808e+02	3.84e-11
4.900	2.249515188e+02	3.77e-11
5.000	2.411601696e+02	3.69e-11
5.100	2.578982031e+02	3.62e-11
5.200	2.751530099e+02	3.55e-11
5.300	2.929115820e+02	3.48e-11
5.400	3.111605883e+02	3.40e-11
5.500	3.298864436e+02	3.33e-11
5.600	3.490753714e+02	3.25e-11
5.700	3.687134617e+02	3.18e-11
5.800	3.887867228e+02	3.10e-11
5.900	4.092811292e+02	3.03e-11
6.000	4.301826640e+02	2.96e-11
