T[MeV]	signal_value	signal_error
0	0	0
0.100	1.572109953e-38	5.53e-49
0.200	4.074010399e-28	3.85e-38
0.300	3.487415224e-24	5.09e-35
0.400	4.663755682e-22	4.24e-32
0.500	1.044386085e-20	2.98e-31
0.600	9.112777089e-20	4.02e-30
0.700	4.532660841e-19	4.33e-29
0.800	1.566728031e-18	1.46e-28
0.900	4.217016327e-18	2.46e-28
1.000	9.482480430e-18	3.73e-28
1.100	1.864985715e-17	5.24e-28
1.200	3.310239517e-17	6.92e-28
1.300	5.421010754e-17	8.74e-28
1.400	8.323971464e-17	1.07e-27
1.500	1.212909951e-16	1.26e-27
1.600	1.692591594e-16	1.46e-27
1.700	2.278192388e-16	1.66e-27
1.800	2.974272430e-16	1.86e-27
1.900	3.783329621e-16	2.05e-27
2.000	4.706000375e-16	2.24e-27
2.100	5.741298736e-16	2.42e-27
2.200	6.886868767e-16	2.60e-27
2.300	8.139232896e-16	2.77e-27
2.400	9.494025106e-16	8.72e-26
2.500	1.094620254e-15	9.21e-26
2.600	1.249023244e-15	7.26e-26
2.700	1.412025365e-15	7.87e-26
2.800	1.583021347e-15	1.06e-25
2.900	1.761398148e-15	1.10e-25
3.000	1.946544247e-15	1.86e-25
3.100	2.137857099e-15	1.93e-25
3.200	2.334748971e-15	1.99e-25
3.300	2.536651416e-15	2.05e-25
3.400	2.743018563e-15	2.10e-25
3.500	2.953329444e-15	2.16e-25
3.600	3.167089516e-15	2.21e-25
3.700	3.383831522e-15	2.26e-25
3.800	3.603115826e-15	3.45e-25
3.900	3.824530325e-15	3.50e-25
4.000	4.047690031e-15	3.54e-25
4.100	4.272236407e-15	3.58e-25
4.200	4.497836503e-15	3.62e-25
4.300	4.724181969e-15	3.66e-25
4.400	4.950987959e-15	3.69e-25
4.500	5.177991989e-15	3.73e-25
4.600	5.404952755e-15	3.76e-25
4.700	5.631648947e-15	3.80e-25
4.800	5.857878070e-15	3.83e-25
4.900	6.083455280e-15	3.86e-25
5.000	6.308212258e-15	3.88e-25
5.100	6.531996125e-15	3.91e-25
5.200	6.754668388e-15	3.94e-25
5.300	6.976103949e-15	3.96e-25
5.400	7.196190150e-15	3.99e-25
5.500	7.414825877e-15	4.01e-25
5.600	7.631920711e-15	4.04e-25
5.700	7.847394128e-15	4.06e-25
5.800	8.061174750e-15	4.08e-25
5.900	8.273199641e-15	4.10e-25
6.000	8.483413651e-15	4.12e-25
6.100	8.691768799e-15	4.14e-25
6.200	8.898223706e-15	4.16e-25
6.300	9.102743055e-15	4.18e-25
6.400	9.305297103e-15	4.20e-25
6.500	9.505861216e-15	4.21e-25
6.600	9.704415443e-15	4.23e-25
6.700	9.900944118e-15	4.25e-25
6.800	1.009543550e-14	4.26e-25
6.900	1.028788142e-14	4.28e-25
7.000	1.047827697e-14	4.30e-25
7.100	1.066662024e-14	4.31e-25
7.200	1.085291201e-14	4.32e-25
7.300	1.103715551e-14	4.34e-25
7.400	1.121935620e-14	4.35e-25
7.500	1.139952157e-14	4.37e-25
7.600	1.157766093e-14	4.38e-25
7.700	1.175378522e-14	4.39e-25
7.800	1.192790686e-14	4.40e-25
7.900	1.210003961e-14	4.42e-25
8.000	1.227019838e-14	4.43e-25
8.100	1.243839918e-14	4.44e-25
8.200	1.260465891e-14	4.45e-25
8.300	1.276899533e-14	4.46e-25
8.400	1.293142690e-14	4.47e-25
8.500	1.309197274e-14	4.48e-25
8.600	1.325065250e-14	4.49e-25
8.700	1.340748631e-14	4.50e-25
8.800	1.356249470e-14	4.51e-25
8.900	1.371569854e-14	4.52e-25
9.000	1.386711896e-14	4.53e-25
9.100	1.401677733e-14	4.54e-25
9.200	1.416469518e-14	4.55e-25
9.300	1.431089419e-14	4.56e-25
9.400	1.445539609e-14	4.57e-25
9.500	1.459822268e-14	4.57e-25
9.600	1.473939578e-14	4.58e-25
9.700	1.487893718e-14	4.59e-25
9.800	1.501686862e-14	4.60e-25
9.900	1.515321178e-14	4.61e-25
10.000	1.528798824e-14	4.61e-25
