T[MeV]	signal_value	signal_error
0	0	0
0.100	4.931462183e-43	1.22e-53
0.200	1.379984346e-24	1.17e-36
0.300	3.300996740e-17	1.35e-27
0.400	4.281354767e-13	3.06e-24
0.500	1.988311407e-10	1.55e-20
0.600	1.537407650e-08	1.09e-19
0.700	4.012772501e-07	2.51e-19
0.800	5.137932255e-06	6.25e-18
0.900	4.011593626e-05	1.87e-15
1.000	2.187952218e-04	7.25e-15
1.100	9.116623474e-04	7.83e-15
1.200	3.086326535e-03	4.02e-14
1.300	8.869365265e-03	1.35e-13
1.400	2.234222447e-02	3.19e-13
1.500	5.053642513e-02	3.82e-12
1.600	1.045539972e-01	2.99e-12
1.700	2.007170855e-01	2.25e-12
1.800	3.616478540e-01	1.30e-11
1.900	6.171924487e-01	3.26e-11
2.000	1.005124830e+00	6.09e-11
2.100	1.571591858e+00	9.57e-11
2.200	2.371285594e+00	1.34e-10
2.300	3.467349553e+00	1.74e-10
2.400	4.931041407e+00	2.11e-10
2.500	6.841185093e+00	2.44e-10
2.600	9.283451146e+00	2.70e-10
2.700	1.234950600e+01	2.88e-10
2.800	1.613607003e+01	2.98e-10
2.900	2.074392128e+01	3.00e-10
3.000	2.627687749e+01	2.94e-10
3.100	3.284078426e+01	2.80e-10
3.200	4.054253244e+01	2.62e-10
3.300	4.948912264e+01	2.39e-10
3.400	5.978679051e+01	2.13e-10
3.500	7.154020258e+01	1.87e-10
3.600	8.485172858e+01	1.63e-10
3.700	9.982079377e+01	1.48e-10
3.800	1.165433120e+02	1.54e-10
3.900	1.351111985e+02	1.70e-10
4.000	1.556119596e+02	1.94e-10
4.100	1.781283570e+02	2.27e-10
4.200	2.027381396e+02	2.66e-10
4.300	2.295138410e+02	3.10e-10
4.400	2.585226352e+02	3.59e-10
4.500	2.898262457e+02	4.13e-10
4.600	3.234809037e+02	4.69e-10
4.700	3.595373476e+02	5.29e-10
4.800	3.980408621e+02	5.91e-10
4.900	4.390313487e+02	6.55e-10
5.000	4.825434256e+02	4.58e-08
5.100	5.286065515e+02	4.50e-08
5.200	5.772451699e+02	4.41e-08
5.300	6.284788696e+02	4.32e-08
5.400	6.823225594e+02	4.23e-08
5.500	7.387866531e+02	4.13e-08
5.600	7.978772625e+02	4.03e-08
5.700	8.595963958e+02	3.93e-08
5.800	9.239421604e+02	3.83e-08
5.900	9.909089661e+02	3.72e-08
6.000	1.060487730e+03	3.62e-08
