T[MeV]	signal_value	signal_error
0	0	0
0.100	5.546285398e-70	9.90e-81
0.200	6.633406366e-35	5.96e-45
0.300	4.948222335e-23	1.79e-33
0.400	5.311139549e-17	2.65e-27
0.500	2.529921534e-13	2.77e-24
0.600	7.876460408e-11	5.43e-22
0.700	5.100192250e-09	2.68e-20
0.800	1.228231929e-07	1.22e-18
0.900	1.521344961e-06	4.84e-17
1.000	1.178376321e-05	8.51e-16
1.100	6.466868053e-05	8.91e-17
1.200	2.733979553e-04	5.35e-15
1.300	9.437866250e-04	3.46e-14
1.400	2.773894413e-03	2.55e-13
1.500	7.158770606e-03	3.14e-13
1.600	1.660455092e-02	4.45e-13
1.700	3.523994297e-02	1.10e-12
1.800	6.939908248e-02	2.51e-12
1.900	1.282404159e-01	4.79e-12
2.000	2.243624854e-01	7.21e-12
2.100	3.743787488e-01	8.65e-12
2.200	5.994186137e-01	8.25e-12
2.300	9.255292313e-01	5.90e-12
2.400	1.383960937e+00	2.88e-12
2.500	2.011327469e+00	5.46e-12
2.600	2.849639522e+00	1.40e-11
2.700	3.946216385e+00	2.68e-11
2.800	5.353485186e+00	4.27e-11
2.900	7.128680633e+00	6.03e-11
3.000	9.333460241e+00	7.74e-11
3.100	1.203345100e+01	9.26e-11
3.200	1.529774358e+01	1.04e-10
3.300	1.919834954e+01	1.11e-10
3.400	2.380963596e+01	1.12e-10
3.500	2.920775054e+01	1.08e-10
3.600	3.547004862e+01	9.86e-11
3.700	4.267453185e+01	8.48e-11
3.800	5.089930683e+01	6.79e-11
3.900	6.022206999e+01	4.96e-11
4.000	7.071962416e+01	3.19e-11
4.100	8.246743037e+01	1.74e-11
4.200	9.553919745e+01	1.36e-11
4.300	1.100065111e+02	2.86e-11
4.400	1.259385031e+02	5.20e-11
4.500	1.434015602e+02	8.15e-11
4.600	1.624590724e+02	1.58e-08
4.700	1.831712197e+02	1.69e-08
4.800	2.055947945e+02	1.81e-08
4.900	2.297830592e+02	1.93e-08
5.000	2.557856361e+02	2.06e-08
5.100	2.836484278e+02	2.18e-08
5.200	3.134135653e+02	2.31e-08
5.300	3.451193818e+02	2.44e-08
5.400	3.788004100e+02	3.65e-08
5.500	4.144874008e+02	3.84e-08
5.600	4.522073597e+02	4.04e-08
5.700	4.919836013e+02	4.23e-08
5.800	5.338358178e+02	4.43e-08
5.900	5.777801603e+02	4.62e-08
6.000	6.238293314e+02	4.82e-08
