T[MeV]	signal_value	signal_error
0	0	0
0.100	1.508650876e-94	4.00e-104
0.200	3.664292534e-57	1.47e-67
0.300	2.252985354e-44	5.43e-55
0.400	9.309094772e-38	4.02e-49
0.500	1.269742594e-33	4.65e-45
0.600	9.642954417e-31	4.22e-43
0.700	1.361679802e-28	2.39e-41
0.800	6.534550136e-27	4.80e-40
0.900	1.493827061e-25	1.29e-35
1.000	1.998436200e-24	1.17e-34
1.100	1.788267917e-23	1.77e-33
1.200	1.172589676e-22	6.36e-33
1.300	6.011020991e-22	5.23e-32
1.400	2.525992716e-21	4.72e-32
1.500	9.017276615e-21	1.05e-31
1.600	2.810389833e-20	1.57e-30
1.700	7.812811656e-20	3.07e-30
1.800	1.970573109e-19	1.15e-29
1.900	4.571758198e-19	3.38e-29
2.000	9.866066329e-19	4.33e-29
2.100	1.998886140e-18	1.77e-28
2.200	3.831408680e-18	2.99e-28
2.300	6.993020344e-18	4.17e-28
2.400	1.222043932e-17	9.64e-28
2.500	2.054258164e-17	9.93e-28
2.600	3.335133707e-17	1.03e-27
2.700	5.247691408e-17	2.26e-27
2.800	8.026558303e-17	4.70e-27
2.900	1.196575003e-16	2.80e-27
3.000	1.742622885e-16	3.90e-27
3.100	2.484301628e-16	5.19e-27
3.200	3.473166041e-16	6.63e-27
3.300	4.769388690e-16	4.37e-26
3.400	6.442229541e-16	5.07e-26
3.500	8.570399892e-16	5.84e-26
3.600	1.124231389e-15	1.03e-25
3.700	1.455622432e-15	1.17e-25
3.800	1.862024256e-15	1.31e-25
3.900	2.355224519e-15	1.47e-25
4.000	2.947967236e-15	2.75e-25
4.100	3.653922478e-15	3.05e-25
4.200	4.487646768e-15	3.35e-25
4.300	5.464535138e-15	3.67e-25
4.400	6.600765851e-15	4.01e-25
4.500	7.913238875e-15	4.35e-25
4.600	9.419509158e-15	4.71e-25
4.700	1.113771578e-14	1.11e-24
4.800	1.308650796e-14	1.21e-24
4.900	1.528496901e-14	1.38e-24
5.000	1.775253895e-14	1.60e-24
5.100	2.050893679e-14	1.87e-24
5.200	2.357408320e-14	2.18e-24
5.300	2.696802421e-14	2.54e-24
5.400	3.071085655e-14	2.93e-24
5.500	3.482265518e-14	3.36e-24
5.600	3.932340351e-14	3.82e-24
5.700	4.423292652e-14	4.31e-24
5.800	4.957082724e-14	4.83e-24
5.900	5.535642680e-14	5.38e-24
6.000	6.160870820e-14	5.94e-24
6.100	6.834626388e-14	6.51e-24
6.200	7.558724731e-14	4.56e-24
6.300	8.334932853e-14	4.77e-24
6.400	9.164965363e-14	4.97e-24
6.500	1.005048083e-13	5.18e-24
6.600	1.099307849e-13	5.39e-24
6.700	1.199429539e-13	5.61e-24
6.800	1.305560386e-13	5.82e-24
6.900	1.417840933e-13	1.39e-23
7.000	1.536404851e-13	1.46e-23
7.100	1.661378793e-13	1.52e-23
7.200	1.792882269e-13	1.58e-23
7.300	1.931027564e-13	1.64e-23
7.400	2.075919670e-13	1.69e-23
7.500	2.227656255e-13	1.74e-23
7.600	2.386327653e-13	1.79e-23
7.700	2.552016870e-13	1.84e-23
7.800	2.724799623e-13	1.88e-23
7.900	2.904744388e-13	1.92e-23
8.000	3.091912474e-13	1.95e-23
8.100	3.286358105e-13	1.98e-23
8.200	3.488128525e-13	2.01e-23
8.300	3.697264112e-13	2.03e-23
8.400	3.913798502e-13	2.06e-23
8.500	4.137758730e-13	2.07e-23
8.600	4.369165376e-13	2.09e-23
8.700	4.608032718e-13	2.10e-23
8.800	4.854368898e-13	2.11e-23
8.900	5.108176089e-13	2.11e-23
9.000	5.369450671e-13	2.12e-23
9.100	5.638183405e-13	2.12e-23
9.200	5.914359621e-13	2.11e-23
9.300	6.197959398e-13	2.11e-23
9.400	6.488957750e-13	2.10e-23
9.500	6.787324819e-13	2.09e-23
9.600	7.093026059e-13	2.08e-23
9.700	7.406022424e-13	2.06e-23
9.800	7.726270559e-13	2.05e-23
9.900	8.053722986e-13	2.03e-23
10.000	8.388328287e-13	2.01e-23
