T[MeV]	signal_value	signal_error
0	0	0
0.100	4.740092836e-51	7.25e-65
0.200	2.636683040e-35	1.87e-46
0.300	3.225065942e-29	2.16e-41
0.400	6.863642687e-26	1.16e-38
0.500	9.229534289e-24	4.01e-34
0.600	2.860347368e-22	1.34e-32
0.700	3.676691785e-21	1.56e-31
0.800	2.666383187e-20	6.52e-31
0.900	1.303072196e-19	3.75e-30
1.000	4.791166320e-19	1.09e-29
1.100	1.424557214e-18	1.96e-29
1.200	3.598476725e-18	2.52e-29
1.300	7.997264061e-18	2.49e-29
1.400	1.604063627e-17	3.30e-29
1.500	2.959616056e-17	5.97e-29
1.600	5.096819364e-17	1.03e-28
1.700	8.285563242e-17	7.10e-27
1.800	1.282860713e-16	8.00e-27
1.900	1.905349690e-16	8.78e-27
2.000	2.730379212e-16	9.39e-27
2.100	3.793027967e-16	9.84e-27
2.200	5.128268353e-16	1.01e-26
2.300	6.770221792e-16	1.02e-26
2.400	8.751518785e-16	1.01e-26
2.500	1.110277271e-15	9.92e-27
2.600	1.385216777e-15	9.56e-27
2.700	1.702515551e-15	9.08e-27
2.800	2.064425060e-15	8.51e-27
2.900	2.472891430e-15	7.85e-27
3.000	2.929551330e-15	7.14e-27
3.100	3.435734151e-15	6.39e-27
3.200	3.992469309e-15	5.62e-27
3.300	4.600497583e-15	4.84e-27
3.400	5.260285530e-15	4.08e-27
3.500	5.972042123e-15	3.34e-27
3.600	6.735736893e-15	2.64e-27
3.700	7.551118977e-15	2.01e-27
3.800	8.417736550e-15	1.45e-27
3.900	9.334956259e-15	9.87e-28
4.000	1.030198232e-14	6.68e-28
4.100	1.131787501e-14	7.28e-28
4.200	1.238156848e-14	9.77e-28
4.300	1.349188752e-14	1.39e-27
4.400	1.464756348e-14	1.87e-27
4.500	1.584724905e-14	2.41e-27
4.600	1.708953200e-14	3.01e-27
4.700	1.837294783e-14	3.66e-27
4.800	1.969599138e-14	4.34e-27
4.900	2.105712737e-14	5.06e-27
5.000	2.245479998e-14	5.82e-27
5.100	2.388744146e-14	6.63e-27
5.200	2.535347986e-14	7.48e-27
5.300	2.685134587e-14	8.34e-27
5.400	2.837947894e-14	9.23e-27
5.500	2.993633264e-14	1.01e-26
5.600	3.152037929e-14	1.11e-26
5.700	3.313011406e-14	1.20e-26
5.800	3.476405845e-14	1.29e-26
5.900	3.642076323e-14	1.38e-26
6.000	3.809881094e-14	1.48e-26
6.100	3.979681796e-14	1.57e-26
6.200	4.151343619e-14	1.66e-26
6.300	4.324735436e-14	1.76e-26
6.400	4.499729904e-14	1.85e-26
6.500	4.676203540e-14	1.94e-26
6.600	4.854036769e-14	2.03e-26
6.700	5.033113948e-14	2.12e-26
6.800	5.213323379e-14	2.21e-26
6.900	5.394557295e-14	2.30e-26
7.000	5.576711837e-14	2.39e-26
7.100	5.759687018e-14	2.48e-26
7.200	5.943386672e-14	2.56e-26
7.300	6.127718401e-14	2.65e-26
7.400	6.312593505e-14	2.73e-26
7.500	6.497926908e-14	2.82e-26
7.600	6.683637086e-14	2.90e-26
7.700	6.869645979e-14	2.98e-26
7.800	7.055878907e-14	3.06e-26
7.900	7.242264477e-14	3.14e-26
8.000	7.428734498e-14	3.22e-26
8.100	7.615223881e-14	3.29e-26
8.200	7.801670553e-14	3.37e-26
8.300	7.988015356e-14	3.44e-26
8.400	8.174201955e-14	3.52e-26
8.500	8.360176747e-14	3.59e-26
8.600	8.545888764e-14	3.66e-26
8.700	8.731289587e-14	3.73e-26
8.800	8.916333248e-14	3.80e-26
8.900	9.100976146e-14	3.86e-26
9.000	9.285176959e-14	3.93e-26
9.100	9.468896558e-14	4.00e-26
9.200	9.652097923e-14	4.06e-26
9.300	9.834746060e-14	4.13e-26
9.400	1.001680793e-13	4.19e-26
9.500	1.019825234e-13	4.25e-26
9.600	1.037904994e-13	4.31e-26
9.700	1.055917305e-13	4.37e-26
9.800	1.073859568e-13	4.43e-26
9.900	1.091729339e-13	4.49e-26
10.000	1.109524329e-13	4.55e-26
