T[MeV]	signal_value	signal_error
0	0	0
0.100	3.108799190e-23	1.88e-33
0.200	2.904853374e-13	4.13e-24
0.300	2.882641249e-09	2.13e-19
0.400	4.910967960e-07	6.81e-18
0.500	1.380353165e-05	2.01e-17
0.600	1.469123046e-04	3.14e-16
0.700	8.678260930e-04	1.48e-15
0.800	3.483333314e-03	3.06e-15
0.900	1.068874440e-02	5.52e-15
1.000	2.698989070e-02	8.28e-15
1.100	5.887013188e-02	9.76e-15
1.200	1.146848573e-01	1.58e-14
1.300	2.043420497e-01	2.60e-14
1.400	3.388558908e-01	3.72e-14
1.500	5.298555609e-01	4.87e-14
1.600	7.891113827e-01	6.00e-14
1.700	1.128117642e+00	7.16e-14
1.800	1.557751901e+00	8.70e-14
1.900	2.088016355e+00	1.01e-13
2.000	2.727857571e+00	1.12e-13
2.100	3.485055769e+00	1.24e-13
2.200	4.366172494e+00	1.35e-13
2.300	5.376545116e+00	1.42e-13
2.400	6.520317245e+00	1.49e-13
2.500	7.800495417e+00	1.58e-13
2.600	9.219023885e+00	1.68e-13
2.700	1.077687082e+01	1.80e-13
2.800	1.247412065e+01	1.94e-13
2.900	1.431006840e+01	2.14e-13
3.000	1.628331305e+01	2.35e-13
3.100	1.839184767e+01	2.51e-13
3.200	2.063314487e+01	2.71e-13
3.300	2.300423648e+01	3.01e-13
3.400	2.550178706e+01	3.14e-13
3.500	2.812216094e+01	3.49e-13
3.600	3.086148272e+01	3.86e-13
3.700	3.371569153e+01	4.13e-13
3.800	3.668058918e+01	4.35e-13
3.900	3.975188271e+01	4.63e-13
4.000	4.292522163e+01	5.12e-13
4.100	4.619623027e+01	5.37e-13
4.200	4.956053574e+01	5.57e-13
4.300	5.301379189e+01	6.06e-13
4.400	5.655169958e+01	6.57e-13
4.500	6.017002381e+01	6.72e-13
4.600	6.386460790e+01	7.21e-13
4.700	6.763138514e+01	7.35e-13
4.800	7.146638822e+01	8.12e-13
4.900	7.536575665e+01	8.28e-13
5.000	7.932574247e+01	8.72e-13
5.100	8.334271447e+01	9.26e-13
5.200	8.741316107e+01	9.58e-13
5.300	9.153369213e+01	1.02e-12
5.400	9.570103978e+01	9.56e-09
5.500	9.991205843e+01	9.58e-09
5.600	1.041637241e+02	9.60e-09
5.700	1.084531330e+02	9.62e-09
5.800	1.127775001e+02	9.63e-09
5.900	1.171341568e+02	9.65e-09
6.000	1.215205482e+02	9.66e-09
