T[MeV]	signal_value	signal_error
0	0	0
0.100	1.402848314e-30	3.67e-44
0.200	2.066660437e-17	1.93e-28
0.300	3.916173183e-12	1.29e-24
0.400	3.453633707e-09	1.28e-21
0.500	2.818283065e-07	1.88e-17
0.600	6.377901314e-06	2.68e-16
0.700	6.633446159e-05	3.05e-15
0.800	4.142479315e-04	2.02e-14
0.900	1.814885706e-03	4.63e-14
1.000	6.148084899e-03	6.65e-14
1.100	1.717003551e-02	1.05e-13
1.200	4.131342963e-02	2.33e-13
1.300	8.837573999e-02	4.78e-12
1.400	1.719828467e-01	4.76e-12
1.500	3.097736938e-01	4.48e-12
1.600	5.233059593e-01	3.97e-12
1.700	8.377208669e-01	3.33e-12
1.800	1.281225370e+00	2.76e-12
1.900	1.884455353e+00	3.14e-12
2.000	2.679779181e+00	4.70e-12
2.100	3.700591326e+00	6.86e-12
2.200	4.980634299e+00	9.53e-12
2.300	6.553375780e+00	1.27e-11
2.400	8.451457858e+00	1.64e-11
2.500	1.070622716e+01	2.05e-11
2.600	1.334734835e+01	2.53e-11
2.700	1.640249903e+01	3.05e-11
2.800	1.989714085e+01	3.60e-11
2.900	2.385436002e+01	4.19e-11
3.000	2.829476906e+01	4.79e-11
3.100	3.323646167e+01	5.43e-11
3.200	3.869501242e+01	6.08e-11
3.300	4.468351355e+01	6.76e-11
3.400	5.121264184e+01	7.45e-11
3.500	5.829074895e+01	8.14e-11
3.600	6.592396987e+01	8.83e-11
3.700	7.411634430e+01	9.51e-11
3.800	8.286994694e+01	1.02e-10
3.900	9.218502315e+01	1.08e-10
4.000	1.020601270e+02	1.15e-10
4.100	1.124922594e+02	1.21e-10
4.200	1.234770044e+02	1.27e-10
4.300	1.350086618e+02	1.33e-10
4.400	1.470803756e+02	1.39e-10
4.500	1.596842572e+02	1.44e-10
4.600	1.728115016e+02	1.50e-10
4.700	1.864524983e+02	1.55e-10
4.800	2.005969351e+02	1.60e-10
4.900	2.152338949e+02	1.65e-10
5.000	2.303519461e+02	1.70e-10
5.100	2.459392260e+02	1.74e-10
5.200	2.619835183e+02	1.79e-10
5.300	2.784723236e+02	1.83e-10
5.400	2.953929246e+02	1.87e-10
5.500	3.127324450e+02	1.91e-10
5.600	3.304779033e+02	1.94e-10
5.700	3.486162617e+02	1.98e-10
5.800	3.671344695e+02	2.02e-10
5.900	3.860195028e+02	2.05e-10
6.000	4.052583997e+02	2.08e-10
