T[MeV]	signal_value	signal_error
0	0	0
0.100	1.404679151e-71	2.60e-82
0.200	7.443669400e-36	6.66e-46
0.300	9.374981951e-24	6.18e-34
0.400	1.336188095e-17	5.88e-28
0.500	7.679912521e-14	7.54e-25
0.600	2.749794607e-11	1.59e-22
0.700	1.991572925e-09	8.88e-21
0.800	5.269385251e-08	6.39e-19
0.900	7.082016564e-07	3.63e-17
1.000	5.897019684e-06	7.52e-18
1.100	3.453908144e-05	3.28e-17
1.200	1.549241306e-04	1.12e-16
1.300	5.646255531e-04	3.16e-16
1.400	1.744633341e-03	8.78e-14
1.500	4.716095722e-03	1.54e-14
1.600	1.142070406e-02	9.13e-13
1.700	2.523300380e-02	9.41e-13
1.800	5.159781096e-02	1.69e-12
1.900	9.877157852e-02	2.18e-12
2.000	1.786353177e-01	1.28e-11
2.100	3.075397578e-01	1.00e-11
2.200	5.071410331e-01	3.46e-12
2.300	8.051867930e-01	2.46e-12
2.400	1.236217319e+00	1.93e-11
2.500	1.842152934e+00	5.01e-11
2.600	2.672746725e+00	9.20e-11
2.700	3.785889480e+00	1.40e-10
2.800	5.247761238e+00	1.86e-10
2.900	7.132830418e+00	2.23e-10
3.000	9.523707002e+00	2.44e-10
3.100	1.251086056e+01	2.45e-10
3.200	1.619221702e+01	1.56e-09
3.300	2.067265023e+01	1.81e-09
3.400	2.606338526e+01	2.09e-09
3.500	3.248133101e+01	2.39e-09
3.600	4.004835905e+01	3.83e-09
3.700	4.889054512e+01	4.32e-09
3.800	5.913738821e+01	4.90e-09
3.900	7.092102110e+01	5.55e-09
4.000	8.437542441e+01	6.25e-09
4.100	9.963565478e+01	7.00e-09
4.200	1.168370963e+02	7.79e-09
4.300	1.361147422e+02	8.61e-09
4.400	1.576025136e+02	9.46e-09
4.500	1.814326194e+02	1.03e-08
4.600	2.077349603e+02	1.12e-08
4.700	2.366365809e+02	1.21e-08
4.800	2.682611693e+02	1.30e-08
4.900	3.027286069e+02	1.39e-08
5.000	3.401545656e+02	1.48e-08
5.100	3.806501548e+02	1.57e-08
5.200	4.243216143e+02	1.66e-08
5.300	4.712700525e+02	1.74e-08
5.400	5.215912292e+02	1.83e-08
5.500	5.753753779e+02	1.91e-08
5.600	6.327070685e+02	6.11e-08
5.700	6.936651056e+02	6.40e-08
5.800	7.583224609e+02	6.68e-08
5.900	8.267462373e+02	6.97e-08
6.000	8.989976611e+02	7.25e-08
