T[MeV]	signal_value	signal_error
0	0	0
0.100	4.766573143e-92	1.58e-101
0.200	1.319227725e-54	8.58e-65
0.300	6.699294934e-42	1.51e-52
0.400	2.037107644e-35	2.33e-46
0.500	1.937395943e-31	9.62e-43
0.600	1.009217525e-28	3.93e-40
0.700	9.853688925e-27	2.63e-37
0.800	3.341116804e-25	5.80e-36
0.900	5.547794596e-24	3.27e-36
1.000	5.549009298e-23	2.16e-35
1.100	3.817059933e-22	1.02e-34
1.200	1.973814963e-21	1.92e-32
1.300	8.164622793e-21	1.13e-33
1.400	2.825459805e-20	2.95e-33
1.500	8.456740085e-20	1.61e-30
1.600	2.245096122e-19	7.99e-30
1.700	5.390993258e-19	3.80e-29
1.800	1.189016479e-18	1.06e-28
1.900	2.438582032e-18	2.01e-28
2.000	4.697312349e-18	3.14e-28
2.100	8.567948090e-18	4.70e-28
2.200	1.489923058e-17	1.14e-27
2.300	2.484126182e-17	1.42e-27
2.400	3.990106487e-17	1.81e-27
2.500	6.199595213e-17	6.12e-27
2.600	9.350247908e-17	6.52e-27
2.700	1.372990660e-16	6.49e-27
2.800	1.968007621e-16	1.77e-26
2.900	2.759850596e-16	2.24e-26
3.000	3.794081039e-16	3.06e-26
3.100	5.122110563e-16	4.16e-26
3.200	6.801167329e-16	5.54e-26
3.300	8.894169527e-16	7.15e-26
3.400	1.146951271e-15	8.96e-26
3.500	1.460077961e-15	1.09e-25
3.600	1.836638222e-15	1.29e-25
3.700	2.284914681e-15	1.49e-25
3.800	2.813585253e-15	1.68e-25
3.900	3.431673437e-15	1.86e-25
4.000	4.148496077e-15	2.02e-25
4.100	4.973609543e-15	2.16e-25
4.200	5.916755222e-15	2.27e-25
4.300	6.987805107e-15	2.36e-25
4.400	8.196708198e-15	2.42e-25
4.500	9.553438297e-15	2.46e-25
4.600	1.106794372e-14	2.48e-25
4.700	1.275009937e-14	2.48e-25
4.800	1.460966142e-14	2.48e-25
4.900	1.665622499e-14	2.48e-25
5.000	1.889918488e-14	2.49e-25
5.100	2.134769958e-14	2.51e-25
5.200	2.401065853e-14	2.57e-25
5.300	2.689665273e-14	2.74e-25
5.400	3.001394862e-14	3.02e-25
5.500	3.337046516e-14	3.36e-25
5.600	3.697375416e-14	3.75e-25
5.700	4.083098345e-14	4.19e-25
5.800	4.494892316e-14	4.67e-25
5.900	4.933393456e-14	5.18e-25
6.000	5.399196160e-14	5.72e-25
6.100	5.892852488e-14	6.30e-25
6.200	6.414871785e-14	6.90e-25
6.300	6.965720512e-14	7.52e-25
6.400	7.545822273e-14	8.17e-25
6.500	8.155558013e-14	8.82e-25
6.600	8.795266386e-14	9.49e-25
6.700	9.465244256e-14	1.02e-24
6.800	1.016574734e-13	1.09e-24
6.900	1.089699097e-13	1.15e-24
7.000	1.165915093e-13	1.22e-24
7.100	1.245236441e-13	1.29e-24
7.200	1.327673106e-13	1.36e-24
7.300	1.413231402e-13	1.42e-24
7.400	1.501914113e-13	1.49e-24
7.500	1.593720607e-13	1.55e-24
7.600	1.688646963e-13	1.62e-24
7.700	1.786686093e-13	1.74e-23
7.800	1.887827873e-13	1.79e-23
7.900	1.992059270e-13	1.84e-23
8.000	2.099364474e-13	1.89e-23
8.100	2.209725026e-13	1.94e-23
8.200	2.323119946e-13	1.99e-23
8.300	2.439525869e-13	2.04e-23
8.400	2.558917165e-13	2.09e-23
8.500	2.681266067e-13	2.14e-23
8.600	2.806542799e-13	2.19e-23
8.700	2.934715694e-13	2.24e-23
8.800	3.065751312e-13	2.29e-23
8.900	3.199614561e-13	2.34e-23
9.000	3.336268808e-13	2.39e-23
9.100	3.475675992e-13	2.44e-23
9.200	3.617796728e-13	2.48e-23
9.300	3.762590415e-13	2.53e-23
9.400	3.910015335e-13	2.58e-23
9.500	4.060028751e-13	2.63e-23
9.600	4.212587003e-13	2.68e-23
9.700	4.367645597e-13	2.72e-23
9.800	4.525159292e-13	2.77e-23
9.900	4.685082187e-13	2.82e-23
10.000	4.847367797e-13	2.87e-23
