T[MeV]	signal_value	signal_error
0	0	0
0.100	8.901029943e-24	7.33e-34
0.200	1.448044581e-13	1.06e-24
0.300	1.791350018e-09	1.48e-19
0.400	3.447529493e-07	4.54e-18
0.500	1.048140588e-05	2.21e-17
0.600	1.178867682e-04	4.13e-16
0.700	7.256371737e-04	1.38e-15
0.800	3.007326250e-03	2.74e-15
0.900	9.467998430e-03	6.32e-15
1.000	2.441691903e-02	8.84e-15
1.100	5.420731647e-02	1.09e-14
1.200	1.072016828e-01	1.84e-14
1.300	1.935039357e-01	2.82e-14
1.400	3.245383060e-01	3.85e-14
1.500	5.125580054e-01	4.90e-14
1.600	7.701511363e-01	6.29e-14
1.700	1.109789922e+00	7.81e-14
1.800	1.543449427e+00	9.63e-14
1.900	2.082306446e+00	1.14e-13
2.000	2.736518556e+00	1.31e-13
2.100	3.515076837e+00	1.46e-13
2.200	4.425722376e+00	1.58e-13
2.300	5.474915444e+00	1.71e-13
2.400	6.667846363e+00	1.83e-13
2.500	8.008478009e+00	1.93e-13
2.600	9.499611162e+00	2.05e-13
2.700	1.114296535e+01	2.18e-13
2.800	1.293926915e+01	2.29e-13
2.900	1.488835533e+01	2.40e-13
3.000	1.698925694e+01	2.64e-13
3.100	1.924030198e+01	2.85e-13
3.200	2.163920430e+01	3.13e-13
3.300	2.418314974e+01	3.41e-13
3.400	2.686887640e+01	2.38e-09
3.500	2.969274871e+01	2.29e-09
3.600	3.265082499e+01	2.20e-09
3.700	3.573891867e+01	2.12e-09
3.800	3.895265315e+01	2.03e-09
3.900	4.228751072e+01	1.96e-09
4.000	4.573887589e+01	1.88e-09
4.100	4.930207335e+01	1.81e-09
4.200	5.297240120e+01	1.74e-09
4.300	5.674515968e+01	1.67e-09
4.400	6.061567589e+01	1.61e-09
4.500	6.457932486e+01	1.55e-09
4.600	6.863154741e+01	1.49e-09
4.700	7.276786499e+01	1.43e-09
4.800	7.698389203e+01	1.38e-09
4.900	8.127534593e+01	1.33e-09
5.000	8.563805505e+01	1.28e-09
5.100	9.006796491e+01	1.23e-09
5.200	9.456114285e+01	1.19e-09
5.300	9.911378133e+01	1.15e-09
5.400	1.037222000e+02	1.11e-09
5.500	1.083828471e+02	1.07e-09
5.600	1.130922992e+02	1.03e-09
5.700	1.178472613e+02	9.96e-10
5.800	1.226445653e+02	9.62e-10
5.900	1.274811686e+02	9.29e-10
6.000	1.323541520e+02	8.98e-10
