T0	t0/tau	cal_g_function_a	err
6.900000e+00	4.900000e-01	4.0963749129e-06	2.6457387791e-09
6.900000e+00	5.000000e-01	4.1225772669e-06	2.7704273537e-09
6.900000e+00	5.100000e-01	4.1486697671e-06	2.8649725123e-09
6.900000e+00	5.200000e-01	4.1746547012e-06	2.9225450239e-09
6.900000e+00	5.300000e-01	4.2005342756e-06	2.9356282606e-09
6.900000e+00	5.400000e-01	4.2263106196e-06	2.9022983893e-09
6.900000e+00	5.500000e-01	4.2519857893e-06	2.8259324829e-09
6.900000e+00	5.600000e-01	4.2775617715e-06	2.7138139347e-09
6.900000e+00	5.700000e-01	4.3030404866e-06	2.5755508037e-09
6.900000e+00	5.800000e-01	4.3284237923e-06	2.4215701511e-09
6.900000e+00	5.900000e-01	4.3537134865e-06	2.2618815355e-09
6.900000e+00	6.000000e-01	4.3789113099e-06	2.1051772846e-09
6.900000e+00	6.100000e-01	4.4040154593e-06	8.5709710068e-09
6.900000e+00	6.200000e-01	4.4290346302e-06	3.1245452370e-09
6.900000e+00	6.300000e-01	4.4539668401e-06	1.8666583062e-10
6.900000e+00	6.400000e-01	4.4788136248e-06	1.3249042604e-09
6.900000e+00	6.500000e-01	4.5035764739e-06	3.8029010049e-09
6.900000e+00	6.600000e-01	4.5282568332e-06	6.1323451730e-09
6.900000e+00	6.700000e-01	4.5528561073e-06	7.8382156780e-09
6.900000e+00	6.800000e-01	4.5773756610e-06	8.7026798927e-09
6.900000e+00	6.900000e-01	4.6017964002e-06	7.3081282831e-09
6.900000e+00	7.000000e-01	4.6261808819e-06	7.8305427353e-09
6.900000e+00	7.100000e-01	4.6504690978e-06	6.3383445563e-09
6.900000e+00	7.200000e-01	4.6746826935e-06	4.4406267243e-09
6.900000e+00	7.300000e-01	4.6988228608e-06	2.4381678545e-09
6.900000e+00	7.400000e-01	4.7228907604e-06	7.0800508986e-10
6.900000e+00	7.500000e-01	4.7468875228e-06	1.7206290774e-10
6.900000e+00	7.600000e-01	4.7708142494e-06	1.7638487788e-09
6.900000e+00	7.700000e-01	4.7946720131e-06	4.2382570472e-09
6.900000e+00	7.800000e-01	4.8184618601e-06	7.2647684895e-09
6.900000e+00	7.900000e-01	4.8421848097e-06	1.0594031567e-08
6.900000e+00	8.000000e-01	4.8658418560e-06	1.3982506280e-08
6.900000e+00	8.100000e-01	4.8894362056e-06	1.0660946574e-09
6.900000e+00	8.200000e-01	4.9129642821e-06	1.0285496806e-09
6.900000e+00	8.300000e-01	4.9364292956e-06	9.9156802255e-10
6.900000e+00	8.400000e-01	4.9598321488e-06	9.5580753462e-10
6.900000e+00	8.500000e-01	4.9831737237e-06	9.2181264668e-10
6.900000e+00	8.600000e-01	5.0064548819e-06	8.8999630833e-10
6.900000e+00	8.700000e-01	5.0296764652e-06	8.5894855840e-10
6.900000e+00	8.800000e-01	5.0528392967e-06	8.3054397217e-10
6.900000e+00	8.900000e-01	5.0759441810e-06	8.0483929636e-10
6.900000e+00	9.000000e-01	5.0989919050e-06	7.8173392164e-10
6.900000e+00	9.100000e-01	5.1219832385e-06	7.6105142854e-10
6.900000e+00	9.200000e-01	5.1449189342e-06	7.4255009073e-10
6.900000e+00	9.300000e-01	5.1677979393e-06	1.3986669065e-08
6.900000e+00	9.400000e-01	5.1906245792e-06	1.1275661463e-08
6.900000e+00	9.500000e-01	5.2133977454e-06	8.6737573568e-09
6.900000e+00	9.600000e-01	5.2361181296e-06	6.2807859428e-09
6.900000e+00	9.700000e-01	5.2587864090e-06	4.1802374848e-09
6.900000e+00	9.800000e-01	5.2814032468e-06	2.4383976898e-09
6.900000e+00	9.900000e-01	5.3039509366e-06	3.2029097700e-09
6.900000e+00	1.000000e+00	5.3264851827e-06	2.3900222927e-10
6.900000e+00	1.010000e+00	5.3489515408e-06	1.1124183859e-10
6.900000e+00	1.020000e+00	5.3713689781e-06	6.7410793998e-10
6.900000e+00	1.030000e+00	5.3937380937e-06	1.3465412237e-09
6.900000e+00	1.040000e+00	5.4160594753e-06	1.9810319109e-09
6.900000e+00	1.050000e+00	5.4383336990e-06	2.4942913552e-09
6.900000e+00	1.060000e+00	5.4605613301e-06	2.8364176779e-09
6.900000e+00	1.070000e+00	5.4827429231e-06	2.9823448299e-09
6.900000e+00	1.080000e+00	5.5048790224e-06	2.9269008271e-09
6.900000e+00	1.090000e+00	5.5269701620e-06	2.6821438656e-09
6.900000e+00	1.100000e+00	5.5490168663e-06	2.2806188789e-09
6.900000e+00	1.110000e+00	5.5710196498e-06	1.7652532399e-09
6.900000e+00	1.120000e+00	5.5929790182e-06	1.1908917008e-09
6.900000e+00	1.130000e+00	5.6148954675e-06	6.2534601503e-10
6.900000e+00	1.140000e+00	5.6367694851e-06	1.5981233914e-10
6.900000e+00	1.150000e+00	5.6586015496e-06	7.3715977872e-11
6.900000e+00	1.160000e+00	5.6803921312e-06	5.4651784195e-10
6.900000e+00	1.170000e+00	5.7021416917e-06	1.2681759402e-09
6.900000e+00	1.180000e+00	5.7238506848e-06	2.1661650791e-09
6.900000e+00	1.190000e+00	5.7455195563e-06	3.1874623825e-09
6.900000e+00	1.200000e+00	5.7671487444e-06	4.2823885312e-09
6.900000e+00	1.210000e+00	5.7876478123e-06	9.1103430767e-09
6.900000e+00	1.220000e+00	5.8102897851e-06	6.5024181587e-09
6.900000e+00	1.230000e+00	5.8318024772e-06	7.5383592741e-09
6.900000e+00	1.240000e+00	5.8532771649e-06	8.4720776667e-09
6.900000e+00	1.250000e+00	5.8747142506e-06	9.2706985411e-09
6.900000e+00	1.260000e+00	5.8961141300e-06	9.9079595701e-09
6.900000e+00	1.270000e+00	5.9174771924e-06	1.0364821546e-08
6.900000e+00	1.280000e+00	5.9388038206e-06	1.0629836055e-08
6.900000e+00	1.290000e+00	5.9600943914e-06	1.0699153524e-08
6.900000e+00	1.300000e+00	5.9813492757e-06	1.0576250461e-08
6.900000e+00	1.310000e+00	6.0025688381e-06	1.0271383676e-08
6.900000e+00	1.320000e+00	6.0237360919e-06	3.7976567469e-09
6.900000e+00	1.330000e+00	6.0449034284e-06	9.1857945854e-09
6.900000e+00	1.340000e+00	6.0660191578e-06	8.4515805811e-09
6.900000e+00	1.350000e+00	6.0871009683e-06	7.6261306622e-09
6.900000e+00	1.360000e+00	6.1081491973e-06	6.7389629355e-09
6.900000e+00	1.370000e+00	6.1291641768e-06	5.8199533931e-09
6.900000e+00	1.380000e+00	6.1501462338e-06	4.8973933350e-09
6.900000e+00	1.390000e+00	6.1710956902e-06	3.9953517808e-09
6.900000e+00	1.400000e+00	6.1920128633e-06	3.1448369015e-09
6.900000e+00	1.410000e+00	6.2128980653e-06	2.3669757110e-09
6.900000e+00	1.420000e+00	6.2337516040e-06	1.6790839842e-09
6.900000e+00	1.430000e+00	6.2545737823e-06	1.0945231058e-09
6.900000e+00	1.440000e+00	6.2753648990e-06	6.2300604182e-10
6.900000e+00	1.450000e+00	6.2961252482e-06	2.7180266363e-10
6.900000e+00	1.460000e+00	6.3168551200e-06	5.0534569703e-11
6.900000e+00	1.470000e+00	6.3375548000e-06	3.9330538168e-11
6.900000e+00	1.480000e+00	6.3582245699e-06	1.9322197932e-10
6.900000e+00	1.490000e+00	6.3788647072e-06	3.7161311269e-10
6.900000e+00	1.500000e+00	6.3994754857e-06	5.3885873573e-10
6.900000e+00	1.510000e+00	6.4200571752e-06	6.7485697352e-10
6.900000e+00	1.520000e+00	6.4406100416e-06	7.6760869066e-10
