Ev[MeV]	Aeff[MeV-2]
1.816	-0.0000000000
1.916	-0.0000000000
2.016	-0.0000000000
2.116	-0.0000000000
2.216	-0.0000000000
2.316	-0.0000000000
2.416	-0.0000000000
2.516	-0.0000000000
2.616	-0.0000000000
2.716	-0.0000000000
2.816	-0.0000000000
2.916	-0.0000000000
3.016	-0.0000000000
3.116	-0.0000000000
3.216	-0.0000000000
3.316	-0.0000000000
3.416	-0.0000000000
3.516	-0.0000000000
3.616	-0.0000000000
3.716	-0.0000000000
3.816	-0.0000000000
3.916	486689.5719858544
4.016	6862248.0804588236
4.116	14949890.8956531957
4.216	24777565.5550103746
4.316	36340712.4810098708
4.416	49608399.9041948467
4.516	64529382.9495077133
4.616	81037711.3950091600
4.716	99057669.9483751953
4.816	118507955.1458582878
4.916	139305077.4200223684
5.016	161366031.5650331974
5.116	184610310.4910108745
5.216	208961352.0676545203
5.316	234347512.2870814502
5.416	260702654.0727449059
5.516	287966432.9126973152
5.616	316084350.2854560018
5.716	345007635.0456915498
5.816	374693002.4704579711
5.916	405102331.0721696615
6.016	436202288.8258576393
6.116	467963933.2198084593
6.216	500362303.4937099218
6.316	533376018.4839182496
6.416	566986889.5270678997
6.516	601179554.7455563545
6.616	635941138.6175071001
6.716	671260938.8965255022
6.816	707130141.5829114914
6.916	743541563.6615432501
7.016	780489422.6337410212
7.116	817969131.4122910500
7.216	855977116.8675515652
7.316	894510660.1628204584
7.416	933567756.9641301632
7.516	973146995.6275113821
7.616	1013247451.5306794643
7.716	1053868595.8140643835
7.816	1095010216.9110713005
7.916	1136672353.3754825592
8.016	1178855236.6426138878
8.116	1221559242.4905114174
8.216	1264784850.0913119316
8.316	1308532607.6611924171
8.416	1352803103.8266205788
8.516	1397596943.9262313843
8.616	1442914730.5597231388
8.716	1488757047.7794899940
8.816	1535124448.3953349590
8.916	1582017443.9303550720
9.016	1629436496.8261785507
9.116	1677382014.5486330986
9.216	1725854345.2920587063
9.316	1774853775.0214233398
9.416	1824380525.6284179688
9.516	1874434754.0084359646
9.616	1925016551.8938813210
9.716	1976125946.3021702766
9.816	2027762900.4797263145
9.916	2079927315.2385482788
10.016	2132619030.6005415916
10.116	2185837827.6758213043
10.216	2239583430.7147803307
10.316	2293855509.2824902534
10.416	2348653680.5127658844
10.516	2403977511.4075651169
10.616	2459826521.1519432068
10.716	2516200183.4219641685
10.816	2573097928.6658453941
10.916	2630519146.3439388275
11.016	2688463187.1150951385
11.116	2746929364.9611043930
11.216	2805916959.2412528992
11.316	2865425216.6733055115
11.416	2925453353.2371449471
11.516	2986000555.9985718727
11.616	3047065984.8535022736
11.716	3108648774.1916279793
11.816	3170748034.4808135033
11.916	3233362853.7729816437
12.016	3296492299.1340017319
12.116	3360135417.9989995956
12.216	3424291239.4559402466
12.316	3488958775.4591622353
12.416	3554137021.9770536423
12.516	3619824960.0749158859
12.616	3686021556.9373736382
12.716	3752725766.8315505981
12.816	3819936532.0153956413
12.916	3887652783.5926108360
13.016	3955873442.3178629875
13.116	4024597419.3539171219
13.216	4093823616.9840254784
13.316	4163550929.2818484306
13.416	4233778242.7407855988
13.516	4304504436.8655529022
13.616	4375728384.7279186249
13.716	4447448953.4887685776
13.816	4519665004.8879537582
13.916	4592375395.7046823502
14.016	4665578978.1895780563
14.116	4739274600.4701156616
14.216	4813461106.9313097000
14.316	4888137338.5727138519
14.416	4963302133.3440799713
14.516	5038954326.4594850540
14.616	5115092750.6926403046
14.716	5191716236.6539878845
14.816	5268823613.0504941940
14.916	5346413706.9293785095
15.016	5424485343.9069643021
15.116	5503037348.3834934235
15.216	5582068543.7443857193
15.316	5661577752.5492725372
15.416	5741563796.7093057632
15.516	5822025497.6536426544
15.616	5902961676.4856710434
15.716	5984371154.1293706894
15.816	6066252751.4668674469
15.916	6148605289.4675483704
16.016	6231427589.3092851639
16.116	6314718472.4919176102
16.216	6398476760.9438781738
16.316	6482701277.1227626801
16.416	6567390844.1087598801
16.516	6652544285.6932668686
16.616	6738160426.4614648819
16.716	6824238091.8703365326
16.816	6910776108.3213014603
16.916	6997773303.2288322449
17.016	7085228505.0847482681
17.116	7173140543.5187950134
17.216	7261508249.3547801971
17.316	7350330454.6641550064
17.416	7439605992.8157958984
17.516	7529333698.5228195190
17.616	7619512407.8865165710
17.716	7710140958.4375667572
17.816	7801218189.1750516891
17.916	7892742940.6022872925
18.016	7984714054.7612304688
